lead,mes,NS,Pbias,CV,Pearson,CRPSSad,Brier_Q10,Brier_Q10_Q25,Brier_Q25_Q75,Brier_Q75_Q90,Brier_Q90,N_det,N_prob
1,1,0.0824862200884714,-2.544479204652325,1.6803839684177009,0.30504705359588447,0.37732448534595076,0.9737015121630507,0.823129777880909,0.646482577251808,0.5569220456098284,0.17707648476879245,40,40
1,2,0.3410162995002186,-12.109990181801411,2.2059396927578905,0.6802346341466146,0.4120140385079779,0.9826869806094183,0.9856027330405076,0.8053658536585366,0.8845778428501708,0.12482686980609425,41,41
1,3,-0.07563096224896637,3.801913556662895,2.8151767683381177,-0.06755645227432097,0.08860160145646068,0.7441135734072022,0.9666910688140556,0.663109756097561,0.7571986334797463,-0.14819944598337953,41,41
1,4,0.3438665050052986,2.415887880317092,1.742070918808839,0.5865413379344677,0.3211420723963988,0.19875346260387827,0.7899943470887507,0.5223170731707316,0.1600780868716445,0.401662049861496,41,41
1,5,0.18883404776574242,-1.1647189578392618,2.013855862931981,0.43527688880607507,0.3038125560766778,0.9172437673130194,0.9601024890190337,0.6756707317073171,0.03367496339677867,0.2503462603878117,41,41
1,6,0.17651334868802437,-1.9474591426061472,1.2525855383418345,0.4286914221834442,0.21419853663856447,0.7056786703601108,0.49719375305026836,0.18359756097560986,0.06454367984382614,-0.060076177285318666,41,41
1,7,0.26459517361008533,-6.1010595912140575,0.8043989326421565,0.5269701478343021,0.2676767107041008,0.8682479224376731,0.7438994631527573,0.22341463414634144,-0.007564665690581007,-0.00692520775623251,41,41
1,8,0.15442817300126932,8.711580625386194,0.8102585428585317,0.4273819944660199,0.17907007653518192,-0.20114690627511145,0.09734307924353147,-0.043523997370151335,0.10288638795426142,-0.08042954196800345,40,40
1,9,0.3359775481665943,-3.91374722845679,0.6813045092565052,0.5927058587470968,0.26996602508002865,0.765870406896048,0.39874437611994173,0.28665351742274825,0.03533537017699928,0.03261743005332762,40,40
1,10,0.19613248382167714,-4.342085207957384,0.8994949822016365,0.4461836065488842,0.2196277986478551,0.7023157279567537,0.6363331657449305,0.15167652859960545,0.12480179448505246,-0.047008547008547286,40,40
1,11,0.46717402222753424,-5.746185291662393,0.7527207000000008,0.6889344878108223,0.43196924447515095,0.959639126305793,0.9409573165229274,0.31485864562787647,0.029018576529888596,-0.019066403681788247,40,40
1,12,0.08837188567737675,5.366992761091349,1.013716316534124,0.4311181006878644,0.3647991892705966,0.9817371612243407,0.6630183960500702,0.6034188034188034,0.5979167472380142,-0.05285265541675788,40,40
2,1,-0.07788655421664892,0.9784705295280445,1.8213304943527837,-0.046875858529439055,0.11030468303073726,0.9408284023668639,0.5877325289089995,0.2610782380013148,0.028116177437444323,-0.08700416392724075,40,40
2,2,-0.051762896773168254,-2.1155323525281537,2.7569920682120435,-0.09034002426499688,0.15046385364105896,0.9269486448973628,0.8159105851413544,0.48284023668639053,0.7000167588402884,-0.07586383227408855,40,40
2,3,-0.055435339424909635,0.9779875213107975,2.788623213478081,-0.2693771068013334,0.044292474325511644,0.7666204986149584,0.9525378233284529,0.47737804878048795,0.36835041483650555,-0.06146121883656508,41,41
2,4,0.025844845772660774,-1.2912598589743516,2.1226764075083735,0.16439942836361124,0.07313283464068132,0.2441135734072024,0.7360090446579988,0.2774390243902438,0.04477794045876038,-0.045533240997229774,41,41
2,5,0.023602958775243765,2.0931674357533363,2.209463107774966,0.17879095701219716,0.10950007960591368,0.291897506925208,0.6842362127867252,0.34140243902439016,-0.05246461688628612,0.08985457063711921,41,41
2,6,0.03320170113658749,1.2092184219742634,1.3572099979133243,0.23330417667564185,0.10082486757067632,0.529432132963989,0.38225963884821856,0.10353658536585364,-0.022938018545632044,-0.0687326869806093,41,41
2,7,0.17423760331255878,-8.419537653974485,0.8523850006856687,0.4272539486470921,0.15413108558096322,0.5998961218836566,0.3970229380185456,0.018109756097560936,-0.006100536847242655,0.010387811634349209,41,41
2,8,0.024134080693561266,10.146273311988352,0.8785464665711784,0.26012937072305997,0.09817525327371113,0.1191135734072023,0.1142020497803804,0.08841463414634143,0.03343094192288909,-0.12257617728531822,41,41
2,9,0.18138769762176465,-5.152425948480843,0.7564653065210979,0.4367751039648738,0.15790795640300903,-0.03111987727372334,0.09644068015108709,0.02531229454306383,-0.010944811849789238,-0.02162320111038052,40,40
2,10,0.09492955957286386,-2.2050818302318715,0.954437942444244,0.33593594361367285,0.10425320986051334,0.33705895244356787,0.09179977053280186,0.009664694280078878,-0.03814569877918306,-0.023632113375703145,40,40
2,11,0.061953099577758075,-2.2302135266243877,0.9987422917995378,0.2519484551770693,0.13136370454693347,0.6230550076703922,0.5315259568653233,0.2773833004602235,-0.032086733444199655,-0.059792534151508425,40,40
2,12,0.08864375647230927,0.6890088033162614,1.0135651472101002,0.3346339872536499,0.1963689997283169,0.8721601285703849,0.4367740521586676,0.14345825115055888,0.06588802516404335,-0.03203301921250645,40,40
3,1,-0.1135159942148718,0.6060111701821382,1.8511877234920546,-0.26754000235482844,0.04479111719119744,0.8033092263861495,0.3739928581557541,0.2754109138724523,0.03804256745433188,-0.051939513477974986,40,40
3,2,-0.05211357282647988,-0.550814905375159,2.757451644474896,-0.2727514501718687,0.05081137062457697,0.8765432098765432,0.6037178842608707,0.3208415516107823,-0.03376261747302478,-0.059792534151508425,40,40
3,3,-0.0492179427324011,-0.29958537147994313,2.743119678997926,-0.577236640594486,0.020775056637918676,0.7333625538753745,0.7745291410449782,0.2575936883629192,-0.03646981475035793,-0.04627803345752057,40,40
3,4,-0.06226879331226942,1.151092004318192,2.21659800604038,-0.3615069267172344,0.00932215327143604,0.2886080332409974,0.6489542114188807,0.2835365853658536,-0.005856515373352966,-0.06388504155124641,41,41
3,5,-0.05477286738320797,1.3733300402478958,2.296428890063949,-0.20674357468877824,0.0248319191989389,0.32461911357340756,0.6317715959004391,0.19768292682926825,0.03367496339677878,-0.04968836565096946,41,41
3,6,-0.040839255327365764,0.8384154394285358,1.4082214107523505,0.022372384883795962,0.031706208898803045,0.20844875346260405,0.2264519277696435,0.05158536585365836,-0.04636408003904391,-0.07617728531855938,41,41
3,7,0.03154146132147839,-4.912364499642261,0.9231000278374536,0.20882403151076667,0.0519626976618176,0.4078947368421053,0.09687652513421174,0.006707317073170849,-0.01512933138116157,-0.020775623268697974,41,41
3,8,0.005330416862912246,8.368104967568948,0.8869703035339759,0.1762954181498812,0.04117350377840112,-0.0562673130193907,-0.031112737920937272,-0.04146341463414638,-0.007076622742801408,-0.06128808864265922,41,41
3,9,0.1313398749321827,-3.10109526680797,0.7898150612987112,0.37953061785943176,0.1256153161760717,0.1694944598337953,0.11298194241093196,0.007926829268292579,-0.028550512445095322,-0.02752770083102485,41,41
3,10,0.033872902509622604,-4.349399984213696,0.9861060807761306,0.1890877991662298,0.08479971570462663,0.19442618160566894,-0.07836691547098806,0.07054569362261665,-0.031957819288136236,-0.04901745927386947,40,40
3,11,-0.022555431827006478,-0.36352348153270564,1.042760554012209,-0.01751850350128001,0.04770634568368726,0.2833662064431297,0.13227881553673393,0.09026955950032867,-0.040723981900452566,-0.07001972386587751,40,40
3,12,-0.02590714444366915,-0.7336684125314706,1.075379142505616,0.04897373878214553,0.06949867724998549,0.5156695156695157,0.0801974964870894,0.03701512163050613,-0.012362867566487523,-0.06527138578420622,40,40
4,1,-0.03386690922177582,-0.5651066157419007,1.7837523133009408,-0.19956555141384574,0.036514086730395134,0.4369566805464242,0.16437844039653993,0.12136752136752127,-0.0819765118407656,-0.051939513477974986,40,40
4,2,-0.06930644383138973,-0.7376690319436303,2.7798904758605008,-0.5251043246518806,0.023054830183764086,0.6977500182628387,0.356976189555375,0.2020381328073636,-0.06934292454654445,-0.0919351303966689,40,40
4,3,-0.044853017659809424,0.20598342668882236,2.737407810039164,-0.8204758663861089,0.008678267920917526,0.7077945795894515,0.4700339044230447,0.3449046679815909,-0.04072398190045279,-0.051939513477974986,40,40
4,4,-0.04984074791545812,0.4820041107803156,2.1815633837246686,-0.7012953850893009,0.0052049848435965496,0.3381547227701075,0.4692487000179306,0.2571334648257725,-0.07140555104356028,-0.051939513477974764,40,40
4,5,-0.05492813220771198,1.1817934378551973,2.2965979034692,-0.6545493530090529,0.004628370646794777,0.3114612188365652,0.5567349926793557,0.24195121951219511,0.020619814543679782,-0.0517659279778393,41,41
4,6,-0.04869845393722927,-0.22805400826049999,1.4135280313572225,-0.22655788244474587,0.01734802782325051,0.19650277008310268,0.15995607613469964,0.015243902439024515,-0.056124938994631446,-0.06752077562326853,41,41
4,7,-0.0445590520206276,-2.5708640697921745,0.9586823819401092,-0.04540897004987651,0.01894417126211112,0.17313019390581696,-0.054904831625183226,-0.07249999999999979,-0.01598340653977548,-0.09452908587257602,41,41
4,8,-0.12872659617317117,6.404249756835033,0.944852551173244,-0.16771502494568347,-0.019138981323250315,-0.1826523545706371,-0.08199121522693997,-0.03219512195121954,0.005246461688628523,-0.08448753462603875,41,41
4,9,0.08006411967611526,-2.143065977316816,0.8127916758184273,0.3236833263855095,0.0779360465628196,0.010041551246537606,-0.01915568570034165,-0.07121951219512179,-0.04770619814543675,-0.04639889196675906,41,41
4,10,0.03437711057307946,-3.0213043423826837,0.9999913030692646,0.1968205558969683,0.07985994687695419,0.314404432132964,0.09272816007808649,0.0749390243902438,-0.024280136652025552,-0.042243767313019376,41,41
4,11,0.03188322687614398,-3.248443184362039,1.0146237791177688,0.18840796502043672,0.06353111132005129,0.20008766162612324,-0.06534658570857688,0.02636423405654187,-0.0034677907981075506,-0.035320330192124993,40,40
4,12,-0.03932834219966419,-0.11380713038667889,1.0823904879126731,-0.12753366904992963,0.023763899827211388,0.22163781138140126,-0.06766704051771932,-0.02610124917817247,-0.07024532363898883,-0.054313682518810635,40,40
5,1,-0.06555626954759886,0.2616212118304125,1.8108831434464763,-0.6792347294493645,0.004676455694078041,0.20958433778946595,-0.023965141612200425,0.03484549638395795,-0.0543888824431813,-0.051939513477974986,40,40
5,2,-0.04499050247155223,-0.6132648256606467,2.7481014754039577,-0.6681273779546854,0.01867565904506585,0.4026225436481847,0.15329182297508093,0.11867192636423396,-0.034536102409405744,-0.07184600774344352,40,40
5,3,-0.046621534998505076,-0.05227217611952295,2.739723497648922,-0.9229762292876029,0.005385598550670667,0.5428811454452481,0.1984117775972981,0.30611439842209065,-0.061865903494862984,-0.051939513477974986,40,40
5,4,-0.05151978705299132,0.09997461689378144,2.1833072038818124,-0.9418120164410735,0.002662924305536607,0.24446635985097553,0.3214691291614369,0.09520052596975681,-0.06457310077219636,-0.051939513477974764,40,40
5,5,-0.05224185928421021,0.721631896435382,2.287084408275663,-0.9041760468541032,0.006008431451436147,0.4059098546278034,0.354784648902296,0.19342537804076265,-0.060447847778164476,-0.051939513477974764,40,40
5,6,-0.04926669826706731,0.38719876659877633,1.4139109443416644,-0.6978822853678538,0.005235733033190693,0.17226454293628823,0.12603709126403106,0.07573170731707313,-0.05392874572962447,-0.05315096952908571,41,41
5,7,-0.010906337851701808,-2.246830868627957,0.9431129482673245,-0.0388586928324334,0.026268762043197613,0.1265581717451525,-0.07674475353831123,-0.046097560975609575,-0.02391410444119102,-0.05713296398891954,41,41
5,8,-0.06978786157301764,2.708957346057408,0.9198531368987936,-0.20652680131046117,0.0004038471019743861,-0.08916204986149556,-0.047706198145437195,-0.029024390243902465,-0.0451439726695948,-0.07132963988919672,41,41
5,9,-0.04044004971206627,-1.3435772503745742,0.8643885366626377,-0.10791907943362819,0.013101613399866374,-0.12257617728531844,-0.032332845290385936,-0.036707317073170875,-0.03953147877013197,-0.07461911357340711,41,41
5,10,-0.00643626503218675,-1.6644599066156447,1.0209055991460783,-0.004669642518297193,0.04034341737881397,0.1295013850415514,-0.06954612005856542,0.04579268292682925,-0.05441678867740385,-0.06215373961218851,41,41
