lead,mes,NS,Pbias,CV,Pearson,CRPSSad,Brier_Q10,Brier_Q10_Q25,Brier_Q25_Q75,Brier_Q75_Q90,Brier_Q90,N_det,N_prob
1,1,0.10257721032092093,-4.919066741295316,2.235719372943035,0.34419267592312786,0.24123923827031923,0.6162977573233984,0.3787626819301029,0.6218934911242604,0.6208634670173132,-0.0391555263350134,40,40
1,2,0.07612863867581021,3.7585665756164457,1.5821756652157815,0.2927067297149169,0.17875552629366676,0.5907202216066483,0.22986822840409948,0.18487804878048775,0.1866764275256222,-0.09487534626038796,41,41
1,3,0.20125788925697896,-2.2853905389164186,1.415346907128972,0.46280570509981966,0.18617822366518777,0.49722991689750695,0.4871888726207906,0.31359756097560976,0.0845534407027817,-0.018178670360110782,41,41
1,4,0.21211744312855285,-9.32825233319111,1.2573863168639756,0.5030784959672473,0.2459063452434107,0.3898891966759003,0.32162030258662766,0.15335365853658545,0.13604197169350896,0.0754847645429364,41,41
1,5,0.2188510042737004,-5.662215608225533,1.0392506205047474,0.4706557296613058,0.2556750643433938,0.7853185595567866,0.45046364080039025,0.11792682926829268,0.19253294289897493,-0.09175900277008298,41,41
1,6,0.2986125986203825,-0.698448531527342,0.996242996516821,0.5493173321940736,0.2889696593378209,0.44130886426592797,0.7880673499267935,0.33628048780487807,-0.03282088823816531,0.05436288088642682,41,41
1,7,0.40297982623936657,-4.925277440587815,0.7737053664972162,0.6367608608761357,0.39305143813509924,0.6544321329639889,0.6605661298194241,0.22487804878048778,0.10968765251342094,-0.041724376731301804,41,41
1,8,-0.12062684571455629,2.9087840366011277,1.1922596124126004,0.10310940785603712,0.14269500971324933,0.695375849222003,0.5548594191128127,0.19408284023668632,0.06691933841255104,-0.16571699905033221,40,40
1,9,0.5239395933263145,-5.727094276089557,0.6959698067385697,0.7467926180554333,0.40332757402102914,0.5786763094455403,0.41150687757022586,0.1712031558185405,0.12738007760632186,0.11918328584995252,40,40
1,10,0.2312524721825716,-1.0498982774289465,1.0416444071047837,0.4976113212283735,0.17746269809398274,0.3008985316677625,0.3892047285712442,0.11683103221564761,-0.054904539067434976,0.07626561472715332,40,40
1,11,0.12837979474328443,-1.1108417470630676,1.1742633245747405,0.3607518138235497,0.19015102028570652,0.47275184454671637,0.3296463884699179,0.14030243261012498,0.07594332933699455,-0.0024472203959382544,40,40
1,12,0.195517730379278,-8.263613125539772,1.3603413049805009,0.49810580354395956,0.21999880559994112,0.6062531959967858,0.5176032280104679,0.2754109138724523,-0.1384409121965684,0.0035795164000295143,40,40
2,1,-0.05660541054144419,-1.0880254839279206,2.425912644546274,-0.2760606076605782,0.06181514077866401,0.35075608152531246,0.034046228616364194,0.1534516765285996,0.09450696781013512,-0.06728029804952862,40,40
2,2,0.08801381801810726,-0.6506038128195961,1.548186984238194,0.3682078878129683,0.11208766424909411,0.2221856965446709,0.2648025679699888,-0.08323471400394467,-0.060190019466037636,0.012710935787858757,40,40
2,3,0.013194605773441559,-1.6633709037055842,1.5731689527523944,0.11615424725325506,0.051481502924465516,0.19390581717451527,0.13360175695461196,0.032987804878048976,-0.050390434358223546,0.003981994459833826,41,41
2,4,0.010034475109631957,0.17448777904190232,1.409444640458379,0.1009657178650065,0.032278590632498494,0.19321329639889195,0.12140068326012687,-0.15231707317073173,-0.09102000976085911,-0.018524930747922275,41,41
