Descargas realizadas el 10/07/2023 22:25:12 de Gestión Embase
__________________________________________________________________________
 
14/12/2022;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
15/12/2022;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
16/12/2022;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
17/12/2022;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
18/12/2022;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
19/12/2022;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
20/12/2022;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
21/12/2022;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
22/12/2022;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
23/12/2022;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
24/12/2022;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
25/12/2022;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
26/12/2022;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
27/12/2022;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
28/12/2022;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
29/12/2022;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
30/12/2022;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
31/12/2022;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
01/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
02/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
03/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
04/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
05/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
06/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
07/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
08/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
09/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
10/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,1;	2,5;
11/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,09;	2,24;
12/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,09;	2,24;
13/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,09;	2,24;
14/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,09;	2,24;
15/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,09;	2,24;
16/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,09;	2,24;
17/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,09;	2,24;
18/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,09;	2,24;
19/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0,09;	2,24;
20/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
21/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
22/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
23/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
24/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
25/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
26/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
27/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
28/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
29/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
30/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
31/01/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
01/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
02/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
03/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
04/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
05/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
06/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
07/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
08/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
09/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
10/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
11/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
12/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
13/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
14/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
15/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
16/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
17/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
18/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
19/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
20/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
21/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
22/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
23/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
24/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
25/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
26/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
27/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
28/02/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
01/03/2023;	700;	Central Constitución;	Río Yí;	Durazno;	Durazno;	0;	0;
