,1,2,3,4,5,6,7,8,9,10,11,12
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
30,-0.15594226900862154,-1.5842154016420797,1.2576502975584332,1.338584634868961,0.5065295549246628,-2.4347620868105433,-1.4430354462283292,2.7647142679070407,-0.13183070392992205,-0.7517440707803233,0.5635906081156419,0.44210278160808647
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
31,0.09552977312260647,-1.171503439487126,1.8491921154561268,3.8175241361711776,1.8631634374511215,-1.8059445737195847,-1.0558100674141686,2.6867734750157335,-0.39825572694697486,-0.7288616272966916,1.1659534408319605,1.114410126471382
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
32,0.13760903999392374,-1.5265871952069936,3.3616661130142553,7.914744280799396,3.7239788025269633,-1.1712146697122472,-0.9537007774430268,3.5108320327753213,-0.9476300641927878,-0.8833153172497589,1.215777888689814,0.8457895472556484
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
33,-1.9739745423125943,-1.849484630260237,-1.6874699268341453,1.888933492390592,-0.8864433569388201,2.5701109861384013,-1.3517148891598678,3.7735856572891486,-1.9842109876658334,-1.4657662958663493,0.25893870546126824,-3.007493687440059
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
40,-0.6942704241238945,0.5583960679338452,0.1448443659493772,-1.7294497458013527,-1.5645608907335193,-0.5631114756637192,-0.01935388196142725,0.7149707321844456,-0.07411628526960068,-0.4899567951840447,-1.0980430746061753,-3.929663567856139
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
41,-2.2740431488677673,0.20896655377883486,0.16259069897942569,-2.453513394114721,-1.271276144662783,-0.9376312727891256,0.4050096140442374,0.9343226243979696,-0.08974426194364164,-0.3490761423479096,-1.1328944903003138,-3.829729556756478
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
42,-3.0322032321177126,1.0057760622165481,1.4054393295121195,-1.518990278380187,-3.233769871503174,0.45715759238950043,-0.8033585127656798,1.468209613233422,-0.3154092229737486,-0.709654760685868,-0.021540614769146742,-5.658549243218626
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
43,-0.6890419481470502,-0.07761652554906096,-0.4903313329163615,-0.8143390759670809,-1.0111466008702918,0.29269327790004296,-0.08607762897430221,0.6054535910061372,-0.233737400225448,-0.7738389938757274,-0.3382167552587072,-0.9509037429774388
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
44,-0.6625783384013727,-0.17146355736504015,-0.1755022885697026,-1.170413232240891,-1.9602898417823116,0.19452934356084772,-0.6727745252167074,1.148745834481412,-0.5145393828385434,-0.8708545077691895,0.44701429022672073,-1.3098112577527168
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
45,-2.5435308573826876,-2.750493060074382,-1.1486208229478199,-1.28602422271644,-2.6844957477782567,1.7033211297210273,-1.172534722748041,3.032921752383333,-2.045851109977188,-1.5300353256260688,1.5657077121451144,-3.790099691892602
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
50,-1.2241007201264889,-0.7981398521085173,0.015463892093837953,-3.1353019694023128,-2.0871829494143657,0.07949816328036652,-0.13329919449709435,1.0074328231482312,-0.09410543613972543,-0.3172765458092152,-1.051088188719226,-5.179031166799933
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
51,-1.6200437024932095,1.787178733900045,-1.1861679358384947,-3.160157883914937,-1.893825818362788,1.6938634682124096,-1.7118359157837355,1.0854853701351626,0.9645446211386365,0.1653284853593318,-0.6722632906707441,-4.295135027422157
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
52,-3.2110199010184366,0.5255424641359623,-5.37336557814145,-2.8758464177212524,-5.669109719928002,1.8636683157954232,-0.24189864688899831,1.810030034500019,-0.28722695095504563,-0.17132890712144122,-0.18915799913165987,-4.935014253062862
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
53,-2.4907524817199356,-0.5320107986663828,-4.0990019358659255,-3.1507606359412867,-5.195217209891943,0.921237692751877,0.3371724836089906,1.2559060128768065,-0.46405664415665693,-0.45764939507057534,-0.6971977371038375,-5.322234666870619
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
54,-2.0775247242401265,-0.9418047030589002,-1.507037257575477,-2.2980875962324645,-4.9921319199359075,1.5538318165287996,-0.9355623550721811,2.6314290499851354,-0.8595939891961698,-0.7058444091413296,-1.2856371448415824,-3.733001283646941
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
55,-2.263557492330136,-0.803321770313305,-0.2591546755229544,-2.0636267656166636,-3.7208580689896915,0.7805342582963212,-0.6480721425367019,3.3192103538577737,-1.2184853977269738,-0.19475867253086288,-1.5544298065015159,-2.8083554864033116
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
56,-1.5912834269744158,-0.7030891382166614,-0.3818204526306089,-1.3679003267881968,-3.4930158566719514,-0.25433400569277104,-0.25795535979944106,2.2024103295008355,-1.3723338110000025,-1.5235136080288196,-1.9070607869809535,-1.852301526387526
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
57,-0.712451851890601,-1.354985919318601,-0.14428290537675967,-0.5456090472329794,-3.6821648280715302,-0.92175144498569,-1.074287240671703,3.2054013107249464,-2.6431604505132973,-1.8559194623315276,-1.3262698763846004,-2.2390283588870816
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
58,-2.6026210710207565,-1.7836886343888156,-0.046281089923619075,-0.10431522287075438,-5.994433569086321,-0.3375926833492134,-1.2992618701463077,-0.01178400317795251,-3.18927279930193,-2.170543360708038,-0.0451514153036651,-3.5865058507282033
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
60,-0.5815034260080256,-1.4049364724770748,-0.0317354720678239,-2.0139654316100635,-2.2539219266899257,-1.6338723711318277,-2.263027983429769,2.6314228126969748,-0.23964485718101966,-0.6258079787718537,-1.4071292488378642,-0.7497467098224341
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
61,-0.23461230274873338,-0.5839894648344869,0.3007181249498387,-1.7024966970562156,-3.2195738330652457,-2.1393909382736287,-0.8625323871424788,2.8251538731395875,-1.2678088768640732,-1.1838783944966866,-1.9825714453647896,0.09247825028201567
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
62,0.25162045763376467,-2.6327339741303404,0.32153351159753135,-0.963871759735066,-1.9447311075357507,-3.2014571883177543,-4.529949947385737,7.1054660633911935,-3.1571775528723958,-2.257748163687261,-2.302904147003941,0.7702178634707119
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
63,0.1511068678271803,-3.492593851065306,1.0608860348134892,0.8628045507824664,0.138297527465302,-0.09796634937642364,-6.245469501241324,8.38018939843598,-3.425317361072396,-2.8999431033628995,-2.4215000536083893,2.6040998348396602
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
64,-0.3199991683140474,-4.925445813234909,1.49343856883125,0.7585733418869774,0.7672595060539901,0.03339157293221736,-6.477653914943601,9.075319634981165,-4.055756147915202,-3.6321890074676504,-2.7799740999398286,1.7741110506253799
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
65,-3.2764476249506473,-6.042804006342416,0.9731010818694882,-0.8311769387625602,-2.5312518609712016,-2.623166992213278,-5.218633776455094,5.056467264569805,-4.221732759842406,-3.6874599363418508,-3.188704349314134,-2.0900247255570554
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
66,-0.7191617890465613,-6.869488338037823,1.8166626254187872,0.2162633740866884,0.9781576448243143,0.2757308424148102,-6.502454882591323,9.741296155045795,-4.6164800103158266,-4.453982469096132,-3.2562660787697655,1.4227208438382923
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
67,-0.4927829595925428,-3.6454249470256337,1.5114590206257743,1.1901036105709817,0.5112595122623604,0.9855555217039565,-6.167111544467432,7.930391324026908,-3.232701153584602,-3.1145615400079634,-2.5842477377475617,2.8197050345165326
lead,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
68,-0.13067203237938493,-6.60731359542833,1.9811247714897833,-0.09599605637822617,0.6215761577838271,1.8338603727260268,-6.904761685664394,9.669135733263102,-4.149205100574336,-4.613781142673528,-3.526576985711017,2.379202603141147
