,1,2,3,4,5,6,7,8,9,10,11,12
Brier_Q90,0.9006501570604135,-0.0470914127423822,-0.1246537396121885,0.1720914127423822,-0.104570637119113,0.2203947368421054,0.097645429362881,-0.0287457082328874,0.0395573087880781,0.019468186134853,0.038096281686025,0.1796332821973847
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,0.7465117977938491,-0.0200831024930745,-0.082236842105263,0.1499307479224377,0.1168628808864267,-0.0148891966759003,0.0635387811634348,-0.0714807509679305,-0.0179706333552487,0.0355394842574331,0.0284169771349258,0.093432683176273
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,0.3264665059536856,0.4361149584487535,-0.1173822714681438,0.0742728531855956,0.3388157894736843,0.0969529085872576,-0.0614612188365648,0.0309737745635184,-0.0064650449265832,-0.0084739571919056,0.0746219592373437,0.0293301190737088
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,0.0422967346044271,0.0476108033240999,-0.0600761772853184,0.0270083102493076,0.1307132963988921,0.1475069252077563,-0.0334141274238226,-0.0382423843962305,0.0298780042369786,-0.0524873986412448,0.0998246767477538,-0.0099349842939588
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,0.1208269413397619,-0.0270083102493072,-0.0670013850415514,0.0384349030470916,0.2636772853185597,0.0569598337950137,-0.059556786703601,-0.0877346774782672,0.0192855577470962,-0.0338593030900722,0.0853970341149827,-0.0667324128862589
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,-0.0055519029878006,0.014369806094183,-0.1021468144044321,0.2463642659279779,0.2719875346260388,-0.0216412742382272,-0.1014542936288087,-0.0795164000292205,-0.0508437431514354,-0.0462780334575205,0.0218423551756886,-0.0365987289064211
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,0.1560742201767841,0.4170706371191137,0.0470914127423822,0.2375346260387811,0.3474722991689751,-0.0801592797783932,-0.0914127423822714,-0.0818905690700559,-0.0234494849879465,-0.047008547008547,0.0072320841551613,-0.1036233472130907
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,-0.1529330119073708,0.178150969529086,0.0344529085872574,0.100242382271468,0.2825484764542937,-0.0505540166204985,-0.0500346260387809,-0.0897435897435896,0.0443056468697493,-0.0028124771714514,-0.0150485791511432,0.082657608298634
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,-0.1122068814376506,0.3530124653739611,0.0538434903047091,-0.0173130193905817,0.2868767313019391,-0.0119459833795014,-0.1421398891966756,-0.0607056760902913,0.0205639564613923,-0.0261889108042951,-0.0345898166410985,0.1502301117685734
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,-0.0838994813353786,0.1786703601108036,0.116516620498615,-0.0787742382271468,0.2480955678670362,0.0865650969529087,-0.1430055401662047,-0.0813426839067863,0.0101541383592667,-0.0166922346409523,-0.1324786324786324,0.2305866023814742
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,0.3591569873621155,0.397853185595568,0.0195637119113573,0.1230955678670361,0.190270083102493,0.0666551246537394,-0.1165166204986147,-0.0921177587844255,-0.1198772737234274,-0.0384250127839873,-0.1038059756008473,0.2530498940755351
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,-0.0420775805391189,-0.0704639889196674,0.0368767313019391,0.1137465373961218,-0.0443213296398889,0.0337603878116343,-0.0827562326869806,-0.0435386076411716,-0.0811600555190297,-0.0464606618452771,-0.0610709328658045,0.1838337351157863
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,0.0625684856454086,-0.1050900277008308,-0.0415512465373961,0.0837950138504154,0.016274238227147,0.0538434903047091,0.017832409972299,-0.0829863393965957,-0.0694718387026078,-0.0340419314778288,-0.0572357367229161,0.1582657608298634
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,0.2979764774636569,-0.0441481994459833,-0.0628462603878114,0.1355609418282548,-0.0481301939058169,0.1012811634349031,-0.0786011080332409,-0.0636277302943968,-0.0988750091314194,-0.0287457082328874,0.0030316312367594,0.0846665205639565
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,-0.0418949521513625,-0.1552977839335179,-0.0268351800554014,0.0133310249307478,-0.0038088642659279,0.0221606648199446,-0.0070983379501385,-0.0952224413762874,-0.0563225947841332,0.0289648622981956,0.0428446197676968,-0.0143180656001167
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,-0.0526700270290014,-0.014023545706371,-0.0408587257617727,0.0204293628808865,0.0136772853185597,-0.0631925207756232,-0.0711565096952908,-0.0753159471108189,-0.043355979253415,-0.0050040178245305,0.0559938636861713,-0.0015340784571553
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,0.5974870333844693,0.2394390581717451,0.2719875346260388,0.1935595567867039,0.184729916897507,0.2444598337950136,-0.0567867036011078,-0.1165899627438087,-0.0486522024983562,-0.0053692746000435,-0.1856234933158009,0.1237489955438673
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,0.0125283074001022,-0.0038088642659279,0.0287396121883659,0.1068213296398893,0.0167936288088642,0.1390235457063713,-0.0128116343490303,-0.059975162539265,-0.0009861932938854,-0.0040908758857476,-0.0177880049674921,0.227481919789612
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,0.009058368032727,0.0167936288088642,0.0424168975069252,0.080678670360111,-0.0645775623268696,0.0792936288088644,-0.0777354570637118,-0.0218058294981371,0.0287822339104389,-0.0287457082328874,-0.0358682153553948,0.0501497552779606
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,0.0136240777266418,0.0462257617728532,0.1289819944598339,0.1643005540166204,-0.0050207756232687,0.0704639889196676,-0.0043282548476453,-0.0400686682737962,-0.0239973701512163,-0.0311198772737233,-0.087369420702754,0.0397399371758345
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,0.0338958287676236,0.0218144044321333,0.3381232686980611,0.0979916897506923,0.0777354570637119,-0.00744459833795,-0.0766966759002771,-0.1100153407845714,-0.0296588501716705,-0.0424428373146321,-0.0723938929067133,0.0793702973190154
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,0.0012053473591936,-0.1572022160664818,-0.1168628808864264,-0.0006925207756232,0.110976454293629,0.0135041551246536,0.0031163434903045,-0.0718460077434435,-0.0524873986412446,0.0275038351961429,0.0817444663598511,0.1474906859522244
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,-0.0110307546204981,-0.1106301939058171,-0.1275969529085869,0.0231994459833795,0.0803324099722991,0.014369806094183,-0.0174861495844875,-0.1056322594784131,0.0616553437066257,0.0324348016655707,0.0428446197676968,0.1666666666666667
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,0.0243991526042808,-0.0786011080332409,-0.0955678670360109,0.0702908587257618,0.0709833795013851,0.0727146814404432,-0.0519390581717449,-0.0868215355394841,-0.0712981225801738,-0.0123091533347943,0.1611878150339691,0.0359047410329462
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,-0.026371539192052,-0.0528047091412742,-0.0822368421052628,0.0912396121883657,0.1565096952908586,0.0301246537396123,0.0164473684210526,-0.1474541602746728,-0.0303893637226972,-0.030389363722697,0.0342610855431368,0.0393746804003214
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,0.0216597267879321,0.1139196675900275,-0.1646468144044319,0.1087257617728533,0.0486495844875348,0.016101108033241,0.030297783933518,-0.0594272773759951,0.1195485426254657,0.0959894806048653,0.0276864635838995,0.024764409379794
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,-0.0813426839067863,0.2560595567867036,-0.1701869806094182,0.2422091412742384,0.2280124653739613,-0.0271814404432133,-0.1364265927977839,-0.095405069764044,-0.0464606618452771,-0.0453648915187376,0.0645773979107312,-0.0712981225801738
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,-0.1275476660092045,0.0218144044321331,-0.0708102493074791,0.2711218836565098,0.0005193905817175,-0.0323753462603877,0.014369806094183,-0.0833515961721089,-0.0497479728248957,-0.0291109650084009,-0.0150485791511432,-0.0287457082328876
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,-0.0519395134779747,0.4854570637119114,-0.0811980609418281,0.2702562326869808,0.4146468144044323,0.050380886426593,-0.0408587257617727,-0.0619840748045876,-0.0108481262327413,-0.0112133830082545,0.0143545912776682,-0.028928336620644
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,0.1456644020746585,0.1225761772853186,-0.1404085872576177,0.3609764542936288,0.2730263157894738,-0.0524584487534627,-0.1116689750692521,-0.0809774271312733,0.0415662210534005,-0.0568704799474031,-0.0502958579881656,-0.0552268244575937
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,0.1770764847687924,0.1248268698060942,-0.1481994459833795,0.401662049861496,0.2503462603878117,-0.0600761772853186,-0.0069252077562325,-0.0804295419680034,0.0326174300533276,-0.0470085470085472,-0.0190664036817882,-0.0528526554167578
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,0.1518737672583827,0.5713296398891967,-0.1584141274238224,0.1824792243767312,0.1378116343490304,0.1002423822714682,-0.1572022160664816,-0.0802469135802468,0.0112499086858061,-0.0232668566001901,0.0415662210534005,-0.0124917817225509
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,0.1862079041566222,0.1320983379501386,-0.1404085872576177,0.3739612188365651,0.2349376731301941,0.066308864265928,-0.0230263157894736,-0.0857257652129444,0.0360873694207029,-0.051026371539192,-0.0059171597633134,-0.0338593030900722
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,0.1631967272992913,0.1137465373961219,-0.143871191135734,0.3800207756232686,0.2877423822714684,-0.0470914127423822,-0.0640581717451522,-0.0638103586821534,0.0300606326247351,-0.0537657973555409,-0.0267367959675652,-0.0398860398860396
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brier_Q90,0.1326977865439405,0.1367728531855958,-0.1355609418282548,0.3881578947368421,0.26904432132964,0.1530470914127425,0.002770083102493,-0.0033603623347213,0.0344437139308935,-0.0488348308861128,-0.0338593030900722,0.0243991526042808
