,1,2,3,4,5,6,7,8,9,10,11,12
21,0.7305386380111494,0.1491785431119202,0.078435854591635,0.2790100541262412,0.2758781352034872,0.261276339055436,0.4079653029206161,0.2007678064919336,0.2796672011734871,0.2325845757789947,0.4398228875138623,0.4531791308733121
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22,0.880319761184999,0.1515817369606868,0.079334577438952,0.3245061675271995,0.2574519764022061,0.3184764547724983,0.4018229230500026,0.2693784319168913,0.2954435792072422,0.2516013511429221,0.4371699426322025,0.4795817211307468
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,0.4931589816255761,0.2142652705211969,0.0718994425860741,0.2638191812355227,0.2966342967638383,0.2528185694772912,0.3196169311155573,0.1442210731288166,0.2586432296327515,0.2156819312288401,0.4023612024223271,0.3873936057998784
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,0.5172250924226756,0.3137798414022552,0.0744861781283138,0.3375991271107288,0.3252746122871358,0.2415004119633538,0.2962233501594564,0.2201264393105795,0.2899490943045025,0.2422907724226006,0.428088274790284,0.3997505684346294
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,0.3726843441341408,0.3920856134266879,0.0887003040758342,0.247679967208818,0.3889146050411881,0.1876819456751994,0.258465128389357,0.0835265076790178,0.2437483020439572,0.2582325688546888,0.4233352127614377,0.4608535205668632
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,0.314561164359817,0.315474856505857,0.0828946992812745,0.2423238147951525,0.3512816073386424,0.1787301582474942,0.2418764444411816,0.0725903424191655,0.2038656302455015,0.2031135019085138,0.4172839556829582,0.3476885178148665
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,0.2507584210248144,0.2394723888651689,0.0911156034361317,0.2278749374498337,0.3550642775737305,0.1706633926600381,0.211991927677,0.054678966013438,0.158920441081025,0.1548843872449878,0.3972242833654469,0.3129006729727224
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,0.2770014871518115,0.2726879515522982,0.0772895334801561,0.1945930261797169,0.3758759640829183,0.2114709206789879,0.207867341924147,0.0507228685665727,0.169038114694073,0.1735866049160942,0.4267671455259094,0.3633640208560149
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,0.2100809141240452,0.2193965921614794,0.067861769651766,0.1230861611978968,0.3146935331846426,0.202687365481577,0.1525646977363219,0.0351188186169335,0.1506014937634147,0.1547972107213751,0.3672719095628993,0.3011355025485588
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31,0.1899058886328372,0.2486599608693248,0.0574718621618582,0.0617459289256602,0.2976370045469758,0.1948102028367601,0.115234198604154,0.0197083409785293,0.1495176793866526,0.1432721413476597,0.3234319211711188,0.3729376455365519
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,0.2418069411344627,0.3611789960424931,0.0871261220928744,0.078148492865868,0.3342592510994702,0.2240036114208249,0.1258146797039852,-0.002754424672458,0.1441163767600169,0.1338554607425411,0.3103485399157876,0.5008821884795578
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33,0.4380989728201541,0.3081046094419317,0.1872668604383195,0.2593016254185633,0.3197617139935464,0.2741237499997171,0.1413053499523422,0.0049257080710387,0.1134110983457599,0.1532283020880086,0.2952048771161094,0.526369215145633
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,0.2763122812397079,0.0863397500149855,0.2245943977439283,0.1886093982497978,0.1638250357499124,0.307355070947191,0.0833585804865684,0.0761240542467953,0.0553864548537693,0.1152406407248516,0.25712366627736,0.4957168277169138
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41,0.3111650439758809,0.0851404600270545,0.1757964860089822,0.172228848974224,0.1924760566993596,0.2944240588574555,0.0747052770380204,0.0306901614356499,0.0337144551574504,0.0749696675302313,0.2092879261083939,0.413318787826802
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42,0.4154494243025052,0.1310350462018775,0.2709778751230631,0.1967355296223447,0.1899374671807125,0.305503725097449,0.1207761057776646,0.0303140848813817,0.0465521833890394,0.1260416914024409,0.272232840567933,0.4319115147389133
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43,0.1823532283713598,0.1644152314435536,0.1365533080754107,0.0967118618408054,0.1681364545632274,0.1460277768330231,0.0954631259740788,0.003761976857317,0.0353845158896153,0.1390149122293665,0.1748926838496157,0.2289769062004039
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,0.1772523684300574,0.1609208183121517,0.1211140769073161,0.1343647305752993,0.2391484756023654,0.1676746050701678,0.1258744815617508,0.0020803284237511,0.0749762402314695,0.1366977935552583,0.2423542259625598,0.236653004471862
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,0.4583882058766162,0.2549570265789372,0.207192478510491,0.2462379331973389,0.26545970104612,0.2661636969922136,0.1392490068483389,-0.0112732264028523,0.0858540620839874,0.1315853591785997,0.2319316620259396,0.3904631702104502
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,0.3281894158744929,0.1893356359598584,0.2799208137207155,0.1710915760580675,0.2573214953845417,0.2653285960052546,0.0692437428855764,0.0222880594175939,0.0644878663522875,0.1023762661359023,0.1866010656294202,0.4001228390858843
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
51,0.2536191367309065,0.2268041780488203,0.186889273258928,0.1979766834399074,0.2743286417363335,0.2953474328820271,0.1950761704758151,0.1172412415163061,0.1293709401645705,0.0620564453281901,0.1259319959687884,0.240248280074193
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52,0.2988228746086854,0.3042452803426179,0.269644812549742,0.195171955122767,0.2613024781439574,0.3080174692449694,0.1706843377456486,0.1079102163939248,0.1372075617469983,0.1132949323502163,0.1464762951964496,0.2633183538039998
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
53,0.3193820406199406,0.2722027781851549,0.3119437099718163,0.1863986666283508,0.2744896356632083,0.3130774406930117,0.1368044463675297,0.0378520809933439,0.1074758204051207,0.1167587961207808,0.1802537964815247,0.3409066325238762
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54,0.2942805719780605,0.2362432133667198,0.2095116634794748,0.1658634125736418,0.260034116791629,0.2525557675030285,0.2108545524125301,0.061839250117482,0.1312103250935937,0.1349226424825058,0.2652564520009433,0.3566572194337862
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
55,0.2516590681153754,0.1677815440905421,0.1623625105198088,0.1451796370627268,0.2444823579275058,0.2146663380547967,0.2240698941109336,0.0824210400678389,0.2087643856293437,0.1321521824317839,0.3084614871362928,0.3252543068371155
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
56,0.1997430296857695,0.2094256258496085,0.1237027757070061,0.1550127667899284,0.2926840176383291,0.1817270352512126,0.2041915461083814,0.0427895692160361,0.1248411560119382,0.1542904793178992,0.3359379924150019,0.3537638367208403
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
57,0.1796212757992628,0.1454543372247072,0.1109929613897224,0.121256189893897,0.3161772328028831,0.2023588833585134,0.2651495339874972,0.0996816319467319,0.2523657222308008,0.1476221878910414,0.2922762246531243,0.2523343031671352
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
58,0.2683749207859222,0.1624155066111849,0.1773718595141814,0.1977086634197269,0.3506082549174935,0.217595349490493,0.3137250814794705,0.1768468760528569,0.3548839171601736,0.2103770433205267,0.3487074605954795,0.2890874602138417
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,0.2344145847420184,0.2428671051918443,0.0903764346095623,0.2266391771565391,0.3540984799182547,0.1722328913928962,0.2093058285643085,0.0774056004983549,0.1584809153434624,0.1445890771356127,0.3932431093015703,0.293750627601762
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,0.2239470138665039,0.2717414973959396,0.0733626541375427,0.2363753296247273,0.3825965349136623,0.1908340359357907,0.2500222789835888,0.0783821298378272,0.1509385598583154,0.1705784636104792,0.4299722961981115,0.2994751832757913
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
62,0.3515165264069314,0.4148299689995826,0.0772219753553751,0.3230682309922761,0.3861845982829047,0.2172053350376043,0.2899690735989221,0.1664011981607394,0.2308513219685817,0.2109981581843926,0.4613241353113367,0.3228230544568029
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
63,0.3656305339750588,0.4096997706043062,0.0883475954705671,0.3073504360059997,0.3294224593861375,0.2099439982033362,0.2757832687645751,0.1537801378942019,0.2525237910767739,0.2232941192838551,0.4368167725171815,0.3722004548982224
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
64,0.3773244853459507,0.4120140385079779,0.0886016014564606,0.3211420723963988,0.3038125560766778,0.2141985366385644,0.2676767107041008,0.1790700765351819,0.2699660250800286,0.2196277986478551,0.4319692444751509,0.3647991892705966
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
65,0.3669463522744342,0.3800665341706838,0.0573940714021076,0.2493768239240126,0.3288771726494226,0.2261628702279269,0.2484110703174386,0.1351125675713714,0.2778726042898117,0.2218930975743923,0.3939801208753661,0.3066306118045843
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
66,0.3965225558895144,0.4145617893066484,0.0909491625470946,0.3326589676473074,0.3044525872096901,0.2202975367240259,0.2666805841167847,0.2015371780385136,0.286003706365067,0.2246507192629365,0.4278546387103975,0.3692546132137565
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
67,0.3599390559839635,0.3910428008968768,0.0874820584655186,0.2780359468493696,0.3084216054070351,0.1987317410019251,0.2659087695628724,0.134244615760252,0.2552862015726158,0.2256541975075914,0.4261729389599548,0.3905097505172734
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68,0.4280130281282506,0.4150736513833383,0.0935457223560929,0.3281396584093509,0.3548209200038028,0.2358965176969563,0.2732324145566541,0.2013275211503401,0.2915567709137817,0.2491580241440982,0.4345798541739676,0.4209320568523145
lead,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
10,0.0063617120318262,0.0269567952840971,0.017747842895317,0.0040253347886906,0.0024883178309295,0.01535613110864,0.0721675653776708,0.1063683545677824,0.0153320931080825,0.0061886055540639,0.0040144935106497,0.0061407115317509
lead,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
11,0.009718107871242,0.0371963118774933,0.0342554437590353,0.0061796004812493,0.0076419016725505,0.0199546186704655,0.1267356495866614,0.1104130548275468,0.0253297824020932,0.0099936565910683,0.0055714579206783,0.0167493475635212
lead,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
12,0.0047547171366775,0.0239095127392972,0.0150379821322685,0.0050871824606915,0.0063824044869882,0.0122060200742419,0.0780816864615097,0.1141039603151473,0.0088109360473556,0.0074438033919508,-0.0011082986448991,0.0032665789860886
lead,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
13,0.0099379245666902,0.031844372843679,0.0223828395145558,0.0050310081119584,0.0040289481625062,0.0181956745088918,0.0835350595314891,0.0906831330758505,0.0089129878054692,0.0103973977563812,-0.0011735106256658,0.0027690182458787
