,1,2,3,4,5,6,7,8,9,10,11,12
41,-1.4780540236638473,0.7608225890785881,-0.3041039129067141,-5.823704982539395,-4.812798273506782,-3.1671894854096982,-0.7592740168910035,0.5772511052623241,0.0048250193915212,-0.4498296195893119,-2.878027434619302,-6.859596408004337
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42,0.9338601846408264,3.1220729444277997,1.7617383151816193,-7.038067970333727,-7.316169791374088,-2.035785382277539,-1.8614922580779776,0.7370385490427739,-0.0884423009596597,-1.4120734987564758,0.1029089370210643,-10.833568510484294
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43,-1.475810580909443,0.3509629001344242,-0.7869387811781744,-1.9752505192495715,-2.4887961069263955,-0.9815172260157012,-0.9047375752787506,0.5033656246535783,-0.1876416545248499,-1.5691867224769294,-0.3731090261882173,-1.542448122893759
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,-0.7978588908359721,0.5840906171663581,0.4014442387166016,-2.7557252269932717,-5.129392957840524,-1.4351196760352116,-1.2312072350451415,0.9173564900560612,-0.570956874822526,-1.6932742345572849,1.3799888929374298,-2.422324008187653
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,0.040417045652329,1.5435082342324449,-4.597691096054104,-4.539335292298488,-8.527955135253599,-0.8294817311317232,-0.0036998489773285,3.89421002478411,-0.9492857511802828,-1.4429565402582758,4.001861852379849,-10.070395966594072
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,-0.037069967053566,-1.579796473797888,-0.2739926599899844,-7.277884796630975,-6.624006342560188,-1.978614884855374,-1.5518595455891036,0.6184247356870998,-0.2590161065069488,-0.5277709567699392,-2.9727607005980783,-11.924277504898644
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
51,-3.241257497459658,6.311319644590291,-0.4252239150533636,-10.453006528287585,-7.368503082221118,-0.9052924000392568,-3.844492224691717,0.5340738597114719,-0.0809096540563602,0.6929525420615302,-1.7369653962569584,-9.780008028701785
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52,-4.899770695034865,2.730714602769781,-6.839623416633639,-11.05238844436218,-10.210977468077589,-0.1578394589547981,-2.938009209643731,1.6682432114093035,-1.0754387483039614,-0.3421450546083698,-0.6949868401752939,-10.834438243453938
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
53,-3.1523957806486425,-0.1100334486427959,-5.84672863170803,-9.399656281477975,-10.66999425411929,-1.221156987800674,-1.9608608526271405,1.302414174099351,-0.6697545433548308,-0.6598105562352369,-2.042918223321877,-12.433874646829034
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54,-2.6601021650423515,0.8269199334589415,-2.027261235675312,-5.894542314948312,-10.540020284594087,-1.4803670300043177,-2.2494528963465155,2.815303762114993,-0.8192760623561448,-1.3407509672115925,-3.4058308662129178,-8.41634575493123
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
55,-2.7291939415684947,0.2954240513544541,-0.6282007594930784,-4.171929633982539,-8.847835225752894,-1.4283325793352604,-1.0723773130424108,4.2727875730860125,-1.2328821368211025,-0.5500989515970738,-4.145345994636015,-6.720415422441875
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
56,-2.4324125258920994,-0.8673460242677934,-0.5912866620511216,-2.3859780434711726,-8.645683856869935,-3.275895926745254,-1.041434055058461,2.3718751842588968,-1.2835073478239691,-2.36777331665786,-5.195900984898204,-2.9353787978060253
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
57,-0.0865951719972489,-2.252489117759249,-0.2152980944073179,-0.0465879459402613,-7.764079383011758,-2.967969308722913,-0.3887525811641091,5.150609093267744,-2.7664913145969607,-1.8487098562829989,-3.829230540827765,-5.08259866733271
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
58,-2.304066482025787,-1.848379782371362,-0.0700536248290322,3.0206578433182965,-10.239661432105072,0.9810692595575472,1.4590762248011342,2.4897375277854543,-5.0273012412031655,-2.50497065094573,-3.693631606625128,-9.39031124685109
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,-0.8228017443291636,-2.9535973568924447,-0.0476145403563314,-3.688901657463025,-8.084957416111742,-3.5260315438458227,-2.3275043202336807,1.914506143148068,0.0046764094823976,-1.4407601221579251,-4.498156939530029,-1.877465330339347
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,-0.2852970276427723,-1.7341287807266077,1.1181722582730216,-2.3342395523639152,-9.899338715100066,-4.965800025400513,-1.0684402021252055,2.36601899856643,-1.106730146719203,-1.9475070723360988,-6.667955695426404,0.1403856308119769
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
62,-0.6409755688912864,-7.2055691039450505,2.2407764434383712,-1.3926613810991986,-8.025013668518586,-5.739398913293497,-3.835361305536928,6.538257916507055,-3.021239825210415,-3.205518449441647,-6.755397915541908,2.304527004285509
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
63,-2.3116945893720966,-9.62863530275614,2.9270873868660523,2.1871279495319347,-2.7712720375366726,-2.004474509256499,-5.735337169408107,7.70185315264716,-3.109191816143868,-3.859539079972283,-6.019168179513599,5.885772995531914
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
64,-2.544479204652325,-12.109990181801413,3.801913556662895,2.415887880317092,-1.1647189578392618,-1.9474591426061472,-6.1010595912140575,8.711580625386194,-3.91374722845679,-4.342085207957384,-5.746185291662393,5.366992761091349
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
65,-5.247176843926307,-11.107478050257344,3.5453718148178,-1.1086136667107056,-9.269906118276465,-5.239983152943881,-4.020654320087059,5.661518338708142,-5.167714623637283,-5.253763672905088,-7.0731211486617225,-5.326199618993278
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
66,-2.377604136081734,-14.960459038265858,5.059051508535246,2.054889796314028,-0.2196273557775847,-1.4321328489880605,-6.356627346609695,9.759551905719007,-4.693187775071096,-5.0223336645344325,-5.841089382719338,5.374074871238862
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
67,-3.4004672863441137,-9.171463951627173,3.4121431045573694,2.8375497273118597,-1.657140159315979,-0.6103189836395204,-5.944930483662452,7.240438874441693,-2.804681483925161,-4.154220580574764,-5.98228163559477,6.498135121584513
lead,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68,-1.0910140448078411,-14.993893828483882,5.646431899491723,0.9348208696142276,-1.8396690375100708,0.7508242607230572,-6.978271091893048,9.566760101693625,-4.335643344899216,-5.552483743455361,-6.88698858310019,6.5674563657036815
