FECHA,63,67,28,52,45,42,40,31,33,32,30,12,13,44,10,15,27,29,24,22,26,20,58,55,54,57,50,43,17,23,65,21,61,64,68,66,62,60,53,51,41,14,11,16,19,18,56
12/29/2022 7:00,0,0,0,1.8,5.9,2.9,1.6,0,4.9,1.8,0.4,0.6,0.6,2.3,0.2,3.7,0,0.1,0,0,0,0,0,0.3,0.5,0,1.3,3.8,0.1,0,0,0,0,0,0,0,0,0.2,0.4,0.3,1.5,3.7,2.3,4.5,0,0,0.3
12/30/2022 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/31/2022 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2023 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2023 7:00,2.3,1.4,1.3,9,0.1,1,4.9,0.1,0,0,1.1,13.2,12.3,0.2,18.9,16.2,0.4,5.1,1.8,2.9,1.6,1.8,4.1,1.5,0.8,1.5,2.7,0.4,5.6,3.7,2.7,2.4,0.4,1.2,1.6,1.3,1,0.2,6.8,14.2,0.8,9.8,13.6,11.4,2.9,3.7,0.9
01/03/2023 7:00,0.2,1.2,2.2,0,0.5,0,0,1.7,0.8,0.1,3.8,0,0,0.8,0,0,1.6,1.5,0.1,0.1,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2.6,0.8,0,0.6,0,0,0,0,0,0,0,0,0
01/04/2023 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/2023 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/06/2023 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/07/2023 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/08/2023 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/2023 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/10/2023 7:00,0,0,0,0,0,0,0,0.8,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/11/2023 7:00,0,0,0,0,0.4,0,0,0.1,0.5,0.1,0,0,0.1,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
01/12/2023 7:00,0.5,0.2,3.7,7.4,49.8,5.2,1,2.4,36.6,1.3,0.8,6.5,5.8,8.3,1.6,0.8,1.2,0.8,1.3,14,0.5,1.5,0.1,0.4,0,0.5,1.5,2.1,0.3,1.1,0.4,7.1,0.3,0.6,0.1,0.4,0.3,0.3,3.2,7.9,9.3,0,3.9,0,0.8,0,0.4
01/13/2023 7:00,0,0,0,0,0,0,0,0,0.1,0.2,0,0.4,0.5,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.3,0.4,0,0,0
01/14/2023 7:00,0,0,0,1.4,0,1.9,12.3,0,0,0,0,2.9,2.3,0.6,5.8,2.5,0,0,0,0,0,0,0,0,0,0,4.6,1.3,1.1,0,0,0,0,0,0,0,0,0,7.2,11,7,0,2.8,0,0,0,0
01/15/2023 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
01/16/2023 7:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/17/2023 7:00,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
