codigo,discharge,runoff,precip,precip_val,hydroSOS_category
211,-0.9496221805220936,-0.9501981191588111,-0.5239879988815733,58.507,Below normal
212,-0.9370041260654937,-0.9377569689486012,-0.5230017828721318,58.191,Normal range
213,-0.943286549761638,-0.9437301974082569,-0.3775247598509771,74.925,Below normal
214,-0.9409971875151103,-0.9415028483589792,-0.4297723839202592,68.192,Normal range
215,-0.9468863690915162,-0.9472883230622953,-0.36949251006265815,75.973,Below normal
216,-0.9414608185494014,-0.9419276431596333,-0.3899312157748563,73.228,Below normal
217,-0.919917842576859,-0.9208103139592182,-0.5641675990353192,51.51,Normal range
220,-0.913089328375976,-0.9139287297218891,-0.47927730764941956,61.641,Normal range
221,-0.9411541981892803,-0.9416498502444998,-0.37346039529531494,75.845,Normal range
222,-0.955935183114533,-0.9562890502172289,-0.3443576662343666,80.129,Below normal
223,-0.9392544367368311,-0.9397015902732275,-0.3178207288632371,83.083,Normal range
224,-0.9277002847297151,-0.9282590045878709,-0.3246191959012747,82.187,Normal range
225,-0.9316618334530896,-0.9321853743024566,-0.32753301845283084,81.766,Normal range
226,-0.933487408439762,-0.9339956203800561,-0.33463171919489826,80.752,Normal range
230,-0.9763007284462809,-0.9766604421890945,-0.11896519582313093,105.39,Low flow
231,-0.9764726646858393,-0.97680677431926,-0.11053875037032962,106.18,Below normal
232,-0.9757464680161148,-0.9760981379448985,-0.02397388207539709,114.96,Low flow
233,-0.9536306952784565,-0.9542785663237404,0.009207191678541811,118.27,Below normal
234,-0.9746032648181931,-0.974937699448385,0.01511229470902599,118.47,Below normal
235,-0.97093709062612,-0.9712854827688263,-0.17141365733927885,99.474,Below normal
236,-0.9574770044778361,-0.9578646220053232,-0.21727393914312654,94.064,Below normal
237,-0.9579646358906585,-0.9583914592109911,-0.36337797297641333,77.52,Below normal
238,-0.9394790960454223,-0.9400500219278751,-0.24431465555457044,90.916,Normal range
239,-0.931228405309354,-0.9317807093669278,-0.35081764293278683,78.669,Normal range
240,-0.9322778210465309,-0.9328920227654192,-0.2781262073513082,87.069,Normal range
241,-0.9518775736238377,-0.9523684274908527,-0.15826893155588992,100.57,Normal range
242,-0.9681382677225828,-0.9685303774118025,-0.03437020674020355,113.13,Below normal
243,-0.9704292933443214,-0.9708143013129846,0.023765524367385573,116.32,Below normal
244,-0.9638653399064555,-0.9642148279512186,-0.05108314637616441,104.98,Below normal
245,-0.9322202098128052,-0.932464425877803,-0.1733876113618534,89.602,Below normal
246,-0.9560321380091107,-0.9561666111499382,-0.2182677224523534,83.224,Below normal
247,-0.960546846785231,-0.9606577356783216,-0.24732047521649647,79.867,Below normal
248,-0.9578018551292149,-0.9579139972473919,-0.23154235135437146,81.378,Below normal
260,-0.9477775508635345,-0.9479063204508671,-0.281987556919587,71.745,Below normal
262,-0.9433840600914878,-0.9435331582896604,-0.3051265644281127,67.836,Below normal
264,-0.9427008512305776,-0.9428547250856825,-0.3117316755652231,66.827,Below normal
266,-0.9438398620806047,-0.943986227932184,-0.29711327498577145,69.53,Below normal
268,-0.952462692418155,-0.952624063667118,-0.3088077129907045,71.978,Below normal
270,-0.9381323691076867,-0.9383209146416693,-0.3277300560533277,69.046,Below normal
274,-0.9700965840530454,-0.9703024583766559,-0.40392736447200067,64.073,Below normal
275,-0.9670033501508944,-0.9671840345256221,-0.3703778988369294,66.183,Below normal
276,-0.9708181092530825,-0.9709870364023093,-0.37452807240699554,65.826,Low flow
277,-0.9616116628593087,-0.9618266522921117,-0.3812739914021633,65.328,Below normal
279,-0.952196109089895,-0.9524512424054222,-0.38508214544271263,65.006,Below normal
280,-0.9783673805522972,-0.9786344103428171,-0.5511569478244516,53.142,Below normal
281,-0.9772908180127113,-0.977563530480207,-0.5598206215012187,52.625,Below normal
282,-0.9760464467268787,-0.9763119002465231,-0.5291744252927513,55.172,Below normal
283,-0.9789719335507369,-0.9791969962417045,-0.5199928008438242,55.474,Below normal
284,-0.9825025056630653,-0.9826988486860287,-0.5229276180430386,54.877,Low flow
285,-0.9718393520986721,-0.9720540424881157,-0.4339585997952462,61.206,Low flow
286,-0.9646589086017149,-0.9649556599976313,-0.44534394040699155,59.756,Below normal
287,-0.9730847515637882,-0.973383285721506,-0.5086375007386688,53.216,Below normal
288,-0.9733338917207816,-0.973593794852181,-0.4728045132803646,56.754,Below normal
289,-0.9594165019155364,-0.9596999195951267,-0.41324036364489125,62.552,Below normal
290,-0.9475914844254394,-0.9481497549430561,-0.46847320208152976,56.852,Below normal
293,-0.9632682129281603,-0.9636966334270528,-0.48831085394716833,54.849,Below normal
294,-0.943109073654333,-0.9438410976177131,-0.47716564198409805,55.911,Below normal
295,-0.9818329801510012,-0.9820350341601223,-0.545317948117956,51.039,Low flow
297,-0.9707550761987624,-0.9710844766167422,-0.5359550231065846,51.499,Low flow
298,-0.9660584528773444,-0.9665204942557889,-0.5719880140190966,48.56,Low flow
300,-0.9609272853067016,-0.9615197929584464,-0.57272642617669,48.484,Low flow
301,-0.9855925061819634,-0.9857463143012822,-0.5415826840526523,51.431,Low flow
305,-0.9839976551128347,-0.9841735399870629,-0.5599872070092371,49.712,Low flow
306,-0.9655188279999571,-0.9659901221100657,-0.5705606965577825,48.69,Low flow
310,-0.9603434662038122,-0.9609337599237741,-0.5728774539054036,48.46,Low flow
312,-0.9869415527504471,-0.9870688415683018,-0.5602868954572131,49.65,Low flow
315,-0.9814794552045237,-0.9816522879064765,-0.5844814287366096,47.316,Low flow
316,-0.9546034689785049,-0.9551324735835629,-0.5939079490885846,46.458,Low flow
318,-0.9825997337225292,-0.9827366162804698,-0.600984010412095,45.762,Low flow
320,-0.9606177786416852,-0.9611269669214978,-0.5727778448829309,49.399,Low flow
325,-0.9770098415264833,-0.9772310775180593,-0.5593420369415207,51.004,Low flow
330,-0.9828300540504012,-0.9831267197982622,-0.45354981282146684,65.891,Low flow
333,-0.9850257334992725,-0.9852825118339282,-0.4415014353703651,67.664,Low flow
334,-0.9870888835374441,-0.9872973130860527,-0.44595032240568144,68.032,Low flow
335,-0.9929418798959057,-0.9930711153252783,-0.3766517465817336,79.385,Low flow
338,-0.9953357716819301,-0.9954247069133209,-0.34753737117971334,83.419,Low flow
406,-0.9533200816435738,-0.9536251629889508,-0.6378712434130093,52.901,Below normal
407,-0.9838264233490713,-0.9839384961112759,-0.5715105507228736,59.705,Low flow
410,-0.9680435857405861,-0.9681346577535909,-0.4188433980135421,77.064,Below normal
411,-0.9639213400276869,-0.9640775094794002,-0.48781624037550586,69.705,Below normal
412,-0.9700909017045252,-0.9703102288274738,-0.6253043397759458,53.156,Below normal
413,-0.9773741551756843,-0.9775474922681342,-0.7050970313220651,42.776,Below normal
414,-0.9672175386518224,-0.9674623318119648,-0.699304064975031,43.713,Below normal
415,-0.9412198657107417,-0.9416983839927378,-0.6234317663961054,54.868,Below normal
416,-0.9501175526514497,-0.9505166961994379,-0.5983711300072752,58.187,Below normal
417,-0.9641390821851107,-0.9644358630553321,-0.6280320584899708,53.888,Below normal
418,-0.9774758012121905,-0.9776793266590885,-0.5855505497195824,58.912,Below normal
419,-0.9793893422298238,-0.9795554352543911,-0.5932254363041906,57.89,Below normal
420,-0.9845865585976113,-0.9847082126554064,-0.5325888097592572,63.443,Low flow
422,-0.9846800713354359,-0.9848214756079688,-0.5385772647436617,63.427,Low flow
424,-0.9841861962739596,-0.9843367217414658,-0.5527074545905666,62.736,Low flow
426,-0.9831332406607824,-0.9833136344099627,-0.5504489650293497,63.673,Below normal
428,-0.9863293146027536,-0.9865005975667365,-0.5196903595785765,66.696,Low flow
430,-0.9764417998981786,-0.9767028776775453,-0.6478175219291165,42.531,Low flow
431,-0.9748905067719766,-0.975133304596211,-0.5913472791798641,50.339,Low flow
432,-0.9791785116072127,-0.9794215848229667,-0.655952261394301,42.023,Low flow
433,-0.9767667270002173,-0.977053001132415,-0.6733181421884576,39.693,Low flow
434,-0.974820548897037,-0.9751365572540575,-0.6981065101884616,36.288,Below normal
435,-0.9644024999183518,-0.9647709138996691,-0.5683554815538409,55.028,Low flow
436,-0.9796112656344997,-0.9798513804462424,-0.6183687816769666,47.716,Low flow
437,-0.9482297468025751,-0.9487580672902766,-0.48583397177306004,70.11,Below normal
438,-0.988208546807043,-0.9883679412119157,-0.4853724044288331,71.211,Low flow
440,-0.9700095042469439,-0.9703129107612483,-0.5462778452370838,55.177,Low flow
441,-0.9866247345144522,-0.9867663569090633,-0.4900221482026697,60.926,Low flow
442,-0.981623178899994,-0.9818337964227534,-0.5642720568766937,51.51,Low flow
443,-0.9855064610630395,-0.9856716603045907,-0.4893641514545291,59.439,Low flow
444,-0.9785619141795574,-0.9789002607380418,-0.5053507517542462,57.513,Below normal
445,-0.9840176879875701,-0.984214906632179,-0.49321720180430517,56.804,Low flow
446,-0.9839129867353706,-0.9841591105094978,-0.5281439526062006,60.74,Low flow
447,-0.9898417835465397,-0.9899837588898768,-0.5015620667793014,67.792,Low flow
448,-0.9874009061224889,-0.9875997184708091,-0.4668381358747383,72.342,Low flow
449,-0.9677315409960182,-0.9680762067890565,-0.5117916828604742,68.042,Low flow
450,-0.9891035623318908,-0.989287656756454,-0.4274201362715003,75.814,Low flow
452,-0.9913088730929066,-0.9914412255985168,-0.4365473397292337,75.063,Low flow
453,-0.989352001376362,-0.9895119121386076,-0.45514776842053173,70.46,Low flow
454,-0.9842223435976835,-0.9844255918418119,-0.5059017851470681,58.332,Low flow
455,-0.9910265418680614,-0.9912033711551472,-0.40311606827898444,77.666,Low flow
457,-0.9948168416443863,-0.9949165134996072,-0.3585331316602145,82.402,Low flow
458,-0.9972658916867378,-0.9973204862596148,-0.3573304046896334,82.608,Low flow
459,-0.9945052856894941,-0.9946102412748684,-0.35792882586200564,82.141,Low flow
501,-0.6959031627747007,-0.6978048973830734,-0.3440012448651154,89.092,Normal range
502,-0.6743318451627477,-0.6763548863709353,-0.3187343435991817,91.189,Normal range
503,-0.7267150745286046,-0.7281792377396098,-0.36221095007850396,85.102,Normal range
504,-0.9244613591426151,-0.924888496429555,-0.4897330225287823,69.815,Normal range
505,-0.9622936654013882,-0.9624361397860561,-0.45805231037227706,72.302,Below normal
506,-0.9641198765548112,-0.9642255913688041,-0.4052844527682216,76.899,Below normal
507,-0.971662120937021,-0.9718560793847671,-0.46546982923562924,68.027,Below normal
508,-0.9748693183119169,-0.9751321224537589,-0.5092937751589011,61.536,Below normal
509,-0.9737132887588007,-0.9740124443326486,-0.598754080460052,49.093,Low flow
510,-0.7704028148520636,-0.7717355258141516,-0.3797079574595803,94.007,Normal range
511,-0.77747079926171,-0.7788339974034182,-0.3696278700237814,94.577,Normal range
512,-0.782148127192476,-0.7838182010067882,-0.31924490185640775,97.32,Normal range
513,-0.8292793369070763,-0.8306001385930257,-0.31951331117050247,96.813,Normal range
514,-0.8417773996506732,-0.842926095450818,-0.3197228804904409,96.052,Normal range
515,-0.8043966474592354,-0.8057902746878036,-0.30544007003500534,95.365,Normal range
516,-0.7075099671271015,-0.7094567123359812,-0.2705893875699459,94.332,Normal range
517,-0.7355877051816734,-0.7372803516628927,-0.3404321019374887,94.125,Normal range
518,-0.707080452917516,-0.7091270772537737,-0.2713141423243891,94.474,Normal range
519,-0.7052449993129375,-0.7073586975342919,-0.27731899868961807,93.866,Normal range
520,-0.7070576900581349,-0.7091342385070645,-0.2614443059076922,97.362,Normal range
522,-0.6492621582967343,-0.6518009228269622,-0.2668706312740893,94.269,Normal range
524,-0.7026080431805085,-0.7046472508644228,-0.27408772413287713,95.094,Normal range
526,-0.6685983281840977,-0.6713071618034943,-0.2805664436207074,92.371,Normal range
530,-0.6919042536341717,-0.6944335447852859,-0.3116310214013058,87.588,Normal range
532,-0.7638399820274842,-0.7658397358076929,-0.31069724300758267,88.287,Normal range
534,-0.7787441893771679,-0.7809256568021498,-0.35022464315534163,82.802,Normal range
536,-0.7248175967654228,-0.7267848734381157,-0.3064381638069317,91.605,Normal range
538,-0.8366888401510568,-0.837968246878283,-0.3700986945351825,81.279,Normal range
540,-0.9641803539829964,-0.9647065130604393,-0.5486240456809034,55.94,Below normal
541,-0.8853021185462441,-0.8867403694345675,-0.41819801042457727,74.083,Normal range
542,-0.9224509163244774,-0.9233512978456266,-0.41925027296889966,74.96,Below normal
543,-0.9654789194025857,-0.9659821594648041,-0.6051519600765284,50.226,Below normal
544,-0.9637185501125983,-0.9642637886625168,-0.6464014320431434,44.024,Below normal
545,-0.9600111963790632,-0.9605509850104894,-0.6582693851146382,45.218,Below normal
546,-0.9680868042690037,-0.9684537826167814,-0.6099568877778008,53.333,Below normal
548,-0.9630387645945201,-0.9634756482804833,-0.670931676216439,45.862,Below normal
549,-0.9680551576462642,-0.9684707920657285,-0.6052460597946465,53.466,Below normal
550,-0.9536406255010205,-0.9541372663847318,-0.6508606591908096,47.93,Below normal
551,-0.9694978639347728,-0.9698344183862374,-0.6690671595879939,46.799,Low flow
552,-0.9687241441251369,-0.969144153500314,-0.6428126040262262,48.5,Below normal
553,-0.9681751982825928,-0.9685364891356122,-0.6558019752220581,48.489,Low flow
554,-0.9636709822433779,-0.9641756125968495,-0.5158704470586812,64.018,Normal range
555,-0.9640317415449142,-0.964540739829602,-0.47338830966108564,69.002,Below normal
556,-0.9639235399276769,-0.9644224194795992,-0.5309809576952363,62.704,Below normal
557,-0.964769627425916,-0.9652471007925021,-0.5419307345933551,61.583,Below normal
558,-0.9662005754232168,-0.9666062436964994,-0.6096919429512759,54.092,Low flow
559,-0.9713617523948478,-0.97169786521875,-0.520965074376161,65.517,Below normal
560,-0.9725352511703437,-0.9728787215387045,-0.6735393371051811,39.083,Below normal
561,-0.9780791727848313,-0.9783282264688713,-0.5992890839941518,49.316,Below normal
562,-0.9663810007517101,-0.9667682948370765,-0.7120307005840596,38.06,Below normal
563,-0.9837639363710834,-0.9839317939941292,-0.534520279190026,59.014,Low flow
564,-0.981022633727384,-0.9812269625816377,-0.5641292456971045,56.073,Below normal
565,-0.9803465834254925,-0.9805652191451693,-0.7163024507853748,37.842,Below normal
566,-0.9718589120180632,-0.9721569724532819,-0.7071151994524921,41.055,Below normal
567,-0.9720907277088388,-0.9724301087300372,-0.5654624684919034,57.843,Below normal
568,-0.9711897188677656,-0.9715726784247426,-0.4086924186279778,77.069,Below normal
569,-0.972843975517468,-0.9732059738232267,-0.5324205094056934,62.167,Below normal
570,-0.9801094083413477,-0.9803144579339454,-0.6717396723084106,46.751,Low flow
571,-0.975179964508131,-0.9756051673943823,-0.5005573627712756,64.264,Below normal
575,-0.9860255911381178,-0.9862028704913525,-0.6667195887218419,46.672,Low flow
580,-0.9835847808573258,-0.9837991517247909,-0.5979139641419146,56.692,Below normal
581,-0.9751634257049137,-0.9754566355948497,-0.42499650496295255,76.776,Below normal
582,-0.9813143040823661,-0.9814910703859997,-0.44081459222575164,79.137,Below normal
583,-0.9842832416380621,-0.984516743201363,-0.6661753568626815,46.709,Below normal
584,-0.9850074505646859,-0.9852514257035875,-0.6557220661103127,48.215,Below normal
585,-0.984607679282223,-0.9847827523053423,-0.4898663748051227,72.478,Below normal
586,-0.9891125373254468,-0.9892953343491261,-0.6166977611718681,53.78,Below normal
587,-0.9889203922539243,-0.9891171089204922,-0.6923962522237899,42.892,Below normal
588,-0.9887425019791907,-0.988913089004865,-0.7524722647468255,34.235,Low flow
589,-0.9886697859088617,-0.9888859225283506,-0.6996291646238472,41.293,Below normal
600,-0.9840474520206774,-0.9842365560203857,-0.5102832619311976,56.648,Below normal
601,-0.9819868366785146,-0.9822056666609815,-0.5297117228847902,54.352,Below normal
602,-0.9832112419229817,-0.9834070289271651,-0.5373541035555296,54.817,Low flow
603,-0.9742616096234151,-0.9745854265940523,-0.5887740890774983,49.145,Below normal
604,-0.9774681148442713,-0.977742360424486,-0.5886898306373664,49.165,Below normal
605,-0.9825609512710184,-0.9827589284845486,-0.5481202040542036,54.59,Low flow
606,-0.9705715591591222,-0.9709374146167251,-0.5589168817363748,52.947,Below normal
607,-0.9778931150105914,-0.978160218530559,-0.5147216611087652,58.073,Below normal
608,-0.9653945593608243,-0.9657513333386161,-0.44104840933474526,64.324,Below normal
609,-0.9770841103418723,-0.9773185129786123,-0.37877318625134154,71.153,Low flow
610,-0.9844191317133993,-0.9845822601280131,-0.43225857929829764,70.679,Below normal
611,-0.9828498426567643,-0.983039079963384,-0.443003246091787,68.35,Below normal
612,-0.9801244915306566,-0.9803556442072732,-0.48372589657394943,63.92,Below normal
613,-0.9855405217310661,-0.9857206393336727,-0.5213210408986143,59.121,Below normal
615,-0.9864230162428572,-0.9865816322312377,-0.4412519447302217,66.585,Below normal
616,-0.9846538906932604,-0.9848430884859272,-0.409323184037777,70.449,Below normal
618,-0.9776783689076117,-0.9779289746280545,-0.2971644037583884,80.579,Below normal
620,-0.9662926910411135,-0.9664838053638478,-0.2943662956841761,77.691,Below normal
625,-0.9757130440811946,-0.9759774032789786,-0.2741399848444657,82.729,Below normal
630,-0.9568569818104811,-0.9570180011588588,-0.2601095679557414,79.602,Below normal
635,-0.9532266261963793,-0.9533466914370686,-0.22012862504243416,83.162,Below normal
640,-0.9540885854223836,-0.9542011917467526,-0.20352562120443773,85.861,Below normal
645,-0.9552612302370315,-0.9553851435022418,-0.2260280527086927,83.305,Below normal
650,-0.9236078475296079,-0.9248771470463693,0.3100568630384325,147.41,Normal range
651,-0.9817242824729235,-0.9820432083903536,0.35378487743903736,151.23,Normal range
652,-0.9746794271096682,-0.9750996658152582,0.26616402378080556,142.94,Normal range
653,-0.8830772251759212,-0.8849276236350798,0.26102337747647303,142.57,Normal range
654,-0.906270367033105,-0.9076620764988879,0.1734928466975491,132.97,Normal range
655,-0.982073186506722,-0.9823327541719984,-0.02238900774350778,112.61,Below normal
656,-0.9789925701272392,-0.979265049777585,-0.14368648531866374,98.296,Below normal
657,-0.9643552172880757,-0.9645115398649993,-0.21324433401381873,85.261,Below normal
658,-0.963109118063366,-0.9633090695202258,-0.21531410921286498,85.867,Below normal
660,-0.9594285628406058,-0.9595304418113724,-0.2145109143433606,84.118,Below normal
661,-0.9540824294327358,-0.954189200641834,-0.19472636400339688,86.763,Below normal
662,-0.9627566281729798,-0.9628535424113466,-0.2128292730491134,83.959,Below normal
666,-0.9534037648317533,-0.9535111305642612,-0.19210267231648734,87.011,Below normal
670,-0.9531816270940374,-0.9532912213214997,-0.21308172645626913,83.274,Below normal
673,-0.9529267330378856,-0.9530363046893722,-0.20256305731209728,85.029,Below normal
677,-0.9478675702473521,-0.9479925175327052,-0.24889391243985323,77.04,Below normal
680,-0.9694959209346922,-0.9695802963929699,-0.2132045214288098,83.309,Below normal
683,-0.958769463889644,-0.9588844295006559,-0.22515566672688933,81.201,Below normal
687,-0.9455215535269655,-0.9456598850428234,-0.2564802650592259,75.895,Below normal
