time,Qsim
2017-08-22T00:00:00,143.35
2017-08-23T00:00:00,159.01
2017-08-24T00:00:00,157.50
2017-08-25T00:00:00,334.32
2017-08-26T00:00:00,2454.41
2017-08-27T00:00:00,3854.78
2017-08-28T00:00:00,2600.35
2017-08-29T00:00:00,1247.73
2017-08-30T00:00:00,741.70
2017-08-31T00:00:00,781.41
2017-09-01T00:00:00,875.37
2017-09-02T00:00:00,619.46
2017-09-03T00:00:00,382.53
2017-09-04T00:00:00,269.69
2017-09-05T00:00:00,319.35
2017-09-06T00:00:00,596.86
2017-09-07T00:00:00,625.32
2017-09-08T00:00:00,475.98
2017-09-09T00:00:00,373.20
2017-09-10T00:00:00,515.85
2017-09-11T00:00:00,1739.01
2017-09-12T00:00:00,3110.30
2017-09-13T00:00:00,2277.15
2017-09-14T00:00:00,1054.16
2017-09-15T00:00:00,546.24
2017-09-16T00:00:00,325.71
2017-09-17T00:00:00,223.72
2017-09-18T00:00:00,167.66
2017-09-19T00:00:00,137.95
2017-09-20T00:00:00,120.61
2017-09-21T00:00:00,109.15
2017-09-22T00:00:00,101.54
2017-09-23T00:00:00,96.21
2017-09-24T00:00:00,92.37
2017-09-25T00:00:00,97.96
2017-09-26T00:00:00,95.82
2017-09-27T00:00:00,77.56
2017-09-28T00:00:00,68.06
2017-09-29T00:00:00,59.56
2017-09-30T00:00:00,56.31
2017-10-01T00:00:00,57.34
2017-10-02T00:00:00,64.56
2017-10-03T00:00:00,85.10
2017-10-04T00:00:00,113.74
2017-10-05T00:00:00,115.21
2017-10-06T00:00:00,106.05
2017-10-07T00:00:00,95.00
2017-10-08T00:00:00,78.78
2017-10-09T00:00:00,58.32
2017-10-10T00:00:00,50.09
2017-10-11T00:00:00,44.54
2017-10-12T00:00:00,40.10
2017-10-13T00:00:00,37.11
2017-10-14T00:00:00,35.84
2017-10-15T00:00:00,33.39
2017-10-16T00:00:00,30.15
2017-10-17T00:00:00,27.57
2017-10-18T00:00:00,26.44
2017-10-19T00:00:00,26.59
2017-10-20T00:00:00,26.34
2017-10-21T00:00:00,25.54
2017-10-22T00:00:00,32.25
2017-10-23T00:00:00,52.62
2017-10-24T00:00:00,49.14
2017-10-25T00:00:00,41.10
2017-10-26T00:00:00,34.31
2017-10-27T00:00:00,29.75
2017-10-28T00:00:00,28.63
2017-10-29T00:00:00,28.26
2017-10-30T00:00:00,28.49
2017-10-31T00:00:00,96.58
2017-11-01T00:00:00,126.53
2017-11-02T00:00:00,100.81
2017-11-03T00:00:00,81.51
2017-11-04T00:00:00,68.84
2017-11-05T00:00:00,60.78
2017-11-06T00:00:00,59.37
2017-11-07T00:00:00,62.27
2017-11-08T00:00:00,60.23
2017-11-09T00:00:00,50.57
2017-11-10T00:00:00,41.97
2017-11-11T00:00:00,35.47
2017-11-12T00:00:00,30.41
2017-11-13T00:00:00,27.24
2017-11-14T00:00:00,28.58
2017-11-15T00:00:00,28.10
2017-11-16T00:00:00,24.90
2017-11-17T00:00:00,22.42
2017-11-18T00:00:00,19.84
2017-11-19T00:00:00,17.99
2017-11-20T00:00:00,16.75
2017-11-21T00:00:00,16.63
2017-11-22T00:00:00,16.64
2017-11-23T00:00:00,16.10
2017-11-24T00:00:00,15.33
2017-11-25T00:00:00,14.43
2017-11-26T00:00:00,13.68
2017-11-27T00:00:00,13.16
2017-11-28T00:00:00,12.75
2017-11-29T00:00:00,12.34
2017-11-30T00:00:00,11.87
2017-12-01T00:00:00,11.35
2017-12-02T00:00:00,10.85
2017-12-03T00:00:00,10.45
2017-12-04T00:00:00,10.14
2017-12-05T00:00:00,9.87
2017-12-06T00:00:00,9.63
2017-12-07T00:00:00,9.64
2017-12-08T00:00:00,9.51
2017-12-09T00:00:00,9.28
2017-12-10T00:00:00,9.07
2017-12-11T00:00:00,8.82
2017-12-12T00:00:00,8.61
2017-12-13T00:00:00,8.44
2017-12-14T00:00:00,8.32
2017-12-15T00:00:00,8.20
2017-12-16T00:00:00,8.03
2017-12-17T00:00:00,9.99
2017-12-18T00:00:00,14.37
2017-12-19T00:00:00,18.84
2017-12-20T00:00:00,21.16
2017-12-21T00:00:00,24.56
2017-12-22T00:00:00,27.96
2017-12-23T00:00:00,26.44
2017-12-24T00:00:00,23.22
2017-12-25T00:00:00,20.15
2017-12-26T00:00:00,17.43
2017-12-27T00:00:00,15.19
2017-12-28T00:00:00,13.43
2017-12-29T00:00:00,12.11
2017-12-30T00:00:00,11.02
2017-12-31T00:00:00,10.11
2018-01-01T00:00:00,9.46
2018-01-02T00:00:00,9.01
2018-01-03T00:00:00,8.91
2018-01-04T00:00:00,8.79
2018-01-05T00:00:00,8.27
2018-01-06T00:00:00,7.94
2018-01-07T00:00:00,7.63
2018-01-08T00:00:00,7.25
2018-01-09T00:00:00,6.97
2018-01-10T00:00:00,6.77
2018-01-11T00:00:00,6.65
2018-01-12T00:00:00,6.56
2018-01-13T00:00:00,6.47
2018-01-14T00:00:00,7.83
2018-01-15T00:00:00,9.78
2018-01-16T00:00:00,13.88
2018-01-17T00:00:00,16.63
2018-01-18T00:00:00,18.73
2018-01-19T00:00:00,25.04
2018-01-20T00:00:00,35.16
2018-01-21T00:00:00,50.98
2018-01-22T00:00:00,52.57
2018-01-23T00:00:00,43.40
2018-01-24T00:00:00,36.32
2018-01-25T00:00:00,30.58
2018-01-26T00:00:00,25.90
2018-01-27T00:00:00,22.80
2018-01-28T00:00:00,19.76
2018-01-29T00:00:00,17.20
2018-01-30T00:00:00,15.12
2018-01-31T00:00:00,13.47
2018-02-01T00:00:00,12.22
2018-02-02T00:00:00,11.23
2018-02-03T00:00:00,10.42
2018-02-04T00:00:00,9.83
2018-02-05T00:00:00,9.39
2018-02-06T00:00:00,8.96
2018-02-07T00:00:00,8.52
2018-02-08T00:00:00,8.09
2018-02-09T00:00:00,7.82
2018-02-10T00:00:00,7.90
2018-02-11T00:00:00,7.84
2018-02-12T00:00:00,7.57
2018-02-13T00:00:00,7.45
2018-02-14T00:00:00,7.42
2018-02-15T00:00:00,7.36
2018-02-16T00:00:00,7.13
2018-02-17T00:00:00,6.87
2018-02-18T00:00:00,6.91
2018-02-19T00:00:00,7.08
2018-02-20T00:00:00,7.48
2018-02-21T00:00:00,7.55
2018-02-22T00:00:00,7.56
2018-02-23T00:00:00,7.41
2018-02-24T00:00:00,7.15
2018-02-25T00:00:00,7.10
2018-02-26T00:00:00,8.75
2018-02-27T00:00:00,8.85
2018-02-28T00:00:00,8.19
2018-03-01T00:00:00,7.67
2018-03-02T00:00:00,7.31
2018-03-03T00:00:00,7.11
2018-03-04T00:00:00,6.94
2018-03-05T00:00:00,6.79
2018-03-06T00:00:00,6.62
2018-03-07T00:00:00,6.47
2018-03-08T00:00:00,6.33
2018-03-09T00:00:00,6.19
2018-03-10T00:00:00,6.02
2018-03-11T00:00:00,5.88
2018-03-12T00:00:00,5.80
2018-03-13T00:00:00,5.73
2018-03-14T00:00:00,5.65
2018-03-15T00:00:00,5.67
2018-03-16T00:00:00,5.79
2018-03-17T00:00:00,5.72
2018-03-18T00:00:00,6.85
2018-03-19T00:00:00,17.90
2018-03-20T00:00:00,52.75
2018-03-21T00:00:00,81.99
2018-03-22T00:00:00,227.21
2018-03-23T00:00:00,144.99
2018-03-24T00:00:00,95.18
2018-03-25T00:00:00,66.21
2018-03-26T00:00:00,48.58
2018-03-27T00:00:00,37.26
2018-03-28T00:00:00,29.59
2018-03-29T00:00:00,24.24
2018-03-30T00:00:00,20.40
2018-03-31T00:00:00,17.53
2018-04-01T00:00:00,15.35
2018-04-02T00:00:00,13.70
2018-04-03T00:00:00,12.44
2018-04-04T00:00:00,11.46
2018-04-05T00:00:00,10.66
2018-04-06T00:00:00,9.98
2018-04-07T00:00:00,9.86
2018-04-08T00:00:00,9.63
2018-04-09T00:00:00,9.02
2018-04-10T00:00:00,8.60
2018-04-11T00:00:00,8.17
2018-04-12T00:00:00,8.46
2018-04-13T00:00:00,8.72
2018-04-14T00:00:00,8.29
2018-04-15T00:00:00,8.05
2018-04-16T00:00:00,7.79
2018-04-17T00:00:00,7.53
2018-04-18T00:00:00,7.33
2018-04-19T00:00:00,7.15
2018-04-20T00:00:00,7.09
2018-04-21T00:00:00,7.23
2018-04-22T00:00:00,7.34
2018-04-23T00:00:00,7.27
2018-04-24T00:00:00,7.23
2018-04-25T00:00:00,7.01
2018-04-26T00:00:00,6.75
2018-04-27T00:00:00,6.46
2018-04-28T00:00:00,6.20
2018-04-29T00:00:00,7.02
2018-04-30T00:00:00,10.93
2018-05-01T00:00:00,30.54
2018-05-02T00:00:00,43.56
2018-05-03T00:00:00,73.00
2018-05-04T00:00:00,118.41
2018-05-05T00:00:00,89.19
2018-05-06T00:00:00,68.45
2018-05-07T00:00:00,54.83
2018-05-08T00:00:00,44.83
2018-05-09T00:00:00,37.16
2018-05-10T00:00:00,32.41
2018-05-11T00:00:00,32.74
2018-05-12T00:00:00,42.51
2018-05-13T00:00:00,63.75
2018-05-14T00:00:00,81.91
2018-05-15T00:00:00,100.88
2018-05-16T00:00:00,84.81
2018-05-17T00:00:00,64.98
2018-05-18T00:00:00,50.56
2018-05-19T00:00:00,40.82
2018-05-20T00:00:00,34.31
2018-05-21T00:00:00,29.82
2018-05-22T00:00:00,26.62
2018-05-23T00:00:00,24.43
2018-05-24T00:00:00,23.28
2018-05-25T00:00:00,22.39
2018-05-26T00:00:00,21.18
2018-05-27T00:00:00,19.87
2018-05-28T00:00:00,18.65
2018-05-29T00:00:00,17.57
2018-05-30T00:00:00,16.80
2018-05-31T00:00:00,19.18
2018-06-01T00:00:00,46.20
2018-06-02T00:00:00,133.18
2018-06-03T00:00:00,288.29
2018-06-04T00:00:00,364.06
2018-06-05T00:00:00,284.07
2018-06-06T00:00:00,215.57
2018-06-07T00:00:00,168.18
2018-06-08T00:00:00,147.78
2018-06-09T00:00:00,128.98
2018-06-10T00:00:00,108.91
2018-06-11T00:00:00,93.56
2018-06-12T00:00:00,82.53
2018-06-13T00:00:00,75.51
2018-06-14T00:00:00,72.45
2018-06-15T00:00:00,72.41
2018-06-16T00:00:00,61.37
2018-06-17T00:00:00,65.28
2018-06-18T00:00:00,58.99
2018-06-19T00:00:00,51.29
2018-06-20T00:00:00,45.20
2018-06-21T00:00:00,41.46
2018-06-22T00:00:00,39.91
2018-06-23T00:00:00,39.65
2018-06-24T00:00:00,44.07
2018-06-25T00:00:00,65.49
2018-06-26T00:00:00,71.61
2018-06-27T00:00:00,64.27
2018-06-28T00:00:00,55.85
2018-06-29T00:00:00,49.81
2018-06-30T00:00:00,51.01
2018-07-01T00:00:00,81.80
2018-07-02T00:00:00,129.69
2018-07-03T00:00:00,152.68
2018-07-04T00:00:00,142.45
2018-07-05T00:00:00,119.37
2018-07-06T00:00:00,100.40
2018-07-07T00:00:00,87.05
2018-07-08T00:00:00,84.84
2018-07-09T00:00:00,112.65
2018-07-10T00:00:00,183.02
2018-07-11T00:00:00,245.56
2018-07-12T00:00:00,200.87
2018-07-13T00:00:00,152.86
2018-07-14T00:00:00,121.63
2018-07-15T00:00:00,101.07
2018-07-16T00:00:00,87.62
2018-07-17T00:00:00,78.58
2018-07-18T00:00:00,58.36
2018-07-19T00:00:00,43.57
2018-07-20T00:00:00,119.42
2018-07-21T00:00:00,749.45
2018-07-22T00:00:00,1198.77
2018-07-23T00:00:00,712.36
2018-07-24T00:00:00,401.58
2018-07-25T00:00:00,247.10
2018-07-26T00:00:00,306.51
2018-07-27T00:00:00,851.58
2018-07-28T00:00:00,1126.74
2018-07-29T00:00:00,820.71
2018-07-30T00:00:00,539.40
2018-07-31T00:00:00,372.53
2018-08-01T00:00:00,270.91
2018-08-02T00:00:00,200.71
2018-08-03T00:00:00,153.28
2018-08-04T00:00:00,129.21
2018-08-05T00:00:00,119.57
2018-08-06T00:00:00,122.73
2018-08-07T00:00:00,140.59
2018-08-08T00:00:00,153.10
2018-08-09T00:00:00,143.36
2018-08-10T00:00:00,136.90
2018-08-11T00:00:00,142.84
2018-08-12T00:00:00,149.40
2018-08-13T00:00:00,143.53
2018-08-14T00:00:00,134.08
2018-08-15T00:00:00,130.50
2018-08-16T00:00:00,120.59
2018-08-17T00:00:00,109.23
2018-08-18T00:00:00,100.77
2018-08-19T00:00:00,117.75
2018-08-20T00:00:00,219.32
2018-08-21T00:00:00,503.82
2018-08-22T00:00:00,654.41
2018-08-23T00:00:00,452.02
2018-08-24T00:00:00,291.36
2018-08-25T00:00:00,205.78
2018-08-26T00:00:00,206.33
2018-08-27T00:00:00,308.46
2018-08-28T00:00:00,317.53
2018-08-29T00:00:00,235.23
2018-08-30T00:00:00,168.68
2018-08-31T00:00:00,136.05
2018-09-01T00:00:00,129.66
2018-09-02T00:00:00,139.72
2018-09-03T00:00:00,150.97
2018-09-04T00:00:00,131.70
2018-09-05T00:00:00,111.93
2018-09-06T00:00:00,97.64
2018-09-07T00:00:00,87.47
2018-09-08T00:00:00,80.20
2018-09-09T00:00:00,74.61
2018-09-10T00:00:00,70.08
2018-09-11T00:00:00,66.43
2018-09-12T00:00:00,42.49
2018-09-13T00:00:00,32.90
2018-09-14T00:00:00,30.30
2018-09-15T00:00:00,28.43
2018-09-16T00:00:00,27.19
2018-09-17T00:00:00,26.00
2018-09-18T00:00:00,25.43
2018-09-19T00:00:00,25.07
2018-09-20T00:00:00,25.58
2018-09-21T00:00:00,24.31
2018-09-22T00:00:00,24.39
2018-09-23T00:00:00,25.73
2018-09-24T00:00:00,28.62
2018-09-25T00:00:00,28.65
2018-09-26T00:00:00,31.27
2018-09-27T00:00:00,34.80
2018-09-28T00:00:00,40.27
2018-09-29T00:00:00,39.01
2018-09-30T00:00:00,47.50
2018-10-01T00:00:00,203.40
2018-10-02T00:00:00,894.09
2018-10-03T00:00:00,1087.63
2018-10-04T00:00:00,618.89
2018-10-05T00:00:00,346.19
2018-10-06T00:00:00,213.45
2018-10-07T00:00:00,144.65
2018-10-08T00:00:00,112.25
2018-10-09T00:00:00,93.81
2018-10-10T00:00:00,81.98
2018-10-11T00:00:00,74.06
2018-10-12T00:00:00,69.02
2018-10-13T00:00:00,67.59
2018-10-14T00:00:00,59.90
2018-10-15T00:00:00,43.26
2018-10-16T00:00:00,44.35
2018-10-17T00:00:00,45.99
2018-10-18T00:00:00,44.73
2018-10-19T00:00:00,39.52
2018-10-20T00:00:00,33.74
2018-10-21T00:00:00,28.84
2018-10-22T00:00:00,25.09
2018-10-23T00:00:00,22.18
2018-10-24T00:00:00,19.95
2018-10-25T00:00:00,18.86
2018-10-26T00:00:00,18.13
2018-10-27T00:00:00,17.35
2018-10-28T00:00:00,16.67
2018-10-29T00:00:00,15.98
2018-10-30T00:00:00,15.39
2018-10-31T00:00:00,15.20
2018-11-01T00:00:00,15.22
2018-11-02T00:00:00,15.01
2018-11-03T00:00:00,15.08
2018-11-04T00:00:00,14.72
2018-11-05T00:00:00,14.08
2018-11-06T00:00:00,13.65
2018-11-07T00:00:00,13.38
2018-11-08T00:00:00,13.25
2018-11-09T00:00:00,13.13
2018-11-10T00:00:00,12.90
2018-11-11T00:00:00,18.37
2018-11-12T00:00:00,35.72
2018-11-13T00:00:00,39.33
2018-11-14T00:00:00,36.44
2018-11-15T00:00:00,46.52
2018-11-16T00:00:00,83.68
2018-11-17T00:00:00,102.52
2018-11-18T00:00:00,102.15
2018-11-19T00:00:00,88.24
2018-11-20T00:00:00,73.13
2018-11-21T00:00:00,45.21
2018-11-22T00:00:00,33.80
2018-11-23T00:00:00,27.79
2018-11-24T00:00:00,23.45
2018-11-25T00:00:00,20.72
2018-11-26T00:00:00,17.48
2018-11-27T00:00:00,15.59
2018-11-28T00:00:00,14.58
2018-11-29T00:00:00,14.59
2018-11-30T00:00:00,14.05
2018-12-01T00:00:00,13.44
2018-12-02T00:00:00,13.07
2018-12-03T00:00:00,12.79
2018-12-04T00:00:00,12.43
2018-12-05T00:00:00,12.14
2018-12-06T00:00:00,12.00
2018-12-07T00:00:00,11.88
2018-12-08T00:00:00,11.61
2018-12-09T00:00:00,11.11
2018-12-10T00:00:00,10.56
2018-12-11T00:00:00,10.13
2018-12-12T00:00:00,9.94
2018-12-13T00:00:00,9.79
2018-12-14T00:00:00,47.12
2018-12-15T00:00:00,167.02
2018-12-16T00:00:00,344.83
2018-12-17T00:00:00,506.65
2018-12-18T00:00:00,631.68
2018-12-19T00:00:00,965.18
2018-12-20T00:00:00,897.29
2018-12-21T00:00:00,590.92
2018-12-22T00:00:00,630.93
2018-12-23T00:00:00,668.73
2018-12-24T00:00:00,443.05
2018-12-25T00:00:00,276.10
2018-12-26T00:00:00,179.22
2018-12-27T00:00:00,125.06
2018-12-28T00:00:00,99.41
2018-12-29T00:00:00,83.57
2018-12-30T00:00:00,88.52
2018-12-31T00:00:00,127.23
2019-01-01T00:00:00,164.15
2019-01-02T00:00:00,148.20
2019-01-03T00:00:00,197.54
2019-01-04T00:00:00,280.60
2019-01-05T00:00:00,288.00
2019-01-06T00:00:00,288.49
2019-01-07T00:00:00,289.22
2019-01-08T00:00:00,759.86
2019-01-09T00:00:00,1485.55
2019-01-10T00:00:00,1283.49
2019-01-11T00:00:00,751.52
2019-01-12T00:00:00,438.25
2019-01-13T00:00:00,275.73
2019-01-14T00:00:00,187.87
2019-01-15T00:00:00,141.17
2019-01-16T00:00:00,160.30
2019-01-17T00:00:00,308.78
2019-01-18T00:00:00,444.92
2019-01-19T00:00:00,406.25
2019-01-20T00:00:00,293.30
2019-01-21T00:00:00,202.89
2019-01-22T00:00:00,148.58
2019-01-23T00:00:00,117.12
2019-01-24T00:00:00,100.18
2019-01-25T00:00:00,87.18
2019-01-26T00:00:00,77.73
2019-01-27T00:00:00,71.84
2019-01-28T00:00:00,67.21
2019-01-29T00:00:00,63.27
2019-01-30T00:00:00,45.75
2019-01-31T00:00:00,33.85
2019-02-01T00:00:00,34.42
2019-02-02T00:00:00,39.62
2019-02-03T00:00:00,47.46
2019-02-04T00:00:00,51.05
2019-02-05T00:00:00,50.89
2019-02-06T00:00:00,48.62
2019-02-07T00:00:00,45.76
2019-02-08T00:00:00,40.82
2019-02-09T00:00:00,34.30
2019-02-10T00:00:00,29.05
2019-02-11T00:00:00,26.56
2019-02-12T00:00:00,25.82
2019-02-13T00:00:00,24.59
2019-02-14T00:00:00,21.79
2019-02-15T00:00:00,21.78
2019-02-16T00:00:00,25.14
2019-02-17T00:00:00,36.71
2019-02-18T00:00:00,37.14
2019-02-19T00:00:00,31.33
2019-02-20T00:00:00,26.57
2019-02-21T00:00:00,22.90
2019-02-22T00:00:00,20.00
2019-02-23T00:00:00,18.40
2019-02-24T00:00:00,23.71
2019-02-25T00:00:00,40.87
2019-02-26T00:00:00,49.92
2019-02-27T00:00:00,73.11
2019-02-28T00:00:00,85.20
2019-03-01T00:00:00,93.01
2019-03-02T00:00:00,79.97
2019-03-03T00:00:00,69.75
2019-03-04T00:00:00,51.20
2019-03-05T00:00:00,34.49
2019-03-06T00:00:00,28.57
2019-03-07T00:00:00,24.00
2019-03-08T00:00:00,21.55
2019-03-09T00:00:00,21.25
2019-03-10T00:00:00,18.42
2019-03-11T00:00:00,17.29
2019-03-12T00:00:00,16.03
2019-03-13T00:00:00,16.10
2019-03-14T00:00:00,17.98
2019-03-15T00:00:00,17.65
2019-03-16T00:00:00,17.36
2019-03-17T00:00:00,18.32
2019-03-18T00:00:00,19.45
2019-03-19T00:00:00,21.87
2019-03-20T00:00:00,24.63
2019-03-21T00:00:00,27.19
2019-03-22T00:00:00,26.85
2019-03-23T00:00:00,26.90
2019-03-24T00:00:00,25.97
2019-03-25T00:00:00,23.17
2019-03-26T00:00:00,20.14
2019-03-27T00:00:00,17.97
2019-03-28T00:00:00,16.47
2019-03-29T00:00:00,15.33
2019-03-30T00:00:00,14.48
2019-03-31T00:00:00,13.83
2019-04-01T00:00:00,13.29
2019-04-02T00:00:00,12.87
2019-04-03T00:00:00,12.50
2019-04-04T00:00:00,12.16
2019-04-05T00:00:00,11.95
2019-04-06T00:00:00,11.96
2019-04-07T00:00:00,11.94
2019-04-08T00:00:00,11.77
2019-04-09T00:00:00,11.50
2019-04-10T00:00:00,11.31
2019-04-11T00:00:00,11.35
2019-04-12T00:00:00,11.45
2019-04-13T00:00:00,11.45
2019-04-14T00:00:00,11.42
2019-04-15T00:00:00,11.27
2019-04-16T00:00:00,11.05
2019-04-17T00:00:00,10.82
2019-04-18T00:00:00,10.61
2019-04-19T00:00:00,10.45
2019-04-20T00:00:00,10.35
2019-04-21T00:00:00,10.29
2019-04-22T00:00:00,10.24
2019-04-23T00:00:00,10.17
2019-04-24T00:00:00,10.10
2019-04-25T00:00:00,10.01
2019-04-26T00:00:00,10.09
2019-04-27T00:00:00,10.22
2019-04-28T00:00:00,10.43
2019-04-29T00:00:00,10.36
2019-04-30T00:00:00,10.24
2019-05-01T00:00:00,10.16
2019-05-02T00:00:00,10.11
2019-05-03T00:00:00,10.15
2019-05-04T00:00:00,10.34
2019-05-05T00:00:00,11.96
2019-05-06T00:00:00,14.26
2019-05-07T00:00:00,14.43
2019-05-08T00:00:00,13.77
2019-05-09T00:00:00,13.73
2019-05-10T00:00:00,23.24
2019-05-11T00:00:00,55.79
2019-05-12T00:00:00,60.17
2019-05-13T00:00:00,48.16
2019-05-14T00:00:00,39.82
2019-05-15T00:00:00,47.85
2019-05-16T00:00:00,48.91
2019-05-17T00:00:00,38.87
2019-05-18T00:00:00,31.31
2019-05-19T00:00:00,26.37
2019-05-20T00:00:00,24.21
2019-05-21T00:00:00,79.97
2019-05-22T00:00:00,328.20
2019-05-23T00:00:00,691.40
2019-05-24T00:00:00,505.80
2019-05-25T00:00:00,310.98
2019-05-26T00:00:00,198.63
2019-05-27T00:00:00,135.41
2019-05-28T00:00:00,105.46
2019-05-29T00:00:00,88.49
2019-05-30T00:00:00,77.41
2019-05-31T00:00:00,69.91
2019-06-01T00:00:00,64.76
2019-06-02T00:00:00,61.14
2019-06-03T00:00:00,55.83
2019-06-04T00:00:00,32.31
2019-06-05T00:00:00,28.50
2019-06-06T00:00:00,26.85
2019-06-07T00:00:00,25.74
2019-06-08T00:00:00,25.27
2019-06-09T00:00:00,24.57
2019-06-10T00:00:00,24.10
2019-06-11T00:00:00,23.73
2019-06-12T00:00:00,24.16
2019-06-13T00:00:00,44.91
2019-06-14T00:00:00,143.16
2019-06-15T00:00:00,849.48
2019-06-16T00:00:00,2325.47
2019-06-17T00:00:00,4447.74
2019-06-18T00:00:00,4110.76
2019-06-19T00:00:00,2351.81
2019-06-20T00:00:00,1219.83
2019-06-21T00:00:00,696.60
2019-06-22T00:00:00,416.85
2019-06-23T00:00:00,273.62
2019-06-24T00:00:00,197.76
2019-06-25T00:00:00,155.36
2019-06-26T00:00:00,132.21
2019-06-27T00:00:00,118.43
2019-06-28T00:00:00,108.93
2019-06-29T00:00:00,101.78
2019-06-30T00:00:00,96.09
2019-07-01T00:00:00,92.59
2019-07-02T00:00:00,99.33
2019-07-03T00:00:00,113.91
2019-07-04T00:00:00,110.24
2019-07-05T00:00:00,87.60
2019-07-06T00:00:00,69.40
2019-07-07T00:00:00,61.33
2019-07-08T00:00:00,56.34
2019-07-09T00:00:00,54.54
2019-07-10T00:00:00,53.65
2019-07-11T00:00:00,52.42
2019-07-12T00:00:00,66.96
2019-07-13T00:00:00,124.71
2019-07-14T00:00:00,210.86
2019-07-15T00:00:00,273.95
2019-07-16T00:00:00,241.05
2019-07-17T00:00:00,186.39
2019-07-18T00:00:00,146.07
2019-07-19T00:00:00,120.83
2019-07-20T00:00:00,104.67
2019-07-21T00:00:00,93.84
2019-07-22T00:00:00,84.91
2019-07-23T00:00:00,61.58
2019-07-24T00:00:00,59.26
2019-07-25T00:00:00,67.47
2019-07-26T00:00:00,118.75
2019-07-27T00:00:00,269.95
2019-07-28T00:00:00,400.57
2019-07-29T00:00:00,525.13
2019-07-30T00:00:00,386.68
2019-07-31T00:00:00,261.28
2019-08-01T00:00:00,180.72
2019-08-02T00:00:00,133.57
2019-08-03T00:00:00,110.41
2019-08-04T00:00:00,96.05
2019-08-05T00:00:00,86.32
2019-08-06T00:00:00,79.21
2019-08-07T00:00:00,73.94
2019-08-08T00:00:00,70.24
2019-08-09T00:00:00,66.31
2019-08-10T00:00:00,77.31
2019-08-11T00:00:00,209.01
2019-08-12T00:00:00,622.38
2019-08-13T00:00:00,503.06
2019-08-14T00:00:00,316.74
2019-08-15T00:00:00,208.77
2019-08-16T00:00:00,146.90
2019-08-17T00:00:00,115.48
2019-08-18T00:00:00,105.14
2019-08-19T00:00:00,106.52
2019-08-20T00:00:00,103.43
2019-08-21T00:00:00,97.93
2019-08-22T00:00:00,97.10
2019-08-23T00:00:00,92.38
2019-08-24T00:00:00,84.08
2019-08-25T00:00:00,76.93
2019-08-26T00:00:00,53.27
2019-08-27T00:00:00,44.37
2019-08-28T00:00:00,40.75
2019-08-29T00:00:00,37.55
2019-08-30T00:00:00,35.33
2019-08-31T00:00:00,35.05
2019-09-01T00:00:00,35.27
2019-09-02T00:00:00,33.87
2019-09-03T00:00:00,31.63
2019-09-04T00:00:00,30.26
2019-09-05T00:00:00,29.27
2019-09-06T00:00:00,27.86
2019-09-07T00:00:00,26.27
2019-09-08T00:00:00,24.76
2019-09-09T00:00:00,24.25
2019-09-10T00:00:00,72.30
2019-09-11T00:00:00,398.42
2019-09-12T00:00:00,1044.82
2019-09-13T00:00:00,704.97
2019-09-14T00:00:00,425.43
2019-09-15T00:00:00,269.15
2019-09-16T00:00:00,183.13
2019-09-17T00:00:00,148.88
2019-09-18T00:00:00,166.99
2019-09-19T00:00:00,189.90
2019-09-20T00:00:00,164.59
2019-09-21T00:00:00,130.73
2019-09-22T00:00:00,108.75
2019-09-23T00:00:00,92.90
2019-09-24T00:00:00,81.76
2019-09-25T00:00:00,73.76
2019-09-26T00:00:00,67.92
2019-09-27T00:00:00,63.63
2019-09-28T00:00:00,42.30
2019-09-29T00:00:00,29.44
2019-09-30T00:00:00,26.70
2019-10-01T00:00:00,25.16
2019-10-02T00:00:00,74.86
2019-10-03T00:00:00,738.68
2019-10-04T00:00:00,1452.43
2019-10-05T00:00:00,898.03
2019-10-06T00:00:00,554.06
2019-10-07T00:00:00,384.21
2019-10-08T00:00:00,274.73
2019-10-09T00:00:00,198.31
2019-10-10T00:00:00,145.07
2019-10-11T00:00:00,117.64
2019-10-12T00:00:00,197.81
2019-10-13T00:00:00,1382.06
2019-10-14T00:00:00,3393.92
2019-10-15T00:00:00,2570.20
2019-10-16T00:00:00,1187.45
2019-10-17T00:00:00,605.25
2019-10-18T00:00:00,345.48
2019-10-19T00:00:00,229.50
2019-10-20T00:00:00,172.46
2019-10-21T00:00:00,141.90
2019-10-22T00:00:00,123.24
2019-10-23T00:00:00,107.51
2019-10-24T00:00:00,98.11
2019-10-25T00:00:00,95.33
2019-10-26T00:00:00,92.10
2019-10-27T00:00:00,85.73
2019-10-28T00:00:00,79.13
2019-10-29T00:00:00,62.80
2019-10-30T00:00:00,44.29
2019-10-31T00:00:00,39.49
2019-11-01T00:00:00,36.82
2019-11-02T00:00:00,39.23
2019-11-03T00:00:00,44.19
2019-11-04T00:00:00,41.65
2019-11-05T00:00:00,42.92
2019-11-06T00:00:00,65.76
2019-11-07T00:00:00,86.80
2019-11-08T00:00:00,81.47
2019-11-09T00:00:00,75.77
2019-11-10T00:00:00,71.10
2019-11-11T00:00:00,61.56
2019-11-12T00:00:00,40.97
2019-11-13T00:00:00,34.02
2019-11-14T00:00:00,29.20
2019-11-15T00:00:00,25.79
2019-11-16T00:00:00,23.19
2019-11-17T00:00:00,21.11
2019-11-18T00:00:00,19.53
2019-11-19T00:00:00,18.50
2019-11-20T00:00:00,17.73
