estacion,ancho_ventana,pentada_fin,parametro,valor
117,12,17,beta,915.193592507675
117,12,17,prob.0,0
117,12,17,prob.media.0,0
117,12,18,alpha,0.6235862485272506
117,12,18,beta,1149.8011854763022
117,12,18,prob.0,0
117,12,18,prob.media.0,0
117,12,19,alpha,0.6204969955151534
117,12,19,beta,1136.353158287556
117,12,19,prob.0,0
117,12,19,prob.media.0,0
117,12,20,alpha,0.7060250362946646
117,12,20,beta,943.517420515955
117,12,20,prob.0,0
117,12,20,prob.media.0,0
117,12,21,alpha,0.7198128021191672
117,12,21,beta,921.3702328784602
117,12,21,prob.0,0
117,12,21,prob.media.0,0
117,12,22,alpha,0.730685572348657
117,12,22,beta,969.0711922089847
117,12,22,prob.0,0
117,12,22,prob.media.0,0
117,12,23,alpha,0.7544996098096082
117,12,23,beta,947.4986552323392
117,12,23,prob.0,0
117,12,23,prob.media.0,0
117,12,24,alpha,0.7755417744311178
117,12,24,beta,951.8480616452152
117,12,24,prob.0,0
117,12,24,prob.media.0,0
117,12,25,alpha,0.8086624978105692
117,12,25,beta,920.5227534413646
117,12,25,prob.0,0
117,12,25,prob.media.0,0
117,12,26,alpha,0.7899524293628437
117,12,26,beta,1012.3984608266702
117,12,26,prob.0,0
117,12,26,prob.media.0,0
117,12,27,alpha,0.7918373871308854
117,12,27,beta,1085.374041941747
117,12,27,prob.0,0
117,12,27,prob.media.0,0
117,12,28,alpha,0.8238243274400022
117,12,28,beta,1052.7368483574664
117,12,28,prob.0,0
117,12,28,prob.media.0,0
117,12,29,alpha,0.9060736374094089
117,12,29,beta,1011.1404015368058
117,12,29,prob.0,0
117,12,29,prob.media.0,0
117,12,30,alpha,0.9440769645772842
117,12,30,beta,923.6820201156535
117,12,30,prob.0,0
117,12,30,prob.media.0,0
117,12,31,alpha,0.9125237484374773
117,12,31,beta,1082.4916747353982
117,12,31,prob.0,0
117,12,31,prob.media.0,0
117,12,32,alpha,0.9744813579975271
117,12,32,beta,1070.5140220358398
117,12,32,prob.0,0
117,12,32,prob.media.0,0
117,12,33,alpha,1.1006525627303343
117,12,33,beta,979.2704756309523
117,12,33,prob.0,0
117,12,33,prob.media.0,0
117,12,34,alpha,1.1303683977552124
117,12,34,beta,1030.2031309829504
117,12,34,prob.0,0
117,12,34,prob.media.0,0
117,12,35,alpha,1.2507598734225296
117,12,35,beta,980.6277821550889
117,12,35,prob.0,0
117,12,35,prob.media.0,0
117,12,36,alpha,1.3024924245695098
117,12,36,beta,1032.9271647825326
117,12,36,prob.0,0
117,12,36,prob.media.0,0
117,12,37,alpha,1.332692268728548
117,12,37,beta,1064.868100931154
117,12,37,prob.0,0
117,12,37,prob.media.0,0
117,12,38,alpha,1.4198054553641541
117,12,38,beta,1035.5890050684197
117,12,38,prob.0,0
117,12,38,prob.media.0,0
117,12,39,alpha,1.4525754180280095
117,12,39,beta,1048.0572775438654
117,12,39,prob.0,0
117,12,39,prob.media.0,0
117,12,40,alpha,1.509957011602544
117,12,40,beta,1025.5370047497274
117,12,40,prob.0,0
117,12,40,prob.media.0,0
117,12,41,alpha,1.6814417186687607
117,12,41,beta,957.4039113628348
117,12,41,prob.0,0
117,12,41,prob.media.0,0
117,12,42,alpha,1.847417597033132
117,12,42,beta,885.7722023022031
117,12,42,prob.0,0
117,12,42,prob.media.0,0
117,12,43,alpha,2.7950399101836036
117,12,43,beta,587.8411717139466
117,12,43,prob.0,0
117,12,43,prob.media.0,0
117,12,44,alpha,2.847698167365696
117,12,44,beta,615.1062679759054
117,12,44,prob.0,0
117,12,44,prob.media.0,0
117,12,45,alpha,3.3827679688932593
117,12,45,beta,513.929385657673
117,12,45,prob.0,0
117,12,45,prob.media.0,0
117,12,46,alpha,3.2855595783961538
117,12,46,beta,517.9428530061894
117,12,46,prob.0,0
117,12,46,prob.media.0,0
117,12,47,alpha,3.147759669941827
117,12,47,beta,533.8131253508477
117,12,47,prob.0,0
117,12,47,prob.media.0,0
117,12,48,alpha,3.681685875668404
117,12,48,beta,457.39531824506537
117,12,48,prob.0,0
117,12,48,prob.media.0,0
117,12,49,alpha,2.714466369217064
117,12,49,beta,629.5520824535888
117,12,49,prob.0,0
117,12,49,prob.media.0,0
117,12,50,alpha,2.8528549622857815
117,12,50,beta,599.3908426402046
117,12,50,prob.0,0
117,12,50,prob.media.0,0
117,12,51,alpha,2.603342446202279
117,12,51,beta,646.765347466316
117,12,51,prob.0,0
117,12,51,prob.media.0,0
117,12,52,alpha,2.5435002486303127
117,12,52,beta,661.6311981496879
117,12,52,prob.0,0
117,12,52,prob.media.0,0
117,12,53,alpha,2.489936750258699
117,12,53,beta,658.6254339529328
117,12,53,prob.0,0
117,12,53,prob.media.0,0
117,12,54,alpha,2.0907948648911896
117,12,54,beta,765.5932810673658
117,12,54,prob.0,0
117,12,54,prob.media.0,0
117,12,55,alpha,2.053751961529422
117,12,55,beta,760.8795079675155
117,12,55,prob.0,0
117,12,55,prob.media.0,0
117,12,56,alpha,1.9497401609592948
117,12,56,beta,753.263829310027
117,12,56,prob.0,0
117,12,56,prob.media.0,0
117,12,57,alpha,1.8341843920573697
117,12,57,beta,839.3398981408533
117,12,57,prob.0,0
117,12,57,prob.media.0,0
117,12,58,alpha,1.7584753957485786
117,12,58,beta,892.5520451300135
117,12,58,prob.0,0
117,12,58,prob.media.0,0
117,12,59,alpha,1.6377286714363706
117,12,59,beta,936.4513576389083
117,12,59,prob.0,0
117,12,59,prob.media.0,0
117,12,60,alpha,1.6127074040135243
117,12,60,beta,904.0576809571774
117,12,60,prob.0,0
117,12,60,prob.media.0,0
117,12,61,alpha,1.464283379981589
117,12,61,beta,947.2804293326636
117,12,61,prob.0,0
117,12,61,prob.media.0,0
117,12,62,alpha,1.4471096927488516
117,12,62,beta,903.766651549694
117,12,62,prob.0,0
117,12,62,prob.media.0,0
117,12,63,alpha,1.3193020807567128
117,12,63,beta,939.4620817069531
117,12,63,prob.0,0
117,12,63,prob.media.0,0
117,12,64,alpha,1.2185490724954715
117,12,64,beta,966.5366799539491
117,12,64,prob.0,0
117,12,64,prob.media.0,0
117,12,65,alpha,1.1341916592799572
117,12,65,beta,995.1311754831843
117,12,65,prob.0,0
117,12,65,prob.media.0,0
117,12,66,alpha,1.2064378169618708
117,12,66,beta,880.0513528437443
117,12,66,prob.0,0
117,12,66,prob.media.0,0
117,12,67,alpha,1.1541212490841524
117,12,67,beta,903.9131203385978
117,12,67,prob.0,0
117,12,67,prob.media.0,0
117,12,68,alpha,1.1628859249155965
117,12,68,beta,831.0398502682119
117,12,68,prob.0,0
117,12,68,prob.media.0,0
117,12,69,alpha,1.1347066003658965
117,12,69,beta,783.3177090757064
117,12,69,prob.0,0
117,12,69,prob.media.0,0
117,12,70,alpha,1.1559578551711185
117,12,70,beta,685.7098759778339
117,12,70,prob.0,0
117,12,70,prob.media.0,0
117,12,71,alpha,1.1068345241139812
117,12,71,beta,690.7689570383419
117,12,71,prob.0,0
117,12,71,prob.media.0,0
117,12,72,alpha,1.0555968396485658
117,12,72,beta,679.917795841626
117,12,72,prob.0,0
117,12,72,prob.media.0,0
117,18,1,alpha,1.2391490631959474
117,18,1,beta,1072.8839631370238
117,18,1,prob.0,0
117,18,1,prob.media.0,0
117,18,2,alpha,1.2309251531404701
117,18,2,beta,1021.619636602587
117,18,2,prob.0,0
117,18,2,prob.media.0,0
117,18,3,alpha,1.2098098034700144
117,18,3,beta,968.4247207476703
117,18,3,prob.0,0
117,18,3,prob.media.0,0
117,18,4,alpha,1.2246532389077345
117,18,4,beta,847.0201980695608
117,18,4,prob.0,0
117,18,4,prob.media.0,0
117,18,5,alpha,1.2077570548662768
117,18,5,beta,813.3012761021746
117,18,5,prob.0,0
117,18,5,prob.media.0,0
117,18,6,alpha,1.256026270920173
117,18,6,beta,723.0298510190887
117,18,6,prob.0,0
117,18,6,prob.media.0,0
117,18,7,alpha,1.2464495023310473
117,18,7,beta,693.6064830612124
117,18,7,prob.0,0
117,18,7,prob.media.0,0
117,18,8,alpha,1.173874751973606
117,18,8,beta,732.4651643643365
117,18,8,prob.0,0
117,18,8,prob.media.0,0
117,18,9,alpha,1.0369611166114088
117,18,9,beta,840.1658706220808
117,18,9,prob.0,0
117,18,9,prob.media.0,0
117,18,10,alpha,0.9737358372493645
117,18,10,beta,843.172318437274
117,18,10,prob.0,0
117,18,10,prob.media.0,0
117,18,11,alpha,0.8746387611581873
117,18,11,beta,931.0134852849112
117,18,11,prob.0,0
117,18,11,prob.media.0,0
117,18,12,alpha,0.8255514773135293
117,18,12,beta,960.6541751607871
117,18,12,prob.0,0
117,18,12,prob.media.0,0
117,18,13,alpha,0.8373703863517591
117,18,13,beta,921.507186837069
117,18,13,prob.0,0
117,18,13,prob.media.0,0
117,18,14,alpha,0.830360971283713
117,18,14,beta,957.6498396023696
117,18,14,prob.0,0
117,18,14,prob.media.0,0
117,18,15,alpha,0.8249767798487065
117,18,15,beta,1044.7047848757934
117,18,15,prob.0,0
117,18,15,prob.media.0,0
117,18,16,alpha,0.7844058048853683
117,18,16,beta,1144.6503464178872
117,18,16,prob.0,0
117,18,16,prob.media.0,0
117,18,17,alpha,0.8001488375434243
117,18,17,beta,1088.9896960709402
117,18,17,prob.0,0
117,18,17,prob.media.0,0
117,18,18,alpha,0.7521939638523303
117,18,18,beta,1214.83129021786
117,18,18,prob.0,0
117,18,18,prob.media.0,0
117,18,19,alpha,0.7654659251203012
117,18,19,beta,1200.3820763962576
117,18,19,prob.0,0
117,18,19,prob.media.0,0
117,18,20,alpha,0.8582981641981402
117,18,20,beta,1082.290867696502
117,18,20,prob.0,0
117,18,20,prob.media.0,0
117,18,21,alpha,0.8311126896480592
117,18,21,beta,1178.5365704137073
117,18,21,prob.0,0
117,18,21,prob.media.0,0
117,18,22,alpha,0.8238899684133926
117,18,22,beta,1243.3306091676254
117,18,22,prob.0,0
117,18,22,prob.media.0,0
117,18,23,alpha,0.8399426963118737
117,18,23,beta,1269.9540433562233
117,18,23,prob.0,0
117,18,23,prob.media.0,0
117,18,24,alpha,0.8563788698943069
117,18,24,beta,1265.532397982128
117,18,24,prob.0,0
117,18,24,prob.media.0,0
117,18,25,alpha,0.9141684450996659
117,18,25,beta,1177.436815366469
117,18,25,prob.0,0
117,18,25,prob.media.0,0
117,18,26,alpha,0.9500586626801674
117,18,26,beta,1152.4252019981573
117,18,26,prob.0,0
117,18,26,prob.media.0,0
117,18,27,alpha,0.9769533762856507
117,18,27,beta,1143.4142216097457
117,18,27,prob.0,0
117,18,27,prob.media.0,0
117,18,28,alpha,1.0058037419967891
117,18,28,beta,1205.4663149764588
117,18,28,prob.0,0
117,18,28,prob.media.0,0
117,18,29,alpha,1.0508166253839786
117,18,29,beta,1160.7507565497067
117,18,29,prob.0,0
117,18,29,prob.media.0,0
117,18,30,alpha,1.0771156018024586
117,18,30,beta,1200.398827849282
117,18,30,prob.0,0
117,18,30,prob.media.0,0
117,18,31,alpha,1.027024539381907
117,18,31,beta,1376.7078197109054
117,18,31,prob.0,0
117,18,31,prob.media.0,0
117,18,32,alpha,1.005265907588482
117,18,32,beta,1446.7370545647757
117,18,32,prob.0,0
117,18,32,prob.media.0,0
117,18,33,alpha,1.1232426130707192
117,18,33,beta,1346.9506235512813
117,18,33,prob.0,0
117,18,33,prob.media.0,0
117,18,34,alpha,1.246583013312783
117,18,34,beta,1245.2281761359322
117,18,34,prob.0,0
117,18,34,prob.media.0,0
117,18,35,alpha,1.325552543119505
117,18,35,beta,1247.947242909193
117,18,35,prob.0,0
117,18,35,prob.media.0,0
117,18,36,alpha,1.4325839942120886
117,18,36,beta,1183.9877318273684
117,18,36,prob.0,0
117,18,36,prob.media.0,0
117,18,37,alpha,1.4740922487494468
117,18,37,beta,1204.1872899295524
117,18,37,prob.0,0
117,18,37,prob.media.0,0
117,18,38,alpha,1.617829942088251
117,18,38,beta,1163.085973646319
117,18,38,prob.0,0
117,18,38,prob.media.0,0
117,18,39,alpha,1.6643678414548817
117,18,39,beta,1176.5385578766159
117,18,39,prob.0,0
117,18,39,prob.media.0,0
117,18,40,alpha,1.6761916617812165
117,18,40,beta,1197.3130318990197
117,18,40,prob.0,0
117,18,40,prob.media.0,0
117,18,41,alpha,1.8167438239750142
117,18,41,beta,1144.7264863924956
117,18,41,prob.0,0
117,18,41,prob.media.0,0
117,18,42,alpha,1.8779691460538133
117,18,42,beta,1149.2803196385107
117,18,42,prob.0,0
117,18,42,prob.media.0,0
117,18,43,alpha,2.48129777730044
117,18,43,beta,913.5948663603594
117,18,43,prob.0,0
117,18,43,prob.media.0,0
117,18,44,alpha,2.7026403716068055
117,18,44,beta,880.049296835843
117,18,44,prob.0,0
117,18,44,prob.media.0,0
117,18,45,alpha,3.780760219969418
117,18,45,beta,627.9849939309601
117,18,45,prob.0,0
117,18,45,prob.media.0,0
117,18,46,alpha,4.0909176104263745
117,18,46,beta,587.1374092565603
117,18,46,prob.0,0
117,18,46,prob.media.0,0
117,18,47,alpha,4.423386361138496
117,18,47,beta,549.8764381946869
117,18,47,prob.0,0
117,18,47,prob.media.0,0
117,18,48,alpha,5.108927540604018
117,18,48,beta,499.8205054156977
117,18,48,prob.0,0
117,18,48,prob.media.0,0
117,18,49,alpha,4.592036352570157
117,18,49,beta,554.1103624999162
117,18,49,prob.0,0
117,18,49,prob.media.0,0
117,18,50,alpha,4.144520224621589
117,18,50,beta,626.6779087610854
117,18,50,prob.0,0
117,18,50,prob.media.0,0
117,18,51,alpha,3.8274310860784224
117,18,51,beta,684.0455251613732
117,18,51,prob.0,0
117,18,51,prob.media.0,0
117,18,52,alpha,3.5713855476126426
117,18,52,beta,721.1291858112018
117,18,52,prob.0,0
117,18,52,prob.media.0,0
117,18,53,alpha,3.4422318676683643
117,18,53,beta,738.8724782407528
117,18,53,prob.0,0
117,18,53,prob.media.0,0
117,18,54,alpha,3.5725063947694284
117,18,54,beta,688.0228381828828
117,18,54,prob.0,0
117,18,54,prob.media.0,0
117,18,55,alpha,3.229768001984712
117,18,55,beta,749.9584114583423
117,18,55,prob.0,0
117,18,55,prob.media.0,0
117,18,56,alpha,3.1666106528290663
117,18,56,beta,746.6893857230763
117,18,56,prob.0,0
117,18,56,prob.media.0,0
117,18,57,alpha,2.899378341015142
117,18,57,beta,812.7506457482104
117,18,57,prob.0,0
117,18,57,prob.media.0,0
117,18,58,alpha,2.8610489085227115
117,18,58,beta,830.6116423306918
117,18,58,prob.0,0
117,18,58,prob.media.0,0
117,18,59,alpha,2.5778692285978906
117,18,59,beta,889.9634633247067
117,18,59,prob.0,0
117,18,59,prob.media.0,0
117,18,60,alpha,2.3751469487076884
117,18,60,beta,957.9598601896664
117,18,60,prob.0,0
117,18,60,prob.media.0,0
117,18,61,alpha,2.2039366315452553
117,18,61,beta,1019.9520250371454
117,18,61,prob.0,0
117,18,61,prob.media.0,0
117,18,62,alpha,2.0470990797412494
117,18,62,beta,1031.229436931547
117,18,62,prob.0,0
117,18,62,prob.media.0,0
117,18,63,alpha,2.003944775140417
117,18,63,beta,1047.6865701994743
117,18,63,prob.0,0
117,18,63,prob.media.0,0
117,18,64,alpha,1.9547527896690657
117,18,64,beta,1053.479878088955
117,18,64,prob.0,0
117,18,64,prob.media.0,0
117,18,65,alpha,2.0959998731879232
117,18,65,beta,909.7205045679573
117,18,65,prob.0,0
117,18,65,prob.media.0,0
117,18,66,alpha,2.031315039406671
117,18,66,beta,888.5569359883996
117,18,66,prob.0,0
117,18,66,prob.media.0,0
117,18,67,alpha,1.8263786327729745
117,18,67,beta,946.3462241977711
117,18,67,prob.0,0
117,18,67,prob.media.0,0
117,18,68,alpha,1.6477229927731423
117,18,68,beta,984.9726159854197
117,18,68,prob.0,0
117,18,68,prob.media.0,0
117,18,69,alpha,1.4907611271889984
117,18,69,beta,1036.6671401163342
117,18,69,prob.0,0
117,18,69,prob.media.0,0
117,18,70,alpha,1.4276091723517226
117,18,70,beta,1014.1197983025615
117,18,70,prob.0,0
117,18,70,prob.media.0,0
117,18,71,alpha,1.336589527353618
117,18,71,beta,1031.8292262547857
117,18,71,prob.0,0
117,18,71,prob.media.0,0
117,18,72,alpha,1.3397243267727577
117,18,72,beta,1043.497954174422
117,18,72,prob.0,0
117,18,72,prob.media.0,0
117,24,1,alpha,1.9142418820416995
117,24,1,beta,991.0875090286222
117,24,1,prob.0,0
117,24,1,prob.media.0,0
117,24,2,alpha,1.7213535254965395
117,24,2,beta,1048.96473368916
117,24,2,prob.0,0
117,24,2,prob.media.0,0
117,24,3,alpha,1.5693784461502902
117,24,3,beta,1103.5282549234685
117,24,3,prob.0,0
117,24,3,prob.media.0,0
117,24,4,alpha,1.4905492403310194
117,24,4,beta,1089.1132729032652
117,24,4,prob.0,0
117,24,4,prob.media.0,0
117,24,5,alpha,1.3929579103913263
117,24,5,beta,1104.3502291451828
117,24,5,prob.0,0
117,24,5,prob.media.0,0
117,24,6,alpha,1.4483411424476174
117,24,6,beta,1063.3743071574968
117,24,6,prob.0,0
117,24,6,prob.media.0,0
117,24,7,alpha,1.4382235050300387
117,24,7,beta,1047.8084383830492
117,24,7,prob.0,0
117,24,7,prob.media.0,0
117,24,8,alpha,1.4433724010029514
117,24,8,beta,1009.9798255422814
117,24,8,prob.0,0
117,24,8,prob.media.0,0
117,24,9,alpha,1.3560421648906194
117,24,9,beta,1049.3019022086673
117,24,9,prob.0,0
117,24,9,prob.media.0,0
117,24,10,alpha,1.312325799767434
117,24,10,beta,994.1632057434485
117,24,10,prob.0,0
117,24,10,prob.media.0,0
117,24,11,alpha,1.2730808702296574
117,24,11,beta,998.1005611127748
117,24,11,prob.0,0
117,24,11,prob.media.0,0
117,24,12,alpha,1.265713420932308
117,24,12,beta,933.7546314559912
117,24,12,prob.0,0
117,24,12,prob.media.0,0
117,24,13,alpha,1.3104287292429708
117,24,13,beta,877.8301186830872
117,24,13,prob.0,0
117,24,13,prob.media.0,0
117,24,14,alpha,1.2795552755999084
117,24,14,beta,893.5448945832668
117,24,14,prob.0,0
117,24,14,prob.media.0,0
117,24,15,alpha,1.237802066949211
117,24,15,beta,904.7430601740998
117,24,15,prob.0,0
117,24,15,prob.media.0,0
117,24,16,alpha,1.1114878129322192
117,24,16,beta,1016.6566664508387
117,24,16,prob.0,0
117,24,16,prob.media.0,0
117,24,17,alpha,1.0539346516009092
117,24,17,beta,1045.6490269140663
117,24,17,prob.0,0
117,24,17,prob.media.0,0
117,24,18,alpha,0.9654674688713905
117,24,18,beta,1231.0439040992746
117,24,18,prob.0,0
117,24,18,prob.media.0,0
117,24,19,alpha,0.918461141918716
117,24,19,beta,1271.2786308170573
117,24,19,prob.0,0
117,24,19,prob.media.0,0
117,24,20,alpha,0.9912145613308823
117,24,20,beta,1200.5499519519751
117,24,20,prob.0,0
117,24,20,prob.media.0,0
117,24,21,alpha,0.9745760299084355
117,24,21,beta,1320.1868581442282
117,24,21,prob.0,0
117,24,21,prob.media.0,0
117,24,22,alpha,0.9788954644101874
117,24,22,beta,1340.3289274231356
117,24,22,prob.0,0
117,24,22,prob.media.0,0
117,24,23,alpha,0.9764953709048685
117,24,23,beta,1353.1700409835375
117,24,23,prob.0,0
117,24,23,prob.media.0,0
117,24,24,alpha,1.0071278496944647
117,24,24,beta,1272.375347037711
117,24,24,prob.0,0
117,24,24,prob.media.0,0
117,24,25,alpha,1.06363345890264
117,24,25,beta,1212.5128948751112
117,24,25,prob.0,0
117,24,25,prob.media.0,0
117,24,26,alpha,1.0677187700209583
117,24,26,beta,1271.6432505936834
117,24,26,prob.0,0
117,24,26,prob.media.0,0
117,24,27,alpha,1.0628651930987703
117,24,27,beta,1348.8485572384561
117,24,27,prob.0,0
117,24,27,prob.media.0,0
117,24,28,alpha,1.0881522261907073
117,24,28,beta,1412.9715091530247
117,24,28,prob.0,0
117,24,28,prob.media.0,0
117,24,29,alpha,1.1213725119043778
117,24,29,beta,1414.939545927703
117,24,29,prob.0,0
117,24,29,prob.media.0,0
117,24,30,alpha,1.1338982100988133
117,24,30,beta,1463.1413916940521
117,24,30,prob.0,0
117,24,30,prob.media.0,0
117,24,31,alpha,1.095757493920404
117,24,31,beta,1610.0326135861135
117,24,31,prob.0,0
117,24,31,prob.media.0,0
117,24,32,alpha,1.0817500149515231
117,24,32,beta,1631.084238815523
117,24,32,prob.0,0
117,24,32,prob.media.0,0
117,24,33,alpha,1.204641138339791
117,24,33,beta,1478.8774710414314
117,24,33,prob.0,0
117,24,33,prob.media.0,0
117,24,34,alpha,1.3161181031625717
117,24,34,beta,1452.5392064302346
117,24,34,prob.0,0
117,24,34,prob.media.0,0
117,24,35,alpha,1.4201464116567557
117,24,35,beta,1387.4585032199363
117,24,35,prob.0,0
117,24,35,prob.media.0,0
117,24,36,alpha,1.5301608476112245
117,24,36,beta,1384.4880483030315
117,24,36,prob.0,0
117,24,36,prob.media.0,0
117,24,37,alpha,1.541253581317845
117,24,37,beta,1428.3322131066434
117,24,37,prob.0,0
117,24,37,prob.media.0,0
117,24,38,alpha,1.5764665239157547
117,24,38,beta,1462.0909873396101
117,24,38,prob.0,0
117,24,38,prob.media.0,0
117,24,39,alpha,1.6018501420012061
117,24,39,beta,1504.5584032845331
117,24,39,prob.0,0
117,24,39,prob.media.0,0
117,24,40,alpha,1.739535609794307
117,24,40,beta,1384.9767724353135
117,24,40,prob.0,0
117,24,40,prob.media.0,0
117,24,41,alpha,1.8958223141716473
117,24,41,beta,1331.1533350372738
117,24,41,prob.0,0
117,24,41,prob.media.0,0
117,24,42,alpha,2.0326731349767484
117,24,42,beta,1234.376321365515
117,24,42,prob.0,0
117,24,42,prob.media.0,0
117,24,43,alpha,2.4574068874441375
117,24,43,beta,1068.1760950990883
117,24,43,prob.0,0
117,24,43,prob.media.0,0
117,24,44,alpha,2.780176938405954
117,24,44,beta,1004.7691382688411
117,24,44,prob.0,0
117,24,44,prob.media.0,0
117,24,45,alpha,3.7688571770501302
117,24,45,beta,747.0185809605011
117,24,45,prob.0,0
117,24,45,prob.media.0,0
117,24,46,alpha,4.012612296570028
117,24,46,beta,715.0874416729147
117,24,46,prob.0,0
117,24,46,prob.media.0,0
117,24,47,alpha,4.187132561201073
117,24,47,beta,695.4381154647427
117,24,47,prob.0,0
117,24,47,prob.media.0,0
117,24,48,alpha,4.712060184770621
117,24,48,beta,658.6206812978837
117,24,48,prob.0,0
117,24,48,prob.media.0,0
117,24,49,alpha,4.5563292460932034
117,24,49,beta,696.2089223533715
117,24,49,prob.0,0
117,24,49,prob.media.0,0
117,24,50,alpha,4.651174130409325
117,24,50,beta,692.8057319373775
117,24,50,prob.0,0
117,24,50,prob.media.0,0
117,24,51,alpha,4.551987052137978
117,24,51,beta,716.2869091232776
117,24,51,prob.0,0
117,24,51,prob.media.0,0
117,24,52,alpha,4.601998055785538
117,24,52,beta,720.7798678186989
117,24,52,prob.0,0
117,24,52,prob.media.0,0
117,24,53,alpha,4.740550856335684
117,24,53,beta,705.7754587803704
117,24,53,prob.0,0
117,24,53,prob.media.0,0
117,24,54,alpha,4.813279794840071
117,24,54,beta,695.1918593204679
117,24,54,prob.0,0
117,24,54,prob.media.0,0
117,24,55,alpha,4.540388362980055
117,24,55,beta,721.4483037631434
117,24,55,prob.0,0
117,24,55,prob.media.0,0
117,24,56,alpha,4.280815463133382
117,24,56,beta,763.1431700627802
117,24,56,prob.0,0
117,24,56,prob.media.0,0
117,24,57,alpha,3.9359850707553106
117,24,57,beta,836.9609030792144
117,24,57,prob.0,0
117,24,57,prob.media.0,0
117,24,58,alpha,4.043739941601864
117,24,58,beta,808.4841754034202
117,24,58,prob.0,0
117,24,58,prob.media.0,0
117,24,59,alpha,3.8333407525776075
117,24,59,beta,834.1778641129067
117,24,59,prob.0,0
117,24,59,prob.media.0,0
117,24,60,alpha,3.833421429771244
117,24,60,beta,813.8718983791463
117,24,60,prob.0,0
117,24,60,prob.media.0,0
117,24,61,alpha,3.4544504246592016
117,24,61,beta,889.744842281512
117,24,61,prob.0,0
117,24,61,prob.media.0,0
117,24,62,alpha,3.373418637645432
117,24,62,beta,882.2738277456795
117,24,62,prob.0,0
117,24,62,prob.media.0,0
117,24,63,alpha,3.1991039165864437
117,24,63,beta,901.0811799572385
117,24,63,prob.0,0
117,24,63,prob.media.0,0
117,24,64,alpha,3.105845740956476
117,24,64,beta,911.475203645298
117,24,64,prob.0,0
117,24,64,prob.media.0,0
117,24,65,alpha,2.9729654612262655
117,24,65,beta,886.6313578590293
117,24,65,prob.0,0
117,24,65,prob.media.0,0
117,24,66,alpha,2.767610498188037
117,24,66,beta,924.3952167904788
117,24,66,prob.0,0
117,24,66,prob.media.0,0
117,24,67,alpha,2.4914306493801686
117,24,67,beta,1010.5769794781447
117,24,67,prob.0,0
117,24,67,prob.media.0,0
117,24,68,alpha,2.3170084130504627
117,24,68,beta,1011.6828038166129
117,24,68,prob.0,0
117,24,68,prob.media.0,0
117,24,69,alpha,2.2449705500036212
117,24,69,beta,1022.7748497655717
117,24,69,prob.0,0
117,24,69,prob.media.0,0
117,24,70,alpha,2.241122570762372
117,24,70,beta,990.434855937365
117,24,70,prob.0,0
117,24,70,prob.media.0,0
117,24,71,alpha,2.180901901072394
117,24,71,beta,989.3705236788107
117,24,71,prob.0,0
117,24,71,prob.media.0,0
117,24,72,alpha,2.075568478309061
117,24,72,beta,991.140798601487
117,24,72,prob.0,0
117,24,72,prob.media.0,0
117,36,1,alpha,3.84550097427066
117,36,1,beta,905.8665877781375
117,36,1,prob.0,0
117,36,1,prob.media.0,0
117,36,2,alpha,3.546619920195573
117,36,2,beta,946.3010600417705
117,36,2,prob.0,0
117,36,2,prob.media.0,0
117,36,3,alpha,3.3196260657911165
117,36,3,beta,973.9053888812348
117,36,3,prob.0,0
117,36,3,prob.media.0,0
117,36,4,alpha,3.3361131933501014
117,36,4,beta,937.9377671758815
117,36,4,prob.0,0
117,36,4,prob.media.0,0
117,36,5,alpha,3.051582503483991
117,36,5,beta,981.3373123138563
117,36,5,prob.0,0
117,36,5,prob.media.0,0
117,36,6,alpha,2.851824157663035
117,36,6,beta,1035.6187905785505
117,36,6,prob.0,0
117,36,6,prob.media.0,0
117,36,7,alpha,2.7080661936338366
117,36,7,beta,1062.8159340663265
117,36,7,prob.0,0
117,36,7,prob.media.0,0
117,36,8,alpha,2.5440263648280905
117,36,8,beta,1072.7453615864417
117,36,8,prob.0,0
117,36,8,prob.media.0,0
117,36,9,alpha,2.422786527185924
117,36,9,beta,1117.9290723875836
117,36,9,prob.0,0
117,36,9,prob.media.0,0
117,36,10,alpha,2.409606428260929
117,36,10,beta,1085.254757096273
117,36,10,prob.0,0
117,36,10,prob.media.0,0
117,36,11,alpha,2.349490208595734
117,36,11,beta,1084.6665694995368
117,36,11,prob.0,0
117,36,11,prob.media.0,0
117,36,12,alpha,2.2117925804830008
117,36,12,beta,1094.7036648856656
117,36,12,prob.0,0
117,36,12,prob.media.0,0
117,36,13,alpha,2.101674883445233
117,36,13,beta,1102.8933850849214
117,36,13,prob.0,0
117,36,13,prob.media.0,0
117,36,14,alpha,1.9452177264152681
117,36,14,beta,1154.563991178433
117,36,14,prob.0,0
117,36,14,prob.media.0,0
117,36,15,alpha,1.8026972926701172
117,36,15,beta,1214.267156100837
117,36,15,prob.0,0
117,36,15,prob.media.0,0
117,36,16,alpha,1.6472259009209305
117,36,16,beta,1298.747804558433
117,36,16,prob.0,0
117,36,16,prob.media.0,0
117,36,17,alpha,1.5767752461552031
117,36,17,beta,1302.9681353706574
117,36,17,prob.0,0
117,36,17,prob.media.0,0
117,36,18,alpha,1.526720720301739
117,36,18,beta,1446.8548067188033
117,36,18,prob.0,0
117,36,18,prob.media.0,0
117,36,19,alpha,1.50875744737834
117,36,19,beta,1449.9833326074722
