fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,perc_50,ens_1985,ens_1986,ens_1987,ens_1988,ens_1989,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020,ens_2021,ens_2022,ens_2023,ens_2024,ens_2025
1985-01-15,1,1985-02-15,7.552,40.916,7.552,,7.552,7.552,7.552,7.552,271.615,7.552,12.258,7.552,10.035,20.452,7.552,68.82,25.035,7.552,7.552,7.552,7.552,316.975,7.552,7.552,7.552,10.936,7.552,7.552,113.704,7.552,227.92,28.108,240.803,7.552,7.552,51.939,7.552,7.552,7.552,35.39,7.576,7.552,7.552,13.846
1985-01-15,2,1985-03-15,111.908,53.57,8.208,,31.296,15.096,3.666,2.806,692.359,2.806,8.517,2.806,21.096,19.763,2.806,29.64,90.0,7.143,2.806,92.237,404.077,114.461,2.806,2.806,2.806,145.739,2.806,2.806,39.479,2.806,75.155,17.117,149.682,2.806,8.661,80.457,2.846,2.806,2.806,31.756,2.83,2.806,9.728,7.899
1985-01-15,3,1985-04-15,89.858,205.064,27.002,,315.823,217.501,1.839,1.043,523.046,361.626,310.45,1.509,12.225,12.901,328.926,11.013,1154.843,63.013,221.742,225.947,1311.524,141.572,23.903,285.962,1.043,120.876,1.043,1.043,14.67,1.043,27.926,6.838,283.126,1.043,1541.436,133.06,2.18,9.128,1.043,38.935,26.078,1.043,461.678,2.935
1985-01-15,4,1985-05-15,249.898,289.485,115.833,,632.097,263.836,0.683,0.387,293.34,229.395,747.149,796.654,5.042,5.927,87.208,143.699,857.732,47.878,1084.33,429.61,494.664,789.731,205.289,1024.574,0.387,482.385,2.682,0.387,5.451,0.387,10.377,234.882,167.4,0.387,277.268,719.319,87.967,58.693,3.924,24.459,25.739,0.387,1335.197,2.496
1985-01-15,5,1985-06-15,287.869,265.587,200.64100000000002,,216.109,108.621,0.254,0.144,116.798,524.745,1158.622,349.886,189.407,64.503,33.337,330.049,809.854,778.346,735.266,440.406,438.662,503.921,211.875,983.735,13.065,307.196,33.131,0.144,2.208,9.844,50.122,119.263,120.53,51.043,381.738,257.342,76.261,225.75,285.307,296.037,47.757,7.253,308.337,36.61
1985-01-15,6,1985-07-15,447.133,298.237,193.624,,139.591,290.462,19.387,0.053,47.602,999.049,548.761,245.914,655.992,820.896,13.188,155.642,454.157,273.541,538.802,374.218,717.092,171.667,190.923,215.246,11.065,118.056,148.147,1.631,209.344,53.515,111.523,174.174,659.953,83.019,364.125,122.749,768.93,441.135,112.161,196.325,634.462,530.733,127.582,188.667
1985-02-15,1,1985-03-15,111.908,25.323,2.806,,31.296,15.096,3.666,2.806,204.168,2.806,2.806,2.806,6.634,3.254,2.806,2.806,14.804,7.143,2.806,92.237,402.758,2.806,2.806,2.806,2.806,132.285,2.806,2.806,2.806,2.806,2.806,2.806,4.525,2.806,8.661,6.458,2.846,2.806,2.806,2.808,2.806,2.806,9.728,2.806
1985-02-15,2,1985-04-15,89.858,180.041,8.7955,,315.823,217.501,1.839,1.043,378.894,361.626,231.472,1.509,4.342,1.469,328.926,1.043,966.456,63.013,221.742,225.947,1311.078,8.463,23.903,285.962,1.043,115.692,1.043,1.043,1.043,1.043,1.043,1.521,45.707,1.043,1541.436,40.263,2.18,9.128,1.043,1.314,20.243,1.043,461.678,1.043
1985-02-15,3,1985-05-15,249.898,266.721,80.785,,632.097,263.836,0.683,0.387,251.883,229.395,718.92,796.654,1.613,0.546,87.208,74.362,833.71,47.878,1084.33,429.61,494.597,485.396,205.289,1024.574,0.387,476.983,2.682,0.387,0.387,0.387,0.387,148.599,53.868,0.387,277.268,533.336,87.967,58.693,3.924,0.648,22.207,0.387,1335.197,1.792
1985-02-15,4,1985-06-15,287.869,252.074,146.45049999999998,,216.109,108.621,0.254,0.144,102.411,524.745,1152.358,349.886,162.463,18.768,33.337,269.023,802.912,778.346,735.266,440.406,438.638,458.363,211.875,983.735,13.065,305.912,33.131,0.144,0.327,9.844,8.47,92.159,59.717,51.043,381.738,227.017,76.261,225.75,285.307,130.438,43.058,7.253,308.337,36.349
