fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,perc_50,ens_1985,ens_1986,ens_1987,ens_1988,ens_1989,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020,ens_2021,ens_2022,ens_2023,ens_2024,ens_2025
1985-01-15,1,1985-02-15,5.679,31.274,5.6915,,5.679,9.72,5.679,5.679,94.971,5.679,7.076,34.767,5.679,5.679,5.679,25.431,5.679,38.751,5.679,20.699,44.044,73.812,5.679,5.679,5.679,6.17,36.472,5.854,368.905,5.679,5.704,6.922,245.022,5.679,5.679,5.809,5.679,5.85,5.679,95.198,5.679,5.679,5.679,6.206
1985-01-15,2,1985-03-15,76.889,93.438,13.9255,,2.742,19.683,209.671,2.119,53.975,2.11,3.362,22.685,2.284,94.85,8.865,17.15,2.11,59.869,2.11,154.871,1554.22,37.229,2.11,2.11,72.873,262.341,20.773,163.741,132.613,11.412,16.439,3.927,133.047,2.11,39.343,2.526,2.48,3.088,2.11,123.432,2.11,8.341,470.674,10.033
1985-01-15,3,1985-04-15,60.376,117.81,23.682,,1.378,12.174,78.326,1.162,262.844,1.02,58.745,151.836,0.952,54.377,14.686,7.422,237.437,32.678,167.807,67.116,586.211,13.834,180.553,342.117,34.885,353.655,7.741,58.353,60.272,8.1,11.259,2.443,89.402,0.784,1073.062,1.985,11.71,1.6,0.902,79.326,4.123,5.628,623.21,11.294
1985-01-15,4,1985-05-15,170.812,132.954,47.6395,,60.037,4.524,29.636,0.648,134.965,19.038,174.378,126.021,108.044,24.135,8.953,2.758,147.97,12.292,1107.961,112.618,615.568,92.376,252.475,620.189,12.963,266.846,2.876,30.565,54.446,4.353,4.184,8.868,67.164,0.291,271.232,134.774,32.44,42.042,0.406,53.237,16.746,2.091,589.702,68.342
1985-01-15,5,1985-06-15,430.599,247.441,180.3225,,176.474,1.681,11.012,0.241,199.118,184.337,479.438,180.421,87.875,43.488,3.327,52.653,232.901,245.637,496.725,590.875,450.204,532.379,436.384,1163.957,221.022,201.333,12.167,117.081,196.226,267.796,16.119,6.657,99.029,0.108,124.509,59.071,180.224,933.38,719.396,606.11,10.222,0.777,399.663,157.605
1985-01-15,6,1985-07-15,201.163,324.017,294.9465,,258.26,34.886,27.599,2.835,94.833,699.572,382.121,370.694,550.019,282.549,1.236,49.568,542.317,484.641,695.11,520.813,478.127,281.684,196.36,476.779,226.884,92.685,104.854,404.215,763.744,589.478,37.586,46.366,591.623,0.04,1220.4,313.791,734.927,326.304,164.171,307.344,347.338,0.41,146.608,111.921
1985-02-15,1,1985-03-15,76.889,72.892,2.8555,,2.742,16.371,209.671,2.119,2.263,2.11,2.11,2.11,2.284,94.85,8.865,4.204,2.11,20.908,2.11,111.221,1328.215,2.11,2.11,2.11,72.873,261.875,2.11,163.572,2.361,11.412,16.415,2.789,3.499,2.11,39.343,2.4,2.48,2.922,2.11,16.151,2.11,8.341,470.674,9.535
1985-02-15,2,1985-04-15,60.376,106.755,11.48,,1.378,10.943,78.326,1.162,123.796,1.02,58.28,144.191,0.952,54.377,14.686,2.586,237.437,13.269,167.807,53.749,562.416,0.784,180.553,342.117,34.885,353.482,0.784,58.29,1.026,8.1,11.25,2.02,3.219,0.784,1073.062,1.938,11.71,1.538,0.902,13.315,4.123,5.628,623.21,11.108
1985-02-15,3,1985-05-15,170.812,126.237,30.089,,60.037,4.066,29.636,0.648,81.101,19.038,174.206,123.18,108.044,24.135,8.953,0.961,147.97,4.946,1107.961,95.914,608.263,72.881,252.475,620.189,12.963,266.782,0.291,30.542,4.615,4.353,4.18,8.711,5.222,0.291,271.232,134.756,32.44,42.019,0.406,9.255,16.746,2.091,589.702,68.273
1985-02-15,4,1985-06-15,430.599,235.713,169.95749999999998,,176.474,1.511,11.012,0.241,163.441,184.337,479.374,179.366,87.875,43.488,3.327,51.986,232.901,183.651,496.725,579.654,447.741,513.346,436.384,1163.957,221.022,201.309,11.206,117.073,72.009,267.796,16.117,6.599,27.795,0.108,124.509,59.065,180.224,933.371,719.396,465.892,10.222,0.777,399.663,157.58
1985-02-15,5,1985-07-15,201.163,316.396,283.043,,258.26,34.823,27.599,2.835,81.957,699.572,382.097,370.302,550.019,282.549,1.236,49.319,542.317,462.471,695.11,517.887,477.224,277.419,196.36,476.779,226.884,92.676,104.497,404.212,678.35,589.478,37.586,46.345,440.227,0.04,1220.4,313.789,734.927,326.301,164.171,283.537,347.338,0.41,146.608,111.912
1985-02-15,6,1985-08-15,267.522,351.664,249.0265,,1743.365,76.673,28.678,249.658,34.691,444.373,224.313,379.694,248.395,111.978,0.459,365.254,163.044,409.069,542.837,451.03,509.668,331.591,233.128,223.403,383.795,191.61,202.627,226.285,582.259,426.471,363.836,188.899,147.113,811.866,516.822,1095.455,607.589,258.555,210.305,205.999,145.182,128.258,399.884,202.463
1985-03-15,1,1985-04-15,60.376,152.49,51.9565,,40.748,40.016,40.016,58.469,329.413,53.871,221.034,362.599,41.658,53.538,99.178,40.016,464.888,41.217,396.963,40.016,193.969,40.016,405.626,599.11,40.016,185.278,40.016,40.016,45.851,48.412,40.016,65.411,68.041,40.016,1106.083,50.375,103.045,40.016,49.61,46.24,67.301,40.016,365.666,55.804
1985-03-15,2,1985-05-15,170.812,167.954,82.9615,,169.882,14.869,14.869,29.495,154.857,109.139,290.465,198.991,298.852,25.089,50.652,14.869,216.158,16.0,1201.697,35.718,471.516,231.437,335.696,689.107,14.869,200.18,14.869,15.894,62.554,28.113,14.869,80.693,60.098,14.869,279.821,328.12,135.88,85.23,22.801,26.614,88.056,14.869,518.446,141.947
1985-03-15,3,1985-06-15,430.599,275.92,206.34050000000002,,273.353,5.525,5.525,10.96,209.821,322.725,530.806,217.225,153.33,47.528,18.821,84.867,266.913,275.481,517.281,502.393,407.048,629.025,466.998,1183.034,198.215,174.441,16.623,63.932,202.86,439.915,29.936,46.367,83.062,5.525,127.798,109.865,277.334,995.013,969.714,522.454,45.878,5.525,378.88,214.804
1985-03-15,4,1985-07-15,201.163,338.538,299.1015,,293.162,51.146,8.803,30.17,98.684,749.635,397.82,385.156,589.534,260.968,7.187,78.091,555.37,496.534,702.576,501.206,462.656,303.781,206.616,483.271,218.481,82.677,120.141,375.902,765.794,633.207,62.432,122.969,572.822,2.053,1221.97,356.312,770.848,337.445,183.182,294.422,482.272,2.578,139.066,134.592
1985-03-15,5,1985-08-15,267.522,368.196,261.2805,,1756.756,100.288,9.673,406.286,41.246,459.453,230.047,384.967,259.951,108.401,4.823,403.201,167.629,419.021,545.601,445.121,504.282,341.329,236.987,225.809,380.376,187.331,217.29,217.438,603.826,438.915,426.979,248.515,171.223,812.613,517.309,1108.165,619.096,262.61,219.425,209.932,174.661,251.76,397.027,212.487
1985-03-15,6,1985-09-15,308.073,283.707,227.166,,465.374,89.456,10.753,153.289,44.773,397.553,133.771,166.901,307.028,62.784,164.743,119.062,155.817,250.512,691.709,282.419,232.436,640.741,245.449,257.047,156.974,511.693,96.415,323.164,461.691,155.87,221.896,657.066,676.74,176.882,320.188,751.729,608.038,305.482,187.261,334.939,79.087,186.09,170.967,94.498
1985-04-15,1,1985-05-15,170.812,136.844,57.985,,307.334,31.899,29.827,29.841,33.667,114.097,139.822,50.86,348.952,30.099,29.827,63.448,39.994,30.049,900.836,177.26,288.628,346.269,132.545,387.583,29.827,90.826,45.292,107.043,77.413,44.206,30.236,89.992,52.522,30.321,47.501,346.632,83.681,317.705,29.827,38.199,49.872,30.596,278.613,140.633
1985-04-15,2,1985-06-15,430.599,289.213,212.725,,324.253,12.936,11.083,11.097,95.919,327.744,461.6,120.381,166.515,73.635,11.083,278.072,139.752,352.664,471.923,623.73,358.224,664.714,387.064,1111.106,416.491,115.26,172.202,270.275,215.539,485.661,151.915,54.132,86.887,11.557,25.556,113.89,237.277,1107.11,977.422,557.728,26.226,11.817,318.171,209.911
