fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,perc_50,ens_1985,ens_1986,ens_1987,ens_1988,ens_1989,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020,ens_2021,ens_2022,ens_2023,ens_2024,ens_2025
1985-01-15,1,1985-02-15,1.872,6.791,1.872,,1.872,1.872,1.872,1.872,4.421,1.872,1.872,38.069,1.872,2.403,1.872,1.872,1.872,4.005,1.872,10.475,1.872,1.923,1.872,1.872,1.872,2.167,1.872,4.917,98.738,1.872,1.872,1.872,48.36,1.872,1.872,1.872,1.872,1.872,1.872,1.872,1.872,1.872,1.872,1.872
1985-01-15,2,1985-03-15,8.503,37.021,0.696,,0.696,0.696,155.259,0.696,3.038,0.696,0.696,19.119,0.704,14.269,0.696,0.696,0.696,34.783,0.696,40.066,478.289,0.745,0.696,0.696,1.744,317.099,0.696,12.008,30.637,0.696,0.696,0.696,29.218,0.696,0.696,0.696,0.696,0.696,0.696,0.696,0.696,0.696,326.486,0.696
1985-01-15,3,1985-04-15,16.878,30.526,1.1075,,0.258,0.258,37.974,0.258,69.657,0.284,6.503,139.87,0.267,12.315,10.213,0.258,0.258,16.153,12.319,20.04,166.602,0.277,21.262,38.367,1.217,206.217,0.258,7.246,11.472,0.258,0.258,1.225,31.565,0.258,192.451,0.258,0.258,0.258,0.258,0.998,0.258,0.258,212.393,0.258
1985-01-15,4,1985-05-15,56.026,42.546,10.637,,7.117,0.096,14.11,0.096,39.073,19.876,76.471,110.87,35.032,6.36,7.164,0.096,0.096,6.101,444.543,19.058,222.817,0.103,16.421,102.135,0.452,163.832,0.096,2.693,34.303,0.096,0.096,29.009,30.217,0.096,62.267,16.219,0.096,45.321,0.096,17.408,0.096,0.096,171.607,0.125
1985-01-15,5,1985-06-15,263.85,64.489,32.3895,,60.366,0.036,5.243,0.036,21.781,77.488,133.236,94.871,36.295,20.092,2.662,0.036,0.036,43.659,173.784,194.1,96.251,94.008,64.679,251.574,158.302,77.002,0.036,28.477,102.589,17.565,0.036,15.564,43.844,0.036,28.484,10.738,0.036,253.661,167.739,198.471,0.036,0.036,104.281,2.401
1985-01-15,6,1985-07-15,61.949,81.01,81.103,,78.362,3.438,1.948,0.013,10.241,204.916,96.624,88.986,86.885,62.241,0.989,0.013,92.852,163.541,190.84,109.718,113.857,86.165,48.289,146.459,107.989,36.521,0.106,166.046,218.77,133.755,0.013,44.487,141.4,0.013,252.992,83.844,156.541,138.114,48.754,76.973,0.013,0.013,43.371,4.303
1985-02-15,1,1985-03-15,8.503,32.577,0.696,,0.696,0.696,155.259,0.696,0.696,0.696,0.696,0.696,0.704,9.389,0.696,0.696,0.696,18.063,0.696,4.635,478.289,0.696,0.696,0.696,1.744,285.953,0.696,1.669,0.696,0.696,0.696,0.696,0.696,0.696,0.696,0.696,0.696,0.696,0.696,0.696,0.696,0.696,326.486,0.696
1985-02-15,2,1985-04-15,16.878,26.946,0.27549999999999997,,0.258,0.258,37.974,0.258,36.267,0.284,6.503,109.324,0.267,8.79,10.213,0.258,0.258,10.1,12.319,3.672,166.602,0.258,21.262,38.367,1.217,201.563,0.258,1.153,0.258,0.258,0.258,1.225,0.258,0.258,192.451,0.258,0.258,0.258,0.258,0.998,0.258,0.258,212.393,0.258
1985-02-15,3,1985-05-15,56.026,39.998,5.84,,7.117,0.096,14.11,0.096,26.709,19.876,76.471,102.503,35.032,4.563,7.164,0.096,0.096,3.753,444.543,1.784,222.817,0.096,16.421,102.135,0.452,162.671,0.096,0.428,9.854,0.096,0.096,29.009,0.317,0.096,62.267,16.219,0.096,45.321,0.096,15.42,0.096,0.096,171.607,0.125
1985-02-15,4,1985-06-15,263.85,60.923,23.024500000000003,,60.366,0.036,5.243,0.036,15.267,77.488,133.236,92.0,36.295,14.838,2.662,0.036,0.036,32.608,173.784,162.223,96.251,94.005,64.679,251.574,158.302,76.618,0.036,8.572,79.542,17.565,0.036,15.564,7.3,0.036,28.484,10.738,0.036,253.661,167.739,193.282,0.036,0.036,104.281,2.401
