fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,perc_50,ens_1985,ens_1986,ens_1987,ens_1988,ens_1989,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020,ens_2021,ens_2022,ens_2023,ens_2024,ens_2025
1985-01-15,1,1985-02-15,11.036,111.697,19.4435,,11.036,17.027,11.036,11.036,448.814,11.036,22.162,78.33,12.476,32.727,11.036,16.532,11.29,135.805,11.69,92.358,61.609,510.915,11.036,12.256,11.633,44.537,92.663,73.899,1901.219,22.944,37.618,19.798,464.088,11.036,15.466,26.463,11.036,23.598,11.036,38.325,19.089,11.036,14.782,87.385
1985-01-15,2,1985-03-15,156.277,219.645,22.2695,,5.56,17.015,175.68,4.101,575.19,4.101,12.838,46.923,173.996,113.108,9.923,9.599,9.394,195.91,4.714,201.492,2825.951,211.642,4.101,5.205,15.447,1855.025,51.872,136.662,305.676,13.552,23.015,21.728,308.42,4.101,18.604,22.811,7.23,13.609,4.105,54.701,11.935,135.979,1079.201,95.688
1985-01-15,3,1985-04-15,120.097,298.225,79.62049999999999,,21.053,9.604,86.938,14.985,957.598,32.991,232.674,222.678,78.115,81.126,447.97,4.062,347.988,94.201,634.514,114.013,2042.774,107.576,356.324,1160.108,10.028,606.545,23.358,68.897,131.563,8.77,8.639,52.987,364.291,1.524,2100.33,15.206,27.558,5.318,3.751,160.449,18.21,71.755,1151.778,50.75
1985-01-15,4,1985-05-15,267.925,366.004,135.219,,410.662,3.579,32.948,10.957,314.991,745.497,640.893,777.494,155.271,40.126,140.93,18.154,293.007,35.217,1863.612,376.002,1253.601,1052.069,304.023,1423.959,3.726,1326.563,20.06,25.601,97.221,120.476,3.214,368.755,301.292,1.712,384.818,129.508,89.702,26.351,6.543,165.846,53.541,26.662,1482.006,113.583
1985-01-15,5,1985-06-15,1071.51,465.562,297.79449999999997,,478.571,1.33,12.243,4.071,150.944,931.854,1104.581,477.078,98.076,165.992,53.405,341.346,722.361,635.249,1170.145,1050.363,573.91,940.37,496.386,1967.539,615.917,468.423,28.482,58.096,242.81,619.744,70.574,128.162,254.243,1.252,196.954,52.126,131.951,1958.631,641.218,1001.145,38.321,9.929,578.325,150.372
1985-01-15,6,1985-07-15,409.426,475.538,374.6865,,350.189,172.042,52.082,1.556,70.122,1258.07,617.172,697.633,624.483,683.018,20.439,162.655,1197.384,993.717,1024.137,547.726,783.2,381.555,255.917,536.408,305.447,197.126,75.042,373.09,794.695,775.523,77.924,376.283,1188.165,0.465,1156.82,61.043,927.271,487.51,169.47,645.29,328.345,158.071,232.432,262.015
1985-02-15,1,1985-03-15,156.277,169.05,9.535499999999999,,5.56,11.624,175.68,4.101,159.608,4.101,4.101,4.223,172.71,93.318,9.923,4.998,9.148,63.969,4.101,118.299,2666.521,10.574,4.101,4.101,14.886,1783.84,4.873,68.736,4.83,4.101,4.206,15.759,23.183,4.101,15.131,8.291,7.23,4.101,4.105,18.338,4.78,135.979,1075.836,28.928
1985-02-15,2,1985-04-15,120.097,271.762,45.104,,21.053,7.602,86.938,14.985,682.311,32.991,229.427,196.264,77.637,71.924,447.97,2.352,347.897,39.439,634.286,79.209,2021.19,8.418,356.324,1159.698,9.819,593.887,2.253,37.137,2.214,5.258,1.632,50.769,122.482,1.524,2099.039,7.011,27.558,1.524,3.751,131.969,14.023,71.755,1150.528,18.418
1985-02-15,3,1985-05-15,267.925,348.114,131.4015,,410.662,2.835,32.948,10.957,243.934,745.497,639.687,765.487,155.093,36.212,140.93,17.519,292.973,14.655,1863.527,340.995,1247.574,795.743,304.023,1423.806,3.649,1321.531,12.218,13.799,21.682,119.171,0.61,367.931,170.238,1.712,384.338,121.873,89.702,24.941,6.543,150.792,51.099,26.662,1481.541,69.471
1985-02-15,4,1985-06-15,1071.51,454.997,268.943,,478.571,1.053,12.243,4.071,120.069,931.854,1104.133,473.312,98.01,160.838,53.405,341.11,722.348,538.648,1170.114,1027.806,571.746,889.716,496.386,1967.482,615.888,466.783,25.568,46.062,165.043,619.259,69.607,127.856,191.35,1.252,196.776,50.212,131.951,1958.107,641.218,990.707,37.168,9.929,578.153,114.068
1985-02-15,5,1985-07-15,409.426,469.948,358.17150000000004,,350.189,171.94,52.082,1.556,57.252,1258.07,617.005,696.259,624.458,679.721,20.439,162.567,1197.38,971.377,1024.125,541.763,782.395,366.154,255.917,536.387,305.437,196.516,73.959,347.317,724.874,775.343,77.565,376.169,1159.156,0.465,1156.754,60.194,927.271,487.315,169.47,642.533,326.529,158.071,232.368,233.589
1985-02-15,6,1985-08-15,476.512,502.62,446.533,,1714.598,481.747,49.209,108.264,25.396,445.766,509.265,836.993,529.299,198.0,23.497,329.247,447.3,447.308,532.103,818.67,860.259,700.907,160.095,279.662,691.633,287.898,132.782,419.474,721.228,672.969,913.732,388.708,280.66,1689.412,646.462,852.598,762.704,474.235,199.088,364.57,116.131,315.637,352.576,324.709
1985-03-15,1,1985-04-15,120.097,361.048,134.7265,,161.336,86.589,87.016,159.55,656.171,197.944,509.588,477.321,81.597,116.346,778.234,83.121,593.825,87.761,1004.44,87.523,1341.833,102.886,682.723,1562.358,81.597,226.435,81.597,81.597,85.252,116.466,90.329,190.97,276.681,81.597,2470.388,90.502,158.204,81.597,118.608,306.749,150.845,81.597,722.732,90.035
1985-03-15,2,1985-05-15,267.925,413.333,229.664,,620.682,34.807,34.59,80.516,242.645,994.375,793.559,920.222,154.856,65.122,205.802,95.18,396.173,35.5,1960.314,299.809,1127.223,1084.395,407.067,1494.482,30.32,1106.381,41.7,30.32,94.152,299.556,38.981,548.623,260.002,31.465,427.585,246.143,216.683,84.745,67.509,247.333,151.846,30.32,1370.537,161.807
1985-03-15,3,1985-06-15,1071.51,502.508,344.52,,565.641,13.268,12.853,30.92,119.4,992.945,1150.979,516.806,96.049,202.294,78.911,514.258,790.309,661.672,1194.4,1014.714,533.933,945.221,544.711,1987.928,625.798,412.771,36.523,47.289,276.269,768.147,210.853,179.839,236.034,12.308,213.348,94.837,217.851,2051.987,889.33,1041.146,82.194,11.836,547.071,177.695
1985-03-15,4,1985-07-15,409.426,493.527,386.3965,,380.563,267.056,59.138,14.197,56.855,1277.279,632.322,712.464,626.985,707.333,30.958,208.164,1219.271,993.867,1032.932,538.39,768.328,382.58,272.778,543.58,309.119,176.58,78.03,350.343,823.131,817.253,146.098,422.491,1180.004,4.573,1167.026,88.884,1014.907,501.172,209.988,657.579,390.213,185.665,220.928,272.065
1985-03-15,5,1985-08-15,476.512,516.706,453.3585,,1726.931,534.366,51.046,174.947,25.209,452.736,514.943,843.0,529.988,206.056,30.934,353.917,454.794,453.981,535.368,817.439,855.059,707.137,166.576,282.335,693.002,279.671,134.295,420.883,750.216,687.333,1012.856,405.633,287.304,1690.939,649.319,921.103,783.413,479.384,220.575,370.097,145.638,328.03,348.244,343.558
1985-03-15,6,1985-09-15,292.09,454.476,410.20050000000003,,581.607,289.94,52.303,95.513,18.817,404.217,312.983,424.319,508.936,86.794,693.63,153.474,360.789,208.974,1317.106,673.399,532.533,1261.761,204.014,455.015,279.839,500.716,69.051,315.958,497.771,249.144,361.364,798.004,1401.713,416.184,436.327,798.676,601.035,545.714,381.708,878.771,64.251,572.868,190.395,183.428
1985-04-15,1,1985-05-15,267.925,341.16,162.4685,,600.123,58.816,57.554,57.616,65.811,831.936,502.738,638.513,410.774,75.777,57.554,222.793,152.411,58.009,1439.892,414.14,621.564,1145.447,149.679,953.653,57.554,1035.066,121.989,96.081,172.526,325.653,71.635,515.045,122.33,89.33,66.491,377.572,204.355,335.471,66.703,117.555,96.476,94.287,953.115,212.381
1985-04-15,2,1985-06-15,1071.51,504.198,392.175,,564.433,22.555,21.386,21.446,28.17,953.184,1049.493,433.888,189.649,240.877,21.386,665.541,625.948,827.835,1106.226,1081.11,410.089,957.931,394.37,1862.859,818.819,389.98,103.507,221.986,403.71,784.068,317.586,166.858,155.253,42.376,43.23,137.229,227.747,2250.044,885.63,932.198,55.637,94.495,460.233,198.964
1985-04-15,3,1985-07-15,409.426,505.323,401.09000000000003,,379.926,379.687,92.828,8.043,11.962,1265.264,602.345,681.629,697.558,739.528,7.946,244.744,1168.45,1028.803,1002.562,555.771,722.094,386.423,221.326,504.176,339.082,168.085,214.798,599.582,884.847,821.787,187.575,415.757,1137.595,17.107,979.802,114.212,1039.593,538.85,210.093,631.584,360.344,378.752,189.947,282.443
1985-04-15,4,1985-08-15,476.512,533.756,456.148,,1726.7,591.545,78.144,149.309,5.461,448.412,503.921,831.612,551.176,215.391,6.733,371.016,437.278,463.884,524.154,823.891,838.296,708.588,146.056,267.69,706.452,276.329,292.339,503.037,769.358,688.926,1050.577,402.173,274.639,2010.888,609.679,969.305,788.291,493.423,220.657,360.664,135.036,426.072,335.956,347.163
1985-04-15,5,1985-09-15,292.09,454.079,411.366,,581.496,308.376,69.784,87.43,10.112,402.608,308.893,420.124,516.84,90.383,506.216,159.585,354.242,212.682,1312.937,675.777,526.321,1262.298,195.692,449.552,284.486,499.464,142.168,346.394,504.676,249.73,370.034,796.945,1396.702,436.639,421.572,810.559,602.746,550.952,381.911,875.237,59.974,611.059,185.856,184.689
