fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,perc_50,ens_1985,ens_1986,ens_1987,ens_1988,ens_1989,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020,ens_2021,ens_2022,ens_2023,ens_2024,ens_2025
1985-01-15,1,1985-02-15,1.87,6.546,1.87,,1.87,1.87,1.87,1.87,1.87,1.87,1.87,53.886,1.87,1.87,1.87,1.87,1.87,1.87,1.87,4.833,1.87,1.87,1.87,1.87,1.87,2.233,1.87,1.889,45.621,1.87,1.87,1.87,89.776,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87
1985-01-15,2,1985-03-15,1.839,31.395,0.695,,0.695,0.695,211.727,0.695,0.695,0.695,0.695,23.453,0.695,0.695,0.695,0.695,0.695,1.79,0.695,58.218,496.247,0.695,0.695,0.695,1.067,217.785,0.695,1.243,21.284,0.695,0.695,0.695,38.802,0.695,0.695,0.695,1.287,0.695,0.695,0.695,0.695,0.695,163.435,0.695
1985-01-15,3,1985-04-15,12.807,27.05,0.2875,,0.258,0.258,42.368,0.258,53.099,0.258,0.312,230.4,0.258,0.263,9.837,0.258,0.258,1.258,11.781,25.099,102.727,0.258,33.673,14.374,0.618,216.471,0.258,0.768,7.909,0.258,0.258,0.706,40.37,0.258,92.248,0.258,0.823,0.258,0.258,0.258,0.258,0.258,191.993,0.258
1985-01-15,4,1985-05-15,44.248,39.132,4.0375,,0.096,0.096,15.743,0.096,35.815,0.096,12.62,124.367,40.374,0.101,7.336,0.096,0.096,0.467,481.563,22.072,232.611,0.096,18.172,61.04,0.23,119.139,0.096,0.285,29.128,0.096,0.096,20.111,26.892,0.096,48.035,27.545,0.739,77.362,0.096,31.023,0.096,0.096,131.08,0.096
1985-01-15,5,1985-06-15,349.383,56.999,22.0045,,34.876,0.036,5.85,0.036,20.766,37.687,137.722,90.302,46.44,19.219,2.765,0.036,0.036,0.233,196.534,195.97,78.096,63.734,50.234,222.699,148.165,70.697,0.036,5.691,70.479,4.231,0.036,12.565,40.362,0.036,23.243,15.544,1.362,176.471,208.235,218.688,0.036,0.036,79.255,1.522
1985-01-15,6,1985-07-15,62.368,77.003,62.9825,,58.267,0.013,2.174,0.013,10.01,229.762,78.072,81.984,104.699,36.071,7.412,0.013,46.992,67.698,175.26,135.445,108.457,87.098,51.724,167.946,112.399,35.273,0.013,140.198,223.524,98.178,0.013,16.747,126.28,0.013,257.428,111.141,182.348,151.529,53.003,77.209,0.013,0.013,37.754,7.95
1985-02-15,1,1985-03-15,1.839,27.104,0.695,,0.695,0.695,211.727,0.695,0.695,0.695,0.695,0.695,0.695,0.695,0.695,0.695,0.695,1.397,0.695,16.294,496.247,0.695,0.695,0.695,1.067,170.481,0.695,0.695,0.695,0.695,0.695,0.695,0.695,0.695,0.695,0.695,1.287,0.695,0.695,0.695,0.695,0.695,163.435,0.695
1985-02-15,2,1985-04-15,12.807,23.662,0.258,,0.258,0.258,42.368,0.258,48.869,0.258,0.312,171.894,0.258,0.263,9.837,0.258,0.258,0.915,11.781,10.761,102.727,0.258,33.673,14.374,0.618,206.64,0.258,0.258,0.258,0.258,0.258,0.706,0.258,0.258,92.248,0.258,0.823,0.258,0.258,0.258,0.258,0.258,191.993,0.258
1985-02-15,3,1985-05-15,44.248,36.591,0.5395,,0.096,0.096,15.743,0.096,34.064,0.096,12.62,113.204,40.374,0.101,7.336,0.096,0.096,0.34,481.563,6.487,232.611,0.096,18.172,61.04,0.23,116.833,0.096,0.096,10.349,0.096,0.096,20.111,0.096,0.096,48.035,27.545,0.739,77.362,0.096,6.074,0.096,0.096,131.08,0.096
1985-02-15,4,1985-06-15,349.383,54.122,19.5305,,34.876,0.036,5.85,0.036,19.842,37.687,137.722,86.585,46.44,19.219,2.765,0.036,0.036,0.126,196.534,175.871,78.096,63.734,50.234,222.699,148.165,69.876,0.036,0.036,53.739,4.231,0.036,12.565,0.528,0.036,23.243,15.544,1.362,176.471,208.235,191.506,0.036,0.036,79.255,1.522
1985-02-15,5,1985-07-15,62.368,74.795,61.772000000000006,,58.267,0.013,2.174,0.013,9.562,229.762,78.072,80.598,104.699,36.071,7.412,0.013,46.992,65.277,175.26,131.077,108.457,87.098,51.724,167.946,112.399,34.965,0.013,115.966,217.03,98.178,0.013,16.747,83.276,0.013,257.428,111.141,182.348,151.529,53.003,71.543,0.013,0.013,37.754,7.95
1985-02-15,6,1985-08-15,52.038,83.869,61.271,,287.7,0.005,0.808,12.134,3.928,141.037,99.249,53.6,58.307,19.387,7.198,32.496,21.602,118.726,184.617,164.311,89.572,87.381,60.569,80.384,56.961,63.155,12.808,56.08,153.772,119.692,185.26,13.113,39.656,88.717,144.709,333.11,149.805,90.924,61.973,59.913,0.005,51.296,116.498,34.321
1985-03-15,1,1985-04-15,12.807,21.889,1.31,,1.31,1.31,1.31,1.31,98.198,1.321,13.065,236.605,1.599,9.931,40.778,1.31,1.31,1.31,47.493,1.31,1.31,1.31,78.085,51.238,1.31,45.367,1.31,1.31,2.29,1.31,1.31,16.653,5.953,1.31,150.129,1.31,1.31,1.31,1.31,1.31,1.31,1.31,45.436,1.31
1985-03-15,2,1985-05-15,44.248,40.112,8.589,,8.595,0.487,0.487,0.487,49.474,8.583,43.833,123.574,87.479,11.138,19.904,0.487,0.487,0.487,517.209,0.487,95.252,0.487,32.035,88.963,0.487,68.076,0.487,0.487,46.113,0.487,0.487,53.754,5.623,0.487,60.018,71.36,1.229,80.749,0.487,29.552,0.487,0.487,82.692,11.002
1985-03-15,3,1985-06-15,349.383,61.266,32.03,,78.964,0.181,0.181,0.181,27.513,83.382,163.566,89.901,62.237,48.514,11.129,0.181,0.181,0.181,202.269,89.335,48.889,107.806,64.377,233.177,101.706,52.394,0.181,0.181,80.815,35.696,0.181,24.423,21.787,0.181,28.364,26.965,2.363,177.734,278.443,218.333,0.181,0.181,63.334,25.067
1985-03-15,4,1985-07-15,62.368,79.054,66.2645,,74.648,0.067,0.067,0.067,13.192,247.239,84.672,81.834,112.083,51.06,19.193,0.109,45.116,56.338,177.318,117.626,96.585,96.793,56.638,171.161,104.907,28.345,0.067,116.019,227.305,130.997,0.067,25.615,116.184,0.067,261.354,124.687,178.778,151.87,57.881,77.137,0.067,0.067,31.815,27.129
1985-03-15,5,1985-08-15,52.038,88.994,63.386,,294.541,0.025,0.025,42.812,5.44,145.862,101.738,54.057,60.831,25.112,14.176,37.678,20.616,115.811,185.38,159.749,85.262,90.729,62.464,81.569,54.49,60.58,13.354,56.1,157.061,129.021,228.757,17.618,48.178,88.737,145.628,336.59,149.514,91.047,64.308,62.023,9.87,103.112,114.221,45.674
1985-03-15,6,1985-09-15,75.614,75.781,63.8355,,184.544,0.009,0.009,22.832,2.022,75.608,64.495,39.919,63.176,9.849,50.149,20.341,21.963,75.564,179.97,65.344,67.085,218.006,44.121,82.862,30.354,183.734,9.607,69.489,152.392,45.402,110.687,139.851,177.154,29.849,76.048,209.676,133.187,92.542,43.158,107.16,7.145,44.284,54.088,27.55
1985-04-15,1,1985-05-15,44.248,52.216,22.6235,,48.262,8.83,8.83,8.83,11.86,30.922,38.408,47.726,106.087,16.717,8.83,29.22,10.11,9.024,454.643,25.235,149.849,59.96,8.83,44.943,8.83,30.688,8.83,20.012,55.338,9.036,12.022,53.5,11.815,8.83,11.845,192.318,31.247,261.318,16.139,71.669,9.542,13.787,42.54,92.207
1985-04-15,2,1985-06-15,349.383,83.005,52.662,,116.085,3.281,3.281,3.281,6.529,108.118,160.007,62.433,67.721,56.576,3.301,63.303,9.302,34.59,195.585,199.64,59.949,192.913,32.657,214.813,257.719,35.306,36.326,111.603,84.457,120.139,29.167,24.177,29.125,3.281,5.949,44.359,27.681,209.913,344.585,238.161,3.951,7.46,48.748,64.717
1985-04-15,3,1985-07-15,62.368,91.624,78.862,,85.928,23.584,1.219,1.256,2.783,254.902,83.786,71.485,114.301,54.156,8.066,46.731,75.456,130.984,175.004,136.247,101.359,114.536,44.612,165.957,123.706,21.513,71.706,187.706,228.671,158.863,28.39,25.757,120.759,1.219,234.493,138.385,209.551,160.799,64.112,82.268,27.394,16.619,26.295,44.391
1985-04-15,4,1985-08-15,52.038,102.52,82.8185,,298.929,21.667,1.579,88.582,1.052,148.351,101.406,50.226,61.625,26.27,7.75,85.978,29.119,137.035,184.525,166.191,86.972,97.115,57.737,79.659,60.777,57.686,75.729,73.875,157.553,137.381,314.345,17.731,49.562,177.103,140.944,340.455,156.258,94.254,66.91,63.944,48.647,170.838,111.977,53.057
1985-04-15,5,1985-09-15,75.614,79.477,63.924499999999995,,186.073,14.307,1.229,34.828,0.391,76.526,64.372,38.478,63.477,10.292,45.283,36.492,27.342,82.831,179.652,67.705,67.721,220.385,42.348,82.152,32.739,182.646,33.855,76.334,152.574,48.357,122.546,140.003,177.737,40.076,74.371,210.979,135.592,93.737,44.138,107.878,23.257,56.762,53.279,30.34
1985-04-15,6,1985-10-15,126.958,73.666,45.9885,,117.912,13.409,0.569,15.263,42.909,82.52,58.303,197.04,83.067,3.833,32.582,19.922,14.948,37.279,106.645,253.922,60.054,69.865,94.684,44.045,79.379,167.148,13.435,169.955,53.892,18.363,271.276,38.499,129.791,15.059,55.516,108.361,47.932,268.576,28.184,39.02,8.642,39.456,25.177,20.223
1985-05-15,1,1985-06-15,349.383,89.721,57.455,,119.819,21.307,21.307,21.619,26.658,112.216,163.66,54.299,46.216,76.614,44.249,78.753,30.083,77.995,133.215,193.107,29.492,171.907,68.695,200.326,344.652,33.81,68.949,117.517,76.389,170.087,60.611,21.307,53.027,21.307,21.523,21.307,31.65,159.881,356.444,213.154,21.307,21.307,36.774,46.319
1985-05-15,2,1985-07-15,62.368,96.231,84.2415,,86.483,76.608,9.174,31.34,13.554,256.509,84.729,67.869,104.039,61.437,41.852,52.04,86.827,148.443,158.197,137.566,84.482,110.961,58.427,164.459,134.475,19.663,84.001,190.687,225.658,170.944,41.752,23.413,131.961,7.917,254.511,108.343,210.466,147.528,68.641,78.117,35.647,23.524,20.269,36.737
1985-05-15,3,1985-08-15,52.038,108.29,80.6995,,299.17,41.118,27.382,139.93,5.715,148.962,101.76,48.898,58.136,28.98,24.017,88.398,32.939,142.759,178.482,166.724,81.193,95.833,63.101,79.169,64.637,56.212,80.206,75.02,156.612,141.489,321.169,16.521,53.244,274.96,144.255,332.834,156.709,89.538,68.591,62.366,51.991,174.376,108.36,49.838
1985-05-15,4,1985-09-15,75.614,80.972,63.3095,,186.143,23.382,15.454,46.886,2.124,76.754,64.503,37.957,62.116,11.317,55.416,37.345,28.916,84.934,177.416,67.906,65.569,219.907,44.355,81.968,34.183,182.068,35.511,76.759,152.228,49.858,124.633,138.941,179.205,47.567,75.551,208.598,135.761,91.979,44.763,107.282,24.487,57.881,52.114,29.126
1985-05-15,5,1985-10-15,126.958,74.492,48.5675,,117.937,17.842,8.939,20.17,49.139,82.604,58.352,196.823,82.546,4.215,36.485,20.26,15.548,38.06,105.815,253.996,59.249,69.689,95.455,43.977,79.926,166.953,14.052,170.113,53.764,18.922,272.057,38.245,130.322,18.169,55.96,107.487,47.996,267.92,28.416,38.8,9.099,39.884,24.738,19.749
1985-05-15,6,1985-11-15,55.87,45.974,26.934,,154.774,9.601,4.963,7.495,149.711,51.953,27.454,166.08,65.283,5.551,30.262,10.047,5.777,15.012,50.346,126.876,52.589,96.889,58.441,20.002,62.658,54.395,5.221,123.591,21.535,9.92,62.178,26.414,133.151,6.752,32.463,43.862,17.834,58.226,13.617,14.42,3.381,20.579,9.475,10.178
1985-06-15,1,1985-07-15,62.368,135.14,114.78649999999999,,107.984,194.747,75.126,97.809,64.451,278.187,98.578,104.784,155.141,91.982,83.96,82.169,135.097,176.254,172.454,143.81,131.406,120.403,85.597,170.21,131.555,59.825,110.827,205.309,257.721,185.641,76.752,103.489,174.067,67.783,329.267,200.997,265.434,162.658,67.343,84.204,118.746,99.278,59.47,75.072
1985-06-15,2,1985-08-15,52.038,123.959,92.34899999999999,,307.577,71.585,69.597,168.98,27.368,155.958,107.026,62.415,74.444,40.278,40.413,101.978,49.668,152.394,183.921,169.459,97.93,99.479,73.282,81.863,64.029,72.628,90.148,81.097,166.545,146.193,338.23,48.18,66.519,343.065,163.95,358.871,173.204,94.55,67.508,64.473,82.44,210.18,125.08,65.837
1985-06-15,3,1985-09-15,75.614,86.57,68.77850000000001,,188.991,35.642,30.959,56.541,10.263,79.336,66.432,43.135,68.605,15.635,62.718,42.12,35.54,88.493,179.443,68.952,71.794,221.258,48.144,82.956,33.925,188.222,39.203,79.004,155.884,51.558,129.95,157.77,184.573,59.496,82.784,217.419,141.819,93.856,44.33,108.02,35.631,69.187,58.051,35.151
