fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020
1990-01-15,1,1990-02-15,516.422,141.291,,13.307,79.329,13.307,62.165,525.448,17.794,162.331,59.200,35.123,18.594,13.579,17.229,445.273,13.827,13.307,13.307,129.661,14.174,23.593,1088.013,16.973,487.219,86.463,419.255,13.849,92.017,317.375,13.307,16.718,16.983
1990-01-15,2,1990-03-15,1564.142,208.177,,6.557,121.313,6.346,83.476,518.479,74.006,75.554,1502.204,42.883,58.192,369.528,575.820,397.759,5.437,101.671,4.944,1145.088,6.033,13.540,245.360,7.860,156.806,48.859,286.743,5.661,53.575,284.650,18.945,15.955,12.060
1990-01-15,3,1990-04-15,2163.584,619.636,,1543.351,1515.983,50.703,45.899,263.289,715.713,28.454,1799.761,144.771,254.001,1060.536,2802.444,1451.470,132.843,168.981,6.580,457.112,3.385,5.402,104.590,12.616,58.835,20.098,443.167,2.225,4786.667,539.688,20.694,142.359,7.478
1990-01-15,4,1990-05-15,513.758,572.094,,385.394,1085.952,1997.858,22.538,119.843,189.863,49.936,1194.112,85.518,1473.270,1054.817,612.751,1466.477,82.138,2132.422,4.815,214.200,47.229,5.077,76.875,28.362,22.188,130.827,235.036,51.363,780.683,1958.956,1053.312,490.529,110.470
1990-01-15,5,1990-06-15,211.989,546.576,,882.938,1441.486,566.325,71.312,156.469,71.527,256.395,1916.000,879.320,1328.308,599.668,313.283,659.647,105.352,2381.100,442.332,272.088,94.653,6.352,65.685,53.798,8.244,86.227,147.716,506.630,884.090,535.744,253.276,456.348,954.970
1990-01-15,6,1990-07-15,78.770,407.220,,1122.745,554.690,358.581,266.958,557.559,27.114,200.560,743.563,486.270,652.868,371.444,831.910,303.616,122.960,473.495,149.375,118.715,287.352,3.740,375.324,122.996,3.063,97.511,1254.549,271.687,630.997,305.938,666.551,613.319,241.155
1990-02-15,1,1990-03-15,1564.142,439.767,,179.953,435.256,195.615,321.772,601.969,381.110,160.845,2045.490,336.154,407.827,932.032,1178.308,482.724,161.462,509.213,161.979,1729.766,176.802,172.711,201.989,163.522,160.757,199.574,385.817,176.522,248.817,401.308,266.889,204.723,212.115
1990-02-15,2,1990-04-15,2163.584,753.531,,1707.377,1823.656,195.230,151.670,292.358,1031.689,60.199,1906.654,407.918,551.843,1284.727,3015.014,1517.965,194.942,422.145,65.582,566.225,74.190,70.194,88.180,71.992,60.304,94.259,512.524,72.197,5174.305,637.912,149.822,308.355,96.507
1990-02-15,3,1990-05-15,513.758,636.086,,422.401,1150.248,2195.330,67.389,132.827,250.973,61.852,1222.290,186.955,1637.602,1119.143,655.765,1483.077,105.905,2296.549,26.739,255.689,85.043,29.152,69.531,50.835,22.733,247.940,259.409,77.363,819.656,1999.773,1311.315,633.003,206.084
1990-02-15,4,1990-06-15,211.989,572.957,,898.478,1462.941,597.991,108.041,165.949,94.430,261.893,1926.078,1018.166,1368.469,623.262,329.109,664.384,114.183,2418.691,450.478,299.649,127.480,15.298,60.922,72.036,8.447,126.236,158.870,516.291,898.113,546.054,292.447,528.168,1036.166
1990-02-15,5,1990-07-15,78.770,417.845,,1128.055,562.354,370.382,311.172,567.597,35.718,202.533,747.246,511.728,667.074,379.982,838.199,305.335,126.242,486.748,152.402,128.931,307.380,7.064,364.529,145.942,3.139,120.052,1260.636,275.277,636.115,309.831,686.061,636.988,260.627
