fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020
1990-01-15,1,1990-02-15,446.474,95.097,,6.949,118.382,6.949,47.492,166.319,6.949,259.429,30.348,6.985,7.102,6.949,6.949,267.315,6.949,6.949,6.949,31.623,6.949,10.597,399.339,6.949,531.228,41.313,643.198,6.949,6.949,188.010,6.949,6.949,6.949
1990-01-15,2,1990-03-15,1556.683,137.259,,2.582,187.552,2.582,47.207,154.199,201.296,110.602,367.761,6.819,33.466,538.362,724.179,94.020,2.582,11.848,2.582,644.253,2.582,5.786,126.484,2.582,155.425,26.508,319.850,2.582,29.755,306.592,2.582,2.582,2.582
1990-01-15,3,1990-04-15,1196.540,565.903,,1427.323,1741.661,3.697,39.555,81.872,1022.735,41.386,1696.031,206.983,463.580,1761.269,2559.503,189.490,143.558,326.837,0.959,227.833,0.959,2.150,46.998,0.959,57.752,9.850,578.278,0.959,3649.688,540.374,0.959,152.939,0.959
1990-01-15,4,1990-05-15,628.308,652.761,,402.818,1727.678,2571.436,34.124,32.030,227.317,269.349,1649.113,163.347,2028.252,1746.032,906.543,1280.277,297.587,1647.117,0.357,455.481,23.613,0.799,19.630,0.357,21.459,338.213,257.632,4.431,749.346,1793.986,294.118,633.905,6.468
1990-01-15,5,1990-06-15,240.912,615.562,,696.624,2138.885,877.937,374.395,214.439,98.163,724.500,1777.431,1350.701,1434.148,820.704,702.054,875.662,321.432,1707.191,101.657,304.429,131.760,0.297,15.985,0.132,11.419,250.373,152.467,298.288,907.762,580.967,183.242,484.650,929.156
1990-01-15,6,1990-07-15,89.517,611.442,,1511.220,1038.159,514.078,1008.947,1439.283,44.454,393.387,922.050,617.257,959.280,797.218,1590.538,322.389,389.928,504.565,60.258,130.243,496.137,2.354,459.164,42.859,22.881,217.597,1289.449,305.961,803.721,274.206,878.272,1042.130,265.270
1990-02-15,1,1990-03-15,1556.683,410.333,,145.291,442.836,187.539,270.229,322.444,793.985,153.681,879.816,340.882,496.624,1407.189,1645.228,153.776,144.947,360.797,163.719,1436.540,185.927,156.764,144.947,170.321,144.947,163.014,338.448,182.228,471.462,498.679,215.845,144.947,146.943
1990-02-15,2,1990-04-15,1196.540,756.195,,1660.220,1989.823,146.557,163.234,158.780,1517.009,61.458,1912.248,735.237,987.095,2026.809,2804.019,337.501,287.927,861.878,69.461,372.212,84.302,63.872,53.859,73.103,53.859,92.410,602.751,82.308,4334.070,646.300,111.781,339.763,55.990
1990-02-15,3,1990-05-15,628.308,763.254,,439.365,1778.027,3076.681,103.221,67.116,303.230,343.331,1699.869,367.325,2212.140,1817.871,955.326,1366.739,381.592,1889.422,25.810,547.688,107.272,23.733,22.180,27.163,20.013,759.290,263.878,34.658,823.725,1838.017,774.634,775.746,52.561
1990-02-15,4,1990-06-15,240.912,666.749,,712.349,2154.445,920.370,557.255,291.703,133.387,755.030,1794.312,1473.467,1479.402,843.341,719.503,895.320,383.483,1762.961,111.762,345.529,278.452,8.819,16.933,17.090,11.134,363.293,155.830,353.468,934.068,592.609,300.389,526.207,1110.547
1990-02-15,5,1990-07-15,89.517,637.252,,1516.599,1043.824,528.248,1064.076,1473.581,61.955,401.635,928.232,650.607,975.614,805.509,1596.978,329.157,414.254,523.954,64.392,148.603,630.473,5.521,458.323,203.102,23.667,263.629,1292.090,331.822,813.316,278.502,941.065,1057.407,291.436
1990-02-15,6,1990-08-15,67.292,549.577,,357.691,332.769,248.815,439.397,273.625,73.103,436.027,900.244,292.733,458.997,709.360,1332.182,692.630,199.649,491.625,620.805,956.858,650.480,130.735,228.750,331.367,110.911,220.737,271.939,1517.960,592.566,1529.230,860.849,887.298,337.980
