fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020
1990-01-15,1,1990-02-15,0.019,4.647,,0.019,0.019,43.743,0.019,0.019,0.019,0.019,0.019,0.019,0.019,1.081,0.019,0.019,0.019,0.019,0.019,0.062,0.019,0.019,0.019,0.019,0.019,0.019,94.021,0.019,0.019,0.019,0.019,0.019,0.019
1990-01-15,2,1990-03-15,0.007,27.577,,0.007,0.007,20.654,0.007,0.007,0.007,0.007,0.007,0.007,0.007,47.481,506.449,0.007,0.007,0.007,0.041,214.281,0.007,0.007,0.007,0.007,0.007,0.007,38.055,0.007,0.007,0.007,0.201,0.007,0.007
1990-01-15,3,1990-04-15,54.348,24.832,,0.003,0.003,248.648,0.003,0.005,8.387,0.003,0.003,0.003,3.219,21.880,92.818,0.003,24.367,7.099,0.036,228.392,0.003,0.003,0.003,0.003,0.003,0.003,39.907,0.003,69.972,0.003,0.191,0.003,0.003
1990-01-15,4,1990-05-15,34.573,43.784,,0.001,2.219,132.784,30.656,0.004,6.495,0.001,0.001,0.001,505.245,17.823,246.100,0.001,14.362,45.807,0.013,109.590,0.001,0.001,0.001,0.001,0.001,14.318,24.218,0.001,40.448,25.525,0.071,97.819,0.001
1990-01-15,5,1990-06-15,18.676,58.189,,13.998,122.162,90.151,44.888,22.149,2.414,0.000,0.000,0.000,198.485,187.544,75.001,53.808,36.999,218.666,148.929,67.615,0.000,0.000,0.000,0.000,0.000,9.871,36.998,0.000,20.194,14.789,0.026,168.444,212.551
1990-01-15,6,1990-07-15,8.495,75.933,,227.831,70.153,81.723,97.707,33.243,7.861,0.000,25.925,25.457,158.135,135.450,104.898,85.031,50.341,157.136,114.931,34.180,0.000,0.000,0.000,0.000,0.000,13.564,123.006,0.000,256.361,109.361,159.741,153.266,52.690
1990-02-15,1,1990-03-15,0.007,24.955,,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.441,0.007,19.390,537.497,0.007,0.007,0.007,2.230,186.358,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,2.567,0.007,0.007
1990-02-15,2,1990-04-15,54.348,21.084,,0.003,0.003,168.938,0.003,0.005,8.387,0.003,0.003,0.418,5.844,12.275,94.467,0.003,24.367,7.317,2.028,222.840,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,83.279,0.003,2.311,0.003,0.003
1990-02-15,3,1990-05-15,34.573,43.315,,0.001,2.219,118.617,49.075,0.004,6.495,0.001,0.001,0.155,514.196,7.449,246.976,0.001,14.362,46.210,0.753,108.358,0.001,0.001,0.001,0.001,0.001,14.318,0.001,0.001,44.291,25.525,2.620,97.819,0.001
1990-02-15,4,1990-06-15,18.676,57.779,,18.898,122.162,85.634,53.820,22.149,2.414,0.000,0.000,0.058,199.454,173.062,75.229,53.808,36.999,218.852,173.311,67.165,0.000,0.000,0.000,0.000,0.000,9.871,0.000,0.000,21.982,14.789,2.706,168.444,212.551
