fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020
1990-01-15,1,1990-02-15,0.015,7.857,,0.015,0.015,71.571,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.473,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,163.256,0.015,0.015,0.015,0.015,0.015,0.015
1990-01-15,2,1990-03-15,0.006,50.503,,0.006,0.006,36.453,0.006,0.006,0.006,0.006,0.006,0.006,0.006,77.095,962.085,0.006,0.006,0.006,0.006,369.095,0.006,0.006,0.006,0.006,0.006,0.006,70.142,0.006,0.006,0.006,0.103,0.006,0.006
1990-01-15,3,1990-04-15,80.747,45.907,,0.002,0.002,490.690,0.002,0.002,7.818,0.002,0.002,0.002,2.192,38.319,177.298,0.002,35.387,5.544,0.002,443.944,0.002,0.002,0.002,0.002,0.002,0.002,75.233,0.002,100.635,0.002,0.097,0.002,0.002
1990-01-15,4,1990-05-15,57.496,80.081,,0.001,0.343,259.912,42.951,0.001,6.423,0.001,0.001,0.001,964.075,29.429,484.573,0.001,22.678,65.062,0.001,213.044,0.001,0.001,0.001,0.001,0.001,13.937,46.150,0.001,67.409,31.093,0.036,155.308,0.001
1990-01-15,5,1990-06-15,31.823,106.254,,11.690,208.194,177.712,75.952,28.195,2.387,0.000,0.000,0.000,397.623,369.667,146.958,73.189,61.279,417.901,250.240,134.103,0.000,0.000,0.000,0.000,0.000,10.596,72.407,0.000,34.027,20.088,0.013,312.531,382.863
1990-01-15,6,1990-07-15,14.556,145.495,,430.366,130.911,161.373,194.031,50.510,9.067,0.000,30.530,21.518,319.211,273.889,209.810,156.168,95.389,320.136,222.038,68.108,0.000,0.000,0.000,0.000,0.000,14.935,243.901,0.000,507.610,207.521,291.718,304.234,101.868
1990-02-15,1,1990-03-15,0.006,45.546,,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,27.978,1021.467,0.006,0.006,0.006,1.154,313.712,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,1.942,0.006,0.006
1990-02-15,2,1990-04-15,80.747,37.592,,0.002,0.002,312.098,0.002,0.002,7.818,0.002,0.002,0.002,4.662,19.216,180.615,0.002,35.387,5.728,1.084,431.127,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,128.197,0.002,1.793,0.002,0.002
1990-02-15,3,1990-05-15,57.496,78.920,,0.001,0.343,227.630,73.664,0.001,6.423,0.001,0.001,0.001,983.717,9.784,486.430,0.001,22.678,66.473,0.403,210.165,0.001,0.001,0.001,0.001,0.001,13.937,0.001,0.001,77.861,31.093,1.688,155.308,0.001
1990-02-15,4,1990-06-15,31.823,105.107,,15.886,208.194,167.365,95.310,28.195,2.387,0.000,0.000,0.000,399.076,334.924,147.438,73.189,61.279,418.960,301.323,133.048,0.000,0.000,0.000,0.000,0.000,10.596,0.000,0.000,39.001,20.088,1.548,312.531,382.863
1990-02-15,5,1990-07-15,14.556,144.769,,436.964,130.911,157.493,203.840,50.510,9.067,0.000,58.272,49.733,319.689,267.041,209.994,156.168,95.389,320.391,229.607,67.713,0.000,0.000,0.000,0.000,0.000,14.935,99.438,0.000,512.282,207.521,340.008,304.234,101.868
1990-02-15,6,1990-08-15,5.961,144.328,,275.931,188.804,96.312,123.960,29.193,9.487,29.287,32.090,212.472,390.586,310.755,172.823,168.727,114.088,158.095,112.849,121.763,0.000,0.000,0.000,0.000,0.000,11.592,59.393,135.688,298.571,671.725,285.729,188.010,131.897
1990-03-15,1,1990-04-15,80.747,15.767,,0.002,0.002,312.098,0.002,0.002,7.818,0.002,0.002,0.002,2.192,0.002,0.002,0.002,35.387,5.544,0.002,9.298,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,100.635,0.002,0.002,0.002,0.002
1990-03-15,2,1990-05-15,57.496,55.691,,0.001,0.343,227.630,40.078,0.001,6.423,0.001,0.001,0.001,964.075,0.001,39.373,0.001,22.678,65.062,0.001,37.306,0.001,0.001,0.001,0.001,0.001,13.937,0.001,0.001,67.409,31.093,0.001,155.308,0.001
1990-03-15,3,1990-06-15,31.823,81.450,,11.690,208.194,167.365,73.793,28.195,2.387,0.000,0.000,0.000,397.623,27.725,35.580,73.189,61.279,417.901,120.723,57.758,0.000,0.000,0.000,0.000,0.000,10.596,0.000,0.000,34.027,20.088,0.000,312.531,382.863
1990-03-15,4,1990-07-15,14.556,126.967,,430.366,130.911,157.493,192.899,50.510,9.067,0.000,0.000,0.000,319.211,180.414,155.297,156.168,95.389,320.136,192.775,38.181,0.000,0.000,0.000,0.000,0.000,14.935,99.438,0.000,507.610,207.521,144.588,304.234,101.868
1990-03-15,5,1990-08-15,5.961,135.889,,274.581,188.804,96.312,120.237,29.193,9.487,29.287,0.000,106.389,390.410,282.673,153.610,168.727,114.088,158.002,100.813,109.717,0.000,0.000,0.000,0.000,0.000,11.592,59.393,135.688,297.606,671.725,248.439,188.010,131.897
1990-03-15,6,1990-09-15,2.215,133.858,,128.962,118.764,69.238,113.029,11.412,70.932,21.375,2.030,119.286,351.694,120.990,121.695,423.000,74.663,155.117,58.372,383.324,0.000,0.000,0.000,0.000,0.000,248.377,299.380,52.014,152.832,411.661,240.057,181.504,86.026
1990-04-15,1,1990-05-15,57.496,165.643,,95.463,114.105,158.687,279.144,81.064,38.694,111.260,51.585,47.921,1060.203,93.019,401.140,184.140,39.091,132.528,38.694,90.252,38.694,38.694,135.230,38.694,38.694,166.856,53.014,38.694,57.260,480.521,110.202,673.268,82.473
1990-04-15,2,1990-06-15,31.823,187.361,,236.139,358.676,143.763,159.473,155.778,24.063,161.392,40.639,77.821,413.429,417.460,128.531,404.749,88.244,449.317,598.473,84.878,14.855,54.469,58.052,14.378,14.378,65.206,83.418,14.378,28.926,102.864,70.248,398.848,757.980
1990-04-15,3,1990-07-15,14.556,192.930,,548.082,165.737,148.597,231.464,110.589,46.360,110.895,140.358,249.580,324.884,286.176,202.619,238.314,106.925,329.398,259.416,49.118,45.951,134.641,60.853,5.342,5.342,57.480,249.658,5.342,501.663,286.662,419.406,329.444,137.597
1990-04-15,4,1990-08-15,5.961,179.953,,304.937,202.241,93.017,133.656,53.313,33.076,162.832,57.588,279.539,392.514,317.725,170.116,197.659,118.606,161.408,122.967,114.323,50.397,84.940,111.540,1.985,35.290,34.801,99.911,426.642,296.533,693.208,303.276,197.057,147.497
1990-04-15,5,1990-09-15,2.215,151.605,,139.991,123.695,68.000,118.182,20.763,91.345,74.190,58.009,176.250,352.476,133.718,127.842,433.794,76.359,156.383,66.799,385.060,26.870,47.466,61.093,0.738,21.952,273.181,322.113,85.624,152.448,418.640,258.420,184.871,91.871
1990-04-15,6,1990-10-15,111.937,143.374,,149.477,108.224,393.541,147.077,7.715,66.774,41.853,31.516,77.521,210.076,549.799,114.353,135.505,189.303,88.272,160.840,340.218,9.984,38.896,27.127,0.274,8.323,75.865,248.449,32.100,114.692,217.529,93.571,559.588,62.763
1990-05-15,1,1990-06-15,31.823,153.335,,191.621,309.849,75.479,72.247,128.274,63.516,130.793,35.469,92.883,241.007,342.122,31.616,303.229,98.172,363.285,666.980,42.400,37.415,110.430,28.589,29.739,28.589,28.589,79.712,28.589,28.589,28.589,35.324,247.994,698.963
1990-05-15,2,1990-07-15,14.556,178.556,,535.038,153.598,118.790,190.329,101.072,77.145,99.842,129.217,256.693,278.623,273.976,141.938,216.094,110.543,313.040,267.675,26.420,70.965,159.838,33.073,18.807,10.623,28.334,246.493,10.623,485.132,195.063,389.239,287.485,130.973
1990-05-15,3,1990-08-15,5.961,181.599,,300.739,197.635,82.026,119.490,49.674,46.304,158.430,54.288,281.854,375.819,313.393,149.642,189.589,119.921,155.594,125.931,101.865,61.566,93.827,92.109,10.108,115.361,19.642,99.101,547.056,295.116,669.288,295.542,182.234,144.834
1990-05-15,4,1990-09-15,2.215,150.721,,138.442,121.996,63.738,112.709,19.378,98.306,72.577,56.295,177.098,346.304,132.120,120.206,430.791,76.845,154.217,67.907,380.228,31.288,50.827,53.878,3.756,49.383,258.957,321.731,93.676,151.982,411.149,255.612,179.349,90.878
1990-05-15,5,1990-10-15,111.937,143.134,,148.899,107.588,391.803,144.974,7.200,69.492,41.238,30.840,77.836,207.784,549.203,111.486,134.394,189.478,87.467,161.259,338.531,11.626,40.179,24.286,1.396,19.019,72.581,248.317,35.410,114.514,214.781,92.536,557.529,62.386
1990-05-15,6,1990-11-15,346.337,81.850,,95.872,50.772,334.279,122.732,8.415,62.878,21.096,11.459,30.538,100.782,234.953,107.601,185.906,121.041,40.325,117.305,110.487,4.320,22.683,9.024,0.519,7.068,57.539,245.519,13.157,70.015,87.565,34.384,116.651,30.629
