fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020
1990-01-15,1,1990-02-15,597.161,96.448,,5.033,21.760,5.033,23.845,5.044,5.033,238.886,108.012,5.698,5.666,5.033,5.307,719.309,5.033,5.033,29.276,5.103,8.792,5.355,971.159,7.412,257.249,76.065,264.566,5.033,5.033,79.573,5.033,5.033,5.033
1990-01-15,2,1990-03-15,878.671,98.079,,1.870,30.874,1.870,211.407,4.995,1.870,81.079,122.865,28.953,2.465,478.284,687.763,267.511,1.870,1.870,21.184,258.699,5.136,5.011,194.870,3.887,115.508,34.780,250.512,1.870,7.827,106.174,7.639,1.870,1.870
1990-01-15,3,1990-04-15,817.256,421.251,,463.831,510.496,3.762,96.144,5.523,395.195,30.127,2143.261,213.747,371.228,822.380,2517.748,482.002,120.901,731.129,9.124,293.148,1.908,3.229,76.108,1.444,112.360,59.282,195.194,0.695,2562.661,312.229,85.985,14.437,2.254
1990-01-15,4,1990-05-15,736.501,500.669,,513.491,736.284,1353.029,66.373,5.393,124.407,233.039,1519.657,156.545,1975.876,897.782,949.197,1159.458,315.357,1894.652,3.390,741.012,9.844,1.200,28.280,51.293,65.470,385.200,155.119,0.258,428.093,919.671,219.512,97.752,13.429
1990-01-15,5,1990-06-15,353.088,588.728,,1021.508,2077.285,718.483,726.900,288.047,52.700,557.802,1344.086,932.206,1478.132,761.848,1092.194,781.341,545.719,1291.768,51.161,593.456,77.317,0.736,13.075,423.151,202.256,198.649,166.027,125.969,314.920,436.586,217.499,644.335,526.693
1990-01-15,6,1990-07-15,200.360,695.835,,1708.906,1394.514,513.138,1398.496,2019.522,22.931,281.556,942.995,365.912,1083.132,925.747,1459.838,286.305,265.540,355.868,31.050,216.959,312.889,7.004,1006.122,439.191,376.119,409.079,1347.645,168.661,560.421,267.759,1721.489,775.648,210.625
1990-02-15,1,1990-03-15,878.671,342.521,,176.783,312.030,150.987,655.747,312.601,192.188,153.893,341.779,412.839,201.443,1211.053,1434.982,267.376,150.987,186.815,250.501,872.927,164.528,238.460,158.541,165.932,204.781,173.590,364.868,151.002,381.712,364.882,312.287,151.444,158.672
1990-02-15,2,1990-04-15,817.256,596.296,,733.130,854.936,71.746,210.088,213.955,779.665,58.776,2356.256,481.061,748.630,1020.801,2719.312,475.906,179.955,1105.802,103.878,523.298,66.222,103.743,62.515,69.917,194.120,251.109,253.597,56.118,3110.254,498.567,384.204,125.099,76.208
1990-02-15,3,1990-05-15,736.501,579.001,,579.458,846.214,1479.460,155.911,134.565,191.986,318.317,1558.671,246.406,2130.045,964.100,991.662,1150.419,349.233,2017.640,38.599,858.593,37.139,38.548,23.229,156.334,101.547,570.677,182.558,20.852,496.185,1004.156,417.931,218.719,90.865
1990-02-15,4,1990-06-15,353.088,639.738,,1045.497,2112.497,736.406,814.960,525.997,85.805,630.486,1357.244,1074.441,1512.115,782.998,1107.507,779.563,558.087,1320.611,64.243,637.918,95.505,14.613,13.133,590.830,238.244,256.582,180.285,133.621,340.750,461.718,309.176,753.948,657.344
1990-02-15,5,1990-07-15,200.360,712.214,,1716.755,1406.380,519.221,1425.122,2094.900,38.902,302.504,947.804,395.407,1095.288,933.445,1465.455,285.667,269.917,366.174,35.911,231.554,323.245,13.471,984.742,494.297,395.533,437.264,1353.304,171.505,570.189,277.398,1772.195,803.804,239.062
1990-02-15,6,1990-08-15,195.106,593.551,,349.927,430.305,494.991,625.138,295.371,53.336,538.031,1020.236,278.071,539.048,527.890,1248.078,659.871,170.516,297.854,313.122,882.443,537.452,334.056,380.274,621.532,532.774,504.536,277.992,1397.057,454.187,1523.900,1245.457,1077.432,195.651
1990-03-15,1,1990-04-15,817.256,851.842,,1283.022,1087.693,492.283,233.987,407.158,1275.952,335.989,2565.524,700.122,1213.380,940.072,2576.845,755.638,818.809,1621.880,225.127,630.592,216.067,215.957,222.166,328.443,446.340,647.187,429.084,215.957,3295.002,699.617,658.287,553.164,463.919
1990-03-15,2,1990-05-15,736.501,711.209,,786.889,905.796,1937.415,205.698,227.198,272.450,698.649,1594.762,317.727,2236.714,938.051,969.003,1256.748,665.787,2135.412,88.317,907.327,238.748,80.245,144.049,482.175,192.972,756.923,257.331,83.024,523.585,1097.537,528.009,462.968,344.775
