fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020
1990-01-15,1,1990-02-15,1.869,16.837,,0.592,0.592,220.232,0.592,0.592,0.592,0.592,0.592,0.592,0.592,9.344,0.592,0.677,0.592,0.592,0.592,2.225,0.592,0.592,30.084,0.592,0.592,0.592,228.350,0.592,0.592,0.592,0.592,0.592,0.592
1990-01-15,2,1990-03-15,1.418,63.320,,0.220,0.220,74.217,0.220,0.657,0.220,0.220,0.232,1.834,0.220,253.666,1123.742,0.303,0.220,0.220,2.756,293.569,0.220,0.220,21.395,0.220,0.220,0.220,112.189,0.220,0.447,0.220,10.848,0.220,0.220
1990-01-15,3,1990-04-15,68.369,72.762,,0.082,3.268,610.348,0.395,4.688,13.001,0.082,4.916,1.555,140.816,95.333,228.928,0.113,195.488,59.902,2.450,421.388,0.082,0.082,7.950,0.082,0.082,10.204,130.009,0.082,240.738,0.082,10.560,0.082,0.082
1990-01-15,4,1990-05-15,70.343,98.657,,0.031,32.810,242.937,212.062,5.130,10.672,0.030,20.008,0.578,950.911,77.224,464.106,0.042,77.732,161.674,0.910,275.654,0.030,0.030,2.954,0.030,0.030,39.337,95.076,0.030,141.241,60.442,38.547,49.432,0.030
1990-01-15,5,1990-06-15,63.225,156.307,,183.256,403.335,202.551,131.225,94.184,5.006,0.011,19.963,0.874,525.600,543.451,176.833,159.357,170.687,495.525,240.062,181.559,0.011,32.280,10.774,10.727,0.011,24.928,119.663,0.011,65.846,35.276,77.339,295.494,483.363
1990-01-15,6,1990-07-15,35.308,248.761,,568.186,191.950,184.369,376.693,109.476,27.164,0.012,150.601,176.536,556.753,395.649,294.587,219.584,135.860,583.284,241.281,90.821,7.030,244.779,370.999,150.621,0.004,13.752,316.217,0.004,651.565,336.427,564.999,371.021,132.620
1990-02-15,1,1990-03-15,1.418,68.113,,1.418,1.418,1.418,1.529,16.810,1.418,1.418,16.329,24.626,1.420,248.757,1259.017,1.418,1.418,1.418,32.633,349.243,1.418,2.895,1.418,1.418,1.418,1.418,1.659,1.418,15.886,1.418,48.389,1.517,1.418
1990-02-15,2,1990-04-15,68.369,81.328,,0.527,3.713,566.932,14.785,42.607,13.447,0.527,48.102,17.680,199.013,93.258,237.136,0.527,195.933,117.757,22.565,437.788,0.527,1.933,0.527,0.527,0.527,10.793,18.110,0.527,348.655,0.527,43.756,0.623,0.527
1990-02-15,3,1990-05-15,70.343,106.775,,0.196,32.975,230.778,293.252,39.685,10.837,0.196,67.256,6.569,977.882,76.516,468.340,0.196,77.897,201.305,8.385,279.959,0.196,0.718,0.196,0.196,0.196,39.849,25.455,0.196,166.701,60.608,84.275,52.238,0.196
1990-02-15,4,1990-06-15,63.225,163.887,,183.317,403.397,198.017,150.451,142.269,5.068,0.073,49.606,19.577,530.760,543.219,178.036,159.414,170.748,511.030,326.476,183.092,0.073,45.825,9.749,10.789,0.073,25.137,72.384,0.073,75.382,35.338,106.937,296.884,483.424
1990-02-15,5,1990-07-15,35.308,253.916,,568.208,191.973,182.680,385.743,128.250,27.187,0.035,170.683,250.589,558.601,395.556,295.049,219.605,135.883,588.100,256.873,91.392,7.053,255.788,370.618,150.644,0.027,13.877,294.032,0.027,658.759,336.450,579.768,371.385,132.643
1990-02-15,6,1990-08-15,14.393,234.320,,361.172,230.924,123.602,138.836,65.638,26.095,190.379,69.916,327.125,495.453,470.037,238.400,193.543,178.685,251.089,142.998,187.824,64.547,159.669,292.498,116.498,312.590,9.309,172.918,198.891,317.001,859.734,481.974,224.826,127.441
1990-03-15,1,1990-04-15,68.369,41.498,,0.527,6.596,577.857,0.841,2.458,17.466,0.527,0.527,0.527,148.856,0.527,0.527,0.527,204.465,67.672,0.527,32.465,0.527,0.527,0.527,0.527,0.527,13.347,3.486,0.527,159.951,0.527,0.527,0.527,0.527
1990-03-15,2,1990-05-15,70.343,72.587,,1.448,38.312,232.441,221.622,2.509,12.991,0.196,0.196,0.196,955.707,0.196,74.396,0.196,80.054,165.918,0.196,107.358,0.196,0.196,0.196,0.196,0.196,44.731,4.976,0.196,114.313,68.052,0.642,49.597,0.196
1990-03-15,3,1990-06-15,63.225,129.592,,192.045,407.131,198.608,133.646,58.723,6.430,0.073,0.073,0.073,526.494,183.851,61.818,168.510,172.609,497.006,152.765,117.911,0.073,32.341,9.749,10.789,0.073,27.083,34.372,0.073,55.487,37.356,11.729,295.555,495.322
1990-03-15,4,1990-07-15,35.308,233.987,,570.642,192.962,182.902,377.878,89.386,29.447,0.035,77.886,86.781,557.075,333.868,240.925,221.272,136.494,583.754,219.360,66.859,7.053,244.802,380.234,150.644,0.027,15.165,264.878,0.027,642.052,338.904,503.701,371.044,133.547
1990-03-15,5,1990-08-15,14.393,227.934,,361.879,231.295,123.684,136.259,50.351,27.571,190.379,41.121,273.611,494.888,449.320,219.484,194.124,178.919,249.497,130.270,178.148,64.547,156.495,295.030,116.498,312.590,10.127,164.120,198.891,313.546,860.316,462.465,224.705,127.881
1990-03-15,6,1990-09-15,6.337,209.046,,216.479,147.805,81.083,110.424,22.813,110.114,73.345,39.793,201.553,414.514,179.262,164.566,546.767,115.751,281.794,72.820,393.651,39.748,194.453,374.191,55.613,289.592,242.499,466.591,70.632,165.105,497.223,379.771,240.961,82.468
