fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020
1990-01-15,1,1990-02-15,257.023,80.871,,4.861,6.959,146.321,4.861,4.864,4.861,17.996,4.861,138.732,4.861,231.731,93.662,160.177,4.861,4.876,4.861,8.532,153.579,6.363,851.477,4.861,5.050,5.594,521.690,4.861,4.861,4.861,4.861,5.335,4.861
1990-01-15,2,1990-03-15,178.784,207.546,,1.806,3.700,75.663,2.127,123.039,5.566,41.623,1.936,294.408,1.806,568.089,3158.716,81.798,1.806,1.821,36.707,1112.559,78.509,78.524,241.833,5.308,3.712,6.129,231.785,1.806,53.900,1.806,5.721,2.371,1.806
1990-01-15,3,1990-04-15,638.996,233.128,,7.131,253.383,391.288,1.008,142.606,48.924,27.068,256.275,128.172,312.106,193.525,1276.277,30.394,467.879,699.136,27.491,777.634,30.320,46.152,113.326,4.586,2.301,27.496,291.101,0.671,1417.892,1.773,16.312,0.951,0.671
1990-01-15,4,1990-05-15,258.403,282.112,,124.825,426.679,396.082,301.874,79.578,33.437,10.058,163.550,47.626,2033.980,180.843,1074.938,114.966,289.441,931.825,10.215,721.853,11.266,17.157,115.722,4.525,0.855,105.683,301.853,0.249,380.335,386.971,83.995,112.714,0.249
1990-01-15,5,1990-06-15,232.081,483.327,,590.924,881.982,428.288,185.640,211.823,12.435,102.066,296.820,474.478,830.771,1095.228,601.988,1143.788,567.990,1565.920,487.080,395.663,17.711,159.502,367.472,453.584,19.169,62.574,271.884,0.093,179.273,137.854,295.969,1692.571,969.282
1990-01-15,6,1990-07-15,121.800,617.992,,1294.135,602.717,634.384,731.478,343.384,5.273,96.866,890.563,887.238,1029.781,571.581,792.570,461.446,312.522,893.761,395.678,176.603,219.971,715.750,1107.833,852.488,40.770,116.281,1033.136,0.034,1776.771,612.614,1144.483,570.937,228.705
1990-02-15,1,1990-03-15,178.784,350.225,,110.570,112.098,110.570,145.239,422.358,169.811,258.471,132.190,459.695,120.906,664.479,3406.830,110.570,110.570,110.571,283.686,1592.975,119.981,352.636,128.101,150.816,155.805,178.609,159.919,110.570,304.674,118.710,158.971,135.786,110.570
1990-02-15,2,1990-04-15,638.996,303.759,,47.545,317.028,406.047,70.275,303.258,158.359,117.939,449.130,172.827,429.564,210.311,1307.094,41.085,508.293,762.967,130.596,872.769,49.227,144.916,56.138,72.087,73.654,164.196,238.035,41.085,1708.161,52.417,104.925,61.742,41.085
1990-02-15,3,1990-05-15,258.403,318.737,,139.842,450.958,403.794,440.319,148.799,81.905,43.823,243.895,64.437,2084.857,199.528,1084.958,119.843,304.458,953.812,48.526,753.283,18.292,54.052,65.479,36.878,27.368,227.371,276.304,15.266,433.815,507.112,171.024,146.851,15.266
1990-02-15,4,1990-06-15,232.081,508.821,,596.504,890.863,431.061,228.434,271.813,30.445,146.160,342.931,543.444,843.678,1106.942,605.559,1145.956,573.570,1573.600,581.452,406.621,20.322,237.867,321.021,519.055,56.516,110.520,260.837,5.673,199.724,162.235,356.647,1720.327,974.861
1990-02-15,5,1990-07-15,121.800,628.797,,1296.209,605.838,635.400,756.312,368.778,12.025,118.048,909.677,905.801,1034.516,574.695,793.897,462.138,314.595,896.513,417.488,180.681,220.941,750.712,1085.860,868.442,77.675,151.462,1028.570,2.108,1786.571,632.784,1168.580,576.818,230.779
1990-02-15,6,1990-08-15,51.303,601.793,,722.049,457.342,707.685,337.711,159.203,5.008,607.846,295.775,811.706,776.989,825.150,808.971,478.360,310.527,366.150,540.058,360.408,362.828,420.657,1004.295,594.319,656.537,413.763,306.038,1280.416,926.584,1789.595,973.784,428.514,325.509
1990-03-15,1,1990-04-15,638.996,304.105,,153.521,530.379,637.643,89.047,179.727,233.585,85.406,519.969,85.406,606.411,85.406,607.825,85.406,773.975,1034.601,85.406,349.803,85.406,85.406,108.842,105.581,85.526,180.991,283.518,85.406,1543.883,96.732,146.937,85.406,85.984
1990-03-15,2,1990-05-15,258.403,334.798,,291.706,536.673,499.565,515.687,95.976,112.806,31.735,256.313,31.735,2147.993,42.891,877.439,247.000,376.087,1010.540,31.735,564.309,31.735,31.743,151.694,76.340,31.852,245.688,300.962,31.735,404.841,639.105,231.691,164.066,32.297
1990-03-15,3,1990-06-15,232.081,518.657,,684.601,923.758,465.152,249.225,227.513,42.503,137.378,347.317,404.017,858.158,883.497,542.943,1241.115,606.138,1589.986,525.037,344.136,25.963,168.454,413.676,636.036,82.907,117.109,270.612,11.792,188.642,185.364,394.661,1748.095,1243.911
1990-03-15,4,1990-07-15,121.800,631.746,,1322.868,616.428,647.866,768.658,349.508,19.005,114.308,910.628,864.248,1039.811,530.995,770.644,482.433,325.499,902.187,405.231,157.292,226.042,719.038,1131.706,910.787,94.323,156.190,1032.755,4.382,1781.037,651.547,1182.311,581.365,253.289
1990-03-15,5,1990-08-15,51.303,603.341,,731.323,461.248,712.217,341.493,152.491,9.447,605.696,296.188,799.310,778.951,809.208,800.382,485.879,314.638,368.253,535.495,351.052,364.622,411.186,1017.791,607.281,675.019,416.323,307.435,1281.261,924.913,1794.768,978.438,430.212,337.724
1990-03-15,6,1990-09-15,28.286,550.133,,657.655,295.939,352.314,442.545,65.777,299.386,191.737,221.917,378.110,1270.835,467.562,466.918,1310.778,331.399,426.083,250.027,817.072,164.244,461.777,772.792,234.390,321.293,1056.861,1389.515,292.770,553.066,1238.871,909.893,567.701,294.747
1990-04-15,1,1990-05-15,258.403,542.917,,512.511,576.200,526.055,987.930,249.051,195.938,383.500,283.677,238.900,2104.939,511.210,881.927,837.957,364.231,916.066,196.052,670.650,303.432,405.896,425.257,337.303,225.352,485.649,450.159,217.215,304.521,1121.524,504.075,847.418,222.913
1990-04-15,2,1990-06-15,232.081,693.244,,776.371,938.801,472.372,361.354,396.698,81.643,561.761,358.214,900.316,857.312,1244.719,547.456,1451.565,601.302,1566.640,1127.044,376.347,419.044,643.470,556.262,923.360,405.307,195.913,333.118,90.081,147.459,275.119,509.286,2011.326,1667.656
