fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020
1990-01-15,1,1990-02-15,10.227,41.082,,0.051,0.051,178.536,0.051,1.081,0.163,0.051,0.051,18.685,0.051,33.003,0.051,126.658,0.051,0.051,0.051,0.442,0.051,11.986,622.346,0.051,3.691,0.051,209.873,0.051,0.051,19.031,0.051,6.120,0.051
1990-01-15,2,1990-03-15,17.397,203.508,,0.019,0.019,86.580,84.971,247.387,0.129,0.019,0.019,279.005,0.019,95.683,2388.788,147.332,0.019,0.019,24.406,2328.561,0.019,45.094,139.397,0.019,3.302,0.019,211.459,0.019,0.019,16.517,0.019,6.380,0.019
1990-01-15,3,1990-04-15,321.083,194.416,,10.026,8.403,772.089,47.791,121.870,52.897,0.007,1.510,102.637,46.104,50.859,1174.601,67.804,175.193,618.515,18.256,1002.863,0.007,28.905,51.797,6.858,1.227,0.018,305.943,0.007,1145.642,7.338,10.279,3.029,0.007
1990-01-15,4,1990-05-15,159.676,262.147,,201.845,1100.482,503.231,281.576,56.983,35.604,0.003,3.051,38.147,1831.570,46.618,892.900,146.994,97.488,670.728,6.784,897.673,0.003,10.740,19.452,38.403,0.456,101.470,306.901,0.003,254.860,26.114,139.621,154.715,0.003
1990-01-15,5,1990-06-15,81.651,332.067,,460.988,623.657,364.230,150.515,95.845,13.230,0.001,15.795,166.609,717.475,802.521,391.232,744.445,229.581,1172.519,804.850,353.585,0.001,9.865,158.138,141.933,0.169,57.622,263.753,0.001,113.816,17.953,66.512,1467.600,557.571
1990-01-15,6,1990-07-15,34.996,412.469,,784.716,382.184,387.922,310.670,438.329,5.955,0.000,615.331,753.285,769.868,345.671,469.117,421.008,267.984,586.037,424.905,159.698,0.000,398.013,562.408,355.725,0.063,506.826,850.522,0.000,982.670,177.349,707.386,534.546,175.871
1990-02-15,1,1990-03-15,17.397,218.142,,8.424,8.424,8.424,172.202,372.326,12.526,8.424,8.792,316.077,8.424,72.191,2652.710,26.333,8.424,8.424,94.985,2537.611,8.424,69.999,8.424,10.001,8.424,11.353,44.087,8.424,8.424,9.354,12.677,11.523,8.424
1990-02-15,2,1990-04-15,321.083,193.524,,13.149,11.526,648.649,84.230,161.637,91.016,3.130,7.937,110.864,66.798,43.749,1193.946,16.800,178.316,648.691,54.180,1018.924,3.130,41.672,3.130,12.205,3.130,10.017,153.851,3.130,1190.979,4.013,17.873,5.922,3.130
1990-02-15,3,1990-05-15,159.676,266.414,,203.006,1101.643,473.388,385.722,76.445,52.769,1.163,10.315,41.329,1863.031,44.276,897.852,66.720,98.648,681.516,20.132,901.918,1.163,15.485,1.298,44.114,1.163,177.130,224.300,1.163,263.417,25.643,162.095,154.405,1.163
1990-02-15,4,1990-06-15,81.651,338.406,,462.017,624.088,353.966,184.445,137.070,19.608,0.432,41.087,181.495,722.183,793.476,392.838,690.710,230.012,1176.114,949.224,354.936,0.432,22.753,121.055,151.053,0.432,82.963,203.208,0.432,117.345,17.916,89.412,1464.236,567.230
1990-02-15,5,1990-07-15,34.996,419.604,,785.159,382.344,384.035,328.924,468.740,8.324,0.161,692.155,778.958,771.547,344.388,469.718,407.857,268.145,587.168,441.758,160.203,0.161,426.694,540.140,362.120,0.161,546.615,804.719,0.161,985.944,169.604,760.935,534.201,177.074
1990-02-15,6,1990-08-15,13.482,400.548,,544.323,530.568,386.491,180.770,157.621,4.103,33.942,185.015,326.326,482.946,729.450,383.810,694.024,222.779,284.411,310.805,304.352,17.777,249.452,585.814,321.892,687.102,236.499,256.381,635.622,533.062,1671.471,547.031,291.709,220.892
1990-03-15,1,1990-04-15,321.083,168.503,,83.179,66.760,871.263,10.767,13.334,171.459,10.767,42.871,10.767,165.878,10.767,419.098,10.767,341.514,845.400,10.767,228.009,10.767,10.767,10.799,58.241,10.767,25.302,98.891,10.767,1395.632,10.767,68.719,10.767,19.533
1990-03-15,2,1990-05-15,159.676,263.920,,332.139,1292.099,517.667,207.087,6.379,80.998,4.001,46.580,4.001,1972.459,4.516,569.387,45.751,152.810,717.973,4.001,626.361,4.001,4.001,30.585,113.809,4.001,238.567,188.584,4.001,276.866,46.518,254.942,156.043,11.483
