fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020
1990-01-15,1,1990-02-15,184.235,128.825,,22.445,231.114,22.445,88.971,223.827,25.242,421.692,124.984,48.345,23.608,22.552,38.070,360.542,22.503,22.445,22.445,169.014,22.616,103.804,612.896,31.631,103.260,329.961,285.547,27.862,30.267,358.413,22.445,22.601,23.216
1990-01-15,2,1990-03-15,828.123,181.752,,8.402,216.668,19.096,74.423,301.323,40.619,130.893,868.242,27.735,254.031,84.500,757.027,773.054,8.397,14.898,8.340,644.255,8.505,46.701,179.954,15.705,44.743,230.185,329.811,12.506,26.172,285.019,23.798,8.491,9.057
1990-01-15,3,1990-04-15,1817.607,575.000,,2501.318,1751.790,56.699,41.765,130.673,793.478,50.679,1559.090,177.170,385.286,1351.839,2270.767,969.837,119.118,39.626,4.630,291.675,3.160,17.353,78.416,6.032,58.542,160.612,216.809,4.647,3191.791,765.262,46.442,202.144,3.366
1990-01-15,4,1990-05-15,397.242,467.530,,419.153,1089.697,1552.681,36.061,53.567,167.105,78.591,775.801,126.957,1199.823,1137.496,687.619,1016.543,61.163,744.552,2.594,127.347,6.698,26.488,195.521,9.662,30.735,371.957,309.532,45.325,622.052,1198.241,1068.563,538.321,326.057
1990-01-15,5,1990-06-15,168.475,402.044,,956.439,1047.645,481.866,139.763,74.208,62.604,125.918,1537.147,226.180,699.713,508.299,356.844,692.570,140.204,1281.612,229.408,48.025,52.313,17.354,98.346,74.460,14.442,156.153,202.882,375.332,795.705,451.596,220.416,226.074,767.792
1990-01-15,6,1990-07-15,100.427,351.076,,1023.963,534.706,256.113,184.434,529.323,23.557,199.363,741.369,348.430,419.301,259.321,994.362,290.284,144.034,292.747,128.719,18.301,364.778,6.448,639.637,161.753,8.127,241.103,685.534,248.730,473.469,248.148,380.888,477.109,208.214
1990-02-15,1,1990-03-15,828.123,243.433,,76.373,246.487,99.751,154.484,291.689,159.724,70.487,925.804,88.956,493.140,250.861,1068.568,658.236,70.810,111.984,74.551,872.632,74.278,73.955,76.417,71.758,70.487,174.231,294.026,82.692,140.846,215.324,165.489,73.667,75.283
1990-02-15,2,1990-04-15,1817.607,623.351,,2586.005,1785.814,136.245,80.438,126.573,966.707,28.137,1563.181,240.363,518.031,1566.245,2347.400,951.442,144.417,117.229,31.105,337.718,29.427,28.978,31.971,27.505,68.108,145.408,201.387,35.551,3440.198,710.356,152.794,271.270,30.536
1990-02-15,3,1990-05-15,397.242,489.044,,432.189,1093.313,1667.723,59.363,52.340,193.807,69.034,777.186,155.114,1255.181,1176.820,702.676,1010.000,71.272,885.275,12.432,143.670,17.947,30.807,123.436,17.641,34.290,378.737,297.925,56.808,647.012,1177.244,1207.467,577.107,347.508
1990-02-15,4,1990-06-15,168.475,409.941,,961.438,1048.673,500.517,189.358,79.704,72.686,122.398,1537.590,245.402,714.634,519.842,362.259,690.073,145.730,1308.560,233.064,54.745,74.252,18.959,74.503,81.929,15.763,156.574,200.011,379.599,804.451,445.450,243.851,236.611,779.615
