fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020
1990-01-15,1,1990-02-15,1079.361,145.292,,34.860,219.367,251.657,39.719,73.369,34.912,96.280,50.358,115.227,59.667,50.726,74.768,1089.011,34.860,34.860,72.796,86.028,131.965,35.075,582.516,73.770,83.431,240.843,353.013,34.860,60.429,234.188,34.860,40.485,34.860
1990-01-15,2,1990-03-15,1008.892,171.270,,12.960,184.968,90.975,386.919,59.004,26.060,53.929,114.735,113.768,32.905,404.327,1381.925,235.928,12.953,26.572,39.909,852.030,77.058,54.179,188.960,40.083,41.802,104.867,225.869,12.953,112.344,175.633,42.499,18.152,13.826
1990-01-15,3,1990-04-15,1160.145,432.672,,77.013,524.590,71.670,127.008,44.692,794.449,25.770,1288.303,69.465,1003.904,184.281,2220.938,156.304,405.039,1596.045,14.861,388.829,32.502,33.223,80.318,16.618,32.175,292.077,318.888,4.813,2819.715,119.877,191.399,7.674,37.714
1990-01-15,4,1990-05-15,549.335,550.841,,1191.448,835.072,1110.998,131.258,42.924,180.176,37.371,778.444,32.362,2092.981,616.277,927.604,1628.252,601.544,2339.066,5.541,1323.750,55.706,12.521,37.072,212.402,18.904,822.405,202.387,23.025,446.090,414.098,214.724,101.962,88.872
1990-01-15,5,1990-06-15,216.064,602.382,,1070.214,1096.952,511.686,194.438,405.105,66.985,230.598,1363.812,1140.034,1142.051,923.058,557.555,990.520,592.856,2214.729,454.069,550.632,41.826,6.810,43.595,530.539,52.880,278.417,240.309,23.288,314.025,168.726,296.037,1415.429,1154.295
1990-01-15,6,1990-07-15,89.199,608.671,,1690.232,816.084,654.031,1330.161,1793.656,30.125,132.783,1392.135,417.688,852.428,621.648,957.220,322.515,402.377,392.167,233.519,214.428,90.108,24.786,492.009,437.154,108.918,611.389,982.743,16.869,714.961,157.734,1438.117,694.494,237.664
1990-02-15,1,1990-03-15,1008.892,421.311,,227.976,410.128,216.218,842.566,331.117,321.169,230.242,481.498,399.261,245.277,879.246,1923.387,242.237,208.200,312.893,222.805,1333.851,268.248,361.262,248.384,208.200,213.111,249.863,379.027,208.200,473.817,381.220,343.333,219.310,257.295
1990-02-15,2,1990-04-15,1160.145,551.894,,170.475,702.928,124.109,238.170,179.921,1018.023,103.021,1561.698,190.799,1180.939,316.020,2330.459,164.073,482.211,1834.579,90.172,504.154,115.975,149.159,105.363,79.087,98.336,404.718,409.683,77.362,3087.906,221.013,370.906,87.326,158.237
1990-02-15,3,1990-05-15,549.335,597.702,,1256.969,895.514,1136.492,186.698,119.511,236.787,68.847,842.057,82.962,2138.585,704.442,957.927,1645.445,633.432,2397.478,33.525,1385.737,86.723,55.600,46.379,235.614,43.488,885.893,237.688,49.982,497.180,496.686,291.338,133.485,148.596
1990-02-15,4,1990-06-15,216.064,626.527,,1091.109,1116.253,519.958,233.613,509.662,88.816,268.964,1385.841,1205.601,1156.726,949.866,568.579,992.854,603.920,2234.095,464.467,568.096,53.351,22.817,47.053,539.164,62.015,297.899,258.503,33.305,333.127,201.725,336.703,1439.933,1211.800
1990-02-15,5,1990-07-15,89.199,617.887,,1697.137,822.964,657.080,1357.525,1824.981,40.642,145.094,1400.083,427.880,857.852,630.978,961.313,323.251,406.503,399.301,237.383,220.684,94.390,30.734,493.294,440.358,112.312,619.283,989.896,20.591,722.142,178.934,1474.141,700.236,249.635
1990-02-15,6,1990-08-15,47.850,573.197,,350.054,383.882,690.071,731.341,315.042,215.341,657.753,701.996,350.087,481.023,421.479,1100.755,594.054,258.340,272.414,1434.247,488.688,102.988,145.694,253.032,450.991,293.448,504.434,325.958,1879.928,578.942,1198.685,939.387,919.700,156.155
1990-03-15,1,1990-04-15,1160.145,773.705,,529.080,953.313,453.987,252.249,373.104,1409.200,350.702,1719.770,393.522,1643.585,330.797,2180.826,455.834,973.726,2250.450,271.357,554.814,252.237,252.237,252.237,315.830,358.911,786.473,648.702,252.237,3247.695,402.617,634.747,282.406,428.509
1990-03-15,2,1990-05-15,549.335,704.814,,1479.118,966.573,1396.388,225.698,239.610,294.736,246.996,874.675,181.461,2230.747,713.488,932.852,1874.905,793.586,2461.731,109.127,1431.198,138.170,93.901,115.246,489.914,158.086,1030.043,316.997,114.962,524.210,630.504,399.176,365.431,314.883
1990-03-15,3,1990-06-15,216.064,674.871,,1145.889,1138.314,578.675,261.960,596.725,111.178,414.333,1397.129,1343.951,1184.280,952.517,560.033,1040.585,653.777,2253.643,492.559,575.239,72.718,37.080,93.923,631.081,146.578,339.037,295.797,57.450,343.265,243.232,387.759,1570.235,1327.188
1990-03-15,4,1990-07-15,89.199,635.439,,1716.331,830.732,678.609,1371.070,1851.139,53.830,195.369,1404.154,450.216,867.989,631.905,958.156,339.962,424.480,406.463,247.821,222.950,101.922,39.301,524.944,473.056,174.610,635.492,1004.867,29.563,725.941,196.953,1495.406,732.305,277.636
1990-03-15,5,1990-08-15,47.850,581.410,,357.146,386.754,697.993,735.369,323.940,230.166,682.832,703.506,358.366,484.787,421.823,1099.587,600.295,265.015,275.076,1438.126,489.908,105.868,152.741,262.161,465.390,335.583,510.321,331.119,1896.980,580.346,1206.131,946.509,931.426,167.024
1990-03-15,6,1990-09-15,162.462,586.237,,403.194,397.932,259.663,585.797,184.867,1144.409,253.291,355.090,225.389,1318.098,759.161,493.815,1168.389,457.860,764.720,312.092,381.612,53.859,110.338,285.128,173.218,136.383,1514.363,941.228,680.213,496.474,1672.080,654.404,643.184,760.862
1990-04-15,1,1990-05-15,549.335,878.230,,1617.657,998.606,1613.760,701.579,466.650,278.247,486.217,824.616,329.442,2160.034,997.418,853.456,2089.654,865.460,2360.640,288.835,1842.554,542.925,366.340,457.514,748.817,316.444,1117.994,404.967,550.828,411.578,873.330,522.719,740.240,518.393
1990-04-15,2,1990-06-15,216.064,746.563,,1178.697,1146.550,622.009,440.941,723.200,104.181,535.858,1381.911,1472.470,1171.842,1026.307,536.983,1082.804,669.820,2233.342,643.102,635.176,232.091,203.787,266.162,723.755,249.524,358.123,341.148,245.644,296.927,305.367,439.872,1701.687,1427.623
1990-04-15,3,1990-07-15,89.199,666.576,,1727.831,833.352,694.439,1443.406,1890.094,49.120,235.729,1398.940,478.793,863.564,657.175,949.734,354.759,429.805,399.335,294.932,242.141,204.513,167.006,629.132,508.220,225.829,643.400,1023.015,131.082,707.071,223.441,1515.680,771.172,304.576
1990-04-15,4,1990-08-15,47.850,598.191,,361.396,387.727,703.811,759.458,337.546,224.919,700.347,701.580,368.977,483.148,431.169,1096.513,605.822,266.996,272.423,1459.852,499.745,154.247,240.709,294.934,479.359,359.861,513.139,337.262,2037.519,573.676,1217.128,953.416,945.748,177.301
1990-04-15,5,1990-09-15,162.462,591.700,,404.773,398.293,261.819,594.712,189.934,1141.988,259.341,354.374,229.339,1317.489,762.637,492.675,1170.441,458.613,763.733,318.899,384.951,73.545,149.858,297.807,178.640,145.101,1515.411,943.535,702.899,494.003,1675.892,656.960,648.496,764.852
1990-04-15,6,1990-10-15,216.397,476.711,,833.263,276.097,166.091,549.577,210.153,261.363,388.122,156.538,105.958,410.183,1260.446,580.539,364.629,355.816,551.339,326.606,1271.937,27.612,331.606,122.139,80.469,187.320,368.211,897.070,692.390,296.073,877.216,381.285,1761.136,210.140
1990-05-15,1,1990-06-15,216.064,739.697,,1036.750,1063.200,483.760,410.039,760.969,261.038,584.704,1308.746,1623.173,983.965,914.097,475.248,911.434,591.676,2042.517,1165.237,553.930,275.438,315.223,304.203,689.627,385.316,270.244,391.991,252.256,332.502,246.983,448.464,1641.522,1466.663
1990-05-15,2,1990-07-15,89.199,666.777,,1687.093,806.847,644.861,1430.991,1900.445,159.858,248.537,1380.308,510.340,811.488,627.966,926.949,305.522,404.501,350.647,395.935,207.179,261.009,224.393,652.598,504.436,283.605,599.090,1041.932,138.463,720.018,192.328,1519.772,757.230,308.964
1990-05-15,3,1990-08-15,47.850,600.847,,346.683,378.263,686.106,755.130,341.073,307.817,707.074,694.869,380.695,464.249,420.581,1088.459,587.022,257.657,254.052,1508.568,490.294,181.481,266.210,305.478,478.860,384.120,498.332,343.958,2043.627,578.556,1201.613,954.734,940.653,179.182
1990-05-15,4,1990-09-15,162.462,592.823,,399.295,394.760,255.302,593.110,191.248,1178.787,261.472,351.883,233.702,1310.453,758.683,489.703,1163.495,455.002,756.805,333.600,381.008,84.606,159.762,302.521,178.675,153.936,1509.889,946.042,704.314,495.817,1671.031,657.446,646.611,765.718
1990-05-15,5,1990-10-15,216.397,477.080,,831.227,274.784,163.659,548.981,210.644,272.312,388.975,155.612,107.582,407.576,1258.980,579.435,362.061,354.481,548.782,332.150,1270.505,31.740,335.813,124.210,80.480,190.775,366.189,897.999,692.912,296.748,875.458,381.465,1760.436,210.425
1990-05-15,6,1990-11-15,447.485,265.012,,462.441,125.987,205.313,203.187,119.072,124.533,413.611,60.051,40.447,174.203,789.783,336.435,436.462,230.431,201.512,245.351,315.461,11.808,792.471,46.154,34.696,86.267,449.731,688.324,234.884,199.341,267.225,258.295,313.310,83.583
1990-06-15,1,1990-07-15,89.199,457.705,,1328.333,518.462,426.499,1209.296,1579.458,94.564,93.200,1010.846,186.598,492.702,333.542,684.902,87.045,200.901,84.001,157.581,82.267,255.558,122.118,527.198,270.196,152.901,475.525,826.221,99.026,533.276,142.971,1269.563,404.162,82.230
1990-06-15,2,1990-08-15,47.850,522.042,,270.845,296.107,619.488,711.444,277.881,239.051,582.307,606.470,249.460,371.486,323.412,1028.667,424.660,173.991,97.105,1394.677,379.354,181.539,209.104,277.822,395.219,317.243,466.128,299.369,1987.501,532.631,1165.352,906.383,826.762,49.809
1990-06-15,3,1990-09-15,162.462,561.706,,369.435,363.252,232.377,577.445,166.952,1148.314,227.762,319.721,183.629,1274.796,720.627,469.319,1107.986,416.658,666.588,298.721,346.534,85.384,137.802,292.060,148.617,131.378,1497.664,927.824,695.055,479.383,1661.480,640.351,606.913,657.140
1990-06-15,4,1990-10-15,216.397,466.070,,819.947,263.035,154.862,543.157,201.127,263.616,374.045,143.644,88.596,394.919,1245.122,571.804,343.991,340.361,519.904,318.985,1256.999,32.069,325.750,120.473,69.093,180.914,362.010,891.513,689.538,290.669,872.135,375.133,1745.668,183.025
1990-06-15,5,1990-11-15,447.485,260.902,,458.313,121.619,201.885,201.034,115.499,121.198,407.844,55.599,33.340,169.501,784.732,333.605,429.564,225.074,191.345,240.446,310.797,11.931,788.334,44.765,30.418,82.611,448.150,685.935,233.662,197.054,266.000,255.936,307.875,73.007
1990-06-15,6,1990-12-15,450.536,212.909,,297.290,91.602,262.813,102.481,50.939,50.516,1522.767,136.376,12.388,92.555,247.691,663.265,166.995,102.132,76.291,173.076,183.438,4.442,284.518,16.634,11.303,87.517,184.569,641.323,281.762,143.840,99.307,249.590,122.699,27.150
1990-07-15,1,1990-08-15,47.850,394.681,,39.490,96.946,398.327,394.653,40.495,218.844,646.219,307.940,145.421,166.221,157.856,741.983,428.199,88.834,127.023,1293.256,434.314,117.577,162.971,104.363,264.668,259.602,247.481,74.412,1958.278,290.729,1074.825,572.221,592.607,
1990-07-15,2,1990-09-15,162.462,500.217,,211.508,254.025,168.927,472.456,39.846,1136.964,236.814,221.283,136.695,1176.385,633.868,394.486,1108.395,361.860,694.808,279.504,363.504,63.078,119.798,210.999,110.224,113.304,1404.155,781.494,691.285,393.822,1641.165,541.722,543.913,
1990-07-15,3,1990-10-15,216.397,453.155,,746.966,220.328,127.689,504.397,120.396,260.914,380.050,106.387,69.831,365.714,1215.212,542.653,344.210,320.979,527.430,311.411,1264.132,23.958,315.842,91.554,53.337,172.402,334.817,846.598,688.142,259.467,865.507,339.141,1722.034,
1990-07-15,4,1990-11-15,447.485,258.882,,434.818,105.650,189.483,187.071,82.143,120.139,410.294,41.607,26.241,158.651,774.630,322.861,429.622,217.624,193.859,237.616,313.093,8.917,784.302,34.019,24.205,79.521,437.471,670.094,233.167,184.912,263.573,242.304,299.698,
1990-07-15,5,1990-12-15,450.536,216.092,,288.435,85.668,257.702,97.279,37.361,50.111,1523.843,131.177,9.751,88.523,244.014,659.082,167.015,99.314,77.225,172.012,184.298,3.322,283.208,12.641,8.994,86.369,180.662,635.403,281.576,139.169,98.404,244.452,119.652,
1990-07-15,6,1991-01-15,164.073,180.355,,125.140,130.091,165.332,46.762,16.760,18.686,658.526,111.205,3.623,95.173,391.054,202.853,68.058,36.903,332.511,83.787,78.898,1.473,120.649,4.697,3.342,47.190,852.828,489.342,118.601,111.147,93.458,773.136,49.074,
1990-08-15,1,1990-09-15,162.462,312.984,,195.692,147.289,24.400,218.515,49.080,902.904,36.231,50.387,47.077,926.304,464.507,120.658,781.029,281.436,564.054,26.088,79.871,23.903,39.705,115.817,23.413,24.333,1153.192,686.748,274.788,166.408,1186.821,240.673,225.205,
1990-08-15,2,1990-10-15,216.397,374.508,,731.176,167.535,31.747,389.229,130.478,216.093,215.149,29.930,27.310,323.666,1157.590,394.233,275.416,290.801,490.421,93.926,1096.781,9.318,248.948,59.770,11.048,92.061,289.635,823.927,526.959,167.194,768.743,226.855,1574.787,
1990-08-15,3,1990-11-15,447.485,228.055,,430.835,85.276,115.394,151.064,85.127,101.453,334.064,12.593,10.191,143.079,757.852,267.391,399.548,205.444,181.941,134.633,269.439,3.477,754.068,22.209,5.260,50.583,416.492,662.730,181.921,142.652,231.166,194.422,263.303,
1990-08-15,4,1990-12-15,450.536,203.426,,286.858,78.098,220.938,83.761,38.382,42.744,1486.869,120.396,3.787,82.736,238.205,630.890,156.294,94.643,72.797,126.394,167.477,1.301,274.284,8.252,1.955,75.616,173.303,632.620,261.971,121.518,86.324,225.080,105.863,
1990-08-15,5,1991-01-15,164.073,175.625,,124.545,127.278,148.431,41.739,17.139,15.949,647.560,107.199,1.407,93.023,388.895,193.936,64.036,35.167,330.865,65.733,72.599,0.722,117.294,3.066,0.726,43.194,850.033,488.318,111.227,104.327,88.969,765.795,43.950,
1990-08-15,6,1991-02-15,60.966,180.526,,231.662,282.271,75.251,54.018,7.949,67.346,260.213,134.138,25.330,66.732,190.033,1126.249,26.407,13.067,165.781,75.592,124.081,0.627,591.521,40.049,48.840,222.083,602.674,189.106,66.898,250.504,50.686,228.129,18.009,
