fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020
1990-01-15,1,1990-02-15,265.780,32.906,,8.998,9.492,9.002,8.998,38.357,18.073,10.395,10.239,12.623,8.998,12.018,8.998,123.501,8.998,8.998,8.998,68.700,8.998,8.998,68.575,8.998,176.604,10.839,115.522,8.998,116.180,58.362,8.998,11.567,9.157
1990-01-15,2,1990-03-15,725.783,83.922,,3.581,62.659,3.992,3.350,63.700,9.440,4.595,528.871,6.655,16.003,135.417,277.439,384.347,3.343,132.880,3.343,577.298,3.343,3.343,32.528,3.343,59.984,4.951,72.539,3.343,47.451,56.721,3.343,5.506,4.347
1990-01-15,3,1990-04-15,653.834,194.719,,274.248,521.572,19.433,1.249,36.150,134.352,1.707,498.518,3.059,20.756,243.082,856.261,820.449,36.425,154.197,1.242,265.904,1.242,1.242,14.391,1.242,22.289,1.840,154.155,1.242,1550.429,198.826,1.945,2.046,2.086
1990-01-15,4,1990-05-15,148.506,176.814,,152.382,309.651,589.615,0.464,15.267,50.594,0.634,301.381,1.369,613.428,126.736,229.177,509.700,19.561,761.723,0.462,94.896,0.462,0.462,5.347,0.462,8.282,9.911,144.840,2.818,188.287,558.498,582.015,7.740,18.265
1990-01-15,5,1990-06-15,60.465,149.206,,433.073,200.830,121.059,0.172,5.673,18.800,0.242,551.594,278.527,371.543,242.202,104.402,209.615,8.300,970.988,39.454,53.258,0.172,0.172,1.987,0.172,3.077,7.193,102.443,6.501,222.148,137.076,122.120,156.372,107.008
1990-01-15,6,1990-07-15,22.467,97.709,,307.962,105.863,88.302,17.362,15.372,6.986,0.094,180.233,174.397,198.992,98.519,290.696,91.411,3.645,194.660,20.074,26.097,0.064,0.064,0.738,0.064,1.143,2.673,479.967,4.194,177.770,84.551,188.477,124.247,46.658
1990-02-15,1,1990-03-15,725.783,211.946,,106.300,301.793,115.636,97.546,200.215,99.556,72.402,886.627,103.969,187.907,415.165,599.851,502.634,76.635,416.569,72.891,892.010,72.402,72.412,98.956,73.958,72.402,90.505,137.035,72.402,84.136,151.535,89.526,86.667,108.735
1990-02-15,2,1990-04-15,653.834,263.871,,460.538,680.375,135.322,44.713,94.397,301.426,26.903,563.937,53.796,136.994,354.459,954.287,852.444,91.026,257.873,27.371,321.560,26.903,26.912,45.425,28.300,26.903,40.270,213.839,26.903,1702.893,283.820,41.570,39.806,55.165
1990-02-15,3,1990-05-15,148.506,211.531,,196.005,344.603,735.293,16.614,41.729,86.860,9.997,319.054,22.934,740.539,160.707,249.349,516.956,41.726,807.360,10.170,109.145,9.997,10.000,16.879,10.516,9.997,33.206,168.188,12.353,198.573,591.303,722.495,61.752,91.640
1990-02-15,4,1990-06-15,60.465,168.233,,452.103,212.800,144.926,6.173,15.505,32.275,3.721,558.010,422.996,395.638,257.472,111.829,212.101,18.012,983.546,45.206,62.392,3.714,3.716,6.272,3.907,3.714,17.389,111.478,10.044,226.345,145.712,135.765,254.540,189.699
