fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020
1990-01-15,1,1990-02-15,0.124,5.326,,0.124,0.124,66.967,0.124,0.124,0.124,0.124,0.124,0.124,0.124,0.422,0.124,0.124,0.124,0.124,0.124,0.124,0.124,0.124,1.278,0.124,0.124,0.124,87.875,0.124,0.124,0.124,0.124,0.124,0.124
1990-01-15,2,1990-03-15,0.046,30.500,,0.046,0.046,30.135,0.046,0.046,0.046,0.046,0.046,0.046,0.046,74.036,610.127,0.046,0.046,0.046,0.046,149.814,0.046,0.046,1.095,0.046,0.046,0.046,47.955,0.046,0.046,0.046,0.769,0.046,0.046
1990-01-15,3,1990-04-15,14.974,32.493,,0.017,0.017,353.748,0.017,0.017,0.960,0.017,0.017,0.017,19.803,34.321,124.935,0.017,43.618,5.416,0.017,266.680,0.017,0.017,0.407,0.017,0.017,0.336,56.509,0.017,67.082,0.017,0.692,0.017,0.017
1990-01-15,4,1990-05-15,19.907,49.167,,0.006,1.713,159.931,47.048,0.006,0.875,0.006,0.310,0.006,586.034,27.053,303.946,0.006,22.665,39.816,0.006,158.118,0.006,0.006,0.151,0.006,0.006,4.000,40.441,0.006,53.162,7.379,3.464,18.825,0.006
1990-01-15,5,1990-06-15,17.710,71.788,,28.007,156.065,125.267,51.765,10.260,0.325,0.002,0.346,0.002,306.135,300.281,105.507,27.362,63.288,277.435,105.782,105.193,0.002,0.002,0.056,0.002,0.002,3.045,61.053,0.002,26.509,5.255,9.551,161.999,223.130
1990-01-15,6,1990-07-15,10.124,116.731,,304.474,96.986,113.770,185.788,22.967,3.469,0.001,32.658,25.506,298.171,225.932,168.265,98.067,71.817,305.922,141.778,53.373,0.001,30.765,43.631,7.988,0.001,1.553,183.157,0.001,380.238,151.587,263.842,218.273,71.958
1990-02-15,1,1990-03-15,0.046,29.858,,0.046,0.046,0.046,0.046,0.196,0.046,0.046,0.813,1.188,0.046,55.354,678.853,0.046,0.046,0.046,2.449,150.355,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.225,0.046,5.336,0.046,0.046
1990-02-15,2,1990-04-15,14.974,29.517,,0.017,0.017,245.767,0.243,2.265,0.960,0.017,3.565,1.056,31.875,27.456,129.346,0.017,43.618,14.332,2.052,266.570,0.017,0.017,0.017,0.017,0.017,0.336,0.189,0.017,110.624,0.017,5.033,0.017,0.017
1990-02-15,3,1990-05-15,19.907,50.755,,0.006,1.713,139.652,81.470,2.905,0.875,0.006,7.541,0.392,608.132,20.249,306.483,0.006,22.665,59.056,0.762,158.105,0.006,0.006,0.006,0.006,0.006,4.000,0.173,0.006,69.942,7.379,12.260,18.825,0.006
1990-02-15,4,1990-06-15,17.710,73.668,,28.007,156.065,118.010,68.505,28.642,0.325,0.002,6.575,0.148,308.858,290.310,106.190,27.362,63.288,290.407,158.766,105.187,0.002,0.002,0.002,0.002,0.002,3.045,6.220,0.002,33.609,5.255,20.125,161.999,223.130
1990-02-15,5,1990-07-15,10.124,118.768,,304.474,96.986,111.041,195.194,41.922,3.469,0.001,57.992,60.659,299.108,223.890,168.527,98.067,71.817,309.229,153.845,53.370,0.001,30.765,43.611,7.988,0.001,1.553,97.674,0.001,387.299,151.587,302.731,218.273,71.958
1990-02-15,6,1990-08-15,4.113,114.940,,205.573,134.923,71.362,83.647,24.286,3.855,38.749,28.236,165.352,298.305,264.428,136.101,109.865,97.600,139.401,82.113,105.374,2.151,30.904,73.295,11.352,33.150,0.822,68.853,63.329,199.297,502.900,257.673,134.645,80.659
