fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,perc_50,ens_1985,ens_1986,ens_1987,ens_1988,ens_1989,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020,ens_2021,ens_2022,ens_2023,ens_2024,ens_2025
1985-01-15,1,1985-02-15,8.849,27.746,8.849,,8.849,9.471,8.849,8.849,19.175,8.849,8.849,9.929,8.849,8.849,8.849,8.849,8.849,9.193,8.849,8.849,8.849,86.485,8.849,8.849,8.849,9.871,8.849,16.85,440.373,8.849,23.548,8.849,167.169,8.849,10.85,8.849,8.849,13.077,8.849,8.849,10.309,8.849,8.849,53.457
1985-01-15,2,1985-03-15,4.545,80.212,4.1645,,3.288,6.909,234.682,3.288,40.218,3.288,3.288,4.277,3.288,13.557,3.288,3.288,3.288,26.612,3.288,7.174,156.538,111.735,3.288,3.288,4.476,1460.614,3.288,26.75,117.264,3.288,17.616,4.052,143.649,3.288,5.023,3.288,3.288,8.727,3.288,3.431,4.659,3.288,651.8,99.534
1985-01-15,3,1985-04-15,7.943,52.084,5.2524999999999995,,3.03,4.158,62.695,1.222,228.66,28.149,6.202,51.883,1.222,12.61,14.961,1.222,1.222,16.627,3.874,4.281,269.986,65.992,57.048,12.042,2.3,252.788,1.222,15.865,52.619,1.222,8.139,1.933,119.137,1.222,368.824,1.222,1.284,4.294,1.222,4.303,1.783,1.222,347.636,48.056
1985-01-15,4,1985-05-15,76.617,58.568,6.475,,3.9,1.545,23.296,0.454,85.267,93.935,8.928,77.823,0.454,6.772,9.481,0.454,0.454,6.178,441.406,1.591,259.243,121.254,30.157,41.973,0.854,376.34,0.454,5.895,32.511,0.454,3.024,0.718,111.248,0.454,78.883,0.454,33.318,1.948,0.454,44.494,0.67,0.506,156.716,278.766
1985-01-15,5,1985-06-15,266.398,57.075,27.235,,32.382,0.574,8.656,0.169,37.28,357.784,45.542,105.883,0.169,32.789,3.523,0.169,0.169,2.296,182.136,25.159,93.559,125.9,30.436,278.564,202.1,114.918,0.169,2.19,62.765,0.38,1.124,0.267,90.154,0.169,29.311,0.169,19.249,140.983,0.169,90.959,0.249,0.22,71.004,93.308
1985-01-15,6,1985-07-15,159.747,65.902,32.941,,47.852,10.753,3.216,0.063,13.853,388.562,95.991,61.999,6.872,41.891,1.309,0.063,39.405,41.178,254.497,19.135,200.382,88.079,26.674,143.495,85.191,46.298,0.063,5.294,167.439,30.772,0.418,0.099,303.629,0.063,35.11,0.063,127.165,86.539,0.063,114.481,0.092,0.853,27.911,119.285
1985-02-15,1,1985-03-15,4.545,65.293,3.288,,3.288,4.85,234.682,3.288,3.415,3.288,3.288,3.288,3.288,13.557,3.288,3.288,3.288,13.135,3.288,7.174,156.538,8.051,3.288,3.288,4.476,1411.933,3.288,3.883,3.288,3.288,3.288,4.052,3.424,3.288,3.288,3.288,3.288,3.288,3.288,3.431,3.288,3.288,651.8,8.397
1985-02-15,2,1985-04-15,7.943,39.908,3.0025,,3.03,2.638,62.695,1.222,66.101,28.149,6.202,35.856,1.222,12.61,14.961,1.222,1.222,8.643,3.874,4.281,269.986,4.845,57.048,12.042,2.3,250.287,1.222,1.786,1.222,1.222,1.222,1.933,2.975,1.222,368.179,1.222,1.284,1.222,1.222,4.303,1.222,1.222,347.636,5.561
1985-02-15,3,1985-05-15,76.617,46.922,3.5555,,3.9,0.98,23.296,0.454,33.563,93.935,8.928,62.605,0.454,6.772,9.481,0.454,0.454,3.211,441.406,1.591,259.243,15.844,30.157,41.973,0.854,375.382,0.454,0.664,0.454,0.454,0.454,0.718,6.655,0.454,78.643,0.454,33.318,0.454,0.454,44.494,0.454,0.506,156.716,136.14
1985-02-15,4,1985-06-15,266.398,48.937,14.298,,32.382,0.364,8.656,0.169,13.831,357.784,45.542,94.879,0.169,32.789,3.523,0.169,0.169,1.193,182.136,25.159,93.559,40.989,30.436,278.564,202.1,114.642,0.169,0.247,0.169,0.38,0.169,0.267,14.765,0.169,29.222,0.169,19.249,113.313,0.169,90.959,0.169,0.22,71.004,57.487
1985-02-15,5,1985-07-15,159.747,57.875,28.433500000000002,,47.852,10.675,3.216,0.063,5.139,388.562,95.991,57.386,6.872,41.891,1.309,0.063,39.405,22.99,254.497,19.135,200.382,40.226,26.674,143.495,85.191,46.192,0.063,2.095,28.956,30.772,0.063,0.099,235.908,0.063,35.077,0.063,127.165,79.017,0.063,114.481,0.063,0.853,27.911,95.075
1985-02-15,6,1985-08-15,160.249,81.035,49.667500000000004,,386.987,49.832,1.195,0.023,1.91,205.722,168.089,135.678,5.126,22.349,0.746,19.516,23.866,50.639,134.545,258.764,82.927,251.555,16.449,182.416,45.046,52.817,0.023,6.665,53.721,30.819,155.937,0.037,70.005,43.607,49.503,194.885,166.219,53.249,0.023,68.934,0.023,2.95,16.766,231.82
