fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,perc_50,ens_1985,ens_1986,ens_1987,ens_1988,ens_1989,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020,ens_2021,ens_2022,ens_2023,ens_2024,ens_2025
1985-01-15,1,1985-02-15,10.994,86.494,14.1665,,10.994,12.937,10.994,10.994,442.475,10.994,15.652,11.001,12.499,21.129,10.994,17.666,12.228,59.276,10.994,13.668,14.665,466.839,10.994,12.504,10.994,72.706,11.167,16.936,1251.707,23.245,169.342,48.975,279.561,10.994,35.801,195.624,10.994,12.238,10.994,16.914,22.552,10.994,17.976,40.556
1985-01-15,2,1985-03-15,158.425,125.943,17.752000000000002,,10.012,7.046,36.188,4.085,1151.02,4.085,8.077,4.092,124.508,30.575,4.085,9.466,19.865,37.902,4.085,121.322,1146.095,176.8,4.085,5.487,4.085,909.681,4.253,26.52,214.977,12.978,68.737,34.957,190.297,4.085,23.487,112.709,4.085,5.21,4.085,8.969,18.866,16.638,439.529,24.705
1985-01-15,3,1985-04-15,224.401,309.485,39.599500000000006,,195.851,15.848,21.446,3.921,1042.286,39.859,158.407,23.22,59.649,78.882,720.197,3.517,888.389,17.548,743.647,125.84,2265.437,247.472,244.153,1172.831,1.518,377.682,1.58,14.68,91.308,13.271,33.817,29.053,372.916,1.518,2345.25,64.998,37.935,1.936,1.518,38.747,39.34,10.71,823.367,9.875
1985-01-15,4,1985-05-15,331.132,452.632,155.9455,,1152.544,22.679,7.969,2.6,407.908,751.123,604.572,686.102,50.287,60.213,167.011,30.387,746.744,6.592,1680.534,592.567,1217.953,1773.493,247.658,2160.181,0.564,1289.433,0.587,5.455,33.928,147.139,23.512,554.921,273.393,0.653,393.864,665.854,164.752,8.372,0.564,53.148,69.898,3.979,2001.874,44.29
1985-01-15,5,1985-06-15,621.524,413.707,214.486,,637.6,12.657,2.961,0.966,172.64,851.968,1340.091,365.415,73.576,279.634,62.181,212.806,1178.919,493.44,1163.23,1161.486,537.29,811.779,418.135,1781.285,160.011,430.217,0.218,2.027,65.103,455.399,156.836,178.664,196.769,1.543,357.911,216.166,181.868,1173.554,123.909,692.876,56.418,11.854,449.594,79.282
1985-01-15,6,1985-07-15,455.408,454.772,421.794,,413.595,204.702,46.691,0.359,65.306,1355.936,571.543,377.235,1029.109,997.964,23.172,112.643,1101.102,658.773,920.21,558.975,860.736,306.419,238.082,377.781,99.547,178.843,25.66,0.753,601.479,625.951,178.154,459.082,1197.2,1.737,548.173,139.401,1094.814,514.926,56.626,592.429,580.431,429.993,190.126,455.239
1985-02-15,1,1985-03-15,158.425,81.647,4.2285,,10.012,5.358,36.188,4.085,407.616,4.085,4.093,4.085,118.891,18.345,4.085,4.085,12.851,6.062,4.085,114.632,1098.2,4.315,4.085,4.142,4.085,841.693,4.085,21.562,4.085,4.085,4.085,7.754,11.509,4.085,8.378,4.113,4.085,4.085,4.085,4.085,9.286,16.638,429.784,5.034
1985-02-15,2,1985-04-15,224.401,282.475,30.972,,195.851,15.221,21.446,3.921,817.099,39.859,148.197,23.217,58.077,66.557,720.197,1.518,850.449,3.421,743.647,120.986,2258.67,32.156,244.153,1172.331,1.518,360.927,1.518,12.595,1.518,9.967,9.085,4.966,96.122,1.518,2324.034,2.277,37.935,1.518,1.518,31.728,30.216,10.71,819.959,2.392
1985-02-15,3,1985-05-15,331.132,422.049,130.79,,1152.544,22.446,7.969,2.6,349.688,751.123,587.582,686.101,48.627,53.042,167.011,29.644,741.423,1.342,1680.534,589.25,1216.66,1354.328,247.658,2159.996,0.564,1281.732,0.564,4.68,0.564,145.911,13.461,398.038,115.669,0.653,391.144,367.193,164.752,8.217,0.564,47.729,55.834,3.979,2000.783,30.38
1985-02-15,4,1985-06-15,621.524,400.622,196.86849999999998,,637.6,12.57,2.961,0.966,150.94,851.968,1335.626,365.415,72.512,247.509,62.181,211.869,1177.437,460.353,1163.23,1160.577,536.852,752.086,418.135,1781.216,160.011,427.848,0.21,1.739,27.066,454.942,103.033,144.667,105.641,1.543,356.81,143.435,181.868,1173.496,123.909,648.13,42.928,11.854,449.224,64.511
1985-02-15,5,1985-07-15,455.408,443.246,421.794,,413.595,204.67,46.691,0.359,57.06,1355.936,570.361,377.235,1028.273,970.467,23.172,112.209,1100.593,648.636,920.21,558.662,860.573,286.99,238.082,377.755,99.547,177.963,25.657,0.646,460.13,625.782,140.027,437.829,1118.419,1.737,547.728,101.002,1094.814,514.904,56.626,581.152,528.993,429.993,189.989,445.363
1985-02-15,6,1985-08-15,532.899,448.993,345.081,,780.313,564.904,116.799,35.244,24.416,337.882,384.893,352.28,563.081,219.788,22.879,283.617,560.427,290.075,488.645,547.372,896.769,663.596,151.76,231.313,619.963,316.806,130.11,48.424,337.006,772.328,842.999,288.129,252.869,1534.332,442.289,1386.329,914.069,694.484,34.09,305.626,314.413,313.815,423.105,472.478
1985-03-15,1,1985-04-15,224.401,444.038,194.208,,501.014,149.823,85.526,137.924,588.891,263.551,544.873,204.446,72.952,233.757,1318.132,79.894,1143.709,114.082,1353.877,119.366,1800.352,265.729,714.164,1821.161,75.154,224.144,72.952,72.952,72.952,133.766,183.97,160.581,364.104,72.952,2845.892,112.04,328.175,97.043,96.539,316.242,213.122,72.952,645.884,86.883
