fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,perc_50,ens_1985,ens_1986,ens_1987,ens_1988,ens_1989,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020,ens_2021,ens_2022,ens_2023,ens_2024,ens_2025
1985-01-15,1,1985-02-15,5.25,71.488,5.2765,,5.25,5.25,5.25,5.25,416.649,5.25,5.25,5.25,5.25,12.835,6.605,5.364,5.25,9.961,5.25,5.303,5.25,228.506,5.25,5.25,5.25,95.413,5.438,18.173,744.622,6.574,389.227,6.173,179.117,5.25,204.821,131.194,5.25,6.125,5.25,5.25,24.917,5.25,5.25,257.489
1985-01-15,2,1985-03-15,266.173,108.954,12.817,,13.207,28.101,5.786,1.951,945.174,1.951,47.915,2.049,1.951,22.082,3.238,2.062,354.442,6.197,7.589,143.065,493.675,314.841,1.951,154.094,1.951,600.32,2.133,12.427,242.703,3.217,107.543,2.837,79.441,1.951,72.306,97.085,1.951,2.788,1.951,1.951,158.093,63.839,259.281,93.085
1985-01-15,3,1985-04-15,330.432,233.646,61.116499999999995,,649.112,153.216,4.138,64.817,795.12,163.458,531.521,57.416,0.725,19.107,163.726,0.766,484.716,2.302,53.806,290.074,1044.019,919.511,215.425,270.635,0.725,397.991,0.793,4.617,99.256,14.062,45.049,1.054,208.189,0.725,1597.597,258.165,0.973,1.036,6.032,5.263,274.875,39.416,466.006,40.399
1985-01-15,4,1985-05-15,402.518,207.52,92.6445,,610.89,156.973,1.538,34.228,198.983,202.02,308.14,843.16,0.269,9.79,64.049,0.285,322.873,0.856,732.76,168.091,296.194,667.297,73.472,638.422,0.269,142.854,0.295,1.716,74.898,57.117,16.739,42.046,168.747,0.269,198.453,713.995,712.661,17.61,48.131,111.541,110.391,16.68,490.766,45.331
1985-01-15,5,1985-06-15,245.289,161.891,93.254,,256.969,65.304,0.571,12.718,86.502,631.048,199.698,166.145,0.1,3.638,23.799,0.106,533.931,258.538,384.453,340.938,122.418,283.705,45.369,961.96,24.188,92.153,0.109,0.638,94.355,55.626,6.22,27.203,121.547,1.786,216.668,157.541,191.555,339.399,231.446,293.027,48.264,6.198,146.839,42.983
1985-01-15,6,1985-07-15,199.965,124.357,89.7895,,120.457,60.847,0.212,4.726,33.415,380.829,114.702,100.555,29.894,1.976,8.843,0.039,241.06,296.034,260.499,139.545,309.01,118.753,26.005,230.328,16.977,94.142,0.041,0.237,210.165,172.471,2.311,10.108,576.074,1.564,207.329,85.437,265.784,157.558,81.109,162.209,56.412,50.246,59.252,287.138
1985-02-15,1,1985-03-15,266.173,72.941,1.951,,13.207,28.101,5.786,1.951,501.841,1.951,47.915,2.049,1.951,10.032,1.951,1.951,354.442,1.951,7.589,143.013,493.675,96.524,1.951,154.094,1.951,555.397,1.951,1.951,5.227,1.951,1.951,1.951,1.951,1.951,1.951,3.515,1.951,1.951,1.951,1.951,131.156,63.839,259.281,1.951
1985-02-15,2,1985-04-15,330.432,213.924,55.611,,649.112,153.216,4.138,64.817,697.856,163.458,531.521,57.416,0.725,10.141,163.247,0.725,484.716,0.725,53.806,290.055,1044.019,789.782,215.425,270.635,0.725,381.299,0.725,0.725,3.694,13.591,0.725,0.725,64.529,0.725,1545.301,119.03,0.973,0.725,6.032,5.263,260.486,39.416,466.006,0.725
1985-02-15,3,1985-05-15,402.518,198.145,83.4965,,610.89,156.973,1.538,34.228,175.08,202.02,308.14,843.16,0.269,5.186,63.872,0.269,322.873,0.269,732.76,168.084,296.194,638.186,73.472,638.422,0.269,136.652,0.269,0.269,11.717,56.942,0.269,41.924,93.521,0.269,187.877,619.255,712.661,17.495,48.131,111.541,105.783,16.68,490.766,1.628
1985-02-15,4,1985-06-15,245.289,157.309,82.748,,256.969,65.304,0.571,12.718,77.156,631.048,199.698,166.145,0.1,1.927,23.733,0.1,533.931,258.32,384.453,340.935,122.418,274.12,45.369,961.96,24.188,89.849,0.1,0.1,40.443,55.561,0.1,27.157,88.34,1.786,212.437,138.02,191.555,339.356,231.446,293.027,46.365,6.198,146.839,2.501
1985-02-15,5,1985-07-15,199.965,120.353,87.197,,120.457,60.847,0.212,4.726,29.865,380.829,114.702,100.555,29.894,1.319,8.819,0.037,241.06,295.953,260.499,139.544,309.01,115.208,26.005,230.328,16.977,93.285,0.037,0.037,158.929,172.447,0.037,10.091,559.953,1.564,205.738,77.337,265.784,157.542,81.109,162.209,55.43,50.246,59.252,216.25
1985-02-15,6,1985-08-15,170.67,138.09,112.051,,133.422,155.148,0.079,32.5,11.097,155.204,57.499,48.177,92.003,0.834,3.277,0.014,120.349,103.753,128.687,236.946,154.308,179.114,10.63,200.279,8.819,62.479,0.014,0.014,170.96,204.683,357.289,3.75,120.92,735.174,132.908,535.91,246.445,337.977,33.965,75.249,250.483,31.124,41.215,350.897
