fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,perc_50,ens_1985,ens_1986,ens_1987,ens_1988,ens_1989,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020,ens_2021,ens_2022,ens_2023,ens_2024,ens_2025
1985-01-15,1,1985-02-15,4.267,56.088,4.514,,7.678,13.228,4.267,4.267,563.813,4.267,210.835,43.194,5.449,5.813,4.525,26.917,4.267,4.267,4.267,4.267,8.184,448.236,4.267,4.267,9.964,31.345,6.688,4.267,415.117,4.267,36.097,24.277,105.231,4.267,4.503,4.268,4.267,4.267,4.267,186.682,4.267,4.267,4.267,4.678
1985-01-15,2,1985-03-15,16.947,55.954,5.537,,10.478,9.873,1.585,1.585,578.6,1.585,82.163,24.98,24.898,4.784,1.834,17.541,1.585,39.217,1.585,178.665,473.924,104.689,1.585,1.585,6.29,90.83,3.754,1.585,119.979,1.88,22.917,16.146,88.429,1.585,8.747,1.586,1.585,1.585,1.585,76.917,1.585,4.083,222.364,1.983
1985-01-15,3,1985-04-15,12.578,126.088,31.551000000000002,,41.623,75.332,0.589,0.589,498.869,1.861,429.517,9.282,14.872,21.615,84.947,6.546,93.675,76.874,200.901,159.716,1189.521,41.487,70.513,387.689,2.337,67.279,1.395,0.589,61.429,15.34,10.14,11.317,63.016,0.589,992.614,1.376,1.919,0.589,0.589,97.587,6.429,2.81,233.498,66.644
1985-01-15,4,1985-05-15,8.168,214.886,72.5255,,291.087,226.358,0.219,0.219,187.532,201.245,210.292,232.436,5.526,35.577,41.76,2.432,308.598,43.043,1073.371,369.165,422.574,491.712,343.674,931.667,0.868,465.662,48.414,0.453,30.43,218.358,4.223,141.725,36.355,0.219,225.052,84.113,1.474,0.219,0.219,60.938,8.174,1.044,1713.81,135.196
1985-01-15,5,1985-06-15,81.608,246.765,131.81,,298.225,116.205,0.081,0.081,81.135,556.195,875.014,480.821,72.994,268.949,15.517,153.934,565.999,415.992,640.332,459.978,427.49,560.822,229.359,619.821,8.742,640.956,38.262,78.545,38.906,377.971,77.853,117.077,77.629,0.081,132.168,72.144,19.093,307.002,131.452,309.939,18.582,52.809,423.353,109.094
1985-01-15,6,1985-07-15,219.23,350.056,250.56650000000002,,137.902,445.198,198.178,0.03,30.148,812.789,692.787,446.227,767.202,1158.401,5.766,67.792,696.259,156.266,540.749,645.238,639.172,179.127,247.917,183.741,8.34,253.216,111.016,51.138,391.831,302.809,185.604,240.959,712.24,3.462,278.492,247.465,535.739,410.888,110.623,267.826,901.026,605.839,143.619,189.204
1985-02-15,1,1985-03-15,16.947,29.962,1.585,,1.827,1.585,1.585,1.585,171.797,1.585,1.585,1.585,22.199,2.567,1.585,1.585,1.585,39.217,1.585,178.665,444.793,1.585,1.585,1.585,1.585,55.73,1.585,1.585,1.585,1.88,1.585,1.585,2.037,1.585,8.518,1.585,1.585,1.585,1.585,1.585,1.585,4.083,222.364,1.585
1985-02-15,2,1985-04-15,12.578,109.536,8.5425,,14.933,36.132,0.589,0.589,354.38,1.861,289.939,0.589,13.847,18.643,84.855,0.589,93.675,76.874,200.901,159.716,1182.314,0.589,70.513,387.689,0.589,49.489,0.589,0.589,0.589,15.34,0.589,5.907,1.07,0.589,992.529,1.376,1.919,0.589,0.589,10.656,6.429,2.81,233.498,66.496
1985-02-15,3,1985-05-15,8.168,201.811,66.114,,232.261,188.624,0.219,0.219,145.642,201.245,175.172,215.333,5.145,32.688,41.726,0.219,308.598,43.043,1073.371,369.165,421.131,314.952,343.674,931.667,0.219,441.178,48.115,0.453,0.219,218.358,0.219,139.714,0.425,0.219,225.021,84.113,1.474,0.219,0.219,9.995,8.174,1.044,1713.81,135.141
1985-02-15,4,1985-06-15,81.608,237.751,131.804,,280.695,101.245,0.081,0.081,64.954,556.195,860.387,476.026,71.642,257.98,15.504,153.112,565.999,415.992,640.332,459.978,426.976,524.712,229.359,619.821,8.501,634.793,38.151,78.545,0.134,377.971,53.441,116.33,9.957,0.081,132.156,72.143,19.093,307.002,131.452,205.383,18.582,52.809,423.353,109.074
1985-02-15,5,1985-07-15,219.23,342.105,247.691,,132.122,436.106,198.178,0.03,24.135,812.789,688.183,444.755,766.634,1155.568,5.761,67.486,696.259,156.266,540.749,645.238,638.984,169.774,247.917,183.741,8.25,251.462,110.974,51.138,277.818,302.809,169.874,240.681,599.113,3.462,278.488,247.465,535.739,410.888,110.623,235.057,901.026,605.839,143.619,189.197
