fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,perc_50,ens_1985,ens_1986,ens_1987,ens_1988,ens_1989,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020,ens_2021,ens_2022,ens_2023,ens_2024,ens_2025
1985-01-15,1,1985-02-15,102.68,59.393,8.180499999999999,,8.052,7.969,7.969,7.969,62.368,7.969,54.893,7.969,15.747,70.41,7.969,545.154,10.642,17.458,7.969,8.309,7.969,81.371,7.969,7.969,7.969,93.897,7.969,7.969,128.768,39.388,189.932,166.87,273.074,7.969,12.572,395.882,7.969,11.657,7.969,7.969,8.82,7.969,7.969,29.048
1985-01-15,2,1985-03-15,182.247,144.818,11.885,,52.928,319.16,2.961,3.055,724.57,2.961,225.02,6.868,8.79,280.043,4.979,144.341,521.539,10.198,76.377,6.435,368.017,809.077,2.961,6.743,2.961,153.086,2.961,2.961,150.489,25.859,85.833,386.519,361.948,2.961,6.477,377.805,2.961,6.372,2.961,2.961,70.269,10.699,546.544,13.071
1985-01-15,3,1985-04-15,308.114,553.593,120.244,,1240.561,420.715,1.1,27.352,1627.61,2545.551,1895.365,34.038,3.581,118.499,511.866,55.048,1192.431,56.94,603.213,512.255,2299.47,1104.059,159.281,6.052,1.1,219.861,1.1,1.1,77.003,9.847,36.196,189.604,301.38,1.1,3684.482,711.545,121.989,79.529,1.1,1.1,773.963,7.751,1503.294,5.688
1985-01-15,4,1985-05-15,426.639,401.985,303.908,,1355.671,253.197,0.409,19.134,354.619,379.708,906.023,772.633,3.774,48.481,140.316,55.824,619.389,38.022,1054.517,831.762,523.009,690.854,76.239,815.314,0.409,101.313,0.409,5.175,236.686,9.684,15.513,381.337,378.851,18.424,519.526,1404.691,1479.029,474.229,198.516,10.722,521.689,2.88,492.285,889.158
1985-01-15,5,1985-06-15,444.721,344.034,211.25799999999998,,851.985,118.682,0.152,7.11,157.179,714.925,1178.877,292.356,15.787,21.01,52.138,39.91,1873.25,125.056,402.178,388.072,211.489,437.327,140.596,1983.296,407.709,38.468,2.731,4.374,109.18,58.07,5.841,146.677,214.538,440.381,929.137,527.32,235.021,235.442,270.012,343.05,191.733,1.07,211.027,378.191
1985-01-15,6,1985-07-15,622.159,239.209,178.8595,,293.804,462.47,0.056,2.642,93.345,619.346,433.806,147.026,24.488,165.395,19.373,118.563,795.639,236.401,244.741,162.373,668.599,202.603,156.016,279.0,195.977,18.972,170.792,1.625,263.765,186.927,2.228,133.884,573.114,157.609,482.311,287.104,466.623,299.842,146.604,129.566,363.201,0.398,87.916,474.2
1985-02-15,1,1985-03-15,182.247,200.74,75.5485,,205.751,552.481,62.16,69.322,652.046,58.857,306.487,81.409,69.423,286.451,85.114,58.857,686.348,58.857,217.281,74.09,618.471,795.964,58.857,77.007,58.857,269.398,58.857,58.857,98.804,58.857,58.857,313.836,209.966,58.857,58.857,173.849,63.227,59.985,58.865,67.29,238.093,112.579,817.615,58.857
1985-02-15,2,1985-04-15,308.114,600.997,172.32850000000002,,1424.848,519.776,24.98,96.502,1607.678,2567.027,1961.645,131.874,31.03,121.255,733.612,21.87,1249.899,75.02,783.695,721.017,2407.845,1102.51,180.05,46.514,21.87,321.199,21.87,21.87,51.7,22.108,26.172,165.072,225.46,21.87,3705.347,569.814,216.561,179.585,21.878,29.496,934.776,59.097,1592.781,22.701
1985-02-15,3,1985-05-15,426.639,424.627,313.0675,,1391.243,286.77,9.282,54.205,353.194,387.447,918.069,922.768,12.972,49.201,172.826,19.2,634.027,44.74,1102.069,887.974,542.708,691.239,83.957,1047.15,8.126,132.87,8.126,12.893,179.254,14.24,11.788,363.004,339.365,26.141,526.792,1358.304,1552.332,559.785,206.505,81.289,560.687,21.959,510.949,899.624
1985-02-15,4,1985-06-15,444.721,352.795,211.13049999999998,,862.951,131.705,3.449,20.141,156.585,717.804,1183.041,321.89,58.909,21.639,64.218,14.639,1878.563,127.552,415.464,402.075,218.62,437.52,143.463,2017.761,410.576,50.531,5.599,7.242,90.87,59.763,4.457,141.143,200.729,443.248,931.837,514.429,247.727,257.793,273.051,463.341,204.527,8.159,217.734,381.065
1985-02-15,5,1985-07-15,622.159,241.843,179.7065,,297.787,469.816,1.282,7.484,93.038,620.415,435.313,158.195,70.624,161.951,23.862,82.187,797.546,237.329,249.683,167.47,671.445,202.677,157.081,287.138,197.043,23.93,171.857,2.691,249.023,187.556,1.714,131.25,567.259,158.675,483.313,282.356,472.089,309.241,147.732,158.404,368.544,3.032,90.441,475.261
1985-02-15,6,1985-08-15,444.832,251.027,192.7935,,216.819,297.204,0.476,37.366,52.271,239.879,196.749,67.24,132.408,78.175,8.867,109.485,422.226,107.573,574.936,851.257,192.409,315.375,78.938,318.087,96.374,103.111,193.178,1.005,130.194,219.524,335.803,70.554,194.938,1597.6,406.377,696.374,341.581,220.442,120.215,69.045,336.034,1.127,173.294,436.574
1985-03-15,1,1985-04-15,308.114,640.454,313.8905,,1363.293,373.256,87.564,280.079,1247.613,3084.698,1801.048,255.133,87.848,89.144,893.295,116.903,884.958,363.252,743.7,920.154,2090.63,731.504,521.389,125.292,130.288,347.702,94.07,87.564,89.69,108.4,201.683,100.084,164.506,87.564,4232.348,562.348,463.671,397.392,88.11,87.861,793.707,87.564,1248.876,183.977
1985-03-15,2,1985-05-15,426.639,469.36,283.4495,,1382.742,236.968,32.537,119.097,302.989,426.532,896.541,1018.042,69.481,33.951,198.503,200.044,567.451,145.844,1093.188,935.482,502.038,610.332,162.587,1153.875,64.046,135.012,66.144,47.651,246.494,132.03,108.224,281.581,285.318,52.939,561.299,1356.331,1689.447,675.257,552.956,179.12,533.64,32.537,454.036,1232.127
1985-03-15,3,1985-06-15,444.721,388.796,236.339,,860.723,112.139,12.09,44.254,136.905,734.219,1176.276,343.334,169.597,12.677,73.78,121.143,1855.291,238.723,413.333,415.363,204.247,411.224,233.955,2039.245,734.661,52.191,140.494,24.903,112.124,261.073,78.405,118.251,182.045,462.981,944.494,514.2,273.28,289.761,379.319,534.53,196.575,12.09,197.762,434.187
