lead,mes,crpss,crpss_med,p5,p25,p75,p95,n
1,1,0.3669463522744345,0.36360513607438333,0.2169399494184778,0.30756687589014403,0.4280810286818966,0.5324543451637703,40
1,2,0.38006653417068426,0.3801184088528681,0.26042752980337813,0.3130536807465259,0.4871516711947539,0.6377071883162085,41
1,3,0.05739407140210773,0.060499990023157646,0.007952623786260826,0.035266833953664395,0.09174361038695761,0.17068645430263563,41
1,4,0.24937682392401317,0.2400331941440747,0.08020939055799908,0.17854196077398243,0.30651044607565875,0.4143538536849601,41
1,5,0.32887717264942296,0.34270786852232354,0.1939646348076918,0.27378861784471903,0.4088863011256876,0.5116371888359806,41
1,6,0.22616287022792658,0.22792211655301303,0.08179296848990933,0.1825039517690254,0.2772699715855319,0.3529021419340394,41
1,7,0.24841107031743814,0.24653784547511742,0.10594814444781268,0.18638161258701785,0.30708323754760875,0.38791055804788194,41
1,8,0.1351125675713718,0.13999260040888212,-0.024564733574133142,0.08071528390629398,0.2129460831075159,0.3131339450894557,40
1,9,0.27787260428981186,0.2732782227721519,0.16134521120083775,0.23312480592541268,0.32250886839771004,0.3950183650838628,40
1,10,0.22189309757439268,0.2255712384459252,0.15133592330256274,0.18939057252861466,0.2627625814039599,0.3329966110009666,40
1,11,0.3939801208753664,0.38762354678695327,0.3088494208623679,0.3535662838997983,0.4398932793168039,0.534222011944557,40
1,12,0.3066306118045845,0.30955580813744366,0.1853339307940884,0.24775873561718925,0.38819415757511355,0.5289859823795672,40
2,1,0.13407671985008274,0.13585806532369094,0.07551993414952834,0.10731460690493164,0.17154786077452489,0.22959219390690477,40
2,2,0.14110198367355298,0.146611808247591,0.07786352285209165,0.11637620327147269,0.19220508789989563,0.27243314850643946,40
2,3,0.03128379373544887,0.033234257195271844,0.009923427487183733,0.02040351936537088,0.0487421199827546,0.07975992594217451,41
2,4,0.017463079985514662,0.01553981764411877,-0.026800841294456413,-0.003372589890473787,0.034269111812005815,0.06919811219912966,41
2,5,0.08435519895677912,0.08910278017292922,-0.01870386066987155,0.03422602221988391,0.13962397370836624,0.21890158561027215,41
2,6,0.09089856648226591,0.0861843173419285,0.012356584554688094,0.05004654980800924,0.12658169598922508,0.18338229135045242,41
2,7,0.17015699511139082,0.17311387577977966,0.05019394998797075,0.13084982958181998,0.2247588706706939,0.28657881119942785,41
2,8,0.1080141799883435,0.11345568105657938,-0.0015406281975927757,0.06763404778286575,0.15420515572189952,0.2227411306460894,41
2,9,0.12852068031992547,0.12607599312557805,0.03931065529552699,0.08650742559697344,0.16657534453223427,0.2272945809087252,40
2,10,0.10142766498771161,0.09626678388456994,0.055466209345988886,0.07942815040313148,0.12293566951289103,0.1567730822547845,40
2,11,0.15009233409726896,0.15961291844905962,0.08653456627312622,0.12665373994010642,0.18885929231653048,0.25199102657291944,40
2,12,0.15036627479885922,0.15411530051491956,0.07768360426353,0.11569358527567547,0.1918160397990281,0.2550548590365946,40
3,1,0.060738175625291935,0.06126010978588109,0.015289992856740499,0.04282813385441697,0.08800257965099106,0.12481700770243707,40
3,2,0.04138201840685252,0.0436162842235594,0.017544834343957157,0.033548067177394975,0.051830878167996225,0.07366969442339732,40
3,3,0.015491023126846026,0.015060600119122358,0.006278102376628731,0.011167354429115733,0.020700587409516857,0.04015568145327128,40
3,4,0.0036291684520289857,0.0032456974022326834,-0.0055775560666655125,0.00020120668514306272,0.007808575498113202,0.016657974873376138,41
3,5,0.0020522114487834253,0.0012935675564672011,-0.025124549264908414,-0.011719404069618466,0.01419908060038147,0.034218987643825236,41
3,6,0.036062926906536785,0.034532611456347784,-0.006478542994794221,0.017414720348959523,0.05288582425671223,0.07867422875391104,41
3,7,0.08842171991099845,0.08457692331677591,0.019879290407367935,0.05571461213579673,0.11128574712363506,0.14165731010226562,41
3,8,0.06371437041443007,0.0668425904107347,0.006864143648717154,0.042700780145792344,0.09077220239369385,0.1373417956600783,41
3,9,0.1091687936312572,0.11187339087250392,0.0464329392410493,0.08622864529542199,0.14500928123584048,0.19844308280579936,41
3,10,0.042115160102711435,0.041669801090092495,-0.001765733393519019,0.022005691821856688,0.06378625467751045,0.09510930687899809,40
3,11,0.06584385617015998,0.0665713512874051,0.03907558312110312,0.05186771639032761,0.08234746939255622,0.10645824691439154,40
3,12,0.049462400255333216,0.050423334568832856,0.013442060541984054,0.03398733874498602,0.071767897960961,0.1010281777672569,40
4,1,0.03513028831342835,0.03590327366576579,0.016603673247293744,0.02586618248327005,0.045506676593789736,0.06742520367931693,40
4,2,0.014453184530494045,0.01443202336675975,-0.0007023639260110495,0.008425878749266036,0.021353844125177046,0.03801254370219361,40
4,3,0.004872249948809304,0.004625429219843991,0.0003540684616197387,0.0029844329776243517,0.006956703160079208,0.012554280898682992,40
4,4,0.0018795134780469347,0.0018939590886829505,-0.002734693087952422,-1.0403710602485683e-05,0.0040929698939240755,0.006949722976428075,40
4,5,0.0005051723764716298,0.00018890297752643948,-0.006269710304899723,-0.0021247983338443244,0.003429434888989946,0.007998192202109856,41
4,6,0.012209092811153677,0.013440217461678117,-0.004517491134320272,0.006928563009014538,0.019500071029391858,0.027083832265540776,41
4,7,0.008603018149657138,0.009008842962730301,-0.024274986219707584,-0.005109903840178287,0.021712741658742346,0.04441346613767634,41
4,8,0.004638595935431478,0.0024531097920661438,-0.029533464140930353,-0.014181451905915854,0.018214705976772244,0.03907765490408718,41
4,9,0.07340864792191992,0.06982825292504063,0.03711235303691761,0.0533754235938112,0.08881290195376887,0.11208094658287628,41
4,10,0.04148771742778934,0.040968853456326615,0.01785558192514037,0.028644267424032782,0.05188500348316996,0.07418016765843667,41
4,11,0.03750199868134085,0.03494214469113727,0.01168833051140516,0.024704796037745752,0.04761590828630208,0.06897262438060732,40
4,12,0.0238843788673484,0.02256324195745707,0.006120693895869228,0.015803789285149666,0.032447203587256446,0.045781850246285,40
5,1,0.013175034576899392,0.012529364757506933,0.0032757529743698394,0.00825061781552,0.017249690460398093,0.024432300633442105,40
5,2,0.013166334421106707,0.01367174496179624,0.0048284668449039446,0.00919023037996658,0.019257044458762168,0.030633229086929815,40
5,3,0.0017493924742933986,0.0015920254753282181,-0.0014859264599341613,0.0004922411626527845,0.0025271717835069207,0.004227559468947761,40
5,4,0.0011889727870750821,0.0011399159309399276,-0.0015277631161495053,0.00030278125744787054,0.0024375078210976397,0.003960293115701964,40
5,5,0.002182263260257278,0.0022802962531270343,-0.00010535090167541611,0.0013142336090299633,0.003774433333131294,0.006046852367282796,40
5,6,0.005241750483098384,0.004887168557463073,-7.468469297274846e-05,0.002678795993677374,0.0070542688477399085,0.01017773840421839,41
5,7,0.015648020565029896,0.015099615339192962,0.0014169859091583803,0.008865756181453271,0.020960003435393865,0.030877190386965032,41
5,8,0.004157873800741174,0.003898489615427325,-0.013086002790990259,-0.0023211236057558704,0.009969746502369398,0.01972701727822133,41
5,9,0.016634554402053525,0.017586318086531327,-0.00030640526517120497,0.010148026153470047,0.024976124368661895,0.03496711186398697,41
5,10,0.01943191611270567,0.020156082188820146,0.005244693192868849,0.014398641440854537,0.02826598012711845,0.03921423075130915,41
5,11,0.032217768358616006,0.03360485738299984,0.015282937029307558,0.023646500890372568,0.04374500662961214,0.05888098241367619,41
5,12,0.006317847748587568,0.005173723110286743,-0.011059359817823865,-0.0012062536716693217,0.013559348272701749,0.027341509282801987,40
6,1,0.007281524983899668,0.006677376823281234,-0.002778355412005284,0.0032233450185901735,0.010836267230054986,0.01787676114516221,40
6,2,0.005915731388500545,0.006695297663040445,0.0014279908681240183,0.004164980157739473,0.009107171829874555,0.01690315992777018,40
6,3,0.00039155677081503804,0.0003861360231254274,-0.0009088376163896683,-0.00011046327451169624,0.0010028637738763724,0.0022226991082233433,40
6,4,-8.684196762187568e-05,-0.00019164046771913412,-0.002202182106746153,-0.0009605552075172552,0.00039919568131066563,0.0011666004825689024,40
6,5,0.000938488549974692,0.0008826069277156345,-1.3451360114824495e-05,0.0004759196046968117,0.001417723718381253,0.0023745579279669696,40
6,6,0.0013089044807940153,0.001303246708845851,-0.0005379810758484482,0.00035657810927847144,0.002141962074053011,0.003123140512832046,40
6,7,0.004525337810198482,0.004336313874114095,0.0015728556429279673,0.0031732438713353572,0.005760796113647243,0.007769401561231143,41
6,8,0.003449299207555101,0.0033694340805591194,-0.00016947604787532765,0.001803844778371394,0.005536278766792885,0.009480593775743352,41
6,9,0.0021319944583878536,0.002682202172191228,-0.006418238036283063,-0.0005893818802150674,0.00573854811802077,0.010381086818180747,41
6,10,0.003992927770595567,0.004330501030960998,-0.002484922665816702,0.0014907145871592142,0.006997156533738336,0.0116705842961881,41
6,11,0.01714359867687054,0.018209358835362677,0.006157122430801915,0.012400175792106838,0.022541853303207432,0.03153052555440497,41
6,12,0.009793990671394082,0.009944057297823272,-0.0018942310574213694,0.005408346045092605,0.015337002266909788,0.02300472509331979,41
