lead,mes,crpss,crpss_med,p5,p25,p75,p95,n
1,1,0.35151652640693165,0.3531841153530986,0.1792526195399515,0.26674333325596716,0.4605978441742118,0.627483478944288,40
1,2,0.414250128824344,0.4296829598926594,0.2661802663342769,0.36382834687795196,0.524773478873443,0.7350704130058182,41
1,3,0.07678583141438422,0.08706429780671804,0.022369972043512522,0.05201794764197773,0.13261658845581875,0.23143622201336098,41
1,4,0.32255977104228917,0.3461135615328701,0.15830032360839175,0.26207423317048995,0.4097014086818849,0.5140047944976556,41
1,5,0.38562937606736347,0.39662804752382963,0.24005551332415778,0.3273524239374388,0.47597121900790174,0.5773635371094774,41
1,6,0.21585816924598733,0.22218934393705564,0.07028981090029955,0.16372343854080346,0.2682428133832592,0.3517686098186624,41
1,7,0.2880377189036678,0.2992449763215102,0.16705260953585938,0.24781829745571904,0.3559187597370172,0.42343725339051785,41
1,8,0.16640119816073962,0.15929792091695438,0.03648879106592324,0.10380929682072462,0.22757437438702913,0.3054545012428472,40
1,9,0.23085132196858138,0.2340158177120063,0.11438238036578931,0.18352623213774555,0.28484084155648876,0.3535418016652665,40
1,10,0.2109981581843926,0.2093189588750739,0.1405587123384088,0.1741966220295904,0.2530121279875126,0.2975008094019426,40
1,11,0.46132413531133676,0.4711400664375771,0.3701282218841644,0.4302392753117793,0.5114887981830372,0.5751057717838877,40
1,12,0.32178280387023006,0.3357787206315169,0.1530210786617779,0.2511199055528591,0.43888390102947217,0.5876905258934897,40
2,1,0.09561323623886586,0.10018119195369929,0.013785544260045074,0.06295156707557034,0.15627556000133974,0.25086062508499013,40
2,2,0.13744111427478645,0.15222046013196977,0.05932493811524116,0.10309962043403403,0.20556082753171925,0.29851534591921475,40
2,3,0.03503078351382216,0.03535786396262475,0.00768833583116153,0.02196964065203963,0.05346153307703866,0.09897885226530793,41
2,4,0.04320676903728893,0.04425423871660178,-0.006081514828875312,0.018310297193425307,0.07187646164503703,0.12012913246700095,41
2,5,0.10672927160265011,0.09809345666555797,-0.04646838788981564,0.03317670450997473,0.16419057719604557,0.25107470848524693,41
2,6,0.10124643233763897,0.1100381591449946,-0.002928660114009184,0.06651970993187539,0.15459573253072187,0.2125365802337006,41
2,7,0.17386134391561237,0.17885828744427013,0.07383777068557294,0.13592327229361334,0.21486450520063466,0.2712305454191475,41
2,8,0.11115156609012655,0.10562875049813464,-0.007312069777981052,0.06876279061280924,0.1423779038130278,0.20036068823118852,41
2,9,0.13984219113992968,0.138072810651996,0.07069233026030507,0.10943781978001307,0.1669027217854054,0.20675115858798712,40
2,10,0.08416023773351011,0.08268000452507274,0.04803277373843249,0.06959276200551445,0.10085603420489184,0.13299517376598322,40
2,11,0.12769526730453307,0.12997258018315183,0.06868619910103664,0.10174918352473872,0.16312235084106652,0.20825353848354328,40
2,12,0.18438099151341514,0.18374965305299368,0.0957863460503833,0.14553515040102025,0.23137404574767742,0.3029279526714036,40
3,1,0.04188524602323529,0.04341983028059654,-0.01541692928924141,0.011497939746786145,0.07679055349358527,0.13789643784601224,40
3,2,0.039263483064216564,0.04068128964843404,-0.00490692785196608,0.02251351399613505,0.06192770386875587,0.10124361589460441,40
3,3,0.015480715507551035,0.016189884331641313,0.005098063416970539,0.011073478533341369,0.021196226572736565,0.0341102091777834,40
3,4,0.003944391836600669,0.004730227734283332,-0.010194736025237216,-0.002338335452909346,0.011726336891457079,0.024327768338698957,41
3,5,0.011450760145887973,0.011244136560325524,-0.012719228990766806,-0.00044282095758579887,0.022090474844273233,0.0481200981724506,41
3,6,0.03395854856181357,0.03829859181798273,-0.02496816107992301,0.015619092548230185,0.05751274633644826,0.0834253258203611,41
3,7,0.07165576931531348,0.07013739125277829,-0.013657617423846368,0.040661441551318706,0.09896976242563493,0.15424484743411912,41
3,8,0.06019249725271736,0.062120840217312734,-0.012789498577472701,0.03479561256765154,0.08301311162722214,0.12154170427254855,41
3,9,0.1166903910433752,0.11827148050443831,0.061490610066349746,0.09285483749465692,0.14549417965776357,0.18518449343305848,41
3,10,0.05672930245411656,0.05879215380865038,0.005825487799848951,0.037406710073350335,0.08167143137353519,0.1168706076208744,40
