lead,mes,crpss,crpss_med,p5,p25,p75,p95,n
1,1,0.25361913673090597,0.25745065852097215,0.154613001960888,0.21488154152735292,0.32085408790043246,0.4207113044624703,40
1,2,0.2268041780488197,0.2136848482364072,0.08847419549710386,0.14967582908876417,0.2695874725562444,0.34633898973203864,41
1,3,0.1868892732589279,0.17609697787052747,0.07032487633191158,0.13371399903255468,0.22284936469205804,0.2986073662303092,41
1,4,0.19797668343990804,0.20584948463752434,0.11685224700346925,0.17321501524873392,0.24844492852654962,0.29966608979410525,41
1,5,0.2743286417363341,0.27779499073770236,0.1646882318489004,0.23230909263878682,0.33121934274454984,0.385915455171736,41
1,6,0.2953474328820268,0.3002708380343873,0.18904136907765792,0.26029234680073954,0.3378658612853789,0.4046895222390943,41
1,7,0.19507617047581505,0.19056314783818668,0.0978914338768063,0.14654641747568273,0.2294479473343603,0.28706666342092674,41
1,8,0.11724124151630622,0.1197628317715036,-0.005980416334555992,0.06894189444828572,0.16505499415545397,0.2175565016683809,40
1,9,0.1293709401645705,0.12848101066621165,0.05656272474488184,0.09814938817627156,0.16345339391688796,0.20653033944972207,40
1,10,0.062056445328190324,0.06568514543381643,-0.007480097613574854,0.03631928425061612,0.0918120642592003,0.13843744193256896,40
1,11,0.12593199596878846,0.12683722786567947,0.04747278940776565,0.08570112794395049,0.17962990547272925,0.27318874675211763,40
1,12,0.2402482800741932,0.2432784430004779,0.14471864335100781,0.19723424795604477,0.3118061096977976,0.3989758482081963,40
2,1,0.09491310187340929,0.09632557422654714,0.04694655970655614,0.07420714986109164,0.1317497659036848,0.1961057185103268,40
2,2,0.1212330634030031,0.11959345899974422,0.03291603324854961,0.08515710130941509,0.1546348870184679,0.20393528334412672,40
2,3,0.06890575165504964,0.06334903731587832,-0.007873584323395843,0.03228348113485904,0.09424999519201194,0.15182422794059267,41
2,4,0.007390786597142318,0.005474879153392065,-0.027018867531022582,-0.009776284551115011,0.022041506244452252,0.04995009849982326,41
2,5,0.08047377058633287,0.08495982840831856,0.03288852318867326,0.06366339536518006,0.10086443676472445,0.12781756792122215,41
2,6,0.14180486056520358,0.15125892963782234,0.05412597716461444,0.11083322132789608,0.17577682059325161,0.22408553338160186,41
2,7,0.1468227787551203,0.14490633761053562,0.06348887965998959,0.10710622221665883,0.18598584859821593,0.23232654824686272,41
2,8,0.10529628045946582,0.10949970020683458,0.05230566173264334,0.0864366148642656,0.13226066781402984,0.1696806472724665,41
2,9,0.025629476258566375,0.02368609955981038,-0.029016048009019035,0.002529399953408701,0.04607438229458294,0.07429726580862117,40
2,10,0.03422884376689439,0.037392694353908906,-0.0012660794100230325,0.023129635792518338,0.049567219752343655,0.06837103891420036,40
2,11,0.01844552546305034,0.019872157460009365,-0.011657019467642527,0.006590587260379033,0.031613759187836515,0.050214432930291,40
2,12,0.0693906048258669,0.07105962883869887,0.03349350115614484,0.05265331370866405,0.09549541400961409,0.1395851648027328,40
3,1,0.02033170116167715,0.02004180888717022,0.00014418827661451532,0.011412384654139657,0.03226622411520527,0.06253546638539684,40
3,2,0.05698747902975465,0.05605477540434234,0.019101648310859445,0.04210077327541914,0.07287688198146558,0.09315257345442206,40
3,3,0.028666170360616583,0.02859739365553282,0.00033943933867376376,0.015783350874691404,0.043798727396096776,0.06593329873253699,40
3,4,0.015255685837157529,0.011243156151096168,-0.003037576529895658,0.005718005810432969,0.02236583444464177,0.034912851509638285,41
3,5,-0.00034091728239360464,-0.0007368530390147177,-0.021951492696495132,-0.010124551016434613,0.007359488303557371,0.01967666685664853,41
3,6,0.02206834220675813,0.023262929836427748,-0.01509783463718949,0.005776046895275555,0.035318123727386935,0.050347442699217634,41
3,7,0.06151952015327811,0.061846442986134176,0.014823555173150505,0.04549033886351686,0.07871666744937406,0.1031709102870122,41
3,8,0.057753672524882615,0.05653665420716408,-0.00019862435706305932,0.02842169528920907,0.07822518416231608,0.1182770488728606,41
