lead,mes,crpss,crpss_med,p5,p25,p75,p95,n
1,1,0.4931589816255766,0.5021074293714823,0.34269366691104575,0.4349937658939953,0.5567232927435894,0.6697533500741513,40
1,2,0.21426527052119837,0.2082318294076133,0.13005430022053668,0.1744179701118069,0.2596456609195222,0.3719644099329512,41
1,3,0.07189944258607339,0.07548912671875169,0.015240109818194354,0.04640773801501874,0.10780866815286858,0.1919704044633498,41
1,4,0.26381918123552284,0.2651932713966826,0.09291175728424782,0.19637297233175635,0.34079846104378364,0.4383193075496088,41
1,5,0.2966342967638381,0.30288206850568516,0.1766325135305135,0.23826512629053526,0.3755013152581913,0.4682732815480666,41
1,6,0.2528185694772911,0.25885911828231023,0.14232749266381128,0.20759652093429476,0.3095014759619403,0.4180599762621735,41
1,7,0.3196169311155572,0.3230143578297177,0.19034050946649195,0.27702521440264627,0.37550287886465405,0.44369707064988084,41
1,8,0.14422107312881627,0.15093001646734028,-0.008846000207551444,0.0875467091272773,0.20858637564618118,0.32543125822860886,40
1,9,0.25864322963275155,0.25175015947317014,0.14179173317057542,0.21237688388707598,0.3036940272550392,0.3663631690691036,40
1,10,0.21568193122883994,0.2193861815472024,0.14922410879209186,0.1862792531092515,0.25249887671817134,0.3038211941802784,40
1,11,0.4023612024223271,0.41379705201483025,0.29172381500507283,0.35821531268569196,0.47625817325632336,0.5770226435510962,40
1,12,0.387393605799879,0.39265412043108205,0.23352624754688212,0.3242847953520026,0.47996128690925155,0.5925100700889305,40
2,1,0.21846810626665103,0.22108346336657791,0.12249423784016249,0.17712539716033268,0.2749494461546125,0.336596287344821,40
2,2,0.08767898084933934,0.08979087122448826,0.022880209652861683,0.06330551378025404,0.11562260213994696,0.1617494189567267,40
2,3,0.0134835539017224,0.012709249136541423,0.0022014058472811016,0.0074453411115427415,0.022754238038319496,0.03798889217730567,41
2,4,0.02968095172710894,0.02948945179457274,-0.020720859360374544,0.005911877727159648,0.0572794183969664,0.10378130629058643,41
2,5,0.06339908616388357,0.06813484444774831,-0.01990929717383687,0.0323898778584458,0.11669156273217077,0.18626212763175734,41
2,6,0.09309635869541955,0.09431197764648214,0.01026381390899753,0.06027992686192152,0.1376124321037596,0.18895741504679814,41
2,7,0.20656862065342974,0.20271671807245634,0.10200075205402345,0.1628493207125356,0.25629167836175504,0.3137413317782236,41
2,8,0.09149474594591045,0.09443103567143407,-0.04416962765561537,0.04427386560259869,0.14310828893566804,0.21439373477114465,41
2,9,0.1053796224642839,0.1095743296131172,0.00946935539860574,0.06118416361100923,0.15504660341969248,0.1969618526515954,40
2,10,0.09852830227729237,0.09840516503035046,0.052040192291963,0.07493110996504992,0.12051987055386992,0.16120309187961113,40
2,11,0.12542500675910273,0.13251464538240476,0.0653783481396417,0.10046809359818898,0.16676599705474104,0.23314524189864888,40
2,12,0.21563775228529103,0.21995108539891783,0.14364052799438629,0.18410821030238836,0.2561618374683132,0.3047705792289493,40
3,1,0.11293406210934909,0.11804974635266519,0.052854029591296196,0.09360705835945335,0.14279234483957154,0.18661164425842525,40
3,2,0.02353723314837708,0.02447904880988383,-0.00783528391143322,0.010957648623794891,0.03661660845368697,0.05140650979103042,40
3,3,0.00512712538878668,0.005162166991082018,-0.0015541938803831147,0.0024306760196931565,0.008563527331360454,0.016017914666756932,40
3,4,-0.0015894532577558351,-0.0011138281298542774,-0.007636858512073086,-0.0038333275304550662,0.0015189367318103886,0.005385231630945081,41
3,5,-0.00019244343580937517,0.0013542450372082682,-0.020525017746039542,-0.00839592499239361,0.011972750253280817,0.031768578087930106,41
3,6,0.012540916966929716,0.017088652434818163,-0.03152885669430873,-0.0022187194521440246,0.03246360607605214,0.07280258536015066,41
3,7,0.08972321218812418,0.0875536695552977,0.01376353470762467,0.055653595790949056,0.12022640479617602,0.1640140662927252,41
3,8,0.08280728848115959,0.08512900830871334,-0.007885077708809756,0.050162977047535084,0.11505863083794801,0.1425719138214035,41
3,9,0.07759822663178761,0.07517532487100465,0.010636311498022152,0.047486991942061074,0.10887676607459179,0.14927415665743737,41
3,10,0.04762371254057052,0.051074388375873636,-0.002204153643908678,0.029429387653210265,0.07201066198052833,0.10630914412005363,40
3,11,0.05836615546744772,0.05910592663894665,0.029574487586328347,0.048273434922038505,0.07564237979015676,0.11125766888973707,40
3,12,0.06161839460230434,0.060183730336153374,0.022126224567205015,0.044997918080594695,0.08178106654172679,0.1142248121675169,40
4,1,0.055556737308491866,0.05551776794378355,0.027313670345636858,0.044764221328117304,0.06603444265455152,0.08497778154511657,40
4,2,0.002331112342860986,0.000696893589718639,-0.019580320253873372,-0.005712550528864935,0.010159290040806318,0.02217028883279366,40
4,3,0.0006894428773472905,0.0006787338586836111,-0.0037956404766855576,-0.001163412906540262,0.0026772576525360414,0.006704742832050727,40
4,4,-0.0032130215642534043,-0.0030428417898817894,-0.008220681249874174,-0.004929760160473251,-0.0012534997822217786,0.00116390866652184,40
4,5,-0.0014528192069467316,-0.0014309831110038695,-0.0038886516790205936,-0.0023640714774968985,-0.0001643663397565831,0.0014295844468538992,41
4,6,0.003937817265210364,0.00429652480143583,-0.009610733887738287,-0.0012871009294698754,0.009566152908759534,0.019426097904462845,41
4,7,-7.331246060138241e-05,-5.1242610911828024e-05,-0.04505424687222777,-0.016617757804467226,0.013787587043820354,0.040083864060801395,41
