lead,mes,crpss,crpss_med,p5,p25,p75,p95,n
1,1,0.2239470138665045,0.22866461547167383,0.09617542151295401,0.17056120516460083,0.3021108324556747,0.4126821955945986,40
1,2,0.2717414973959398,0.27822469195854393,0.1374489985008464,0.2094846065039594,0.36508630265096703,0.47141119695054784,41
1,3,0.07336265413754228,0.08117841972202694,0.023918215019181576,0.05083799774172146,0.11958228291674644,0.222481529089441,41
1,4,0.23637532962472707,0.24985824809937324,0.06668582757194116,0.1762807427019767,0.3148704918375421,0.39037306308867875,41
1,5,0.3825965349136624,0.38628286487367214,0.2851265243566414,0.3407212985491429,0.44516647047263824,0.510918181072907,41
1,6,0.19083403593579107,0.18956396347681365,0.05453105432565115,0.1310270244528293,0.2360147423366736,0.32913689351705455,41
1,7,0.25002227898358886,0.2530906304221932,0.14389615687283258,0.20078419782565932,0.2937747635688406,0.3590503493582429,41
1,8,0.07838212983782777,0.08380550233064055,-0.06465046751825566,0.017841721748827616,0.14129312472262212,0.21929675149139885,40
1,9,0.15093855985831517,0.1634104191894153,0.055714887233797056,0.11990165715759787,0.20980846443922374,0.2708042974028261,40
1,10,0.1705784636104789,0.1717672142556349,0.08982502505424828,0.13738465260474095,0.2054725797215122,0.25890811990389845,40
1,11,0.4299722961981113,0.4252657441097858,0.3537742427373955,0.3926315842788187,0.46432876914819265,0.5342313288360663,40
1,12,0.29947518327579115,0.31092526700305245,0.17812108713394656,0.2481744734425093,0.3693641675701021,0.48725263003145347,40
2,1,0.04500841748371831,0.04540737016210783,-0.008195587238982381,0.020315541779127783,0.08137607910415132,0.14777902550558666,40
2,2,0.06853588329542726,0.07351320347441104,0.021957182335259156,0.053115199110674916,0.09445131719245647,0.13749101864241586,40
2,3,0.01899846962279328,0.02176238634804023,0.0046884924471409855,0.01163614234463295,0.032725481954940155,0.06284803443340639,41
2,4,0.018476817431098747,0.020239460856432467,-0.01132730703854805,0.0036384479109621837,0.03881868156360302,0.07403111254602805,41
2,5,0.06355105451915755,0.05502394210688094,-0.03150072687328429,0.01929910481750871,0.10336067186706094,0.16251121641494143,41
2,6,0.080061697036792,0.08896105325338327,-0.0020496439985982595,0.05039975010723269,0.12282930370705028,0.16977680979419288,41
2,7,0.15477031225398008,0.15517366193752896,0.0787628165189307,0.1240313654410139,0.19094924151253811,0.23160581299106778,41
2,8,0.03866365706245334,0.03722330420328057,-0.05046867991776825,0.0054829340037926,0.07045722877298716,0.11516305198029919,41
2,9,0.08397280725824297,0.08260871408304538,0.0481127096749849,0.06722266565149926,0.09981574219556777,0.12703440794853385,40
2,10,0.054559712764147617,0.05284898712370584,0.021645877201963194,0.03860468737007933,0.06941610586966854,0.09692624997838963,40
2,11,0.10838287656865864,0.10857692544576614,0.05874576815294135,0.08894615959668423,0.13034433418517402,0.16311935335082814,40
2,12,0.1624071144023389,0.15845392492592708,0.0761823443625857,0.12642436113537145,0.19682730825198141,0.2705797686694124,40
3,1,0.02823612179457724,0.031062575460976127,-0.011032778740265824,0.012631078360115205,0.053960572583328065,0.08816127432570925,40
3,2,0.013005516780751902,0.01143401376476405,-0.02400647177410147,-0.0027166831684027337,0.022155101314211695,0.03991417092074613,40
3,3,0.006663341932161448,0.006231344176688747,0.0006166419765283483,0.004051465391779835,0.009476421703769167,0.01568499895625026,40
3,4,-0.000603122516806609,-0.0007214970632908324,-0.01019279794227682,-0.0048955660511577626,0.0027509202796115184,0.010025491923477847,41
3,5,0.011563345757678811,0.010972941661236246,-0.0064888368534515295,0.0027887922268730325,0.02223410538091447,0.039105328776618584,41
3,6,0.02701252755997452,0.02668665031160583,-0.013195390567340192,0.007965844469341732,0.044795155667455205,0.0784427970692742,41
3,7,0.06609428999993383,0.06650118110046638,0.01768817571645779,0.04652844595281447,0.08565820473099453,0.11070550390987968,41
