lead,mes,crpss,crpss_med,p5,p25,p75,p95,n
1,1,0.2763122812397081,0.2754470307976165,0.11197504413716433,0.21443394643245792,0.3744521386731737,0.5208483316477727,40
1,2,0.08633975001498506,0.08641461050803162,0.03961525669912935,0.06262229197257402,0.11573058940697578,0.18879941236185094,41
1,3,0.22459439774392798,0.23019279903005518,0.09134326727562778,0.17344035093452553,0.2914059322311384,0.3531867394689581,41
1,4,0.18860939824979817,0.19290960635505044,0.11014302300684051,0.16165672188400787,0.22300966188203852,0.27437775815338405,41
1,5,0.16382503574991247,0.16568767334086082,0.08243736886905703,0.13201889138485884,0.1988038300069881,0.26404410989495786,41
1,6,0.30735507094719117,0.3050005465570076,0.20222872620093374,0.2588239782488113,0.35309608744994925,0.40704247623554307,41
1,7,0.08335858048656819,0.08257793895278914,0.014151112880757166,0.05169462688347176,0.11094585677582056,0.15140956666843006,41
1,8,0.07612405424679547,0.07144530561351298,-0.022772681055117462,0.04238679132494039,0.11964368111901813,0.17696328795220248,40
1,9,0.05538645485376992,0.055666824073470955,-0.01430939577998652,0.024375454491299603,0.08092801423691887,0.13104910164499473,40
1,10,0.1152406407248513,0.1154751985246028,0.04480165078873494,0.0872117746272924,0.14060845447210732,0.2020930842965249,40
1,11,0.25712366627736005,0.26895262402616055,0.148360105207031,0.2063703583945013,0.335059307789357,0.4264942258798951,40
1,12,0.49571682771691394,0.4897092037524615,0.3740653508099149,0.438135219377881,0.5842715051977039,0.7135987538514045,40
2,1,0.1651962836572971,0.1749319464997901,0.07703127111375517,0.121420193773426,0.23455114317807896,0.31899324540621793,40
2,2,0.04983541055039553,0.046966713190035314,0.014267673566812444,0.033916312357892026,0.06463799307409085,0.09770437772199612,40
2,3,0.013405159066541161,0.013537488762214167,-0.012571645443976431,0.002166653948204894,0.027037248967117705,0.0476697087164285,41
2,4,0.01713641054066284,0.01683920971996533,-0.021900500505727095,0.0009325071159900777,0.03733858878899168,0.07302160191575668,41
2,5,0.029915893919742587,0.028203963291770995,-0.0035842062338666486,0.014913995937624186,0.04181842728227783,0.06284213170891023,41
2,6,0.09215705881598235,0.09444423288594322,0.013498767329605458,0.06517234663303703,0.11989578452003086,0.16635097568756183,41
2,7,0.03196952943999698,0.031147965629020224,-0.01639783505069605,0.010974022899948976,0.05395402929916937,0.0847099533483996,41
2,8,0.025701261394102115,0.01849938294206782,-0.02159452114966399,0.0005042820151061056,0.04471306286347196,0.07886161871842531,41
2,9,0.04216605892423775,0.0405777107378798,-0.0012668959996360747,0.025147281600380572,0.060929638195389824,0.09025804353277653,40
2,10,0.030911824594092585,0.029136475888889013,0.002035977698621988,0.018628577303457766,0.040102150967678024,0.060109301171170824,40
2,11,0.03750878245294709,0.036649477115614004,-0.005288572989599549,0.01896915576024366,0.06417125740930005,0.10589099020076814,40
2,12,0.18411795849236834,0.18621128500116824,0.12621610024873242,0.15639532370855255,0.22404832403413819,0.2957479903570553,40
3,1,0.08517012666531876,0.088382968637435,0.04393607026373892,0.07013163192244226,0.1093662530979356,0.15882401382047073,40
3,2,0.021154604389919007,0.02162472789556452,0.003936066558259544,0.014017910253665555,0.02809530429117782,0.04303483288030125,40
3,3,0.028063670691573783,0.028261974335373197,0.013326314566442383,0.021839716056981956,0.03940728378361838,0.055840968107625184,40
3,4,-0.002760623495096093,-0.0020308586450297206,-0.011533885763617434,-0.005948045837774696,0.0011726808358489826,0.005318197729246866,41
3,5,-0.011882084390803849,-0.011476497752268666,-0.02914916260263962,-0.01764187900917097,-0.005887853971151269,0.0019494286053938308,41
3,6,0.014659465529751947,0.014205783423680007,-0.0201231627940033,0.0009594579189607932,0.027928625608571234,0.05093252190508679,41
3,7,0.009352579025836527,0.008827888936784156,-0.019921548775154462,-0.0024401396945695764,0.020709678217093547,0.03781311181761434,41
3,8,0.011710181548118537,0.0112924116555434,-0.018292877604017155,-0.0014818872985436493,0.026173895984783063,0.0385052342793466,41
3,9,0.020028005119146264,0.018542510662552303,0.002135863735825688,0.009739666564756444,0.029814477989745652,0.05030535722915585,41
3,10,0.020635193730980328,0.019890158525991908,0.0022577605949199945,0.011903203937954715,0.028861755168010206,0.04909064138002551,40
3,11,0.0021978687145794984,0.0025238427230501737,-0.009191272558129692,-0.0020935336107941738,0.007854895069653839,0.015529332855503848,40
3,12,0.021219267095279104,0.022032767180379553,-0.005999326191488874,0.009469660967632465,0.035011956122287496,0.05561512948141466,40
4,1,0.01598320092147998,0.015878343949845053,0.004688282414915412,0.011099214472182262,0.02089346191454239,0.03121757420198228,40
4,2,0.007710268279238042,0.007714598817444074,-0.0011232249216632795,0.003950986208315105,0.012819785945577256,0.024735941694682184,40
4,3,0.016413413014355616,0.016254252755226017,0.007785077345080227,0.012268636555205159,0.021494166863045727,0.030822244555556263,40
4,4,0.004080586297679711,0.004154437712676262,0.0011522538482336142,0.0026616709293162677,0.005795704928369921,0.008215373730143216,40
4,5,-0.0021131161471514837,-0.001947059129116524,-0.005946689717575182,-0.0034601887430221745,-0.0009802856323498088,0.0003785592701815556,41
4,6,-0.004181795834038438,-0.003754965040001834,-0.018454831653688906,-0.010596448515035384,0.002116546871447522,0.008731910185013403,41
4,7,0.0002407954348201402,0.00020761129179314164,-0.010576969630028476,-0.003441260093169418,0.005659220370318879,0.011493976858597833,41
4,8,-0.008932809226725569,-0.00860449861380208,-0.027392848203414654,-0.015576905054714207,-0.001724020905434387,0.006344724546912967,41
4,9,0.009478759729275366,0.00949387028550397,-0.0007352491666591797,0.005047853993126655,0.0138213734764904,0.022472197242263462,41
4,10,0.014082519079882783,0.013949641391520717,0.00465211357834866,0.009140970998948866,0.020538611465404227,0.029468908857169553,41
4,11,0.0009304054542261797,0.0015302229390264932,-0.006828680749169769,-0.002025255969702544,0.005271678366815469,0.011813335259590682,40
4,12,0.0029348012053819206,0.003093722849715763,-0.005659537491933131,-0.00020109662293843478,0.006228274289377583,0.0113302804855764,40
5,1,0.003940793057254033,0.003688756854146047,-0.0011945164512064065,0.0017484987597458368,0.005546556410866654,0.008000768436086587,40
5,2,-0.0011570522950044015,-0.001158161813673786,-0.003262810841673436,-0.001956717501482408,-0.00021141274024699674,0.0015362008475564362,40
5,3,0.004427244307454892,0.004741947875921915,0.00015878289001471376,0.0024054321087417785,0.0074181316441270795,0.011922954162898803,40
5,4,0.002331595879563997,0.00234322521521374,0.0012445464994949086,0.0019088816314109525,0.002941848299508165,0.0038607065178273892,40
5,5,0.0007874001750424187,0.000825260423969354,5.503725910369074e-05,0.0004704007120805431,0.0011885599857974216,0.001721207402266023,40
5,6,-0.0011832692674078604,-0.0011062037049646145,-0.002816410548968351,-0.001821358457882949,-0.00028410553572605357,0.0004022528447417462,41
5,7,-0.0005633317836353235,-0.0007885664447463414,-0.00402802982224304,-0.002151106618536014,0.0009125996910070988,0.003270667740168482,41
5,8,-0.0014768839746817086,-0.0012767995928372189,-0.00920134864571822,-0.0036492112102770036,0.00105126428067856,0.004341872077484744,41
5,9,0.0028757233312550756,0.003308453575905035,-0.0033107232489629655,0.0006870217481251273,0.005743341606009783,0.01013303669440237,41
5,10,0.004673063861513449,0.005041624607773465,0.00020665714642476577,0.0028043039702856376,0.0075432016280608805,0.012920114159547478,41
