Fecha,Precip,PET,QM,mes_dia
2002-05-28,47.69046666,0.7,40.08,05-28
2002-05-29,21.20084415,1.0,111.809,05-29
2002-05-30,0.0,0.9,209.643,05-30
2002-05-31,0.0,0.8,316.196,05-31
2002-06-01,21.83840597,1.0,439.14,06-01
2002-06-02,52.53189898,0.9,429.022,06-02
2002-06-03,0.29525997,1.0,610.479,06-03
2002-06-04,0.257788941,1.1,734.567,06-04
2002-06-05,24.27578699,0.8,669.12,06-05
2002-06-06,0.0,0.8,730.312,06-06
2002-06-07,0.876132959,0.7,522.678,06-07
2002-06-08,0.0,0.6,347.757,06-08
2002-06-09,0.0,1.4,246.394,06-09
2002-06-10,0.0,0.7,186.007,06-10
2002-06-11,0.0,0.7,133.004,06-11
2002-06-12,0.0,0.4,91.633,06-12
2002-06-13,0.0,0.8,65.928,06-13
2002-06-14,0.0,0.6,51.297,06-14
2002-06-15,0.0,0.4,43.312,06-15
2002-06-16,3.939687132,0.5,38.176,06-16
2002-06-17,42.22993682,0.4,43.12,06-17
2002-06-18,0.0,1.1,109.916,06-18
2002-06-19,0.0,0.7,183.079,06-19
2002-06-20,0.0,1.0,201.955,06-20
2002-06-21,0.0,0.9,238.781,06-21
2002-06-22,0.0,0.6,193.219,06-22
2002-06-23,0.0,0.5,120.113,06-23
2002-06-24,0.0,0.6,75.577,06-24
2002-06-25,0.0,0.5,52.338,06-25
2002-06-26,0.0,0.5,40.999,06-26
2002-06-27,0.0,0.5,34.617,06-27
2002-06-28,0.0,1.0,31.17,06-28
2002-06-29,0.0,0.9,28.85,06-29
2002-06-30,0.0,0.9,26.908,06-30
2002-07-01,0.0,1.0,25.112,07-01
2002-07-02,11.21737555,0.7,23.72,07-02
2002-07-03,0.0,0.6,25.529,07-03
2002-07-04,2.153241933,0.7,27.81,07-04
2002-07-05,43.85791324,0.7,29.227,07-05
2002-07-06,6.429081087,0.7,67.597,07-06
2002-07-07,0.209814801,1.1,135.891,07-07
2002-07-08,0.0,0.8,211.478,07-08
2002-07-09,0.0,0.6,275.317,07-09
2002-07-10,0.0,0.5,260.879,07-10
2002-07-11,0.0,0.5,160.386,07-11
2002-07-12,0.0,0.9,93.335,07-12
2002-07-13,0.0,1.1,60.745,07-13
2002-07-14,0.0,1.3,44.62,07-14
2002-07-15,0.0,1.1,36.778,07-15
2002-07-16,0.0,1.1,32.374,07-16
2002-07-17,0.0,0.9,29.297,07-17
2002-07-18,0.0,1.3,26.745,07-18
2002-07-19,0.0,0.7,24.653,07-19
2002-07-20,6.097515029,1.3,22.845,07-20
2002-07-21,43.70921475,0.5,22.367,07-21
2002-07-22,31.98853803,0.6,75.023,07-22
2002-07-23,0.0,0.9,276.045,07-23
2002-07-24,43.85511333,0.6,414.226,07-24
2002-07-25,0.0,1.2,626.804,07-25
2002-07-26,0.0,0.9,776.524,07-26
2002-07-27,0.0,1.5,482.398,07-27
2002-07-28,0.0,0.8,372.381,07-28
2002-07-29,0.0,1.5,254.171,07-29
2002-07-30,12.13587876,0.5,145.568,07-30
2002-07-31,0.0,1.1,91.775,07-31
2002-08-01,0.0,1.1,72.37,08-01
2002-08-02,0.0,0.9,67.537,08-02
2002-08-03,0.0,1.0,67.354,08-03
2002-08-04,0.0,1.0,59.385,08-04
2002-08-05,0.0,1.0,47.891,08-05
2002-08-06,0.0,0.8,39.592,08-06
2002-08-07,19.11294621,0.8,34.321,08-07
2002-08-08,52.19686835,0.7,49.598,08-08
2002-08-09,0.0,1.8,190.715,08-09
2002-08-10,0.0,1.9,400.775,08-10
2002-08-11,0.0,1.9,405.025,08-11
2002-08-12,0.0,1.0,402.98,08-12
2002-08-13,0.0,1.6,285.163,08-13
2002-08-14,0.0,1.2,151.24,08-14
2002-08-15,3.780750012,1.2,84.696,08-15
2002-08-16,8.810296003,0.7,55.169,08-16
2002-08-17,0.343704547,1.5,44.964,08-17
2002-08-18,21.51590461,2.4,42.774,08-18
2002-08-19,50.9166832,0.9,63.11,08-19
2002-08-20,11.94198261,1.1,271.682,08-20
2002-08-21,0.0,1.9,521.477,08-21
2002-08-22,2.094745636,1.9,526.665,08-22
2002-08-23,0.0,0.8,552.452,08-23
2002-08-24,0.0,2.2,412.645,08-24
2002-08-25,0.0,3.0,241.243,08-25
2002-08-26,0.0,3.4,135.774,08-26
2002-08-27,0.0,2.8,87.599,08-27
2002-08-28,23.24723792,4.1,61.858,08-28
2002-08-29,0.419629603,1.5,52.682,08-29
2002-08-30,0.0,2.8,55.772,08-30
2002-08-31,0.0,1.0,63.024,08-31
2002-09-01,0.059051994,1.8,67.896,09-01
2002-09-02,0.0,2.0,62.026,09-02
2002-09-03,0.0,1.9,51.564,09-03
2002-09-04,0.0,2.2,41.098,09-04
2002-09-05,3.179784155,2.0,33.53,09-05
2002-09-06,10.59889435,0.8,29.503,09-06
2002-09-07,0.0,1.9,29.195,09-07
2002-09-08,0.0,1.8,29.967,09-08
2002-09-09,0.0,2.4,27.119,09-09
2002-09-10,0.0,1.7,24.637,09-10
2002-09-11,38.46630526,1.0,23.163,09-11
2002-09-12,0.0,2.6,38.194,09-12
2002-09-13,0.0,2.6,59.149,09-13
2002-09-14,0.0,2.4,87.904,09-14
2002-09-15,0.0,2.1,138.363,09-15
2002-09-16,16.98147549,2.3,128.829,09-16
2002-09-17,0.876132959,1.8,80.812,09-17
2002-09-18,12.45649582,1.2,51.845,09-18
2002-09-19,16.25097365,1.2,76.447,09-19
2002-09-20,0.0,1.8,134.346,09-20
2002-09-21,0.0,2.7,139.419,09-21
2002-09-22,0.0,2.8,152.452,09-22
2002-09-23,0.0,2.7,150.362,09-23
2002-09-24,0.0,2.0,100.805,09-24
2002-09-25,0.0,2.9,62.313,09-25
2002-09-26,0.0,2.9,41.642,09-26
2002-09-27,0.0,2.7,31.156,09-27
2002-09-28,5.439953587,2.5,25.641,09-28
2002-09-29,14.62960688,1.3,23.178,09-29
2002-09-30,0.0,2.3,24.336,09-30
2002-10-01,0.0,3.3,28.543,10-01
2002-10-02,15.43562342,3.2,31.424,10-02
2002-10-03,0.0,3.0,52.071,10-03
2002-10-04,5.989079594,1.9,82.802,10-04
2002-10-05,0.0,3.6,78.128,10-05
2002-10-06,64.24936412,3.0,73.168,10-06
2002-10-07,13.03691663,1.3,175.914,10-07
2002-10-08,0.0,2.1,407.617,10-08
2002-10-09,3.330609395,1.6,470.927,10-09
2002-10-10,5.759330733,2.4,569.571,10-10
2002-10-11,0.0,1.7,459.091,10-11
2002-10-12,0.0,3.7,260.203,10-12
2002-10-13,0.0,4.7,138.867,10-13
2002-10-14,0.0,3.9,89.513,10-14
2002-10-15,12.12476757,3.6,65.077,10-15
2002-10-16,1.38167132,2.1,52.307,10-16
2002-10-17,0.0,4.0,49.151,10-17
2002-10-18,0.0,3.7,49.896,10-18
2002-10-19,28.77895278,1.4,47.983,10-19
2002-10-20,6.57803165,1.8,44.835,10-20
2002-10-21,0.0,3.2,55.1,10-21
2002-10-22,0.0,3.9,85.171,10-22
2002-10-23,4.365851938,4.7,113.689,10-23
2002-10-24,3.334225495,3.6,98.79,10-24
2002-10-25,0.0,2.4,73.16,10-25
2002-10-26,4.659626562,2.8,53.528,10-26
2002-10-27,0.0,2.4,39.137,10-27
2002-10-28,0.0,2.2,33.595,10-28
2002-10-29,0.0,3.9,29.877,10-29
2002-10-30,0.0,3.5,25.285,10-30
2002-10-31,0.0,4.4,21.505,10-31
2002-11-01,0.0,4.1,18.487,11-01
2002-11-02,0.0,4.2,16.064,11-02
2002-11-03,17.02485069,1.9,14.682,11-03
2002-11-04,0.0,2.4,13.977,11-04
2002-11-05,0.0,3.8,14.78,11-05
2002-11-06,0.0,4.3,14.41,11-06
2002-11-07,0.0,5.2,13.633,11-07
2002-11-08,3.31439332,4.4,12.842,11-08
2002-11-09,5.754440971,3.0,12.248,11-09
2002-11-10,0.0,5.1,11.459,11-10
2002-11-11,0.0,3.3,10.881,11-11
2002-11-12,0.0,5.3,10.235,11-12
2002-11-13,0.0,5.8,9.38,11-13
2002-11-14,10.70215439,5.9,8.601,11-14
2002-11-15,0.0,2.5,9.417,11-15
2002-11-16,0.0,5.4,8.747,11-16
2002-11-17,12.19385576,4.2,8.406,11-17
2002-11-18,0.0,5.6,8.726,11-18
2002-11-19,8.31157838,5.2,10.809,11-19
2002-11-20,20.55770421,3.5,12.175,11-20
2002-11-21,0.0,4.9,13.405,11-21
2002-11-22,0.0,4.9,15.651,11-22
2002-11-23,0.0,5.8,17.268,11-23
2002-11-24,7.549873549,6.0,17.628,11-24
2002-11-25,39.79571461,2.0,18.749,11-25
2002-11-26,0.0,5.0,42.341,11-26
2002-11-27,0.793403799,3.9,52.973,11-27
2002-11-28,0.0,5.6,61.945,11-28
2002-11-29,0.0,2.5,73.61,11-29
2002-11-30,80.66532862,4.8,62.875,11-30
2002-12-01,6.781521373,1.6,92.742,12-01
2002-12-02,0.0,4.7,258.491,12-02
2002-12-03,2.062977856,5.3,352.279,12-03
2002-12-04,34.02212388,2.3,413.14,12-04
2002-12-05,25.95520522,2.8,404.449,12-05
2002-12-06,4.173378822,4.6,353.449,12-06
2002-12-07,0.0,3.6,314.977,12-07
2002-12-08,0.0,4.6,321.568,12-08
2002-12-09,0.0,3.7,308.615,12-09
2002-12-10,18.23026722,2.5,224.574,12-10
2002-12-11,0.0,5.0,139.057,12-11
2002-12-12,0.378075001,3.9,116.94,12-12
2002-12-13,2.932949661,4.4,92.338,12-13
2002-12-14,0.0,5.6,73.032,12-14
2002-12-15,6.074872229,4.0,60.041,12-15
2002-12-16,0.876118918,5.2,48.836,12-16
2002-12-17,0.0,5.3,38.743,12-17
2002-12-18,0.0,6.1,29.979,12-18
2002-12-19,18.48023249,3.4,24.259,12-19
2002-12-20,0.0,5.1,22.876,12-20
2002-12-21,0.687409093,6.1,25.717,12-21
2002-12-22,100.9745959,1.7,27.976,12-22
2002-12-23,0.0,4.1,133.792,12-23
2002-12-24,0.0,5.2,320.613,12-24
2002-12-25,0.0,5.4,394.169,12-25
2002-12-26,0.0,6.1,489.838,12-26
2002-12-27,0.0,6.0,402.569,12-27
2002-12-28,3.701645866,2.6,214.623,12-28
2002-12-29,0.0,3.3,97.747,12-29
2002-12-30,4.05074353,1.9,51.925,12-30
2002-12-31,0.343704547,1.9,40.844,12-31
2003-01-01,0.0,4.2,38.655,01-01
2003-01-02,0.0,4.7,31.498,01-02
2003-01-03,0.0,3.9,25.339,01-03
2003-01-04,0.0,5.4,20.563,01-04
2003-01-05,0.0,5.7,17.735,01-05
2003-01-06,0.0,5.6,19.746,01-06
2003-01-07,0.0,5.3,15.662,01-07
2003-01-08,0.0,5.7,13.353,01-08
2003-01-09,0.0,6.1,11.935,01-09
2003-01-10,0.0,4.2,10.693,01-10
2003-01-11,2.435724015,5.8,9.622,01-11
2003-01-12,0.0,5.1,8.847,01-12
2003-01-13,0.0,5.2,8.107,01-13
2003-01-14,0.0,6.0,7.567,01-14
2003-01-15,1.474230195,6.7,7.084,01-15
2003-01-16,3.036011142,5.2,6.755,01-16
2003-01-17,15.40352394,5.6,6.771,01-17
2003-01-18,0.0,5.2,8.115,01-18
2003-01-19,19.55567812,5.2,10.449,01-19
2003-01-20,0.0,5.4,12.728,01-20
2003-01-21,0.0,6.2,16.394,01-21
2003-01-22,13.44738934,3.8,17.748,01-22
2003-01-23,0.0,5.1,20.184,01-23
2003-01-24,0.0,5.3,14.957,01-24
2003-01-25,0.0,5.4,14.534,01-25
2003-01-26,0.0,6.2,10.267,01-26
2003-01-27,0.0,5.9,8.385,01-27
2003-01-28,0.0,5.2,7.392,01-28
2003-01-29,0.0,5.7,6.758,01-29
2003-01-30,0.0,7.1,6.229,01-30
2003-01-31,0.0,7.7,5.435,01-31
2003-02-01,0.0,6.5,4.763,02-01
2003-02-02,0.0,5.6,4.091,02-02
2003-02-03,6.339960647,4.4,4.379,02-03
2003-02-04,27.12167156,2.2,5.364,02-04
2003-02-05,14.40729945,2.3,10.874,02-05
2003-02-06,0.0,4.9,21.436,02-06
2003-02-07,12.10889657,2.9,24.637,02-07
2003-02-08,0.0,3.9,173.203,02-08
2003-02-09,0.0,3.5,307.441,02-09
2003-02-10,0.0,4.6,119.278,02-10
2003-02-11,17.58113236,1.8,49.066,02-11
2003-02-12,0.524537004,5.2,67.792,02-12
2003-02-13,0.0,4.8,63.759,02-13
2003-02-14,0.0,4.8,44.095,02-14
2003-02-15,10.52302841,5.1,25.682,02-15
2003-02-16,10.33008286,4.1,22.523,02-16
2003-02-17,0.0,4.9,37.053,02-17
2003-02-18,0.0,5.3,31.537,02-18
2003-02-19,3.163952201,3.0,21.819,02-19
2003-02-20,0.0,4.5,17.938,02-20
2003-02-21,0.0,4.5,16.484,02-21
2003-02-22,6.597168602,3.1,15.03,02-22
2003-02-23,41.91101757,1.4,14.653,02-23
2003-02-24,33.34856215,1.8,45.419,02-24
2003-02-25,0.0,4.8,140.495,02-25
2003-02-26,0.0,5.2,185.382,02-26
2003-02-27,34.62611575,4.6,141.725,02-27
2003-02-28,10.04267823,2.4,147.163,02-28
2003-03-01,7.408941684,2.7,150.334,03-01
2003-03-02,0.0,2.8,141.267,03-02
2003-03-03,0.0,4.4,121.727,03-03
2003-03-04,0.0,4.4,104.28,03-04
2003-03-05,0.0,3.5,84.678,03-05
2003-03-06,11.30093514,2.3,59.636,03-06
2003-03-07,1.888333213,3.7,39.739,03-07
2003-03-08,0.0,5.1,29.278,03-08
2003-03-09,0.687437176,4.9,27.103,03-09
2003-03-10,6.242662514,1.9,26.986,03-10
2003-03-11,7.176013181,3.0,35.733,03-11
2003-03-12,0.0,3.9,41.65,03-12
2003-03-13,0.0,2.9,32.388,03-13
2003-03-14,0.0,3.1,24.517,03-14
2003-03-15,3.381101405,2.4,20.8,03-15
2003-03-16,2.184571496,3.6,18.563,03-16
2003-03-17,0.0,3.6,17.07,03-17
2003-03-18,0.0,3.8,15.677,03-18
2003-03-19,15.14002773,3.6,13.642,03-19
2003-03-20,14.2453538,2.1,12.257,03-20
2003-03-21,0.0,2.8,11.138,03-21
2003-03-22,0.0,2.6,11.413,03-22
2003-03-23,0.0,3.1,19.863,03-23
2003-03-24,0.0,2.0,31.91,03-24
2003-03-25,0.0,2.7,33.983,03-25
2003-03-26,0.0,3.2,25.73,03-26
2003-03-27,0.0,3.4,18.015,03-27
2003-03-28,0.0,3.6,13.246,03-28
2003-03-29,22.80776891,2.3,11.058,03-29
2003-03-30,3.80611227,1.0,11.793,03-30
2003-03-31,0.0,2.6,12.077,03-31
2003-04-01,0.0,2.4,15.56,04-01
2003-04-02,0.0,2.6,17.693,04-02
2003-04-03,6.889245066,2.2,21.796,04-03
2003-04-04,12.26901394,1.8,21.461,04-04
2003-04-05,2.945223849,2.8,18.382,04-05
2003-04-06,0.0,4.0,15.924,04-06
2003-04-07,0.0,2.7,17.757,04-07
2003-04-08,0.0,2.5,20.466,04-08
2003-04-09,0.0,2.7,19.525,04-09
2003-04-10,0.0,2.4,16.125,04-10
2003-04-11,0.0,1.6,12.861,04-11
2003-04-12,0.0,2.9,10.688,04-12
2003-04-13,0.0,2.9,9.406,04-13
2003-04-14,0.0,2.8,8.452,04-14
2003-04-15,0.0,2.8,7.752,04-15
2003-04-16,0.0,2.4,7.246,04-16
2003-04-17,0.0,2.3,6.856,04-17
2003-04-18,8.065489978,0.9,6.731,04-18
2003-04-19,0.0,1.3,6.488,04-19
2003-04-20,0.0,2.1,6.262,04-20
2003-04-21,0.0,2.1,6.366,04-21
2003-04-22,0.0,1.8,6.437,04-22
2003-04-23,1.064828743,0.8,6.524,04-23
2003-04-24,8.143056242,0.9,6.311,04-24
2003-04-25,14.83905224,1.7,6.054,04-25
2003-04-26,36.4085268,1.8818181818181818,6.609,04-26
2003-04-27,32.51635965,1.65,9.997,04-27
2003-04-28,0.0,1.3,28.708,04-28
2003-04-29,30.53756662,0.8,91.305,04-29
2003-04-30,1.644293453,0.8,243.04,04-30
2003-05-01,0.0,1.7,350.763,05-01
2003-05-02,0.0,1.8,309.435,05-02
2003-05-03,0.0,1.2,292.011,05-03
2003-05-04,0.0,1.1,211.416,05-04
2003-05-05,0.0,1.8,107.531,05-05
2003-05-06,1.750665532,1.6,58.101,05-06
2003-05-07,0.0,1.7,37.391,05-07
2003-05-08,0.0,1.2,27.306,05-08
2003-05-09,0.0,1.3,21.82,05-09
2003-05-10,0.0,1.0,18.229,05-10
2003-05-11,0.0,1.3,15.598,05-11
2003-05-12,0.0,0.7,13.999,05-12
2003-05-13,0.0,1.3,12.682,05-13
2003-05-14,0.0,2.0,11.56,05-14
2003-05-15,0.0,1.3,10.735,05-15
2003-05-16,35.42832507,0.7,10.324,05-16
2003-05-17,18.56079361,0.7,40.167,05-17
2003-05-18,2.279488175,1.2,141.181,05-18
2003-05-19,47.76955789,0.7,202.688,05-19
2003-05-20,0.61833717,1.2,292.244,05-20
2003-05-21,5.734815991,0.7,502.141,05-21
2003-05-22,49.75778688,0.8,512.885,05-22
2003-05-23,0.0,2.1,608.653,05-23
2003-05-24,0.0,1.8,722.302,05-24
2003-05-25,0.0,1.1,509.557,05-25
2003-05-26,0.0,1.4,428.107,05-26
2003-05-27,0.0,1.6,293.982,05-27
2003-05-28,0.0,0.8,164.291,05-28
2003-05-29,0.0,1.0,94.093,05-29
2003-05-30,0.0,1.2,59.838,05-30
2003-05-31,4.992033456,0.8,44.415,05-31
2003-06-01,6.599196768,0.7,39.197,06-01
2003-06-02,26.75987014,0.8,50.951,06-02
2003-06-03,0.0,0.9,93.773,06-03
2003-06-04,0.0,0.7,137.256,06-04
2003-06-05,0.0,0.5,159.463,06-05
2003-06-06,0.0,0.6,168.309,06-06
2003-06-07,0.0,0.9,133.911,06-07
2003-06-08,0.0,0.5,85.938,06-08
2003-06-09,0.0,0.6,54.688,06-09
2003-06-10,8.561630831,0.4,39.754,06-10
2003-06-11,0.0,0.9,34.795,06-11
2003-06-12,0.532414372,0.4,36.151,06-12
2003-06-13,0.0,0.7,35.988,06-13
2003-06-14,0.0,0.5,34.974,06-14
2003-06-15,1.891199064,0.6,35.289,06-15
2003-06-16,0.0,0.5,31.558,06-16
2003-06-17,0.0,0.5,28.316,06-17
2003-06-18,56.00597537,0.4,27.655,06-18
2003-06-19,0.0,0.7,59.6,06-19
2003-06-20,0.0,1.0,131.409,06-20
2003-06-21,3.402460448,0.7,191.365,06-21
2003-06-22,0.0,0.5,217.573,06-22
2003-06-23,0.0,0.5,181.916,06-23
2003-06-24,0.0,0.8,116.819,06-24
2003-06-25,5.315812558,0.4,72.802,06-25
2003-06-26,4.159862741,0.4,55.879,06-26
2003-06-27,0.0,0.4,59.21,06-27
2003-06-28,0.0,0.6,55.569,06-28
2003-06-29,0.0,0.7,49.198,06-29
2003-06-30,0.0,0.7,40.068,06-30
2003-07-01,0.0,0.6,33.792,07-01
2003-07-02,0.0,0.5,30.005,07-02
2003-07-03,0.0,0.5,27.503,07-03
2003-07-04,0.606804217,0.4,25.199,07-04
2003-07-05,0.0,0.8,23.793,07-05
2003-07-06,0.0,0.7,23.087,07-06
2003-07-07,0.0,0.9,21.665,07-07
2003-07-08,4.339913769,0.6,20.13,07-08
2003-07-09,0.0,1.0,19.56,07-09
2003-07-10,0.0,1.2,19.488,07-10
2003-07-11,0.0,0.9,18.027,07-11
2003-07-12,0.0,0.6,16.305,07-12
2003-07-13,0.0,0.6,15.008,07-13
2003-07-14,3.740835816,1.3,13.796,07-14
2003-07-15,6.673648625,0.8,14.197,07-15
2003-07-16,0.0,0.9,15.915,07-16
2003-07-17,0.0,0.8,16.666,07-17
2003-07-18,1.525234642,0.8,15.543,07-18
2003-07-19,0.0,1.6,14.943,07-19
2003-07-20,0.0,2.0,14.009,07-20
2003-07-21,0.0,0.8,13.261,07-21
2003-07-22,0.169725223,1.1,12.565,07-22
2003-07-23,0.209814801,0.5,11.964,07-23
2003-07-24,0.0,0.9,11.35,07-24
2003-07-25,0.0,1.0,10.952,07-25
2003-07-26,0.0,1.1,10.51,07-26
2003-07-27,0.0,1.2,10.061,07-27
2003-07-28,0.0,0.9,9.51,07-28
2003-07-29,7.596624578,1.5,9.4,07-29
2003-07-30,0.0,1.5,9.501,07-30
2003-07-31,0.0,1.0,10.128,07-31
2003-08-01,0.0,1.2,10.052,08-01
2003-08-02,0.0,0.9,9.796,08-02
2003-08-03,4.369817813,0.6,9.837,08-03
2003-08-04,33.14411003,0.6,9.613,08-04
2003-08-05,14.77112458,1.0,55.008,08-05
2003-08-06,0.0,1.5,83.877,08-06
2003-08-07,0.0,2.2,143.194,08-07
2003-08-08,11.85640325,1.8,183.714,08-08
2003-08-09,0.0,0.8,199.843,08-09
2003-08-10,0.0,0.9,155.001,08-10
2003-08-11,0.0,1.1,105.948,08-11
2003-08-12,0.0,1.2,72.675,08-12
2003-08-13,0.0,1.3,53.342,08-13
2003-08-14,0.0,1.1,39.557,08-14
2003-08-15,0.0,1.6,30.383,08-15
2003-08-16,0.0,1.6,24.738,08-16
2003-08-17,0.0,1.4,21.1,08-17
2003-08-18,0.0,2.1,18.211,08-18
2003-08-19,0.0,2.2,16.133,08-19
2003-08-20,0.0,2.2,14.467,08-20
2003-08-21,0.0,4.0,13.099,08-21
2003-08-22,18.87963898,0.8,12.46,08-22
2003-08-23,45.07654859,0.6,36.871,08-23
2003-08-24,0.0,1.8,185.301,08-24
2003-08-25,0.0,1.5,339.694,08-25
2003-08-26,0.0,1.3,286.351,08-26
2003-08-27,3.124640587,1.3,291.011,08-27
2003-08-28,0.0,2.1,199.733,08-28
2003-08-29,0.0,1.7,106.281,08-29
2003-08-30,0.0,1.6,60.406,08-30
2003-08-31,0.0,1.6,40.597,08-31
2003-09-01,0.0,1.6,31.568,09-01
2003-09-02,0.0,2.0,26.351,09-02
2003-09-03,0.0,2.6,22.496,09-03
2003-09-04,1.681715104,1.3,19.7,09-04
2003-09-05,4.058351779,2.2,17.696,09-05
2003-09-06,0.0,4.1,16.119,09-06
2003-09-07,11.51047798,1.0,15.799,09-07
2003-09-08,26.71429786,0.8,21.33,09-08
2003-09-09,0.0,2.2,61.408,09-09
2003-09-10,0.0,2.1,82.016,09-10
2003-09-11,0.0,2.4,89.408,09-11
2003-09-12,0.0,3.2,92.867,09-12
2003-09-13,0.0,2.3,70.766,09-13
2003-09-14,0.0,1.8,44.567,09-14
2003-09-15,0.0,1.9,29.125,09-15
2003-09-16,0.0,2.1,21.407,09-16
2003-09-17,0.0,1.8,17.774,09-17
2003-09-18,0.0,2.7,15.38,09-18
2003-09-19,2.150755787,1.1,13.839,09-19
2003-09-20,0.0,2.6,12.549,09-20
2003-09-21,22.98591098,2.2,11.868,09-21
2003-09-22,13.95643798,1.4,24.751,09-22
2003-09-23,36.54404171,1.9,174.803,09-23
2003-09-24,0.0,3.1,459.906,09-24
2003-09-25,0.0,2.8,449.976,09-25
2003-09-26,0.0,1.8,342.276,09-26
2003-09-27,1.422123278,2.9,301.81,09-27
2003-09-28,0.0,2.8,193.775,09-28
2003-09-29,0.0,2.5,101.843,09-29
2003-09-30,0.0,3.3,56.725,09-30
2003-10-01,0.0,2.4,37.554,10-01
2003-10-02,0.0,2.8,29.107,10-02
2003-10-03,0.633295192,2.6,24.021,10-03
2003-10-04,5.300339359,2.4,20.476,10-04
2003-10-05,7.924153449,1.6,18.461,10-05
2003-10-06,0.0,3.6,19.221,10-06
2003-10-07,0.0,4.2,21.486,10-07
2003-10-08,15.45388086,1.3,19.904,10-08
2003-10-09,0.0,4.0,24.462,10-09
2003-10-10,0.0,2.9,30.173,10-10
2003-10-11,0.0,2.8,26.098,10-11
2003-10-12,0.0,2.9,21.233,10-12
2003-10-13,0.0,3.0,18.482,10-13
2003-10-14,0.0,4.0,15.844,10-14
2003-10-15,0.0,4.5,13.597,10-15
2003-10-16,0.0,6.6,11.731,10-16
2003-10-17,0.0,4.7,10.351,10-17
2003-10-18,4.042464879,3.1,9.356,10-18
2003-10-19,0.0,4.3,8.644,10-19
2003-10-20,0.0,3.3,8.291,10-20
2003-10-21,0.0,4.4,7.732,10-21
2003-10-22,0.0,4.1,7.236,10-22
2003-10-23,0.0,4.8,6.779,10-23
2003-10-24,20.0127976,5.2,6.402,10-24
2003-10-25,2.298924212,3.0,6.694,10-25
2003-10-26,0.0,4.6,7.421,10-26
2003-10-27,0.0,3.6,8.487,10-27
2003-10-28,0.0,4.1,11.21,10-28
2003-10-29,0.0,4.5,15.11,10-29
2003-10-30,0.487150148,5.1,16.202,10-30
2003-10-31,4.30487444,1.4,13.082,10-31
2003-11-01,0.0,4.3,9.933,11-01
2003-11-02,0.0,3.5,8.198,11-02
2003-11-03,0.0,3.9,7.146,11-03
2003-11-04,0.0,4.3,6.204,11-04
2003-11-05,0.0,4.1,4.905,11-05
2003-11-06,0.0,4.8,4.067,11-06
2003-11-07,0.0,5.1,3.59,11-07
2003-11-08,0.0,3.7,3.343,11-08
2003-11-09,0.0,4.9,3.164,11-09
2003-11-10,0.0,5.1,2.969,11-10
2003-11-11,29.12086838,3.5,2.727,11-11
2003-11-12,8.331422376,1.9,3.209,11-12
2003-11-13,0.0,3.7,5.758,11-13
2003-11-14,0.0,4.3,8.007,11-14
2003-11-15,7.73701299,5.4,7.832,11-15
2003-11-16,2.603318904,2.1,6.572,11-16
2003-11-17,41.87312421,3.5,5.595,11-17
2003-11-18,8.924309597,3.3,80.892,11-18
2003-11-19,0.0,5.0,136.106,11-19
2003-11-20,0.0,4.7,95.036,11-20
2003-11-21,0.0,5.1,56.514,11-21
2003-11-22,0.0,6.1,43.218,11-22
2003-11-23,17.07499902,4.1,31.463,11-23
2003-11-24,0.0,2.9,21.657,11-24
2003-11-25,0.0,5.0,15.949,11-25
2003-11-26,14.64522075,5.6,14.114,11-26
2003-11-27,0.0,4.3,13.316,11-27
2003-11-28,11.18834675,4.2,16.396,11-28
2003-11-29,0.0,5.4,19.161,11-29
2003-11-30,2.299376033,2.9,14.528,11-30
2003-12-01,0.0,4.7,13.458,12-01
2003-12-02,0.0,3.8,14.759,12-02
2003-12-03,0.0,5.7,12.762,12-03
2003-12-04,21.86326876,3.2,10.661,12-04
2003-12-05,0.0,6.3,17.622,12-05
2003-12-06,0.0,5.5,23.469,12-06
2003-12-07,0.0,5.4,16.8,12-07
2003-12-08,9.263024091,2.7,12.871,12-08
2003-12-09,0.0,5.6,10.579,12-09
2003-12-10,16.88719958,5.8,9.226,12-10
2003-12-11,0.0,3.5,8.665,12-11
2003-12-12,0.0,5.0,10.176,12-12
2003-12-13,0.0,5.8,18.005,12-13
2003-12-14,0.0,5.4,30.061,12-14
2003-12-15,30.03683469,2.6,22.225,12-15
2003-12-16,0.0,4.6,12.854,12-16
2003-12-17,0.0,5.1,12.146,12-17
2003-12-18,0.0,6.2,25.62,12-18
2003-12-19,0.0,6.4,24.699,12-19
2003-12-20,0.0,5.4,15.444,12-20
2003-12-21,4.022161605,6.7,10.733,12-21
2003-12-22,0.0,3.6,9.596,12-22
2003-12-23,0.0,5.1,9.314,12-23
2003-12-24,0.0,5.5,7.992,12-24
2003-12-25,0.0,6.8,7.168,12-25
2003-12-26,0.0,6.8,6.629,12-26
2003-12-27,29.1575435,4.3,5.384,12-27
2003-12-28,0.0,3.9,5.107,12-28
2003-12-29,0.0,5.2,6.278,12-29
2003-12-30,0.0,5.378260869565217,6.958,12-30
2003-12-31,0.0,5.108695652173913,8.505,12-31
2004-01-01,0.0,4.6,7.551,01-01
2004-01-02,0.0,5.2,6.105,01-02
2004-01-03,0.0,6.8,4.638,01-03
2004-01-04,0.0,6.2,3.611,01-04
2004-01-05,0.0,5.7,2.844,01-05
2004-01-06,0.29525997,4.3,2.351,01-06
2004-01-07,5.177939491,5.0,2.458,01-07
