Fecha,Precip,PET,QM,mes_dia
2008-12-18,0.0,6.0,0.46,12-18
2008-12-19,0.0,6.4,0.404,12-19
2008-12-20,0.0,6.8,0.356,12-20
2008-12-21,0.0,5.2,0.312,12-21
2008-12-22,2.600064979,2.1,0.27,12-22
2008-12-23,15.44627529,3.5,0.279,12-23
2008-12-24,0.0,5.9,0.618,12-24
2008-12-25,4.526092304,3.8,0.795,12-25
2008-12-26,0.0,5.7,3.59,12-26
2008-12-27,0.0,6.6,3.809,12-27
2008-12-28,0.0,4.6,2.263,12-28
2008-12-29,0.0,5.8,1.62,12-29
2008-12-30,0.0,4.8,1.103,12-30
2008-12-31,0.0,5.108695652173913,0.697,12-31
2009-01-01,0.0,5.3,0.613,01-01
2009-01-02,0.0,4.6,0.461,01-02
2009-01-03,0.0,4.7,0.367,01-03
2009-01-04,0.0,5.3,0.319,01-04
2009-01-05,0.0,6.1,0.265,01-05
2009-01-06,0.0,6.7,0.223,01-06
2009-01-07,0.0,6.7,0.187,01-07
2009-01-08,0.0,4.0,0.192,01-08
2009-01-09,0.0,5.8,0.165,01-09
2009-01-10,0.0,5.1,0.146,01-10
2009-01-11,0.0,5.2,0.145,01-11
2009-01-12,0.0,6.1,0.153,01-12
2009-01-13,30.04910393,4.2,0.164,01-13
2009-01-14,0.472415951,2.7,0.378,01-14
2009-01-15,0.0,4.7,0.837,01-15
2009-01-16,0.0,5.4,0.613,01-16
2009-01-17,0.0,6.7,0.389,01-17
2009-01-18,0.46447092,2.3,0.313,01-18
2009-01-19,0.0,4.1,0.254,01-19
2009-01-20,0.0,5.2,0.225,01-20
2009-01-21,0.0,5.5,0.201,01-21
2009-01-22,0.0,6.5,0.174,01-22
2009-01-23,0.0,7.3,0.172,01-23
2009-01-24,0.0,7.4,0.169,01-24
2009-01-25,10.70616404,5.5,0.133,01-25
2009-01-26,0.0,6.1,0.127,01-26
2009-01-27,0.0,6.4,0.112,01-27
2009-01-28,28.99963062,2.6,0.128,01-28
2009-01-29,4.930549204,3.0,0.4,01-29
2009-01-30,5.512578666,3.9,1.598,01-30
2009-01-31,0.88487537,4.8,2.422,01-31
2009-02-01,0.0,5.8,1.406,02-01
2009-02-02,0.0,5.3,1.12,02-02
2009-02-03,0.0,2.6,0.748,02-03
2009-02-04,0.0,5.2,0.514,02-04
2009-02-05,0.0,5.1,0.359,02-05
2009-02-06,0.0,5.9,0.329,02-06
2009-02-07,0.0,5.2,0.368,02-07
2009-02-08,0.0,4.4,0.345,02-08
2009-02-09,0.0,5.5,0.298,02-09
2009-02-10,30.98113247,6.4,0.258,02-10
2009-02-11,0.0,5.4,0.339,02-11
2009-02-12,0.0,4.5,0.464,02-12
2009-02-13,0.0,4.8,0.357,02-13
2009-02-14,0.0,5.1,0.317,02-14
2009-02-15,0.0,5.8,0.304,02-15
2009-02-16,6.63823205,4.3,0.288,02-16
2009-02-17,0.0,4.3,0.312,02-17
2009-02-18,0.0,4.4,0.338,02-18
2009-02-19,4.087597525,3.7,0.383,02-19
2009-02-20,15.60145234,5.0,0.428,02-20
2009-02-21,0.0,2.8,0.871,02-21
2009-02-22,15.27748125,2.3,0.936,02-22
2009-02-23,0.0,4.9,0.95,02-23
2009-02-24,0.0,4.3,0.981,02-24
2009-02-25,0.0,4.8,1.225,02-25
2009-02-26,7.085797062,1.7,1.278,02-26
2009-02-27,0.0,4.6,1.025,02-27
2009-02-28,0.0,4.7,0.89,02-28
2009-03-01,0.0,4.6,1.04,03-01
2009-03-02,0.0,4.5,1.072,03-02
2009-03-03,0.0,2.9,0.831,03-03
2009-03-04,19.25669889,1.8,0.75,03-04
2009-03-05,3.00547162,2.4,0.806,03-05
2009-03-06,0.0,3.8,0.772,03-06
2009-03-07,0.0,3.9,0.699,03-07
2009-03-08,0.0,4.3,0.685,03-08
2009-03-09,2.465574691,4.6,0.639,03-09
2009-03-10,3.851121539,4.4,0.554,03-10
2009-03-11,44.34490472,1.6,2.294,03-11
2009-03-12,6.157526299,3.7,8.51,03-12
2009-03-13,0.0,3.6,13.806,03-13
2009-03-14,12.68111348,4.7,9.595,03-14
2009-03-15,0.0,3.7,5.195,03-15
2009-03-16,12.96895101,3.2,2.831,03-16
2009-03-17,0.0,3.0,2.974,03-17
2009-03-18,0.0,3.2,2.857,03-18
2009-03-19,0.0,3.1,2.855,03-19
2009-03-20,0.0,2.9,3.079,03-20
2009-03-21,0.0,3.2,2.57,03-21
2009-03-22,0.0,3.7,2.013,03-22
2009-03-23,0.0,3.2,1.569,03-23
2009-03-24,0.0,3.4,1.239,03-24
2009-03-25,0.0,2.5,0.991,03-25
2009-03-26,0.0,2.8,0.809,03-26
2009-03-27,3.625675022,3.0,0.725,03-27
2009-03-28,0.0,3.1,0.673,03-28
2009-03-29,0.0,3.4,0.595,03-29
2009-03-30,0.0,3.7,0.55,03-30
2009-03-31,0.0,1.2,0.533,03-31
2009-04-01,0.0,2.6,0.458,04-01
2009-04-02,0.0,2.5,0.41,04-02
2009-04-03,0.0,2.4,0.368,04-03
2009-04-04,0.525183614,1.7,0.343,04-04
2009-04-05,0.0,2.5,0.307,04-05
2009-04-06,0.0,3.1,0.288,04-06
2009-04-07,0.0,2.6,0.279,04-07
2009-04-08,0.0,2.5,0.265,04-08
2009-04-09,0.0,2.5,0.253,04-09
2009-04-10,0.0,2.8,0.235,04-10
2009-04-11,0.0,2.9,0.211,04-11
2009-04-12,0.0,2.2,0.198,04-12
2009-04-13,0.0,3.2,0.178,04-13
2009-04-14,0.0,2.2,0.182,04-14
2009-04-15,0.0,1.8,0.169,04-15
2009-04-16,0.0,2.4,0.16,04-16
2009-04-17,0.0,2.5,0.156,04-17
2009-04-18,0.0,2.1,0.139,04-18
2009-04-19,0.0,2.4,0.146,04-19
2009-04-20,0.0,1.7,0.145,04-20
2009-04-21,0.0,2.0,0.137,04-21
2009-04-22,0.0,2.0,0.129,04-22
2009-04-23,0.0,2.2,0.122,04-23
2009-04-24,0.0,1.6,0.128,04-24
2009-04-25,0.0,1.7,0.131,04-25
2009-04-26,0.0,2.0,0.125,04-26
2009-04-27,0.0,1.8,0.128,04-27
2009-04-28,0.0,2.5,0.118,04-28
2009-04-29,0.0,2.5,0.109,04-29
2009-04-30,0.0,1.7,0.109,04-30
2009-05-01,0.0,1.4,0.103,05-01
2009-05-02,0.0,1.4,0.096,05-02
2009-05-03,0.0,1.6,0.105,05-03
2009-05-04,0.0,2.0,0.097,05-04
2009-05-05,6.720149273,0.8,0.113,05-05
2009-05-06,0.0,1.5,0.117,05-06
2009-05-07,0.0,1.4,0.113,05-07
2009-05-08,0.0,1.3,0.11,05-08
2009-05-09,0.0,1.6,0.105,05-09
2009-05-10,0.0,1.5,0.121,05-10
2009-05-11,4.13443357,1.9,0.121,05-11
2009-05-12,7.390758092,1.3,0.135,05-12
2009-05-13,36.66074861,0.9,0.169,05-13
2009-05-14,0.0,1.7,0.21,05-14
2009-05-15,0.0,1.2,0.247,05-15
2009-05-16,0.0,1.0,0.341,05-16
2009-05-17,0.0,1.2,0.399,05-17
2009-05-18,2.72934124,0.8,0.414,05-18
2009-05-19,0.0,1.2,0.331,05-19
2009-05-20,0.0,1.3,0.278,05-20
2009-05-21,0.0,2.1,0.239,05-21
2009-05-22,0.0,1.9,0.227,05-22
2009-05-23,0.0,1.7,0.226,05-23
2009-05-24,0.0,1.2,0.219,05-24
2009-05-25,0.0,1.3,0.216,05-25
2009-05-26,0.0,1.6,0.203,05-26
2009-05-27,0.0,1.0,0.208,05-27
2009-05-28,0.0,0.9,0.193,05-28
2009-05-29,2.129657486,0.7,0.186,05-29
2009-05-30,22.25866711,0.5,0.207,05-30
2009-05-31,3.113219846,1.0,0.257,05-31
2009-06-01,0.0,1.7,0.266,06-01
2009-06-02,0.0,0.9,0.405,06-02
2009-06-03,0.0,1.4,0.605,06-03
2009-06-04,0.0,1.2,0.59,06-04
2009-06-05,0.0,1.5,0.476,06-05
2009-06-06,0.0,0.9,0.411,06-06
2009-06-07,0.0,0.5,0.346,06-07
2009-06-08,0.0,0.5,0.321,06-08
2009-06-09,0.0,0.5,0.303,06-09
2009-06-10,0.0,0.6,0.277,06-10
2009-06-11,0.0,0.7,0.26,06-11
2009-06-12,0.0,0.6,0.243,06-12
2009-06-13,0.0,0.8,0.247,06-13
2009-06-14,0.0,1.0,0.23,06-14
2009-06-15,0.0,0.9,0.226,06-15
2009-06-16,0.0,1.0,0.224,06-16
2009-06-17,0.0,0.5,0.216,06-17
2009-06-18,0.0,0.8,0.236,06-18
2009-06-19,0.0,1.3,0.118,06-19
2009-06-20,0.0,1.3,0.113,06-20
2009-06-21,43.69695148,0.8,0.121,06-21
2009-06-22,13.75779188,0.5,0.229,06-22
2009-06-23,4.147534411,1.2,0.627,06-23
2009-06-24,0.0,0.4,2.15,06-24
2009-06-25,0.0,0.6,4.021,06-25
2009-06-26,0.0,0.5,3.387,06-26
2009-06-27,0.0,0.5,2.241,06-27
2009-06-28,9.567432546,1.8,1.517,06-28
2009-06-29,26.40078919,1.8,8.916,06-29
2009-06-30,0.0,1.5,25.185,06-30
2009-07-01,0.0,1.2,17.617,07-01
2009-07-02,0.0,0.9,13.401,07-02
2009-07-03,0.0,1.1,9.562,07-03
2009-07-04,0.0,0.6,7.64,07-04
2009-07-05,1.460803998,1.0,6.067,07-05
2009-07-06,26.88806394,1.0,4.22,07-06
2009-07-07,0.0,0.9,4.041,07-07
2009-07-08,0.0,0.9,6.854,07-08
2009-07-09,0.0,0.4,8.248,07-09
2009-07-10,0.0,0.7,9.752,07-10
2009-07-11,0.0,0.8,9.475,07-11
2009-07-12,0.0,0.8,8.132,07-12
2009-07-13,0.0,1.1,6.913,07-13
2009-07-14,0.0,0.8,5.455,07-14
2009-07-15,0.64232424,0.7,4.051,07-15
2009-07-16,0.0,0.9,2.921,07-16
2009-07-17,0.0,0.8,2.251,07-17
2009-07-18,0.0,0.8,1.861,07-18
2009-07-19,0.0,1.7,1.596,07-19
2009-07-20,0.0,1.0,1.326,07-20
2009-07-21,13.40522275,2.1,1.163,07-21
2009-07-22,0.0,3.2,1.09,07-22
2009-07-23,0.0,1.4,1.425,07-23
2009-07-24,0.0,1.2,1.74,07-24
2009-07-25,0.0,1.3,1.563,07-25
2009-07-26,0.0,1.2,1.215,07-26
2009-07-27,0.0,1.1,1.011,07-27
2009-07-28,0.0,0.8,0.893,07-28
2009-07-29,0.0,1.2,0.776,07-29
2009-07-30,0.0,0.8,0.675,07-30
2009-07-31,0.0,0.9,0.636,07-31
2009-08-01,0.0,0.9,0.572,08-01
2009-08-02,12.81982522,0.6,0.766,08-02
2009-08-03,0.0,0.7,6.646,08-03
2009-08-04,0.0,1.2,10.563,08-04
2009-08-05,18.50810658,0.9,12.32,08-05
2009-08-06,0.0,1.4,18.108,08-06
2009-08-07,0.0,0.7,15.215,08-07
2009-08-08,0.0,1.2,12.277,08-08
2009-08-09,0.0,1.1,9.52,08-09
2009-08-10,0.0,1.6,8.051,08-10
2009-08-11,0.0,1.5,7.505,08-11
2009-08-12,0.0,1.8,6.719,08-12
2009-08-13,0.0,1.7,5.938,08-13
2009-08-14,0.0,1.9,4.975,08-14
2009-08-15,0.0,4.3,3.904,08-15
2009-08-16,15.63258891,2.4,3.018,08-16
2009-08-17,0.0,1.4,5.167,08-17
2009-08-18,0.0,1.8,7.3,08-18
2009-08-19,41.68961892,1.3,11.566,08-19
2009-08-20,0.453301359,1.1,84.201,08-20
2009-08-21,0.0,1.1,139.527,08-21
2009-08-22,0.0,1.6,130.544,08-22
2009-08-23,0.0,1.6,93.019,08-23
2009-08-24,0.0,1.3,68.922,08-24
2009-08-25,0.0,1.5,43.12,08-25
2009-08-26,0.0,2.1,28.329,08-26
2009-08-27,0.0,2.5,19.589,08-27
2009-08-28,0.0,2.7,14.46,08-28
2009-08-29,0.0,3.4,11.346,08-29
2009-08-30,0.0,3.7,9.304,08-30
2009-08-31,17.69544271,3.2,7.831,08-31
2009-09-01,11.90941135,1.0,7.411,09-01
2009-09-02,1.123341502,0.8,10.212,09-02
2009-09-03,12.73194666,0.9,14.523,09-03
2009-09-04,14.37712021,0.9,17.452,09-04
2009-09-05,0.0,1.6,32.488,09-05
2009-09-06,0.413363957,1.2,59.917,09-06
2009-09-07,30.41346595,1.1,107.523,09-07
2009-09-08,0.0,2.3,166.805,09-08
2009-09-09,0.0,1.9,206.721,09-09
2009-09-10,0.0,2.0,195.29,09-10
2009-09-11,0.0,2.4,155.208,09-11
2009-09-12,6.181274629,1.7,89.585,09-12
2009-09-13,0.0,2.3,46.719,09-13
2009-09-14,0.0,2.8,30.562,09-14
2009-09-15,0.0,1.7,21.853,09-15
2009-09-16,0.0,1.8,16.643,09-16
2009-09-17,31.93498335,2.0,13.885,09-17
2009-09-18,3.367112524,2.1,42.411,09-18
2009-09-19,0.0,3.0,89.366,09-19
2009-09-20,0.0,2.9,99.566,09-20
2009-09-21,0.0,2.7,92.699,09-21
2009-09-22,2.268481586,2.7,85.829,09-22
2009-09-23,0.0,2.4,56.218,09-23
2009-09-24,0.0,2.3,35.474,09-24
2009-09-25,0.0,2.8,23.989,09-25
2009-09-26,0.0,2.6,17.524,09-26
2009-09-27,2.999956243,1.8,13.965,09-27
2009-09-28,0.0,3.2,11.764,09-28
2009-09-29,0.0,2.5,10.601,09-29
2009-09-30,0.0,2.7,9.617,09-30
2009-10-01,10.59793747,1.0,8.626,10-01
2009-10-02,0.0,2.5,8.461,10-02
2009-10-03,0.0,2.8,9.936,10-03
2009-10-04,1.439304995,3.3,9.147,10-04
2009-10-05,47.70119255,1.5,67.793,10-05
2009-10-06,0.0,2.3,283.135,10-06
2009-10-07,0.0,3.1,318.538,10-07
2009-10-08,0.0,2.9,189.374,10-08
2009-10-09,0.0,3.5,161.024,10-09
2009-10-10,0.687409093,4.6,110.513,10-10
2009-10-11,29.79122938,1.6,67.293,10-11
2009-10-12,0.0,3.2,63.904,10-12
2009-10-13,0.0,3.7,67.635,10-13
2009-10-14,0.0,3.7,63.269,10-14
2009-10-15,0.0,2.3,55.445,10-15
2009-10-16,0.0,3.1,42.674,10-16
2009-10-17,0.0,3.3,30.775,10-17
2009-10-18,0.0,3.7,21.675,10-18
2009-10-19,0.0,2.9,16.046,10-19
2009-10-20,0.0,3.6,12.785,10-20
2009-10-21,0.0,1.8,10.752,10-21
2009-10-22,0.0,3.7,9.31,10-22
2009-10-23,9.269985403,5.5,8.244,10-23
2009-10-24,4.217130572,3.0,7.685,10-24
2009-10-25,0.0,3.4,7.683,10-25
2009-10-26,0.0,4.0,8.958,10-26
2009-10-27,0.0,3.9,7.913,10-27
2009-10-28,0.0,4.0,6.723,10-28
2009-10-29,0.0,4.8,5.596,10-29
2009-10-30,39.54346986,2.6,4.78,10-30
2009-10-31,0.343704547,2.0,8.192,10-31
2009-11-01,0.0,2.3,7.227,11-01
2009-11-02,12.37525139,2.4,6.779,11-02
2009-11-03,7.221627819,3.4,17.76,11-03
2009-11-04,62.72319297,2.0,31.756,11-04
2009-11-05,5.57644289,1.8,71.234,11-05
2009-11-06,7.144108272,1.8,123.403,11-06
2009-11-07,0.0,2.6,242.555,11-07
2009-11-08,0.0,3.4,397.245,11-08
2009-11-09,0.0,5.0,342.969,11-09
2009-11-10,0.0,4.3,196.597,11-10
2009-11-11,0.0,5.2,102.065,11-11
2009-11-12,0.0,4.8,54.811,11-12
2009-11-13,42.51610613,3.7,34.582,11-13
2009-11-14,0.0,2.8,63.929,11-14
2009-11-15,0.0,3.7,83.241,11-15
2009-11-16,0.0,3.4,68.14,11-16
2009-11-17,97.40588656,2.5,77.008,11-17
2009-11-18,26.65839761,3.6,131.883,11-18
2009-11-19,27.3998653,3.9,385.997,11-19
2009-11-20,0.0,4.8,995.803,11-20
2009-11-21,30.66824332,2.2,1209.908,11-21
2009-11-22,0.0,5.5,858.659,11-22
2009-11-23,1.649133493,2.4,516.883,11-23
2009-11-24,0.0,2.8,387.579,11-24
2009-11-25,10.04517961,3.8,319.864,11-25
2009-11-26,26.61108664,4.7,244.689,11-26
2009-11-27,9.897829593,5.3,232.087,11-27
2009-11-28,0.0,2.4,245.761,11-28
2009-11-29,6.781782119,4.6,234.825,11-29
2009-11-30,0.0,4.6,228.387,11-30
2009-12-01,0.0,5.0,168.129,12-01
2009-12-02,31.47398691,3.3,118.121,12-02
2009-12-03,0.0,5.1,119.453,12-03
2009-12-04,0.0,4.5,147.605,12-04
2009-12-05,0.0,4.8,181.247,12-05
2009-12-06,0.0,4.6,192.633,12-06
2009-12-07,0.0,4.3,127.247,12-07
2009-12-08,0.0,5.7,71.937,12-08
2009-12-09,0.0,5.8,46.782,12-09
2009-12-10,0.0,6.0,33.749,12-10
2009-12-11,23.15610292,2.2,25.451,12-11
2009-12-12,7.307319705,3.2,24.163,12-12
2009-12-13,0.0,4.9,34.541,12-13
2009-12-14,0.0,3.6,32.799,12-14
2009-12-15,0.0,5.8,29.676,12-15
2009-12-16,0.0,2.9,25.642,12-16
2009-12-17,0.0,5.9,22.019,12-17
2009-12-18,0.0,6.0,19.631,12-18
2009-12-19,9.817288921,5.9,16.803,12-19
2009-12-20,13.56381626,2.5,14.421,12-20
2009-12-21,0.0,2.4,12.951,12-21
2009-12-22,0.0,2.6,12.845,12-22
2009-12-23,21.48122287,3.1,13.21,12-23
2009-12-24,0.0,3.6,15.238,12-24
2009-12-25,0.0,2.9,21.215,12-25
2009-12-26,9.239755775,2.1,27.804,12-26
2009-12-27,0.0,4.5,39.61,12-27
2009-12-28,0.0,3.6,37.559,12-28
2009-12-29,10.67497485,2.9,29.276,12-29
2009-12-30,0.0,6.1,42.054,12-30
2009-12-31,0.0,5.4,30.658,12-31
2010-01-01,0.0,5.5,23.792,01-01
2010-01-02,0.0,5.4,18.41,01-02
2010-01-03,0.0,5.8,14.853,01-03
2010-01-04,19.95930635,3.5,14.033,01-04
2010-01-05,0.0,6.6,17.904,01-05
2010-01-06,0.0,4.1,16.183,01-06
2010-01-07,0.0,4.6,13.652,01-07
2010-01-08,0.0,5.2,12.101,01-08
2010-01-09,0.0,5.4,11.507,01-09
2010-01-10,1.056004949,2.9,10.782,01-10
2010-01-11,0.0,5.7,10.063,01-11
2010-01-12,10.34853411,3.2,9.256,01-12
2010-01-13,0.0,5.7,9.152,01-13
2010-01-14,0.0,5.8,8.86,01-14
2010-01-15,0.0,5.7,8.261,01-15
2010-01-16,8.401674605,4.1,8.068,01-16
2010-01-17,0.0,5.9,7.66,01-17
2010-01-18,3.095003469,5.3,7.232,01-18
2010-01-19,1.019494802,3.7,7.105,01-19
2010-01-20,0.0,6.8,6.949,01-20
2010-01-21,0.0,5.3,6.575,01-21
2010-01-22,0.0,6.0,5.984,01-22
2010-01-23,0.0,5.3,5.213,01-23
2010-01-24,0.0,5.3,4.477,01-24
2010-01-25,0.0,5.8,3.95,01-25
2010-01-26,0.0,4.7,3.534,01-26
2010-01-27,0.0,4.1,3.26,01-27
2010-01-28,0.0,5.3,3.236,01-28
2010-01-29,0.0,5.4,3.049,01-29
2010-01-30,0.0,6.0,2.927,01-30
2010-01-31,0.0,4.3,2.888,01-31
2010-02-01,50.8296508,3.5,4.671,02-01
2010-02-02,58.03791095,2.5,6.708,02-02
2010-02-03,27.62852657,6.4,39.988,02-03
2010-02-04,6.162685613,2.7,66.412,02-04
2010-02-05,62.44371279,2.2,130.631,02-05
2010-02-06,26.4078512,2.0,310.221,02-06
2010-02-07,54.99366203,4.0,505.767,02-07
2010-02-08,0.0,4.0,788.03,02-08
2010-02-09,0.0,5.4,1126.927,02-09
2010-02-10,0.0,5.4,924.419,02-10
2010-02-11,0.0,5.8,747.798,02-11
2010-02-12,0.0,5.5,448.614,02-12
2010-02-13,36.65688177,4.9,230.471,02-13
2010-02-14,0.0,3.1,131.76,02-14
2010-02-15,44.87174198,4.0,105.587,02-15
2010-02-16,12.22728326,2.8,151.327,02-16
2010-02-17,0.0,3.0,388.342,02-17
2010-02-18,0.0,6.0,482.137,02-18
2010-02-19,0.0,5.6,439.099,02-19
2010-02-20,0.96237273,2.0,358.533,02-20
2010-02-21,20.38945918,2.1,217.293,02-21
2010-02-22,10.28566539,2.8,263.911,02-22
2010-02-23,0.0,4.4,284.269,02-23
2010-02-24,0.0,4.8,277.732,02-24
2010-02-25,0.0,3.6,243.34,02-25
2010-02-26,0.0,3.8,172.237,02-26
2010-02-27,0.0,3.3,140.073,02-27
2010-02-28,0.0,4.2,103.035,02-28
2010-03-01,0.0,4.0,68.559,03-01
2010-03-02,0.0,5.0,45.357,03-02
2010-03-03,0.0,4.0,32.918,03-03
2010-03-04,0.0,3.6,25.889,03-04
2010-03-05,0.0,4.4,24.457,03-05
2010-03-06,0.0,3.7,21.81,03-06
2010-03-07,0.0,4.1,18.241,03-07
2010-03-08,3.112249606,4.8,16.103,03-08
2010-03-09,5.181356226,4.2,14.616,03-09
2010-03-10,0.0,3.4,13.65,03-10
2010-03-11,0.0,4.5,12.974,03-11
2010-03-12,0.0,4.4,13.142,03-12
2010-03-13,0.0,4.4,12.746,03-13
2010-03-14,0.0,5.1,12.221,03-14
2010-03-15,0.0,5.5,10.902,03-15
2010-03-16,0.0,3.0,10.862,03-16
2010-03-17,0.0,4.6,9.925,03-17
2010-03-18,0.0,2.0,9.51,03-18
2010-03-19,0.0,2.2,9.136,03-19
2010-03-20,0.0,2.5,8.987,03-20
2010-03-21,26.15890546,4.0,8.841,03-21
2010-03-22,0.0,4.2,17.661,03-22
2010-03-23,0.0,3.3,47.709,03-23
2010-03-24,0.0,3.4,37.373,03-24
2010-03-25,0.0,3.4,23.922,03-25
2010-03-26,0.0,3.0,18.164,03-26
2010-03-27,0.0,3.1,14.932,03-27
2010-03-28,0.0,2.7,13.825,03-28
2010-03-29,0.0,3.3,12.237,03-29
2010-03-30,0.0,2.6,10.886,03-30
2010-03-31,0.0,2.6,9.914,03-31
2010-04-01,0.0,3.4,9.335,04-01
2010-04-02,9.091797885,2.3,8.931,04-02
2010-04-03,0.378075001,2.2,8.911,04-03
2010-04-04,0.0,2.9,10.292,04-04
2010-04-05,0.0,2.2,12.61,04-05
2010-04-06,0.0,2.3,10.718,04-06
2010-04-07,0.0,2.5,9.808,04-07
2010-04-08,0.0,2.2,9.245,04-08
2010-04-09,0.0,2.5,8.604,04-09
2010-04-10,0.0,2.4,8.117,04-10
2010-04-11,0.0,2.6,7.672,04-11
2010-04-12,0.0,2.7,7.305,04-12
2010-04-13,0.0,2.9,7.05,04-13
2010-04-14,7.470837623,3.1,6.816,04-14
2010-04-15,0.0,2.6,6.728,04-15
2010-04-16,0.0,2.5,6.432,04-16
2010-04-17,0.0,1.9,6.34,04-17
2010-04-18,0.545579592,3.4,5.986,04-18
2010-04-19,4.721571217,2.2,6.554,04-19
2010-04-20,16.78985487,1.6,6.533,04-20
2010-04-21,0.0,1.7,6.367,04-21
2010-04-22,0.0,1.9,6.424,04-22
2010-04-23,0.0,1.9,6.295,04-23
2010-04-24,0.0,1.8,6.33,04-24
2010-04-25,0.0,1.1,6.349,04-25
2010-04-26,0.0,1.5,6.319,04-26
2010-04-27,0.0,1.3,6.074,04-27
2010-04-28,0.0,1.4,5.687,04-28
2010-04-29,0.0,1.6,5.342,04-29
2010-04-30,0.0,2.5,5.013,04-30
2010-05-01,0.0,2.3,4.58,05-01
2010-05-02,0.0,1.6,4.201,05-02
2010-05-03,19.66213295,1.0,4.03,05-03
2010-05-04,10.93709523,1.5,3.957,05-04
2010-05-05,0.0,1.3,3.893,05-05
2010-05-06,0.0,1.3,4.089,05-06
2010-05-07,0.0,1.4,5.027,05-07
2010-05-08,0.0,1.2,5.353,05-08
2010-05-09,0.0,0.9,6.259,05-09
2010-05-10,0.0,1.1,6.493,05-10
2010-05-11,0.0,1.4,6.225,05-11
2010-05-12,0.0,1.3,5.472,05-12
2010-05-13,0.0,1.1,5.077,05-13
2010-05-14,0.0,1.1,4.559,05-14
2010-05-15,0.0,1.7,4.231,05-15
2010-05-16,0.0,1.3,3.987,05-16
2010-05-17,0.0,1.8,3.756,05-17
2010-05-18,25.86419206,1.8,3.818,05-18
2010-05-19,3.108888286,1.2,4.551,05-19
2010-05-20,0.0,0.9,5.584,05-20
2010-05-21,0.0,1.4,7.253,05-21
2010-05-22,0.0,2.3,7.33,05-22
2010-05-23,5.956170799,2.5,6.728,05-23
2010-05-24,9.893796545,0.9,6.479,05-24
2010-05-25,0.0,1.1,6.233,05-25
2010-05-26,0.0,1.1,6.041,05-26
2010-05-27,0.0,1.9,5.77,05-27
2010-05-28,0.0,2.4,5.286,05-28
2010-05-29,27.63055211,0.6,5.708,05-29
2010-05-30,3.618744174,1.1,6.797,05-30
2010-05-31,0.0,0.9,7.737,05-31
2010-06-01,0.0,0.6,8.419,06-01
2010-06-02,0.0,0.8,9.009,06-02
2010-06-03,0.0,0.9,9.815,06-03
2010-06-04,0.0,1.1,9.01,06-04
2010-06-05,0.0,1.3,8.05,06-05
2010-06-06,0.0,1.5,7.395,06-06
2010-06-07,0.0,0.8,6.999,06-07
2010-06-08,0.0,0.6,6.637,06-08
2010-06-09,0.0,0.8,6.25,06-09
2010-06-10,0.0,1.0,5.77,06-10
2010-06-11,0.0,1.8,4.914,06-11
2010-06-12,2.552741102,1.4,4.679,06-12
2010-06-13,0.51342977,1.2,4.281,06-13
2010-06-14,0.0,1.1,4.11,06-14
2010-06-15,5.186925275,0.7,3.791,06-15
2010-06-16,29.37390098,0.5,4.107,06-16
2010-06-17,0.0,0.8,5.509,06-17
2010-06-18,1.277419697,0.8,8.352,06-18
2010-06-19,0.0,1.6,13.361,06-19
2010-06-20,0.0,1.4,20.722,06-20
2010-06-21,0.0,0.8,21.891,06-21
2010-06-22,0.0,1.0,17.205,06-22
2010-06-23,0.0,2.3,13.194,06-23
2010-06-24,0.0,1.2,10.737,06-24
2010-06-25,0.0,1.0,9.117,06-25
2010-06-26,7.195371212,1.0,8.122,06-26
2010-06-27,5.259917288,0.9,7.756,06-27
2010-06-28,0.0,0.7,7.923,06-28
2010-06-29,0.0,0.5,8.154,06-29
2010-06-30,0.0,0.7,8.187,06-30
2010-07-01,0.0,0.6,7.977,07-01
2010-07-02,0.0,0.8458333333333333,7.813,07-02
2010-07-03,0.0,0.8375,7.54,07-03
2010-07-04,0.0,0.8,7.222,07-04
2010-07-05,0.0,1.7,6.972,07-05
2010-07-06,0.0,0.9041666666666667,6.78,07-06
2010-07-07,10.25665476,0.8478260869565217,6.644,07-07
2010-07-08,0.0,0.7695652173913043,6.677,07-08
2010-07-09,0.0,0.4,7.065,07-09
2010-07-10,0.0,0.7791666666666667,7.316,07-10
2010-07-11,74.48373053,0.8958333333333334,7.59,07-11
2010-07-12,0.0,1.2,47.41,07-12
2010-07-13,0.0,0.9166666666666666,115.595,07-13
2010-07-14,0.0,0.9416666666666668,267.355,07-14
2010-07-15,0.0,0.9375,360.455,07-15
2010-07-16,0.0,0.9916666666666667,228.822,07-16
2010-07-17,18.9014442,0.6,90.781,07-17
2010-07-18,47.69284201,0.6,59.987,07-18
2010-07-19,12.21086824,1.1666666666666667,160.817,07-19
2010-07-20,0.0,1.3,387.904,07-20
2010-07-21,14.78201787,0.7,426.7,07-21
2010-07-22,0.0,1.125,467.192,07-22
2010-07-23,0.0,0.6,422.345,07-23
2010-07-24,39.02559793,1.0833333333333333,273.93,07-24
2010-07-25,18.1515736,1.1416666666666668,218.202,07-25
2010-07-26,0.0,1.4,314.016,07-26
2010-07-27,0.790520457,1.2,372.856,07-27
2010-07-28,0.0,1.125,404.196,07-28
2010-07-29,0.0,0.9,346.778,07-29
2010-07-30,25.51015467,1.1,186.22,07-30
2010-07-31,0.0,1.5,112.649,07-31
2010-08-01,0.0,1.4,119.028,08-01
