fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,ens_1989,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020
1990-01-15,1,1990-02-15,10.227,25.717,,,0.051,,178.536,0.051,,0.163,0.051,,,,33.003,0.051,,0.051,,0.051,,,11.986,,,3.691,0.051,209.873,0.051,,19.031,0.051,6.120,0.051
1990-01-15,2,1990-03-15,17.397,164.636,,,0.019,,86.580,84.971,,0.129,0.019,,,,95.683,2388.788,,0.019,,24.406,,,45.094,,,3.302,0.019,211.459,0.019,,16.517,0.019,6.380,0.019
1990-01-15,3,1990-04-15,321.083,147.693,,,10.026,,772.089,47.791,,52.897,0.007,,,,50.859,1174.601,,175.193,,18.256,,,28.905,,,1.227,0.018,305.943,0.007,,7.338,10.279,3.029,0.007
1990-01-15,4,1990-05-15,159.676,155.893,,,201.845,,503.231,281.576,,35.604,0.003,,,,46.618,892.900,,97.488,,6.784,,,10.740,,,0.456,101.470,306.901,0.003,,26.114,139.621,154.715,0.003
1990-01-15,5,1990-06-15,81.651,314.344,,,460.988,,364.230,150.515,,13.230,0.001,,,,802.521,391.232,,229.581,,804.850,,,9.865,,,0.169,57.622,263.753,0.001,,17.953,66.512,1467.600,557.571
1990-01-15,6,1990-07-15,34.996,352.640,,,784.716,,387.922,310.670,,5.955,0.000,,,,345.671,469.117,,267.984,,424.905,,,398.013,,,0.063,506.826,850.522,0.000,,177.349,707.386,534.546,175.871
1990-02-15,1,1990-03-15,17.397,303.005,,,8.424,,8.424,172.202,,12.526,8.424,,,,72.191,2652.710,,8.424,8.424,94.985,2537.611,,69.999,,,8.424,11.353,44.087,8.424,,9.354,12.677,,8.424
1990-02-15,2,1990-04-15,321.083,221.831,,,13.149,,648.649,84.230,,91.016,3.130,,,,43.749,1193.946,,178.316,648.691,54.180,1018.924,,41.672,,,3.130,10.017,153.851,3.130,,4.013,17.873,,3.130
1990-02-15,3,1990-05-15,159.676,229.923,,,203.006,,473.388,385.722,,52.769,1.163,,,,44.276,897.852,,98.648,681.516,20.132,901.918,,15.485,,,1.163,177.130,224.300,1.163,,25.643,162.095,,1.163
1990-02-15,4,1990-06-15,81.651,310.601,,,462.017,,353.966,184.445,,19.608,0.432,,,,793.476,392.838,,230.012,1176.114,949.224,354.936,,22.753,,,0.432,82.963,203.208,0.432,,17.916,89.412,,567.230
