fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,ens_1989,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020
1990-01-15,1,1990-02-15,184.235,109.082,,,22.445,,22.445,88.971,,25.242,421.692,,,,22.552,38.070,,22.503,,22.445,,,103.804,,,103.260,329.961,285.547,27.862,,358.413,22.445,22.601,23.216
1990-01-15,2,1990-03-15,828.123,117.889,,,8.402,,19.096,74.423,,40.619,130.893,,,,84.500,757.027,,8.397,,8.340,,,46.701,,,44.743,230.185,329.811,12.506,,285.019,23.798,8.491,9.057
1990-01-15,3,1990-04-15,1817.607,481.415,,,2501.318,,56.699,41.765,,793.478,50.679,,,,1351.839,2270.767,,119.118,,4.630,,,17.353,,,58.542,160.612,216.809,4.647,,765.262,46.442,202.144,3.366
1990-01-15,4,1990-05-15,397.242,447.649,,,419.153,,1552.681,36.061,,167.105,78.591,,,,1137.496,687.619,,61.163,,2.594,,,26.488,,,30.735,371.957,309.532,45.325,,1198.241,1068.563,538.321,326.057
1990-01-15,5,1990-06-15,168.475,301.855,,,956.439,,481.866,139.763,,62.604,125.918,,,,508.299,356.844,,140.204,,229.408,,,17.354,,,14.442,156.153,202.882,375.332,,451.596,220.416,226.074,767.792
1990-01-15,6,1990-07-15,100.427,317.676,,,1023.963,,256.113,184.434,,23.557,199.363,,,,259.321,994.362,,144.034,,128.719,,,6.448,,,8.127,241.103,685.534,248.730,,248.148,380.888,477.109,208.214
1990-02-15,1,1990-03-15,828.123,219.038,,,76.373,,99.751,154.484,,159.724,70.487,,,,250.861,1068.568,,70.810,111.984,74.551,872.632,,73.955,,,70.487,174.231,294.026,82.692,,215.324,165.489,,75.283
1990-02-15,2,1990-04-15,1817.607,511.303,,,2586.005,,136.245,80.438,,966.707,28.137,,,,1566.245,2347.400,,144.417,117.229,31.105,337.718,,28.978,,,68.108,145.408,201.387,35.551,,710.356,152.794,,30.536
1990-02-15,3,1990-05-15,397.242,470.792,,,432.189,,1667.723,59.363,,193.807,69.034,,,,1176.820,702.676,,71.272,885.275,12.432,143.670,,30.807,,,34.290,378.737,297.925,56.808,,1177.244,1207.467,,347.508
1990-02-15,4,1990-06-15,168.475,353.180,,,961.438,,500.517,189.358,,72.686,122.398,,,,519.842,362.259,,145.730,1308.560,233.064,54.745,,18.959,,,15.763,156.574,200.011,379.599,,445.450,243.851,,779.615
1990-02-15,5,1990-07-15,100.427,296.041,,,1025.729,,262.896,213.240,,27.388,195.897,,,,263.573,996.405,,147.567,300.677,130.078,21.305,,7.045,,,8.618,241.067,684.611,250.315,,245.859,391.273,,211.237
1990-02-15,6,1990-08-15,57.743,291.401,,,280.125,,115.764,201.140,,12.920,153.208,,,,740.896,405.634,,73.452,455.001,67.613,263.058,,8.027,,,192.583,125.678,213.093,920.402,,805.388,344.008,,158.630
1990-03-15,1,1990-04-15,1817.607,808.299,,,3317.471,,515.149,230.737,,1476.822,301.659,,,,1916.314,2326.645,,672.572,471.710,330.039,448.062,,186.460,,,508.967,381.641,345.147,186.471,,1049.757,455.129,821.703,223.523
1990-03-15,2,1990-05-15,397.242,626.847,,,508.437,,1899.881,221.774,,259.941,349.076,,,,1237.588,696.394,,216.549,1123.800,155.381,169.819,,146.178,,,185.588,532.982,388.241,165.024,,1268.851,1436.317,769.476,805.635
1990-03-15,3,1990-06-15,168.475,423.000,,,991.301,,549.402,321.966,,97.560,307.439,,,,538.155,359.970,,279.614,1367.560,533.038,67.183,,73.297,,,106.687,202.061,232.014,482.486,,470.023,287.857,291.956,900.429
1990-03-15,4,1990-07-15,100.427,334.291,,,1036.099,,280.817,265.725,,36.758,291.148,,,,270.319,995.570,,206.173,320.469,213.821,27.691,,28.143,,,58.016,262.682,698.541,280.590,,254.989,409.648,504.381,244.249
1990-03-15,5,1990-08-15,57.743,308.740,,,283.949,,122.447,223.572,,16.591,192.034,,,,743.456,405.322,,96.490,462.414,104.405,302.986,,17.323,,,295.801,133.431,217.823,932.758,,808.892,350.711,292.783,171.613
1990-03-15,6,1990-09-15,62.478,368.899,,,132.604,,45.756,214.713,,13.180,87.619,,,,1122.410,1320.972,,140.605,394.662,95.489,400.310,,432.508,,,250.540,106.053,665.258,383.349,,856.585,429.380,129.295,156.684
1990-04-15,1,1990-05-15,397.242,811.966,,,462.682,,2115.541,584.328,408.660,,639.692,,,,1238.380,672.408,1094.488,316.262,1287.303,399.009,305.417,,711.146,,,292.540,781.954,643.882,788.797,,1362.254,,883.848,1250.727
1990-04-15,2,1990-06-15,168.475,530.948,,,971.886,,588.127,466.646,315.651,,412.761,,,,537.628,352.746,711.900,367.781,1410.087,762.572,170.525,,245.531,,,184.272,266.729,312.054,732.073,,487.670,,319.538,1002.778
