fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,ens_1989,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020
1990-01-15,1,1990-02-15,149.266,33.341,,,1.009,,1.009,1.009,,1.009,19.077,,,,1.009,1.009,,1.009,,1.009,,,1.009,,,207.471,16.416,279.405,1.009,,64.660,1.009,1.009,1.009
1990-01-15,2,1990-03-15,599.172,40.740,,,0.375,,0.375,0.375,,0.375,13.085,,,,39.784,393.193,,0.375,,0.375,,,0.375,,,64.093,12.024,119.706,0.375,,87.314,0.375,0.375,0.375
1990-01-15,3,1990-04-15,481.987,120.467,,,381.115,,0.139,0.139,,323.372,4.876,,,,79.602,915.403,,16.037,,0.139,,,0.139,,,23.815,4.468,330.602,0.139,,82.663,0.139,5.476,0.139
1990-01-15,4,1990-05-15,230.023,170.480,,,132.581,,729.178,0.052,,76.444,78.767,,,,373.115,396.626,,192.503,,0.052,,,0.052,,,8.849,152.559,147.100,0.052,,670.228,47.171,63.126,0.190
1990-01-15,5,1990-06-15,91.795,145.049,,,347.679,,280.601,11.690,,28.497,212.005,,,,384.888,252.711,,135.531,,19.710,,,0.019,,,3.335,85.925,91.435,39.323,,201.423,29.931,167.039,319.145
1990-01-15,6,1990-07-15,34.109,227.177,,,790.480,,187.610,434.088,,10.859,107.350,,,,257.678,503.017,,193.515,,17.815,,,0.007,,,4.836,80.023,457.532,80.458,,85.923,402.382,379.701,95.913
1990-02-15,1,1990-03-15,599.172,153.670,,,54.814,,101.678,89.725,,108.279,63.845,,,,350.982,838.656,,54.814,91.400,56.891,498.082,,54.814,,,54.814,61.712,109.049,60.716,,151.923,62.625,,54.905
1990-02-15,2,1990-04-15,481.987,205.547,,,511.194,,92.719,43.089,,679.686,28.087,,,,212.559,997.378,,76.879,498.969,22.322,150.100,,20.368,,,20.368,27.091,332.697,25.539,,118.835,27.052,,20.457
1990-02-15,3,1990-05-15,230.023,286.398,,,154.288,,1043.415,16.011,,113.795,162.870,,,,450.124,413.857,,267.029,876.494,8.294,527.559,,7.568,,,7.568,307.710,146.764,9.490,,697.267,199.249,,32.209
1990-02-15,4,1990-06-15,91.795,222.145,,,358.521,,310.540,188.310,,44.333,250.509,,,,406.111,258.794,,155.266,979.940,22.772,252.735,,2.812,,,3.126,116.231,91.389,47.894,,207.501,80.299,,443.680
1990-02-15,5,1990-07-15,34.109,224.100,,,793.859,,197.824,552.191,,19.921,118.479,,,,265.190,505.269,,201.261,186.094,18.953,99.834,,1.045,,,6.610,94.043,457.575,89.655,,88.160,447.983,,113.964
1990-02-15,6,1990-08-15,26.863,251.014,,,178.215,,106.321,155.692,,20.174,136.076,,,,186.842,532.181,,111.927,130.254,635.511,346.541,,61.747,,,44.053,64.991,104.701,730.868,,759.956,379.624,,83.589
1990-03-15,1,1990-04-15,481.987,360.665,,,987.117,,243.105,125.467,,891.456,174.331,,,,252.561,969.753,,441.283,738.071,151.120,199.284,,111.602,,,138.516,176.898,508.111,111.602,,236.277,150.162,381.290,225.288
1990-03-15,2,1990-05-15,230.023,365.280,,,216.885,,1135.193,60.339,,141.962,336.381,,,,467.753,409.187,,418.480,921.744,66.355,580.625,,41.469,,,60.309,473.887,186.912,87.511,,768.178,428.212,288.851,215.366
1990-03-15,3,1990-06-15,91.795,272.367,,,386.481,,330.048,318.528,,56.190,303.376,,,,411.055,257.191,,196.185,993.177,92.192,263.905,,45.290,,,178.423,152.196,107.365,190.996,,223.351,126.741,262.496,552.145
1990-03-15,4,1990-07-15,34.109,255.883,,,803.046,,204.958,582.168,,25.844,135.471,,,,266.959,504.677,,216.868,190.906,60.179,103.577,,67.807,,,109.297,108.310,464.399,152.705,,93.993,472.519,412.968,141.012
1990-03-15,5,1990-08-15,26.863,274.821,,,181.550,,108.971,164.154,,23.554,142.637,,,,187.498,531.963,,117.655,132.043,682.401,348.258,,174.082,,,112.603,70.432,107.028,758.021,,762.272,387.277,410.006,94.011
1990-03-15,6,1990-09-15,48.854,243.119,,,168.159,,49.696,154.834,,57.151,65.170,,,,393.899,265.060,,242.860,271.440,173.524,245.145,,284.870,,,80.886,245.646,345.385,283.640,,567.288,602.535,215.825,149.370
1990-04-15,1,1990-05-15,230.023,456.918,,,184.219,,1207.226,171.766,136.282,,444.488,,,,522.093,369.425,948.574,445.503,887.020,125.800,790.273,,192.153,,,128.769,578.425,186.361,365.155,,850.346,,313.337,291.153
1990-04-15,2,1990-06-15,91.795,336.807,,,371.043,,342.318,403.332,217.528,,331.931,,,,424.543,245.693,494.610,200.528,986.602,257.942,297.407,,222.826,,,268.367,174.562,107.368,301.855,,237.626,,269.692,580.361
1990-04-15,3,1990-07-15,34.109,277.485,,,798.165,,209.412,605.536,518.771,,145.038,,,,271.710,500.495,157.218,218.581,188.653,114.738,114.370,,139.899,,,132.880,116.994,464.568,188.910,,99.215,,415.490,149.059
1990-04-15,4,1990-08-15,26.863,278.974,,,179.792,,110.625,172.211,114.472,,146.280,,,,189.258,530.442,261.167,118.273,131.204,720.124,353.443,,204.835,,,122.381,73.717,107.052,771.822,,764.416,,410.909,97.061
1990-04-15,5,1990-09-15,48.854,238.011,,,167.505,,50.311,157.843,52.673,,66.520,,,,394.554,264.496,465.546,243.098,271.128,182.961,246.841,,296.462,,,84.678,246.916,345.397,288.576,,568.031,,216.159,150.530
1990-04-15,6,1990-10-15,158.190,354.560,,,315.735,,98.537,324.301,98.926,,121.054,,,,548.024,375.175,147.764,136.353,222.539,212.623,441.571,,179.521,,,470.203,356.967,706.556,671.146,,472.593,,1103.987,87.625
1990-05-15,1,1990-06-15,91.795,323.024,,,401.363,,244.543,430.054,271.362,,287.356,,,,352.835,207.436,402.801,149.825,892.257,487.260,252.232,,252.831,,,359.414,117.343,115.218,272.681,,161.994,,237.005,564.674
1990-05-15,2,1990-07-15,34.109,270.877,,,805.447,,178.327,613.278,536.551,,131.339,,,,253.095,487.085,132.999,196.461,167.245,159.929,96.807,,148.416,,,156.106,89.730,464.183,179.110,,72.234,,404.800,144.389
1990-05-15,3,1990-08-15,26.863,276.666,,,182.247,,99.146,174.942,120.553,,140.935,,,,182.522,525.912,251.810,110.508,123.118,743.909,347.402,,208.238,,,131.577,62.676,107.679,768.130,,749.343,,407.374,95.298
1990-05-15,4,1990-09-15,48.854,237.072,,,168.421,,46.004,158.861,54.947,,64.542,,,,392.031,262.829,462.095,240.008,268.077,189.841,244.501,,297.737,,,88.184,242.061,345.569,287.234,,563.767,,214.867,149.863
1990-05-15,5,1990-10-15,158.190,354.219,,,316.076,,96.847,324.681,99.796,,120.277,,,,547.092,374.556,146.491,135.226,221.411,215.196,440.701,,179.986,,,471.642,355.197,706.627,670.647,,471.056,,1103.505,87.377
1990-05-15,6,1990-11-15,109.164,229.178,,,175.508,,161.971,96.198,65.703,,162.379,,,,283.264,194.276,156.274,72.778,84.199,127.795,153.681,,1299.007,,,100.536,608.150,178.632,257.432,,125.960,,238.209,41.612
1990-06-15,1,1990-07-15,34.109,165.193,,,614.454,,64.854,431.514,376.382,34.109,37.545,,,,104.970,340.192,34.109,108.541,34.461,45.870,34.109,,44.398,,,44.394,41.385,371.905,,,34.109,374.221,263.418,34.109
1990-06-15,2,1990-08-15,26.863,195.886,,,148.027,,51.041,137.246,91.010,15.162,71.723,,,,129.976,495.629,151.848,79.974,39.484,669.969,262.886,,143.659,,,67.465,30.190,95.117,,,665.758,370.041,372.573,24.820
1990-06-15,3,1990-09-15,48.854,222.864,,,155.091,,26.286,143.983,43.008,36.836,38.793,,,,370.826,252.695,427.622,224.871,219.365,170.741,226.115,,272.373,,,60.690,217.982,338.831,,,552.268,596.745,203.122,101.897
1990-06-15,4,1990-10-15,158.190,306.140,,,310.964,,85.479,318.883,93.587,36.028,104.349,,,,539.602,370.779,135.907,129.995,204.948,208.024,434.056,,171.277,,,456.388,346.698,704.364,,,467.543,141.595,1099.035,69.445
1990-06-15,5,1990-11-15,109.164,210.160,,,173.638,,156.591,94.128,63.251,86.054,155.253,,,,280.547,192.881,152.070,70.777,78.435,125.137,151.294,,1295.499,,,96.224,605.126,177.866,,,124.729,62.869,236.594,34.400
1990-06-15,6,1990-12-15,240.000,159.898,,,173.664,,297.259,35.432,31.305,50.025,811.920,,,,102.824,424.513,64.791,31.500,29.145,114.624,107.247,,208.652,,,197.082,125.753,240.008,,,46.538,53.365,199.137,13.068
1990-07-15,1,1990-08-15,26.863,135.647,,,13.697,,12.695,14.214,12.674,13.084,,,,,34.739,292.244,125.660,14.281,25.316,578.877,233.814,,80.192,,,35.065,12.674,12.674,,,692.350,179.285,193.755,
