fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,ens_1989,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020
1990-01-15,1,1990-02-15,597.161,56.968,,,5.033,,5.033,23.845,,5.033,238.886,,,,5.033,5.307,,5.033,,29.276,,,5.355,,,257.249,76.065,264.566,5.033,,79.573,5.033,5.033,5.033
1990-01-15,2,1990-03-15,878.671,111.802,,,1.870,,1.870,211.407,,1.870,81.079,,,,478.284,687.763,,1.870,,21.184,,,5.011,,,115.508,34.780,250.512,1.870,,106.174,7.639,1.870,1.870
1990-01-15,3,1990-04-15,817.256,291.382,,,463.831,,3.762,96.144,,395.195,30.127,,,,822.380,2517.748,,120.901,,9.124,,,3.229,,,112.360,59.282,195.194,0.695,,312.229,85.985,14.437,2.254
1990-01-15,4,1990-05-15,736.501,350.760,,,513.491,,1353.029,66.373,,124.407,233.039,,,,897.782,949.197,,315.357,,3.390,,,1.200,,,65.470,385.200,155.119,0.258,,919.671,219.512,97.752,13.429
1990-01-15,5,1990-06-15,353.088,447.059,,,1021.508,,718.483,726.900,,52.700,557.802,,,,761.848,1092.194,,545.719,,51.161,,,0.736,,,202.256,198.649,166.027,125.969,,436.586,217.499,644.335,526.693
1990-01-15,6,1990-07-15,200.360,660.624,,,1708.906,,513.138,1398.496,,22.931,281.556,,,,925.747,1459.838,,265.540,,31.050,,,7.004,,,376.119,409.079,1347.645,168.661,,267.759,1721.489,775.648,210.625
1990-02-15,1,1990-03-15,878.671,389.758,,,176.783,,150.987,655.747,,192.188,153.893,,,,1211.053,1434.982,,150.987,186.815,250.501,872.927,,238.460,,,204.781,173.590,364.868,151.002,,364.882,312.287,,158.672
1990-02-15,2,1990-04-15,817.256,490.743,,,733.130,,71.746,210.088,,779.665,58.776,,,,1020.801,2719.312,,179.955,1105.802,103.878,523.298,,103.743,,,194.120,251.109,253.597,56.118,,498.567,384.204,,76.208
1990-02-15,3,1990-05-15,736.501,545.900,,,579.458,,1479.460,155.911,,191.986,318.317,,,,964.100,991.662,,349.233,2017.640,38.599,858.593,,38.548,,,101.547,570.677,182.558,20.852,,1004.156,417.931,,90.865
1990-02-15,4,1990-06-15,353.088,528.216,,,1045.497,,736.406,814.960,,85.805,630.486,,,,782.998,1107.507,,558.087,1320.611,64.243,637.918,,14.613,,,238.244,256.582,180.285,133.621,,461.718,309.176,,657.344
1990-02-15,5,1990-07-15,200.360,629.721,,,1716.755,,519.221,1425.122,,38.902,302.504,,,,933.445,1465.455,,269.917,366.174,35.911,231.554,,13.471,,,395.533,437.264,1353.304,171.505,,277.398,1772.195,,239.062
1990-02-15,6,1990-08-15,195.106,605.934,,,349.927,,494.991,625.138,,53.336,538.031,,,,527.890,1248.078,,170.516,297.854,313.122,882.443,,334.056,,,532.774,504.536,277.992,1397.057,,1523.900,1245.457,,195.651
