fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,ens_1989,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020
1990-01-15,1,1990-02-15,1518.827,95.790,,,15.921,,28.824,87.306,,31.815,117.352,,,,15.921,69.685,,15.921,,148.707,,,20.831,,,390.199,112.127,475.998,15.921,,126.363,15.921,17.067,18.339
1990-01-15,2,1990-03-15,1679.937,185.701,,,5.916,,16.221,466.749,,17.862,67.597,,,,1236.185,680.096,,5.916,,70.248,,,13.437,,,300.063,59.916,306.297,5.916,,67.369,7.736,6.993,8.094
1990-01-15,3,1990-04-15,1490.949,268.133,,,181.937,,12.334,152.086,,349.317,25.117,,,,785.294,2243.148,,132.236,,26.116,,,6.675,,,332.550,124.795,183.285,2.198,,184.797,42.165,20.895,21.455
1990-01-15,4,1990-05-15,626.844,299.266,,,517.814,,892.954,60.705,,126.416,14.125,,,,920.979,954.345,,567.496,,9.704,,,2.512,,,137.802,289.776,90.808,0.817,,630.430,98.729,30.467,40.907
1990-01-15,5,1990-06-15,299.927,450.894,,,1259.887,,821.055,567.401,,54.664,259.079,,,,840.514,1181.522,,589.373,,36.365,,,40.725,,,198.249,241.373,154.075,7.696,,439.293,136.271,697.678,590.869
1990-01-15,6,1990-07-15,161.752,795.712,,,1829.301,,734.213,1726.714,,24.190,160.778,,,,1506.101,1650.684,,364.528,,23.916,,,63.389,,,679.073,421.321,1717.589,120.316,,394.632,1784.770,868.308,252.999
1990-02-15,1,1990-03-15,1679.937,518.957,,,242.884,,244.696,1022.629,,264.831,248.708,,,,2087.783,1431.147,,232.224,236.661,289.908,858.279,,331.692,,,557.714,254.141,464.528,232.922,,313.532,313.428,,232.475
1990-02-15,2,1990-04-15,1490.949,452.939,,,328.284,,106.098,283.310,,592.497,100.109,,,,958.610,2452.001,,223.773,1005.270,125.162,383.931,,147.552,,,467.177,296.169,253.021,86.967,,423.447,266.168,,106.295
1990-02-15,3,1990-05-15,626.844,526.560,,,611.065,,1074.631,122.065,,193.550,44.635,,,,980.042,1004.013,,608.525,2254.193,46.507,1120.774,,54.859,,,184.596,427.466,123.037,32.315,,785.235,261.247,,75.880
1990-02-15,4,1990-06-15,299.927,539.259,,,1291.123,,857.484,679.506,,83.796,354.391,,,,860.628,1199.395,,603.608,1188.577,50.040,902.354,,60.176,,,242.079,293.931,177.099,19.400,,483.610,243.493,,655.226
1990-02-15,5,1990-07-15,161.752,760.886,,,1839.543,,745.519,1755.992,,36.801,193.337,,,,1513.481,1657.247,,369.766,373.498,28.997,336.049,,74.341,,,701.864,445.006,1732.714,124.665,,411.434,1847.626,,268.955
1990-02-15,6,1990-08-15,124.721,656.377,,,366.236,,975.179,569.007,,77.504,637.901,,,,481.746,1014.120,,227.047,214.769,544.274,1085.039,,348.705,,,372.389,653.150,335.195,1419.247,,1687.789,1240.771,,221.106
1990-03-15,1,1990-04-15,1490.949,786.810,,,987.009,,510.069,350.509,,1227.197,367.433,,,,907.730,2446.710,,897.055,1776.003,351.553,584.464,,310.772,,,720.273,819.654,488.741,310.772,,854.651,667.445,598.994,559.169
1990-03-15,2,1990-05-15,626.844,666.343,,,848.431,,1501.455,174.340,,314.875,302.899,,,,964.180,1005.483,,934.598,2412.108,146.986,1274.894,,115.508,,,255.566,652.004,230.464,115.476,,957.844,444.503,315.776,359.469
1990-03-15,3,1990-06-15,299.927,637.202,,,1370.976,,947.265,751.346,,143.240,618.039,,,,855.660,1200.071,,699.915,1233.475,88.727,942.132,,124.015,,,304.123,370.789,253.854,55.242,,535.191,325.059,1019.630,905.285
1990-03-15,4,1990-07-15,161.752,801.293,,,1866.282,,776.430,1773.928,,65.240,269.632,,,,1511.676,1657.502,,403.930,389.910,44.140,348.683,,140.171,,,728.878,476.256,1780.155,200.271,,430.678,1882.074,946.000,334.033
1990-03-15,5,1990-08-15,124.721,718.163,,,376.083,,986.577,574.768,,99.340,673.407,,,,481.079,1014.214,,239.819,220.876,566.822,1090.108,,419.674,,,381.195,664.667,347.342,1489.333,,1695.000,1252.250,1544.235,246.474
1990-03-15,6,1990-09-15,253.181,762.912,,,237.906,,325.204,402.285,,779.326,594.108,,,,1203.560,627.044,,729.325,1360.128,413.500,373.587,,347.436,,,200.083,1837.761,611.176,949.911,,1406.291,1186.598,750.428,922.582
1990-04-15,1,1990-05-15,626.844,890.132,,,912.016,,1779.775,480.674,492.889,,661.358,,,,1051.622,935.304,1307.088,1081.428,2366.262,380.892,1766.421,,459.391,,,334.609,777.317,407.806,477.535,,1093.280,,471.406,565.573
1990-04-15,2,1990-06-15,299.927,813.426,,,1390.712,,1005.157,965.101,1073.798,,778.388,,,,879.386,1178.819,883.188,732.945,1225.288,336.769,1034.723,,533.929,,,398.068,408.985,369.342,389.207,,567.800,,1108.370,1008.545
1990-04-15,3,1990-07-15,161.752,873.933,,,1872.879,,796.747,1834.747,2168.676,,320.436,,,,1520.079,1650.245,332.348,415.399,387.046,157.014,375.546,,310.293,,,766.315,491.938,1834.288,465.838,,442.813,,971.938,364.068
1990-04-15,4,1990-08-15,124.721,729.901,,,378.513,,994.079,595.879,373.763,,694.034,,,,484.158,1011.544,708.404,244.115,219.805,750.437,1101.518,,498.827,,,393.166,670.427,363.696,1604.532,,1699.587,,1553.619,257.923
1990-04-15,5,1990-09-15,253.181,727.023,,,238.810,,327.986,410.129,208.719,,601.567,,,,1204.705,626.053,888.488,730.968,1359.725,454.148,377.508,,376.013,,,204.560,1839.891,617.343,985.008,,1407.959,,753.898,926.984
1990-04-15,6,1990-10-15,299.143,742.799,,,964.177,,571.439,646.644,208.639,,971.831,,,,1184.306,512.641,306.251,310.835,592.230,326.561,1141.823,,536.128,,,172.005,544.966,1332.747,1491.684,,692.451,,2062.230,286.402
1990-05-15,1,1990-06-15,299.927,792.175,,,1291.186,,807.459,1011.162,1102.902,,757.112,,,,731.965,1074.790,729.041,595.909,994.661,687.497,938.107,,663.991,,,647.750,338.705,430.795,434.494,,442.203,,1137.905,1025.866
1990-05-15,2,1990-07-15,161.752,866.450,,,1846.152,,736.809,1846.048,2175.972,,312.067,,,,1476.519,1620.367,286.479,369.922,321.569,259.983,332.322,,344.398,,,849.682,462.866,1861.029,485.645,,394.391,,981.870,364.904
1990-05-15,3,1990-08-15,124.721,729.484,,,368.864,,972.415,599.707,376.387,,691.041,,,,469.416,1000.897,690.413,226.982,194.650,836.220,1087.245,,513.251,,,420.835,659.961,372.606,1611.862,,1681.082,,1557.276,258.575
1990-05-15,4,1990-09-15,253.181,726.395,,,235.216,,320.010,411.552,209.696,,600.441,,,,1199.199,622.105,881.902,724.105,1349.774,477.564,371.815,,381.275,,,214.899,1836.029,620.682,987.546,,1401.446,,755.253,927.390
1990-05-15,5,1990-10-15,299.143,742.584,,,962.838,,568.463,647.175,209.004,,971.415,,,,1182.265,511.174,303.821,308.365,588.670,335.235,1139.722,,538.135,,,175.938,543.550,1333.997,1492.624,,690.042,,2062.733,286.512
1990-05-15,6,1990-11-15,424.436,427.777,,,574.999,,637.896,216.526,122.224,,567.434,,,,714.936,636.466,183.881,202.127,224.735,220.102,361.054,,1619.469,,,86.778,417.645,551.487,445.592,,255.769,,391.386,125.030
1990-06-15,1,1990-07-15,161.752,689.619,,,1494.637,,486.003,1533.689,1844.246,115.698,150.012,,,,1207.661,1296.949,120.640,203.668,125.920,134.220,139.795,,174.852,,,620.437,354.466,1663.767,,,262.651,1730.504,678.540,143.646
1990-06-15,2,1990-08-15,124.721,606.838,,,291.894,,893.044,530.276,307.782,92.290,574.041,,,,411.080,926.034,546.254,154.749,85.382,770.937,978.909,,399.040,,,355.780,619.179,340.621,,,1618.137,1232.240,1469.877,146.061
1990-06-15,3,1990-09-15,253.181,708.073,,,205.030,,293.063,385.858,183.349,756.507,562.585,,,,1176.563,595.184,835.937,686.227,1272.648,457.768,339.862,,340.708,,,190.458,1821.504,607.844,,,1383.123,1179.901,725.154,870.258
1990-06-15,4,1990-10-15,299.143,660.921,,,950.695,,558.033,637.465,198.797,309.349,957.289,,,,1174.013,501.166,288.661,296.041,568.132,327.916,1127.571,,521.717,,,166.173,538.615,1329.279,,,683.401,425.015,2051.549,268.456
1990-06-15,5,1990-11-15,424.436,400.780,,,570.656,,634.026,212.957,118.370,173.555,562.401,,,,711.890,632.735,178.072,197.369,217.390,217.383,356.605,,1613.003,,,83.061,415.802,549.773,,,253.312,212.547,387.251,118.216
1990-06-15,6,1990-12-15,289.654,252.737,,,224.677,,407.236,86.105,53.225,77.685,1541.446,,,,251.568,684.294,80.159,91.681,80.777,174.714,287.217,,380.690,,,30.994,178.132,269.877,,,94.125,106.485,162.386,44.006
1990-07-15,1,1990-08-15,124.721,476.951,,,74.337,,667.423,222.593,70.206,149.436,,,,,152.714,595.638,584.954,111.109,114.033,788.809,936.975,,363.503,,,168.693,445.089,83.634,,,1485.926,863.998,1183.002,
1990-07-15,2,1990-09-15,253.181,646.284,,,69.639,,236.419,264.867,48.909,823.288,,,,,1026.923,495.455,844.986,645.236,1298.182,465.504,337.161,,327.661,,,112.646,1758.001,432.017,,,1356.230,1077.831,658.448,
1990-07-15,3,1990-10-15,299.143,637.808,,,843.377,,531.851,586.336,115.183,325.578,,,,,1125.496,463.757,292.163,283.280,573.915,330.793,1126.187,,516.093,,,128.747,520.343,1264.907,,,674.110,389.420,2026.823,
1990-07-15,4,1990-11-15,424.436,397.159,,,540.420,,624.312,195.581,81.810,180.179,,,,,694.836,618.430,179.373,192.385,219.450,218.501,356.189,,1610.677,,,67.901,408.887,529.442,,,249.912,199.256,378.485,
1990-07-15,5,1990-12-15,289.654,192.128,,,213.940,,403.642,79.649,38.071,80.279,,,,,245.348,678.861,80.662,89.753,81.542,175.145,287.055,,379.943,,,25.361,175.573,262.114,,,92.861,101.516,159.122,
1990-07-15,6,1991-01-15,133.323,123.765,,,83.987,,176.464,33.151,119.059,30.296,,,,,98.492,230.855,51.303,33.350,93.335,85.160,136.178,,162.140,,,11.873,280.264,176.660,,,125.916,363.588,59.461,
1990-08-15,1,1990-09-15,253.181,446.395,,,108.125,227.634,63.292,136.390,101.336,725.206,,,,,927.423,245.103,533.600,625.499,1264.743,145.893,69.585,,164.697,,,75.145,1465.789,440.014,,157.719,909.807,702.115,285.178,
1990-08-15,2,1990-10-15,299.143,530.869,,,873.394,133.836,347.175,491.847,158.231,301.204,,,,,1098.129,350.205,214.627,276.558,568.791,182.030,879.813,,421.735,,,97.772,465.758,1270.085,,307.285,557.046,292.155,1860.578,
1990-08-15,3,1990-11-15,424.436,346.575,,,549.225,61.412,549.072,170.545,101.134,170.365,,,,,686.441,569.807,145.097,189.578,217.916,158.174,295.770,,1566.786,,,53.578,387.086,532.276,,166.688,210.095,161.229,335.794,
1990-08-15,4,1990-12-15,289.654,171.232,,,217.037,35.599,375.778,70.346,46.288,76.467,,,,,242.457,658.711,67.480,88.606,80.972,149.952,262.176,,367.441,,,20.039,167.593,262.839,,98.429,78.066,86.623,142.962,
1990-08-15,5,1991-01-15,133.323,112.502,,,85.165,32.887,166.495,29.694,122.113,28.880,,,,,97.413,223.935,46.387,32.924,93.123,75.436,126.803,,157.387,,,9.895,277.295,176.856,,48.390,120.419,357.587,53.449,
1990-08-15,6,1991-02-15,49.540,245.083,,,253.131,30.976,134.468,100.304,80.536,112.437,,,,,93.455,865.490,24.640,12.234,198.878,32.722,108.088,,1901.458,,,101.181,660.048,83.208,,129.920,65.820,135.473,22.279,
1990-09-15,1,1990-10-15,299.143,492.108,,,1040.735,150.229,641.079,633.908,281.135,188.695,,,,,907.806,,141.606,188.856,358.561,172.015,,116.843,467.321,,,258.771,262.761,1204.866,,384.635,394.487,191.884,1855.964,
1990-09-15,2,1990-11-15,424.436,316.687,,,591.134,70.008,661.371,202.714,156.054,118.362,,,,,634.691,,104.258,147.793,152.628,134.751,,43.472,1588.525,,,121.036,291.065,514.009,,193.706,160.832,114.997,332.328,
1990-09-15,3,1990-12-15,289.654,131.725,,,230.944,38.793,416.691,82.299,70.005,55.109,,,,,225.137,,51.087,72.258,56.713,133.222,,16.153,373.875,,,45.105,133.088,255.637,,110.151,59.761,66.777,141.693,
1990-09-15,4,1991-01-15,133.323,99.795,,,90.475,34.074,181.087,34.135,130.925,20.943,,,,,90.966,,40.222,26.849,84.109,68.598,,7.977,159.858,,,19.209,264.400,173.996,,52.989,113.617,348.487,52.974,
1990-09-15,5,1991-02-15,49.540,208.657,,,255.104,31.417,139.890,101.954,83.811,109.488,,,,,91.059,,22.349,9.977,195.528,30.181,,8.962,1902.377,,,104.642,655.256,82.115,,131.629,63.292,132.009,22.102,
