fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,ens_1989,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020
1990-01-15,1,1990-02-15,114.275,27.950,,,0.721,,123.161,0.721,,0.721,6.001,,,,149.059,12.528,,0.721,,0.721,,,32.321,,,5.381,0.721,166.356,0.721,,1.084,0.721,0.721,0.721
1990-01-15,2,1990-03-15,107.305,148.442,,,0.268,,66.387,3.816,,3.048,5.824,,,,179.870,2161.931,,0.268,,19.569,,,130.276,,,4.395,0.278,94.339,0.268,,0.616,0.268,0.268,0.268
1990-01-15,3,1990-04-15,441.376,99.008,,,22.807,,260.087,3.262,,59.483,2.831,,,,83.308,1015.770,,132.417,,15.238,,,63.299,,,1.768,18.550,102.694,0.100,,0.229,0.100,0.100,0.100
1990-01-15,4,1990-05-15,179.162,131.268,,,254.795,,499.690,78.744,,37.140,1.052,,,,80.868,723.584,,196.987,,5.662,,,29.909,,,0.657,137.689,142.593,0.037,,105.473,1.432,66.473,0.037
1990-01-15,5,1990-06-15,108.964,296.537,,,403.608,,420.764,67.460,,13.800,27.890,,,,668.500,511.047,,387.430,,529.988,,,211.194,,,20.918,65.011,167.525,0.014,,52.332,22.285,1255.792,512.117
1990-01-15,6,1990-07-15,55.879,335.309,,,756.458,,632.110,312.597,,5.128,40.221,,,,366.875,535.358,,182.494,,314.990,,,601.634,,,25.797,204.246,672.616,0.005,,234.991,608.955,388.123,152.969
1990-02-15,1,1990-03-15,107.305,306.567,,,58.474,,66.666,129.445,,97.207,78.455,,,,197.795,2514.503,,58.474,58.474,190.855,1599.095,,281.135,,,91.751,74.339,78.800,58.474,,58.911,71.997,,59.920
1990-02-15,2,1990-04-15,441.376,182.159,,,44.839,,280.548,67.663,,167.149,34.833,,,,89.463,1052.167,,156.830,405.790,90.759,632.076,,107.356,,,45.841,92.955,92.072,21.728,,22.150,33.726,,23.085
1990-02-15,3,1990-05-15,179.162,224.347,,,264.847,,510.266,198.038,,79.545,12.943,,,,93.187,734.091,,207.608,742.194,35.436,751.249,,55.259,,,17.133,233.103,136.624,8.073,,145.101,29.323,,8.578
1990-02-15,4,1990-06-15,108.964,325.910,,,407.410,,423.588,119.575,,29.557,48.080,,,,681.392,514.768,,392.089,1234.360,690.632,342.847,,262.478,,,74.527,97.451,164.226,3.000,,65.197,65.557,,575.562
