fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,ens_1989,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020
1990-01-15,1,1990-02-15,310.080,40.765,,,7.270,,185.251,7.270,,7.600,7.270,,,,7.352,7.270,,7.270,,7.311,,,21.725,,,7.270,7.270,412.677,7.270,,7.270,7.270,11.890,7.270
1990-01-15,2,1990-03-15,245.054,44.860,,,2.701,,84.619,2.701,,3.019,2.701,,,,216.707,115.970,,2.792,,4.683,,,15.624,,,2.701,2.728,315.215,2.701,,2.701,20.372,6.849,2.701
1990-01-15,3,1990-04-15,652.358,50.501,,,11.907,,62.509,1.004,,18.638,1.004,,,,87.583,113.161,,360.787,,2.704,,,6.165,,,1.004,1.030,169.892,1.004,,1.004,65.707,2.901,1.011
1990-01-15,4,1990-05-15,195.707,93.230,,,43.737,,149.568,3.666,,11.642,0.373,,,,32.544,639.558,,147.745,,1.005,,,2.291,,,0.373,0.383,190.524,0.373,,0.373,452.451,1.148,0.380
1990-01-15,5,1990-06-15,78.476,111.042,,,279.461,,331.765,2.804,,4.702,1.828,,,,102.227,175.821,,95.463,,499.279,,,0.851,,,0.139,0.142,160.950,0.139,,0.139,144.126,196.268,2.643
1990-01-15,6,1990-07-15,29.160,171.990,,,685.991,,168.126,31.539,,1.976,2.843,,,,111.638,390.899,,77.063,,193.970,,,0.316,,,0.051,0.053,712.938,0.051,,3.656,487.394,224.883,2.431
1990-02-15,1,1990-03-15,245.054,360.069,,,109.042,,112.738,144.136,,126.380,110.678,,,,794.060,624.698,,210.092,149.077,276.821,2723.902,,132.641,,,109.874,127.084,288.337,109.042,,192.199,385.477,,115.025
1990-02-15,2,1990-04-15,652.358,192.276,,,51.421,,116.479,66.528,,180.286,42.087,,,,194.258,302.212,,771.741,166.148,121.074,811.592,,58.079,,,41.313,53.522,158.207,40.517,,89.412,338.801,,49.568
1990-02-15,3,1990-05-15,195.707,175.079,,,58.576,,229.450,111.417,,86.728,15.639,,,,73.745,797.569,,241.810,126.886,44.988,552.858,,21.581,,,15.351,23.521,184.515,15.055,,68.764,637.628,,20.422
1990-02-15,4,1990-06-15,78.476,155.768,,,290.350,,376.264,71.729,,41.256,7.501,,,,201.150,214.754,,143.737,300.592,628.425,247.359,,8.019,,,5.704,10.283,158.418,5.594,,37.798,193.155,,17.501
1990-02-15,5,1990-07-15,29.160,195.096,,,690.594,,183.037,151.662,,27.714,5.443,,,,161.468,408.955,,100.198,264.002,216.372,108.457,,2.980,,,2.119,4.530,711.848,2.079,,140.540,511.020,,13.807
1990-02-15,6,1990-08-15,10.835,219.302,,,422.739,,204.626,106.553,,27.975,148.657,,,,660.118,178.726,,105.154,488.553,111.208,141.974,,1.107,,,4.211,2.160,182.802,293.775,,652.239,419.109,,15.057
