fecha_emision,lead,fecha_pronostico,QC_hist,ens_prom,ens_1989,ens_1990,ens_1991,ens_1992,ens_1993,ens_1994,ens_1995,ens_1996,ens_1997,ens_1998,ens_1999,ens_2000,ens_2001,ens_2002,ens_2003,ens_2004,ens_2005,ens_2006,ens_2007,ens_2008,ens_2009,ens_2010,ens_2011,ens_2012,ens_2013,ens_2014,ens_2015,ens_2016,ens_2017,ens_2018,ens_2019,ens_2020
1990-01-15,1,1990-02-15,83.542,23.602,,,2.149,,36.765,2.149,,2.149,22.618,,,,41.252,45.007,,2.149,,2.149,,,2.295,,,2.174,4.180,248.654,2.149,,2.408,2.149,2.281,2.149
1990-01-15,2,1990-03-15,47.359,132.773,,,0.799,,24.165,1.007,,8.124,15.512,,,,271.413,1627.901,,0.799,,89.237,,,186.539,,,18.658,3.133,135.960,0.799,,1.482,1.569,2.024,0.799
1990-01-15,3,1990-04-15,238.966,70.844,,,0.339,,179.869,0.498,,14.957,6.551,,,,96.094,553.927,,202.383,,41.202,,,64.547,,,12.680,1.713,82.356,0.297,,1.535,14.144,1.345,0.763
1990-01-15,4,1990-05-15,131.600,80.165,,,16.340,,133.813,110.419,,9.296,2.434,,,,95.089,545.821,,195.604,,15.310,,,35.827,,,4.712,7.535,55.706,0.110,,130.362,35.251,48.792,0.553
1990-01-15,5,1990-06-15,206.312,235.991,,,170.188,,181.161,90.428,,3.454,53.321,,,,670.056,333.990,,362.209,,225.446,,,134.189,,,17.195,6.121,84.834,0.041,,58.547,185.513,901.564,769.581
1990-01-15,6,1990-07-15,96.920,309.332,,,688.983,,384.094,575.977,,1.284,51.774,,,,393.965,429.707,,189.386,,230.196,,,402.291,,,42.279,48.048,572.930,0.015,,309.556,744.906,329.852,172.732
1990-02-15,1,1990-03-15,47.359,216.228,,,41.595,,41.595,53.654,,93.545,56.666,,,,388.656,1744.574,,41.595,41.595,269.136,458.643,,413.265,,,133.333,50.900,68.428,41.670,,55.167,72.724,,41.595
1990-02-15,2,1990-04-15,238.966,141.026,,,15.498,,186.345,25.327,,88.135,26.490,,,,119.695,566.109,,217.542,500.492,92.531,433.036,,113.231,,,61.186,29.813,46.457,15.529,,32.700,93.463,,15.922
1990-02-15,3,1990-05-15,131.600,150.427,,,21.972,,136.220,244.365,,45.274,9.843,,,,118.028,549.759,,201.237,613.532,34.757,275.735,,66.386,,,22.735,38.555,37.254,5.770,,306.677,123.836,,6.186
1990-02-15,4,1990-06-15,206.312,265.651,,,172.281,,182.056,142.573,,16.823,61.456,,,,684.528,335.352,,364.302,1083.692,304.938,210.270,,190.441,,,53.845,24.370,65.775,2.144,,108.149,270.565,,773.816
1990-02-15,5,1990-07-15,96.920,318.721,,,689.760,,384.426,608.162,,7.589,59.845,,,,397.832,430.212,,190.164,469.223,252.763,96.114,,430.471,,,89.017,98.768,550.581,0.797,,350.539,775.662,,173.773
1990-02-15,6,1990-08-15,40.536,379.374,,,443.291,,378.155,266.321,,8.261,388.359,,,,443.710,450.227,,181.639,227.246,400.176,192.483,,231.983,,,440.285,221.304,167.975,824.814,,1110.107,618.122,,213.658
1990-03-15,1,1990-04-15,238.966,92.990,,,22.413,,303.786,20.162,,48.851,20.162,,,,20.162,99.172,,340.078,606.918,20.162,117.667,,20.162,,,20.162,28.231,27.798,20.162,,22.893,56.134,20.162,24.564
1990-03-15,2,1990-05-15,131.600,119.776,,,60.721,,178.662,224.402,,28.041,7.492,,,,8.293,350.127,,244.237,634.049,7.492,148.513,,9.184,,,7.492,40.425,26.242,7.492,,246.775,92.676,61.803,11.407
1990-03-15,3,1990-06-15,206.312,276.845,,,267.421,,204.631,135.578,,10.419,62.783,,,,438.625,274.085,,384.527,1089.101,163.799,154.786,,53.158,,,15.100,25.964,52.435,2.784,,93.185,249.663,925.387,933.477
1990-03-15,4,1990-07-15,96.920,305.986,,,728.031,,393.362,604.321,,3.874,60.381,,,,355.695,407.780,,196.793,471.026,205.299,75.459,,346.804,,,39.544,102.707,500.133,1.034,,340.692,768.227,333.518,185.035
1990-03-15,5,1990-08-15,40.536,367.644,,,454.236,,381.309,265.185,,2.645,387.977,,,,428.818,441.969,,184.154,227.914,382.038,183.554,,207.390,,,393.412,223.857,159.358,824.902,,1106.909,615.604,262.499,219.155
1990-03-15,6,1990-09-15,46.713,327.667,,,391.511,,166.525,307.617,,143.872,114.701,,,,231.340,223.840,,208.428,261.507,155.879,514.025,,322.011,,,221.232,639.685,641.972,175.667,,745.054,608.625,295.435,184.421
1990-04-15,1,1990-05-15,131.600,271.509,,,271.349,,167.394,528.481,93.730,,184.520,,,,245.470,411.098,441.988,227.397,536.426,87.568,215.837,,271.199,,,98.649,232.391,152.999,111.687,,526.340,,516.642,109.019
1990-04-15,2,1990-06-15,206.312,439.299,,,393.638,,200.167,210.241,174.683,,379.624,,,,746.387,293.609,788.267,377.556,1064.894,570.810,187.016,,341.906,,,285.370,113.337,167.478,51.267,,155.698,,1124.165,1159.874
1990-04-15,3,1990-07-15,96.920,350.936,,,769.692,,391.644,639.560,401.518,,179.704,,,,414.955,414.934,318.721,194.266,463.183,297.742,87.451,,479.326,,,188.501,172.955,619.749,19.490,,374.670,,379.773,210.875
1990-04-15,4,1990-08-15,40.536,401.346,,,468.354,,380.677,276.587,145.523,,460.764,,,,450.020,444.601,286.447,183.210,225.009,416.809,189.109,,248.848,,,491.970,255.701,186.506,1289.236,,1118.251,,279.532,229.761
1990-04-15,5,1990-09-15,46.713,336.261,,,396.736,,166.291,311.893,80.871,,135.975,,,,239.160,224.817,677.835,208.077,260.427,168.057,516.115,,337.742,,,250.483,652.970,654.145,204.393,,749.047,,301.777,188.412
1990-04-15,6,1990-10-15,167.113,340.256,,,550.534,,604.567,418.244,46.588,,52.205,,,,686.075,182.293,216.306,326.812,119.385,234.289,647.796,,531.459,,,680.746,158.142,256.663,109.405,,344.067,,548.788,90.751
1990-05-15,1,1990-06-15,206.312,386.632,,,306.685,,161.278,96.341,236.688,,361.089,,,,631.466,172.069,639.289,289.855,899.391,716.191,135.818,,254.590,,,354.153,70.506,142.725,65.707,,63.139,,962.441,1173.211
1990-05-15,2,1990-07-15,96.920,330.098,,,743.154,,374.446,574.635,425.457,,172.206,,,,393.845,369.003,285.538,171.417,428.034,320.517,67.386,,452.007,,,206.467,142.903,606.085,26.227,,281.603,,345.245,215.777
1990-05-15,3,1990-08-15,40.536,396.342,,,459.411,,374.998,257.230,153.099,,458.022,,,,442.385,428.573,274.134,174.146,212.176,425.205,178.389,,239.311,,,499.392,242.710,182.732,1335.801,,1090.714,,266.821,231.585
1990-05-15,4,1990-09-15,46.713,333.709,,,393.427,,164.220,304.555,83.759,,134.945,,,,236.340,218.907,673.248,204.612,255.640,171.095,512.002,,334.177,,,253.072,647.796,652.638,207.325,,740.282,,297.042,189.090
1990-05-15,5,1990-10-15,167.113,339.338,,,549.304,,603.776,415.500,47.687,,51.822,,,,685.024,180.091,214.609,325.500,117.607,235.434,646.354,,530.135,,,681.730,156.424,256.125,110.761,,340.852,,547.026,91.003
1990-05-15,6,1990-11-15,255.142,185.328,,,191.946,,310.334,159.299,43.717,,20.255,,,,488.071,148.498,272.843,151.729,50.017,165.330,172.148,,383.498,,,179.024,108.192,455.403,49.592,,150.589,,169.666,36.412
