Fecha,Año_hidrologico,Escala,SDI,LogSDI,GammaSDI
1975-01-31,1974-1975,Nov-Jan,,,
1975-02-28,1974-1975,Dec-Feb,,,
1975-03-31,1974-1975,Jan-Mar,-0.39,0.32,0.09
1975-04-30,1975-1976,Feb-Apr,-0.48,0.11,-0.14
1975-05-31,1975-1976,Mar-May,0.04,0.54,0.49
1975-06-30,1975-1976,Apr-Jun,-0.08,0.36,0.32
1975-07-31,1975-1976,May-Jul,0.41,0.43,0.59
1975-08-31,1975-1976,Jun-Aug,0.06,0.33,0.29
1975-09-30,1975-1976,Jul-Sep,0.11,0.37,0.32
1975-10-31,1975-1976,Aug-Oct,-0.33,-0.01,-0.13
1975-11-30,1975-1976,Sep-Nov,-0.69,-0.61,-0.68
1975-12-31,1975-1976,Oct-Dec,-0.56,-0.16,-0.34
1976-01-31,1975-1976,Nov-Jan,0.56,0.82,0.84
1976-02-29,1975-1976,Dec-Feb,0.35,0.79,0.79
1976-03-31,1975-1976,Jan-Mar,0.65,0.89,1.01
1976-04-30,1976-1977,Feb-Apr,0.03,0.63,0.52
1976-05-31,1976-1977,Mar-May,-0.14,0.42,0.3
1976-06-30,1976-1977,Apr-Jun,-0.31,0.22,0.1
1976-07-31,1976-1977,May-Jul,-0.42,0.15,0.06
1976-08-31,1976-1977,Jun-Aug,-0.22,0.16,0.07
1976-09-30,1976-1977,Jul-Sep,-0.38,-0.01,-0.13
1976-10-31,1976-1977,Aug-Oct,-0.4,-0.09,-0.21
1976-11-30,1976-1977,Sep-Nov,-0.21,0.13,0.0
1976-12-31,1976-1977,Oct-Dec,-0.14,0.34,0.2
1977-01-31,1976-1977,Nov-Jan,0.83,0.93,1.01
1977-02-28,1976-1977,Dec-Feb,2.29,1.2,1.69
1977-03-31,1976-1977,Jan-Mar,3.63,1.3,2.11
1977-04-30,1977-1978,Feb-Apr,3.0,1.35,1.98
1977-05-31,1977-1978,Mar-May,2.06,1.14,1.67
1977-06-30,1977-1978,Apr-Jun,0.51,0.62,0.75
1977-07-31,1977-1978,May-Jul,1.63,0.67,1.15
1977-08-31,1977-1978,Jun-Aug,2.41,1.18,1.62
1977-09-30,1977-1978,Jul-Sep,2.89,1.5,1.99
1977-10-31,1977-1978,Aug-Oct,2.74,1.68,2.09
1977-11-30,1977-1978,Sep-Nov,1.55,1.35,1.48
1977-12-31,1977-1978,Oct-Dec,1.25,1.09,1.22
1978-01-31,1977-1978,Nov-Jan,-0.08,0.45,0.31
1978-02-28,1977-1978,Dec-Feb,1.75,1.12,1.49
1978-03-31,1977-1978,Jan-Mar,2.84,1.23,1.88
1978-04-30,1978-1979,Feb-Apr,2.18,1.24,1.69
1978-05-31,1978-1979,Mar-May,0.66,0.81,0.96
1978-06-30,1978-1979,Apr-Jun,-0.24,0.27,0.17
1978-07-31,1978-1979,May-Jul,1.29,0.62,1.01
1978-08-31,1978-1979,Jun-Aug,1.82,1.02,1.35
1978-09-30,1978-1979,Jul-Sep,2.03,1.25,1.56
1978-10-31,1978-1979,Aug-Oct,0.46,0.68,0.65
1978-11-30,1978-1979,Sep-Nov,0.51,0.78,0.72
1978-12-31,1978-1979,Oct-Dec,0.21,0.61,0.52
1979-01-31,1978-1979,Nov-Jan,0.17,0.62,0.54
1979-02-28,1978-1979,Dec-Feb,-0.24,0.46,0.28
1979-03-31,1978-1979,Jan-Mar,-0.57,-0.12,-0.39
1979-04-30,1979-1980,Feb-Apr,-0.65,-0.54,-0.73
1979-05-31,1979-1980,Mar-May,-0.7,-0.73,-0.93
1979-06-30,1979-1980,Apr-Jun,-0.97,-1.09,-1.31
1979-07-31,1979-1980,May-Jul,-1.36,-1.02,-1.44
1979-08-31,1979-1980,Jun-Aug,-1.44,-1.55,-1.64
1979-09-30,1979-1980,Jul-Sep,-1.3,-1.52,-1.54
1979-10-31,1979-1980,Aug-Oct,-0.49,-0.21,-0.33
1979-11-30,1979-1980,Sep-Nov,0.15,0.5,0.4
1979-12-31,1979-1980,Oct-Dec,0.66,0.85,0.86
1980-01-31,1979-1980,Nov-Jan,0.27,0.68,0.62
