Fecha,Año_hidrologico,Escala,SDI,LogSDI,GammaSDI
1980-01-31,1979-1980,Aug-Jan,,,
1980-02-29,1979-1980,Sep-Feb,,,
1980-03-31,1979-1980,Oct-Mar,,,
1980-04-30,1980-1981,Nov-Apr,,,
1980-05-31,1980-1981,Dec-May,,,
1980-06-30,1980-1981,Jan-Jun,-0.21,0.22,0.08
1980-07-31,1980-1981,Feb-Jul,0.52,0.69,0.7
1980-08-31,1980-1981,Mar-Aug,1.27,1.15,1.27
1980-09-30,1980-1981,Apr-Sep,1.47,1.18,1.32
1980-10-31,1980-1981,May-Oct,1.7,1.21,1.41
1980-11-30,1980-1981,Jun-Nov,1.58,1.28,1.44
1980-12-31,1980-1981,Jul-Dec,2.19,1.49,1.74
1981-01-31,1980-1981,Aug-Jan,,,
1981-02-28,1980-1981,Sep-Feb,,,
1981-03-31,1980-1981,Oct-Mar,,,
1981-04-30,1981-1982,Nov-Apr,,,
1981-05-31,1981-1982,Dec-May,,,
1981-06-30,1981-1982,Jan-Jun,,,
1981-07-31,1981-1982,Feb-Jul,,,
1981-08-31,1981-1982,Mar-Aug,,,
1981-09-30,1981-1982,Apr-Sep,,,
1981-10-31,1981-1982,May-Oct,,,
1981-11-30,1981-1982,Jun-Nov,,,
1981-12-31,1981-1982,Jul-Dec,,,
1982-01-31,1981-1982,Aug-Jan,,,
1982-02-28,1981-1982,Sep-Feb,,,
1982-03-31,1981-1982,Oct-Mar,,,
1982-04-30,1982-1983,Nov-Apr,,,
1982-05-31,1982-1983,Dec-May,-0.05,0.42,0.28
1982-06-30,1982-1983,Jan-Jun,0.29,0.63,0.57
1982-07-31,1982-1983,Feb-Jul,0.64,0.75,0.79
1982-08-31,1982-1983,Mar-Aug,0.79,0.88,0.92
1982-09-30,1982-1983,Apr-Sep,0.97,0.92,0.98
1982-10-31,1982-1983,May-Oct,1.03,0.89,0.98
1982-11-30,1982-1983,Jun-Nov,0.81,0.84,0.87
1982-12-31,1982-1983,Jul-Dec,,,
1983-01-31,1982-1983,Aug-Jan,,,
1983-02-28,1982-1983,Sep-Feb,,,
1983-03-31,1982-1983,Oct-Mar,,,
1983-04-30,1983-1984,Nov-Apr,,,
1983-05-31,1983-1984,Dec-May,,,
1983-06-30,1983-1984,Jan-Jun,,,
1983-07-31,1983-1984,Feb-Jul,-0.24,0.15,0.03
1983-08-31,1983-1984,Mar-Aug,-0.06,0.24,0.15
1983-09-30,1983-1984,Apr-Sep,0.83,0.85,0.88
1983-10-31,1983-1984,May-Oct,1.61,1.17,1.36
1983-11-30,1983-1984,Jun-Nov,3.55,2.08,2.61
1983-12-31,1983-1984,Jul-Dec,,,
1984-01-31,1983-1984,Aug-Jan,,,
1984-02-29,1983-1984,Sep-Feb,,,
1984-03-31,1983-1984,Oct-Mar,,,
1984-04-30,1984-1985,Nov-Apr,,,
1984-05-31,1984-1985,Dec-May,,,
1984-06-30,1984-1985,Jan-Jun,,,
1984-07-31,1984-1985,Feb-Jul,,,
1984-08-31,1984-1985,Mar-Aug,,,
1984-09-30,1984-1985,Apr-Sep,,,
1984-10-31,1984-1985,May-Oct,,,
1984-11-30,1984-1985,Jun-Nov,,,
1984-12-31,1984-1985,Jul-Dec,,,
1985-01-31,1984-1985,Aug-Jan,,,
1985-02-28,1984-1985,Sep-Feb,,,
1985-03-31,1984-1985,Oct-Mar,,,
1985-04-30,1985-1986,Nov-Apr,,,
1985-05-31,1985-1986,Dec-May,,,
1985-06-30,1985-1986,Jan-Jun,,,
1985-07-31,1985-1986,Feb-Jul,,,
1985-08-31,1985-1986,Mar-Aug,,,
1985-09-30,1985-1986,Apr-Sep,,,
1985-10-31,1985-1986,May-Oct,,,
1985-11-30,1985-1986,Jun-Nov,,,
1985-12-31,1985-1986,Jul-Dec,,,
1986-01-31,1985-1986,Aug-Jan,,,
1986-02-28,1985-1986,Sep-Feb,,,
1986-03-31,1985-1986,Oct-Mar,,,
1986-04-30,1986-1987,Nov-Apr,,,
1986-05-31,1986-1987,Dec-May,,,
1986-06-30,1986-1987,Jan-Jun,,,
1986-07-31,1986-1987,Feb-Jul,,,
1986-08-31,1986-1987,Mar-Aug,,,
1986-09-30,1986-1987,Apr-Sep,,,
1986-10-31,1986-1987,May-Oct,,,
1986-11-30,1986-1987,Jun-Nov,,,
1986-12-31,1986-1987,Jul-Dec,,,
1987-01-31,1986-1987,Aug-Jan,2.57,1.59,1.94
1987-02-28,1986-1987,Sep-Feb,1.37,1.12,1.26
1987-03-31,1986-1987,Oct-Mar,0.82,1.03,1.02
1987-04-30,1987-1988,Nov-Apr,0.45,0.81,0.74
1987-05-31,1987-1988,Dec-May,-0.43,-0.03,-0.2
1987-06-30,1987-1988,Jan-Jun,-0.7,-0.52,-0.66
1987-07-31,1987-1988,Feb-Jul,-0.73,-0.46,-0.61
1987-08-31,1987-1988,Mar-Aug,-0.5,-0.26,-0.37
1987-09-30,1987-1988,Apr-Sep,-0.74,-0.52,-0.62
1987-10-31,1987-1988,May-Oct,-0.24,0.05,-0.04
1987-11-30,1987-1988,Jun-Nov,-0.25,-0.02,-0.1
1987-12-31,1987-1988,Jul-Dec,0.48,0.57,0.56
1988-01-31,1987-1988,Aug-Jan,0.6,0.69,0.7
1988-02-29,1987-1988,Sep-Feb,0.3,0.53,0.48
1988-03-31,1987-1988,Oct-Mar,0.57,0.87,0.82
1988-04-30,1988-1989,Nov-Apr,0.05,0.51,0.37
1988-05-31,1988-1989,Dec-May,0.02,0.47,0.34
1988-06-30,1988-1989,Jan-Jun,-0.31,0.11,-0.04
1988-07-31,1988-1989,Feb-Jul,-0.52,-0.16,-0.31
1988-08-31,1988-1989,Mar-Aug,-0.56,-0.34,-0.45
1988-09-30,1988-1989,Apr-Sep,-0.83,-0.67,-0.76
1988-10-31,1988-1989,May-Oct,-1.05,-0.9,-1.0
1988-11-30,1988-1989,Jun-Nov,-1.12,-1.2,-1.24
1988-12-31,1988-1989,Jul-Dec,-1.06,-0.93,-1.0
1989-01-31,1988-1989,Aug-Jan,-0.94,-0.8,-0.89
1989-02-28,1988-1989,Sep-Feb,-1.06,-1.12,-1.16
1989-03-31,1988-1989,Oct-Mar,-0.86,-1.33,-1.23
1989-04-30,1989-1990,Nov-Apr,-0.87,-1.49,-1.34
1989-05-31,1989-1990,Dec-May,-0.92,-1.72,-1.52
1989-06-30,1989-1990,Jan-Jun,-1.03,-2.21,-1.86
1989-07-31,1989-1990,Feb-Jul,-1.24,-2.62,-2.22
1989-08-31,1989-1990,Mar-Aug,-1.38,-2.94,-2.44
1989-09-30,1989-1990,Apr-Sep,-1.57,-2.79,-2.39
1989-10-31,1989-1990,May-Oct,-1.78,-2.95,-2.59
1989-11-30,1989-1990,Jun-Nov,-1.65,-2.67,-2.39
1989-12-31,1989-1990,Jul-Dec,-1.74,-2.23,-2.11
1990-01-31,1989-1990,Aug-Jan,-1.21,-1.35,-1.36
1990-02-28,1989-1990,Sep-Feb,-0.54,-0.24,-0.37
1990-03-31,1989-1990,Oct-Mar,-0.24,0.16,0.01
1990-04-30,1990-1991,Nov-Apr,0.48,0.82,0.76
1990-05-31,1990-1991,Dec-May,0.5,0.8,0.76
1990-06-30,1990-1991,Jan-Jun,0.37,0.69,0.64
1990-07-31,1990-1991,Feb-Jul,0.14,0.46,0.4
1990-08-31,1990-1991,Mar-Aug,-0.41,-0.15,-0.26
1990-09-30,1990-1991,Apr-Sep,-0.56,-0.29,-0.4
1990-10-31,1990-1991,May-Oct,-1.07,-0.93,-1.02
1990-11-30,1990-1991,Jun-Nov,-0.46,-0.24,-0.33
1990-12-31,1990-1991,Jul-Dec,-0.04,0.17,0.11
1991-01-31,1990-1991,Aug-Jan,0.21,0.43,0.39
1991-02-28,1990-1991,Sep-Feb,0.54,0.68,0.68
1991-03-31,1990-1991,Oct-Mar,0.49,0.82,0.75
1991-04-30,1991-1992,Nov-Apr,0.14,0.59,0.46
1991-05-31,1991-1992,Dec-May,-0.66,-0.45,-0.59
1991-06-30,1991-1992,Jan-Jun,-0.6,-0.31,-0.46
1991-07-31,1991-1992,Feb-Jul,-0.21,0.18,0.06
1991-08-31,1991-1992,Mar-Aug,-0.05,0.25,0.16
1991-09-30,1991-1992,Apr-Sep,0.36,0.55,0.51
1991-10-31,1991-1992,May-Oct,0.83,0.79,0.84
1991-11-30,1991-1992,Jun-Nov,0.89,0.89,0.94
1991-12-31,1991-1992,Jul-Dec,1.48,1.15,1.29
1992-01-31,1991-1992,Aug-Jan,0.58,0.68,0.68
1992-02-29,1991-1992,Sep-Feb,0.34,0.56,0.53
1992-03-31,1991-1992,Oct-Mar,-0.18,0.23,0.08
1992-04-30,1992-1993,Nov-Apr,-0.5,-0.18,-0.34
1992-05-31,1992-1993,Dec-May,-0.16,0.31,0.15
1992-06-30,1992-1993,Jan-Jun,0.28,0.63,0.56
1992-07-31,1992-1993,Feb-Jul,0.46,0.66,0.66
1992-08-31,1992-1993,Mar-Aug,0.36,0.59,0.56
1992-09-30,1992-1993,Apr-Sep,0.44,0.6,0.57
1992-10-31,1992-1993,May-Oct,0.5,0.59,0.6
1992-11-30,1992-1993,Jun-Nov,-0.01,0.21,0.15
1992-12-31,1992-1993,Jul-Dec,-0.51,-0.27,-0.36
1993-01-31,1992-1993,Aug-Jan,-0.82,-0.62,-0.72
1993-02-28,1992-1993,Sep-Feb,-0.6,-0.32,-0.44
1993-03-31,1992-1993,Oct-Mar,-0.54,-0.32,-0.45
1993-04-30,1993-1994,Nov-Apr,-0.62,-0.46,-0.58
1993-05-31,1993-1994,Dec-May,-0.46,-0.07,-0.24
1993-06-30,1993-1994,Jan-Jun,-0.36,0.05,-0.11
1993-07-31,1993-1994,Feb-Jul,-0.45,-0.07,-0.22
1993-08-31,1993-1994,Mar-Aug,-0.34,-0.06,-0.17
1993-09-30,1993-1994,Apr-Sep,-0.11,0.17,0.09
1993-10-31,1993-1994,May-Oct,0.08,0.31,0.25
1993-11-30,1993-1994,Jun-Nov,0.08,0.29,0.24
1993-12-31,1993-1994,Jul-Dec,1.0,0.89,0.96
1994-01-31,1993-1994,Aug-Jan,0.92,0.88,0.93
1994-02-28,1993-1994,Sep-Feb,0.69,0.78,0.8
1994-03-31,1993-1994,Oct-Mar,0.44,0.78,0.71
1994-04-30,1994-1995,Nov-Apr,0.15,0.59,0.47
1994-05-31,1994-1995,Dec-May,0.21,0.62,0.53
1994-06-30,1994-1995,Jan-Jun,-0.35,0.06,-0.09
1994-07-31,1994-1995,Feb-Jul,-0.39,0.0,-0.14
1994-08-31,1994-1995,Mar-Aug,-0.08,0.22,0.12
1994-09-30,1994-1995,Apr-Sep,0.19,0.42,0.37
1994-10-31,1994-1995,May-Oct,0.42,0.54,0.53
1994-11-30,1994-1995,Jun-Nov,0.21,0.4,0.36
1994-12-31,1994-1995,Jul-Dec,0.96,0.87,0.93
1995-01-31,1994-1995,Aug-Jan,,,
1995-02-28,1994-1995,Sep-Feb,,,
1995-03-31,1994-1995,Oct-Mar,,,
1995-04-30,1995-1996,Nov-Apr,,,
1995-05-31,1995-1996,Dec-May,,,
1995-06-30,1995-1996,Jan-Jun,,,
1995-07-31,1995-1996,Feb-Jul,,,
1995-08-31,1995-1996,Mar-Aug,,,
1995-09-30,1995-1996,Apr-Sep,-0.31,-0.01,-0.11
1995-10-31,1995-1996,May-Oct,-0.58,-0.29,-0.4
1995-11-30,1995-1996,Jun-Nov,-0.46,-0.24,-0.33
1995-12-31,1995-1996,Jul-Dec,-0.42,-0.17,-0.26
1996-01-31,1995-1996,Aug-Jan,,,
1996-02-29,1995-1996,Sep-Feb,,,
1996-03-31,1995-1996,Oct-Mar,,,
1996-04-30,1996-1997,Nov-Apr,,,
1996-05-31,1996-1997,Dec-May,,,
1996-06-30,1996-1997,Jan-Jun,,,
1996-07-31,1996-1997,Feb-Jul,,,
1996-08-31,1996-1997,Mar-Aug,,,
