Fecha,Año_hidrologico,Escala,SDI,LogSDI,GammaSDI
1983-03-31,1982-1983,Jan-Mar,,,
1983-04-30,1983-1984,Feb-Apr,,,
1983-05-31,1983-1984,Mar-May,-0.69,-1.17,-1.07
1983-06-30,1983-1984,Apr-Jun,-0.65,-0.32,-0.48
1983-07-31,1983-1984,May-Jul,-0.87,-0.47,-0.65
1983-08-31,1983-1984,Jun-Aug,-0.23,0.09,-0.0
1983-09-30,1983-1984,Jul-Sep,0.46,0.62,0.6
1983-10-31,1983-1984,Aug-Oct,2.36,1.52,1.83
1983-11-30,1983-1984,Sep-Nov,2.83,1.57,1.99
1983-12-31,1983-1984,Oct-Dec,2.49,1.51,1.86
1984-01-31,1983-1984,Nov-Jan,0.91,1.03,1.05
1984-02-29,1983-1984,Dec-Feb,1.75,1.48,1.61
1984-03-31,1983-1984,Jan-Mar,1.88,1.5,1.66
1984-04-30,1984-1985,Feb-Apr,1.25,1.28,1.3
1984-05-31,1984-1985,Mar-May,0.02,0.56,0.37
1984-06-30,1984-1985,Apr-Jun,0.7,0.82,0.86
1984-07-31,1984-1985,May-Jul,2.37,1.22,1.65
1984-08-31,1984-1985,Jun-Aug,1.88,1.15,1.44
1984-09-30,1984-1985,Jul-Sep,0.47,0.63,0.61
1984-10-31,1984-1985,Aug-Oct,-0.89,-0.8,-0.88
1984-11-30,1984-1985,Sep-Nov,-0.15,0.23,0.12
1984-12-31,1984-1985,Oct-Dec,0.06,0.49,0.37
1985-01-31,1984-1985,Nov-Jan,0.24,0.64,0.54
1985-02-28,1984-1985,Dec-Feb,-0.63,-0.67,-0.73
1985-03-31,1984-1985,Jan-Mar,-0.53,-0.21,-0.38
1985-04-30,1985-1986,Feb-Apr,-0.38,0.13,-0.09
1985-05-31,1985-1986,Mar-May,-0.04,0.49,0.31
1985-06-30,1985-1986,Apr-Jun,0.05,0.45,0.35
1985-07-31,1985-1986,May-Jul,0.25,0.45,0.44
1985-08-31,1985-1986,Jun-Aug,0.37,0.48,0.49
1985-09-30,1985-1986,Jul-Sep,-0.0,0.26,0.18
1985-10-31,1985-1986,Aug-Oct,0.15,0.44,0.37
1985-11-30,1985-1986,Sep-Nov,0.1,0.43,0.35
1985-12-31,1985-1986,Oct-Dec,0.23,0.61,0.52
1986-01-31,1985-1986,Nov-Jan,-0.28,0.18,0.01
1986-02-28,1985-1986,Dec-Feb,-0.51,-0.19,-0.37
1986-03-31,1985-1986,Jan-Mar,-0.56,-0.29,-0.45
1986-04-30,1986-1987,Feb-Apr,-0.64,-0.53,-0.63
1986-05-31,1986-1987,Mar-May,-0.43,-0.13,-0.3
1986-06-30,1986-1987,Apr-Jun,-0.32,0.12,-0.03
1986-07-31,1986-1987,May-Jul,-0.12,0.23,0.15
1986-08-31,1986-1987,Jun-Aug,2.28,1.28,1.66
1986-09-30,1986-1987,Jul-Sep,2.22,1.54,1.81
1986-10-31,1986-1987,Aug-Oct,2.24,1.48,1.77
1986-11-30,1986-1987,Sep-Nov,1.04,0.96,1.04
1986-12-31,1986-1987,Oct-Dec,0.93,0.99,1.03
1987-01-31,1986-1987,Nov-Jan,0.91,1.03,1.05
1987-02-28,1986-1987,Dec-Feb,-0.59,-0.48,-0.6
1987-03-31,1986-1987,Jan-Mar,-0.55,-0.26,-0.42
1987-04-30,1987-1988,Feb-Apr,-0.62,-0.44,-0.56
1987-05-31,1987-1988,Mar-May,-0.58,-0.59,-0.67
1987-06-30,1987-1988,Apr-Jun,-1.08,-1.92,-1.71
1987-07-31,1987-1988,May-Jul,-1.08,-0.81,-0.98
1987-08-31,1987-1988,Jun-Aug,-0.97,-0.65,-0.8
1987-09-30,1987-1988,Jul-Sep,-0.77,-0.62,-0.7
1987-10-31,1987-1988,Aug-Oct,-0.5,-0.19,-0.31
1987-11-30,1987-1988,Sep-Nov,-0.62,-0.29,-0.43
1987-12-31,1987-1988,Oct-Dec,-0.37,0.07,-0.09
1988-01-31,1987-1988,Nov-Jan,-0.54,-0.21,-0.37
1988-02-29,1987-1988,Dec-Feb,-0.4,0.1,-0.13
1988-03-31,1987-1988,Jan-Mar,0.45,0.94,0.8
1988-04-30,1988-1989,Feb-Apr,0.23,0.78,0.61
1988-05-31,1988-1989,Mar-May,0.19,0.71,0.55
1988-06-30,1988-1989,Apr-Jun,-0.9,-0.9,-0.99
1988-07-31,1988-1989,May-Jul,-1.36,-1.55,-1.62
1988-08-31,1988-1989,Jun-Aug,-1.41,-1.43,-1.52
1988-09-30,1988-1989,Jul-Sep,-1.28,-1.66,-1.59
1988-10-31,1988-1989,Aug-Oct,-1.12,-1.39,-1.36
1988-11-30,1988-1989,Sep-Nov,-1.17,-1.62,-1.53
1988-12-31,1988-1989,Oct-Dec,-0.92,-1.18,-1.16
1989-01-31,1988-1989,Nov-Jan,-0.84,-1.03,-1.03
1989-02-28,1988-1989,Dec-Feb,-0.7,-1.33,-1.14
1989-03-31,1988-1989,Jan-Mar,-0.73,-1.36,-1.17
1989-04-30,1989-1990,Feb-Apr,-0.75,-1.23,-1.1
1989-05-31,1989-1990,Mar-May,-0.72,-1.42,-1.23
1989-06-30,1989-1990,Apr-Jun,-1.09,-1.99,-1.75
1989-07-31,1989-1990,May-Jul,-1.46,-2.06,-2.0
1989-08-31,1989-1990,Jun-Aug,-1.39,-1.37,-1.47
1989-09-30,1989-1990,Jul-Sep,-1.24,-1.57,-1.51
1989-10-31,1989-1990,Aug-Oct,-1.06,-1.18,-1.2
1989-11-30,1989-1990,Sep-Nov,-1.24,-2.02,-1.8
1989-12-31,1989-1990,Oct-Dec,-0.94,-1.26,-1.21
1990-01-31,1989-1990,Nov-Jan,-0.82,-0.96,-0.98
1990-02-28,1989-1990,Dec-Feb,-0.38,0.12,-0.11
1990-03-31,1989-1990,Jan-Mar,-0.39,0.12,-0.1
1990-04-30,1990-1991,Feb-Apr,0.88,1.14,1.08
1990-05-31,1990-1991,Mar-May,0.79,1.12,1.08
1990-06-30,1990-1991,Apr-Jun,0.76,0.86,0.9
1990-07-31,1990-1991,May-Jul,-0.86,-0.46,-0.64
1990-08-31,1990-1991,Jun-Aug,-1.29,-1.16,-1.29
1990-09-30,1990-1991,Jul-Sep,-1.59,-3.01,-2.53
1990-10-31,1990-1991,Aug-Oct,-1.06,-1.19,-1.2
1990-11-30,1990-1991,Sep-Nov,-0.36,0.03,-0.11
1990-12-31,1990-1991,Oct-Dec,0.3,0.66,0.58
1991-01-31,1990-1991,Nov-Jan,0.47,0.79,0.73
1991-02-28,1990-1991,Dec-Feb,-0.34,0.2,-0.03
1991-03-31,1990-1991,Jan-Mar,-0.68,-0.91,-0.9
1991-04-30,1991-1992,Feb-Apr,-0.74,-1.16,-1.05
1991-05-31,1991-1992,Mar-May,-0.55,-0.47,-0.58
1991-06-30,1991-1992,Apr-Jun,-0.56,-0.17,-0.34
1991-07-31,1991-1992,May-Jul,-0.13,0.22,0.14
1991-08-31,1991-1992,Jun-Aug,0.36,0.48,0.48
1991-09-30,1991-1992,Jul-Sep,0.64,0.75,0.75
1991-10-31,1991-1992,Aug-Oct,1.09,1.01,1.09
1991-11-30,1991-1992,Sep-Nov,0.75,0.82,0.85
1991-12-31,1991-1992,Oct-Dec,0.53,0.8,0.76
1992-01-31,1991-1992,Nov-Jan,-0.6,-0.31,-0.46
