Fecha,Año_hidrologico,Escala,SDI,LogSDI,GammaSDI
1975-01-31,1974-1975,Aug-Jan,,,
1975-02-28,1974-1975,Sep-Feb,,,
1975-03-31,1974-1975,Oct-Mar,,,
1975-04-30,1975-1976,Nov-Apr,,,
1975-05-31,1975-1976,Dec-May,,,
1975-06-30,1975-1976,Jan-Jun,,,
1975-07-31,1975-1976,Feb-Jul,,,
1975-08-31,1975-1976,Mar-Aug,-1.06,-1.43,-1.36
1975-09-30,1975-1976,Apr-Sep,-0.88,-0.92,-0.95
1975-10-31,1975-1976,May-Oct,-0.63,-0.45,-0.54
1975-11-30,1975-1976,Jun-Nov,-0.6,-0.43,-0.51
1975-12-31,1975-1976,Jul-Dec,,,
1976-01-31,1975-1976,Aug-Jan,,,
1976-02-29,1975-1976,Sep-Feb,,,
1976-03-31,1975-1976,Oct-Mar,,,
1976-04-30,1976-1977,Nov-Apr,,,
1976-05-31,1976-1977,Dec-May,,,
1976-06-30,1976-1977,Jan-Jun,,,
1976-07-31,1976-1977,Feb-Jul,-0.6,-0.29,-0.44
1976-08-31,1976-1977,Mar-Aug,-0.32,0.03,-0.1
1976-09-30,1976-1977,Apr-Sep,,,
1976-10-31,1976-1977,May-Oct,,,
1976-11-30,1976-1977,Jun-Nov,,,
1976-12-31,1976-1977,Jul-Dec,,,
1977-01-31,1976-1977,Aug-Jan,,,
1977-02-28,1976-1977,Sep-Feb,,,
1977-03-31,1976-1977,Oct-Mar,0.05,0.48,0.35
1977-04-30,1977-1978,Nov-Apr,0.43,0.85,0.75
1977-05-31,1977-1978,Dec-May,0.44,0.87,0.76
1977-06-30,1977-1978,Jan-Jun,0.37,0.76,0.68
1977-07-31,1977-1978,Feb-Jul,1.35,1.12,1.29
1977-08-31,1977-1978,Mar-Aug,1.67,1.31,1.49
1977-09-30,1977-1978,Apr-Sep,1.22,1.15,1.22
1977-10-31,1977-1978,May-Oct,1.58,1.33,1.46
1977-11-30,1977-1978,Jun-Nov,1.71,1.4,1.55
1977-12-31,1977-1978,Jul-Dec,1.75,1.4,1.56
1978-01-31,1977-1978,Aug-Jan,0.48,0.74,0.67
1978-02-28,1977-1978,Sep-Feb,-0.12,0.26,0.13
1978-03-31,1977-1978,Oct-Mar,0.11,0.53,0.41
1978-04-30,1978-1979,Nov-Apr,-0.52,-0.27,-0.42
1978-05-31,1978-1979,Dec-May,-0.6,-0.46,-0.58
1978-06-30,1978-1979,Jan-Jun,-0.66,-0.61,-0.7
1978-07-31,1978-1979,Feb-Jul,-0.59,-0.28,-0.43
1978-08-31,1978-1979,Mar-Aug,-0.44,-0.12,-0.25
1978-09-30,1978-1979,Apr-Sep,-0.59,-0.38,-0.48
1978-10-31,1978-1979,May-Oct,-0.55,-0.34,-0.44
1978-11-30,1978-1979,Jun-Nov,-0.4,-0.17,-0.26
1978-12-31,1978-1979,Jul-Dec,-0.15,0.12,0.03
1979-01-31,1978-1979,Aug-Jan,-0.24,0.05,-0.06
1979-02-28,1978-1979,Sep-Feb,-0.59,-0.38,-0.49
1979-03-31,1978-1979,Oct-Mar,-0.46,-0.11,-0.26
1979-04-30,1979-1980,Nov-Apr,-0.53,-0.3,-0.44
1979-05-31,1979-1980,Dec-May,-0.69,-0.79,-0.83
1979-06-30,1979-1980,Jan-Jun,-0.93,-2.81,-2.08
1979-07-31,1979-1980,Feb-Jul,-1.19,-3.39,-2.57
1979-08-31,1979-1980,Mar-Aug,-1.18,-2.07,-1.8
1979-09-30,1979-1980,Apr-Sep,-1.22,-2.06,-1.8
1979-10-31,1979-1980,May-Oct,-0.89,-0.9,-0.93
1979-11-30,1979-1980,Jun-Nov,-0.6,-0.42,-0.5
1979-12-31,1979-1980,Jul-Dec,-0.36,-0.11,-0.2
1980-01-31,1979-1980,Aug-Jan,-0.05,0.27,0.16
1980-02-29,1979-1980,Sep-Feb,-0.07,0.3,0.18
1980-03-31,1979-1980,Oct-Mar,0.15,0.56,0.45
1980-04-30,1980-1981,Nov-Apr,0.26,0.74,0.6
1980-05-31,1980-1981,Dec-May,0.15,0.65,0.5
1980-06-30,1980-1981,Jan-Jun,0.27,0.69,0.59
1980-07-31,1980-1981,Feb-Jul,0.47,0.7,0.69
1980-08-31,1980-1981,Mar-Aug,0.63,0.81,0.79
1980-09-30,1980-1981,Apr-Sep,0.39,0.64,0.58
1980-10-31,1980-1981,May-Oct,0.34,0.58,0.52
1980-11-30,1980-1981,Jun-Nov,0.29,0.52,0.46
1980-12-31,1980-1981,Jul-Dec,0.1,0.36,0.29
1981-01-31,1980-1981,Aug-Jan,-0.07,0.25,0.14
1981-02-28,1980-1981,Sep-Feb,-0.29,0.07,-0.07
1981-03-31,1980-1981,Oct-Mar,0.0,0.44,0.3
1981-04-30,1981-1982,Nov-Apr,-0.51,-0.25,-0.4
1981-05-31,1981-1982,Dec-May,-0.43,-0.07,-0.24
1981-06-30,1981-1982,Jan-Jun,-0.32,0.09,-0.08
1981-07-31,1981-1982,Feb-Jul,-0.24,0.16,0.03
1981-08-31,1981-1982,Mar-Aug,-0.21,0.15,0.03
1981-09-30,1981-1982,Apr-Sep,-0.16,0.16,0.05
1981-10-31,1981-1982,May-Oct,-0.17,0.12,0.02
1981-11-30,1981-1982,Jun-Nov,-0.16,0.1,0.02
1981-12-31,1981-1982,Jul-Dec,-0.38,-0.13,-0.23
1982-01-31,1981-1982,Aug-Jan,-0.57,-0.41,-0.5
1982-02-28,1981-1982,Sep-Feb,-0.68,-0.57,-0.66
1982-03-31,1981-1982,Oct-Mar,-0.79,-0.88,-0.92
1982-04-30,1982-1983,Nov-Apr,-0.73,-1.02,-0.99
1982-05-31,1982-1983,Dec-May,-0.76,-1.18,-1.1
1982-06-30,1982-1983,Jan-Jun,-0.62,-0.51,-0.62
1982-07-31,1982-1983,Feb-Jul,-0.55,-0.22,-0.37
1982-08-31,1982-1983,Mar-Aug,-0.33,0.01,-0.11
1982-09-30,1982-1983,Apr-Sep,-0.2,0.12,0.01
1982-10-31,1982-1983,May-Oct,0.09,0.37,0.29
1982-11-30,1982-1983,Jun-Nov,0.57,0.73,0.7
1982-12-31,1982-1983,Jul-Dec,0.51,0.68,0.65
1983-01-31,1982-1983,Aug-Jan,0.42,0.69,0.62
1983-02-28,1982-1983,Sep-Feb,0.12,0.49,0.38
1983-03-31,1982-1983,Oct-Mar,0.31,0.68,0.59
1983-04-30,1983-1984,Nov-Apr,0.01,0.52,0.35
1983-05-31,1983-1984,Dec-May,-0.25,0.23,0.04
1983-06-30,1983-1984,Jan-Jun,-0.32,0.08,-0.09
1983-07-31,1983-1984,Feb-Jul,-0.02,0.36,0.26
1983-08-31,1983-1984,Mar-Aug,0.07,0.41,0.31
1983-09-30,1983-1984,Apr-Sep,-0.28,0.03,-0.08
1983-10-31,1983-1984,May-Oct,0.09,0.37,0.29
1983-11-30,1983-1984,Jun-Nov,0.34,0.55,0.5
1983-12-31,1983-1984,Jul-Dec,0.48,0.66,0.63
1984-01-31,1983-1984,Aug-Jan,0.28,0.57,0.49
1984-02-29,1983-1984,Sep-Feb,0.19,0.55,0.45
