Fecha,Año_hidrologico,Escala,SDI,LogSDI,GammaSDI
1980-01-31,1979-1980,Aug-Jan,,,
1980-02-29,1979-1980,Sep-Feb,,,
1980-03-31,1979-1980,Oct-Mar,,,
1980-04-30,1980-1981,Nov-Apr,,,
1980-05-31,1980-1981,Dec-May,,,
1980-06-30,1980-1981,Jan-Jun,0.8,0.91,0.93
1980-07-31,1980-1981,Feb-Jul,0.92,0.88,0.97
1980-08-31,1980-1981,Mar-Aug,1.14,0.97,1.08
1980-09-30,1980-1981,Apr-Sep,0.95,0.84,0.91
1980-10-31,1980-1981,May-Oct,0.88,0.81,0.86
1980-11-30,1980-1981,Jun-Nov,0.33,0.53,0.49
1980-12-31,1980-1981,Jul-Dec,0.16,0.42,0.36
1981-01-31,1980-1981,Aug-Jan,-0.12,0.19,0.09
1981-02-28,1980-1981,Sep-Feb,-0.28,0.03,-0.08
1981-03-31,1980-1981,Oct-Mar,-0.19,0.2,0.06
1981-04-30,1981-1982,Nov-Apr,-0.52,-0.24,-0.38
1981-05-31,1981-1982,Dec-May,0.55,0.88,0.81
1981-06-30,1981-1982,Jan-Jun,0.22,0.57,0.49
1981-07-31,1981-1982,Feb-Jul,0.25,0.52,0.48
1981-08-31,1981-1982,Mar-Aug,0.55,0.67,0.68
1981-09-30,1981-1982,Apr-Sep,0.78,0.76,0.8
1981-10-31,1981-1982,May-Oct,0.8,0.77,0.81
1981-11-30,1981-1982,Jun-Nov,-0.19,0.13,0.03
1981-12-31,1981-1982,Jul-Dec,-0.03,0.27,0.18
1982-01-31,1981-1982,Aug-Jan,-0.18,0.13,0.03
1982-02-28,1981-1982,Sep-Feb,-0.61,-0.4,-0.5
1982-03-31,1981-1982,Oct-Mar,-0.81,-0.92,-0.94
1982-04-30,1982-1983,Nov-Apr,-0.79,-0.87,-0.9
1982-05-31,1982-1983,Dec-May,-0.36,0.05,-0.12
1982-06-30,1982-1983,Jan-Jun,0.15,0.52,0.43
1982-07-31,1982-1983,Feb-Jul,0.27,0.54,0.5
1982-08-31,1982-1983,Mar-Aug,0.52,0.65,0.65
1982-09-30,1982-1983,Apr-Sep,0.72,0.72,0.76
1982-10-31,1982-1983,May-Oct,,,
1982-11-30,1982-1983,Jun-Nov,,,
1982-12-31,1982-1983,Jul-Dec,,,
1983-01-31,1982-1983,Aug-Jan,,,
1983-02-28,1982-1983,Sep-Feb,,,
1983-03-31,1982-1983,Oct-Mar,,,
1983-04-30,1983-1984,Nov-Apr,,,
1983-05-31,1983-1984,Dec-May,-0.78,-0.96,-0.96
1983-06-30,1983-1984,Jan-Jun,-0.71,-0.48,-0.61
1983-07-31,1983-1984,Feb-Jul,-0.75,-0.47,-0.62
1983-08-31,1983-1984,Mar-Aug,-0.42,-0.07,-0.19
1983-09-30,1983-1984,Apr-Sep,0.2,0.42,0.37
1983-10-31,1983-1984,May-Oct,1.25,0.98,1.1
1983-11-30,1983-1984,Jun-Nov,1.67,1.22,1.4
1983-12-31,1983-1984,Jul-Dec,1.89,1.37,1.57
1984-01-31,1983-1984,Aug-Jan,2.22,1.56,1.83
1984-02-29,1983-1984,Sep-Feb,3.12,1.84,2.31
1984-03-31,1983-1984,Oct-Mar,2.58,1.69,2.03
1984-04-30,1984-1985,Nov-Apr,1.23,1.2,1.27
1984-05-31,1984-1985,Dec-May,0.88,1.05,1.05
1984-06-30,1984-1985,Jan-Jun,1.33,1.14,1.27
1984-07-31,1984-1985,Feb-Jul,1.88,1.24,1.53
1984-08-31,1984-1985,Mar-Aug,0.97,0.89,0.97
1984-09-30,1984-1985,Apr-Sep,0.84,0.79,0.84
1984-10-31,1984-1985,May-Oct,1.03,0.88,0.96
1984-11-30,1984-1985,Jun-Nov,1.17,1.0,1.1
1984-12-31,1984-1985,Jul-Dec,0.66,0.76,0.76
1985-01-31,1984-1985,Aug-Jan,-0.33,-0.04,-0.15
1985-02-28,1984-1985,Sep-Feb,-0.2,0.13,0.02
1985-03-31,1984-1985,Oct-Mar,-0.05,0.35,0.22
1985-04-30,1985-1986,Nov-Apr,-0.09,0.34,0.2
1985-05-31,1985-1986,Dec-May,-0.23,0.22,0.05
1985-06-30,1985-1986,Jan-Jun,-0.02,0.39,0.27
1985-07-31,1985-1986,Feb-Jul,0.09,0.42,0.35
1985-08-31,1985-1986,Mar-Aug,0.36,0.55,0.53
1985-09-30,1985-1986,Apr-Sep,0.44,0.57,0.55
1985-10-31,1985-1986,May-Oct,0.7,0.72,0.74
1985-11-30,1985-1986,Jun-Nov,0.65,0.73,0.74
1985-12-31,1985-1986,Jul-Dec,0.5,0.66,0.64
1986-01-31,1985-1986,Aug-Jan,0.33,0.57,0.52
1986-02-28,1985-1986,Sep-Feb,0.04,0.36,0.27
1986-03-31,1985-1986,Oct-Mar,-0.16,0.24,0.1
1986-04-30,1986-1987,Nov-Apr,-0.63,-0.45,-0.56
1986-05-31,1986-1987,Dec-May,-0.66,-0.55,-0.65
1986-06-30,1986-1987,Jan-Jun,-0.51,-0.14,-0.29
1986-07-31,1986-1987,Feb-Jul,-0.48,-0.1,-0.24
1986-08-31,1986-1987,Mar-Aug,0.75,0.78,0.82
1986-09-30,1986-1987,Apr-Sep,1.21,0.96,1.08
1986-10-31,1986-1987,May-Oct,1.66,1.15,1.34
1986-11-30,1986-1987,Jun-Nov,2.26,1.44,1.73
1986-12-31,1986-1987,Jul-Dec,2.52,1.6,1.92
1987-01-31,1986-1987,Aug-Jan,2.72,1.74,2.1
1987-02-28,1986-1987,Sep-Feb,1.22,1.14,1.23
1987-03-31,1986-1987,Oct-Mar,0.8,0.97,0.97
1987-04-30,1987-1988,Nov-Apr,0.24,0.63,0.52
1987-05-31,1987-1988,Dec-May,-0.69,-0.63,-0.71
1987-06-30,1987-1988,Jan-Jun,-0.97,-1.26,-1.23
1987-07-31,1987-1988,Feb-Jul,-0.93,-0.84,-0.95
1987-08-31,1987-1988,Mar-Aug,-0.98,-0.85,-0.95
1987-09-30,1987-1988,Apr-Sep,-1.14,-1.0,-1.08
1987-10-31,1987-1988,May-Oct,-0.81,-0.49,-0.61
1987-11-30,1987-1988,Jun-Nov,-0.7,-0.43,-0.54
1987-12-31,1987-1988,Jul-Dec,-0.5,-0.2,-0.32
1988-01-31,1987-1988,Aug-Jan,-0.48,-0.21,-0.32
1988-02-29,1987-1988,Sep-Feb,-0.49,-0.22,-0.34
1988-03-31,1987-1988,Oct-Mar,0.12,0.51,0.4
1988-04-30,1988-1989,Nov-Apr,-0.03,0.4,0.26
1988-05-31,1988-1989,Dec-May,-0.07,0.4,0.24
1988-06-30,1988-1989,Jan-Jun,-0.34,0.07,-0.08
1988-07-31,1988-1989,Feb-Jul,-0.55,-0.17,-0.32
1988-08-31,1988-1989,Mar-Aug,-0.62,-0.31,-0.44
1988-09-30,1988-1989,Apr-Sep,-1.16,-1.04,-1.12
1988-10-31,1988-1989,May-Oct,-1.33,-1.41,-1.43
1988-11-30,1988-1989,Jun-Nov,-1.22,-1.36,-1.36
1988-12-31,1988-1989,Jul-Dec,-1.12,-1.24,-1.25
1989-01-31,1988-1989,Aug-Jan,-1.08,-1.35,-1.31
1989-02-28,1988-1989,Sep-Feb,-1.18,-1.94,-1.73
1989-03-31,1988-1989,Oct-Mar,-0.98,-1.65,-1.46
1989-04-30,1989-1990,Nov-Apr,-0.94,-1.58,-1.4
1989-05-31,1989-1990,Dec-May,-0.91,-1.75,-1.49
1989-06-30,1989-1990,Jan-Jun,-1.1,-2.19,-1.84
1989-07-31,1989-1990,Feb-Jul,-1.24,-2.16,-1.92
1989-08-31,1989-1990,Mar-Aug,-1.31,-1.7,-1.64
1989-09-30,1989-1990,Apr-Sep,-1.49,-1.87,-1.79
1989-10-31,1989-1990,May-Oct,-1.48,-1.84,-1.76
1989-11-30,1989-1990,Jun-Nov,-1.37,-1.81,-1.71
1989-12-31,1989-1990,Jul-Dec,-1.23,-1.56,-1.5
1990-01-31,1989-1990,Aug-Jan,-1.11,-1.45,-1.39
1990-02-28,1989-1990,Sep-Feb,-1.1,-1.57,-1.47
1990-03-31,1989-1990,Oct-Mar,-0.78,-0.84,-0.88
1990-04-30,1990-1991,Nov-Apr,0.33,0.7,0.6
1990-05-31,1990-1991,Dec-May,0.39,0.77,0.68
1990-06-30,1990-1991,Jan-Jun,0.28,0.61,0.54
1990-07-31,1990-1991,Feb-Jul,0.02,0.37,0.28
1990-08-31,1990-1991,Mar-Aug,-0.25,0.08,-0.02
1990-09-30,1990-1991,Apr-Sep,-0.46,-0.11,-0.23
1990-10-31,1990-1991,May-Oct,-1.18,-1.06,-1.14
1990-11-30,1990-1991,Jun-Nov,-0.81,-0.57,-0.68
1990-12-31,1990-1991,Jul-Dec,-0.74,-0.53,-0.63
1991-01-31,1990-1991,Aug-Jan,-0.55,-0.32,-0.42
1991-02-28,1990-1991,Sep-Feb,-0.36,-0.05,-0.17
1991-03-31,1990-1991,Oct-Mar,-0.14,0.26,0.12
1991-04-30,1991-1992,Nov-Apr,-0.31,0.09,-0.07
1991-05-31,1991-1992,Dec-May,-0.61,-0.41,-0.53
1991-06-30,1991-1992,Jan-Jun,-0.66,-0.39,-0.53
1991-07-31,1991-1992,Feb-Jul,-0.45,-0.06,-0.2
1991-08-31,1991-1992,Mar-Aug,-0.12,0.2,0.11
1991-09-30,1991-1992,Apr-Sep,0.2,0.41,0.37
1991-10-31,1991-1992,May-Oct,0.82,0.78,0.83
1991-11-30,1991-1992,Jun-Nov,0.86,0.84,0.88
1991-12-31,1991-1992,Jul-Dec,1.01,0.96,1.01
1992-01-31,1991-1992,Aug-Jan,0.83,0.91,0.93
1992-02-29,1991-1992,Sep-Feb,0.42,0.66,0.62
1992-03-31,1991-1992,Oct-Mar,0.05,0.45,0.33
1992-04-30,1992-1993,Nov-Apr,-0.63,-0.44,-0.55
1992-05-31,1992-1993,Dec-May,-0.3,0.13,-0.04
1992-06-30,1992-1993,Jan-Jun,-0.24,0.18,0.04
1992-07-31,1992-1993,Feb-Jul,-0.18,0.21,0.09
1992-08-31,1992-1993,Mar-Aug,-0.29,0.06,-0.05
1992-09-30,1992-1993,Apr-Sep,-0.05,0.24,0.16
1992-10-31,1992-1993,May-Oct,0.13,0.37,0.32
1992-11-30,1992-1993,Jun-Nov,-0.1,0.21,0.12
1992-12-31,1992-1993,Jul-Dec,-0.27,0.05,-0.06
1993-01-31,1992-1993,Aug-Jan,-0.43,-0.15,-0.26
1993-02-28,1992-1993,Sep-Feb,0.2,0.5,0.43
1993-03-31,1992-1993,Oct-Mar,-0.06,0.34,0.21
1993-04-30,1993-1994,Nov-Apr,0.04,0.46,0.33
1993-05-31,1993-1994,Dec-May,0.31,0.72,0.62
1993-06-30,1993-1994,Jan-Jun,0.28,0.61,0.54
1993-07-31,1993-1994,Feb-Jul,0.13,0.45,0.39
1993-08-31,1993-1994,Mar-Aug,-0.21,0.12,0.02
1993-09-30,1993-1994,Apr-Sep,0.03,0.3,0.23
1993-10-31,1993-1994,May-Oct,0.49,0.6,0.59
1993-11-30,1993-1994,Jun-Nov,0.86,0.85,0.89
1993-12-31,1993-1994,Jul-Dec,1.68,1.28,1.45
1994-01-31,1993-1994,Aug-Jan,2.11,1.52,1.76
1994-02-28,1993-1994,Sep-Feb,,,
1994-03-31,1993-1994,Oct-Mar,,,
1994-04-30,1994-1995,Nov-Apr,,,
1994-05-31,1994-1995,Dec-May,,,
1994-06-30,1994-1995,Jan-Jun,,,
1994-07-31,1994-1995,Feb-Jul,,,
1994-08-31,1994-1995,Mar-Aug,-0.38,-0.03,-0.15
1994-09-30,1994-1995,Apr-Sep,-0.1,0.2,0.12
1994-10-31,1994-1995,May-Oct,0.07,0.33,0.27
1994-11-30,1994-1995,Jun-Nov,-0.14,0.17,0.08
1994-12-31,1994-1995,Jul-Dec,0.2,0.45,0.38
1995-01-31,1994-1995,Aug-Jan,0.32,0.56,0.51
