Fecha,Año_hidrologico,Escala,SDI,LogSDI,GammaSDI
1980-01-31,1979-1980,Nov-Jan,,,
1980-02-29,1979-1980,Dec-Feb,,,
1980-03-31,1979-1980,Jan-Mar,-0.67,-0.91,-0.91
1980-04-30,1980-1981,Feb-Apr,-0.6,-0.5,-0.64
1980-05-31,1980-1981,Mar-May,-0.54,-0.17,-0.38
1980-06-30,1980-1981,Apr-Jun,-0.32,0.16,0.01
1980-07-31,1980-1981,May-Jul,0.26,0.48,0.48
1980-08-31,1980-1981,Jun-Aug,0.9,0.82,0.89
1980-09-30,1980-1981,Jul-Sep,0.26,0.45,0.4
1980-10-31,1980-1981,Aug-Oct,0.03,0.3,0.23
1980-11-30,1980-1981,Sep-Nov,-0.54,-0.29,-0.41
1980-12-31,1980-1981,Oct-Dec,-0.08,0.35,0.22
1981-01-31,1980-1981,Nov-Jan,-0.62,-0.33,-0.48
1981-02-28,1980-1981,Dec-Feb,-0.21,0.37,0.15
1981-03-31,1980-1981,Jan-Mar,-0.22,0.39,0.16
1981-04-30,1981-1982,Feb-Apr,-0.22,0.35,0.14
1981-05-31,1981-1982,Mar-May,0.39,0.8,0.75
1981-06-30,1981-1982,Apr-Jun,0.21,0.57,0.51
1981-07-31,1981-1982,May-Jul,0.43,0.56,0.6
1981-08-31,1981-1982,Jun-Aug,0.06,0.29,0.24
1981-09-30,1981-1982,Jul-Sep,0.56,0.66,0.65
1981-10-31,1981-1982,Aug-Oct,0.26,0.47,0.44
1981-11-30,1981-1982,Sep-Nov,-0.4,-0.11,-0.23
1981-12-31,1981-1982,Oct-Dec,-0.79,-0.67,-0.78
1982-01-31,1981-1982,Nov-Jan,-0.77,-0.71,-0.81
1982-02-28,1981-1982,Dec-Feb,-0.64,-0.74,-0.8
1982-03-31,1981-1982,Jan-Mar,-0.68,-1.06,-1.0
1982-04-30,1982-1983,Feb-Apr,-0.7,-1.34,-1.22
1982-05-31,1982-1983,Mar-May,-0.61,-0.4,-0.58
1982-06-30,1982-1983,Apr-Jun,-0.04,0.4,0.3
1982-07-31,1982-1983,May-Jul,0.71,0.7,0.8
1982-08-31,1982-1983,Jun-Aug,1.08,0.92,1.02
1982-09-30,1982-1983,Jul-Sep,0.83,0.84,0.86
1982-10-31,1982-1983,Aug-Oct,-0.0,0.27,0.19
1982-11-30,1982-1983,Sep-Nov,-0.17,0.14,0.04
1982-12-31,1982-1983,Oct-Dec,-0.73,-0.53,-0.66
1983-01-31,1982-1983,Nov-Jan,-0.63,-0.35,-0.5
1983-02-28,1982-1983,Dec-Feb,-0.61,-0.57,-0.67
1983-03-31,1982-1983,Jan-Mar,-0.59,-0.45,-0.59
1983-04-30,1983-1984,Feb-Apr,-0.6,-0.51,-0.65
1983-05-31,1983-1984,Mar-May,-0.63,-0.47,-0.63
1983-06-30,1983-1984,Apr-Jun,-0.59,-0.17,-0.35
1983-07-31,1983-1984,May-Jul,-0.54,-0.11,-0.27
1983-08-31,1983-1984,Jun-Aug,-0.27,0.02,-0.07
1983-09-30,1983-1984,Jul-Sep,0.51,0.63,0.61
1983-10-31,1983-1984,Aug-Oct,2.25,1.49,1.8
1983-11-30,1983-1984,Sep-Nov,3.87,1.95,2.67
1983-12-31,1983-1984,Oct-Dec,3.7,1.76,2.39
1984-01-31,1983-1984,Nov-Jan,3.08,1.64,2.13
1984-02-29,1983-1984,Dec-Feb,1.62,1.4,1.56
1984-03-31,1983-1984,Jan-Mar,2.11,1.51,1.77
1984-04-30,1984-1985,Feb-Apr,1.22,1.2,1.34
1984-05-31,1984-1985,Mar-May,0.18,0.67,0.58
1984-06-30,1984-1985,Apr-Jun,0.54,0.74,0.76
1984-07-31,1984-1985,May-Jul,2.3,1.21,1.67
1984-08-31,1984-1985,Jun-Aug,2.52,1.51,1.87
1984-09-30,1984-1985,Jul-Sep,1.09,0.99,1.05
1984-10-31,1984-1985,Aug-Oct,-0.83,-0.67,-0.77
1984-11-30,1984-1985,Sep-Nov,-0.05,0.25,0.17
1984-12-31,1984-1985,Oct-Dec,0.19,0.55,0.47
1985-01-31,1984-1985,Nov-Jan,0.13,0.56,0.45
1985-02-28,1984-1985,Dec-Feb,-0.66,-0.92,-0.92
1985-03-31,1984-1985,Jan-Mar,-0.68,-1.1,-1.03
1985-04-30,1985-1986,Feb-Apr,-0.6,-0.48,-0.63
1985-05-31,1985-1986,Mar-May,-0.63,-0.46,-0.63
1985-06-30,1985-1986,Apr-Jun,-0.7,-0.35,-0.53
1985-07-31,1985-1986,May-Jul,-0.48,-0.06,-0.21
1985-08-31,1985-1986,Jun-Aug,-0.15,0.13,0.04
1985-09-30,1985-1986,Jul-Sep,-0.02,0.22,0.15
1985-10-31,1985-1986,Aug-Oct,0.1,0.35,0.29
1985-11-30,1985-1986,Sep-Nov,-0.12,0.18,0.09
1985-12-31,1985-1986,Oct-Dec,-0.14,0.29,0.15
1986-01-31,1985-1986,Nov-Jan,-0.65,-0.4,-0.54
1986-02-28,1985-1986,Dec-Feb,-0.57,-0.42,-0.56
1986-03-31,1985-1986,Jan-Mar,-0.57,-0.35,-0.51
1986-04-30,1986-1987,Feb-Apr,-0.61,-0.53,-0.67
1986-05-31,1986-1987,Mar-May,-0.54,-0.17,-0.37
1986-06-30,1986-1987,Apr-Jun,-0.48,-0.02,-0.19
1986-07-31,1986-1987,May-Jul,-0.62,-0.2,-0.37
1986-08-31,1986-1987,Jun-Aug,2.09,1.35,1.64
1986-09-30,1986-1987,Jul-Sep,2.35,1.59,1.86
1986-10-31,1986-1987,Aug-Oct,2.68,1.63,2.03
1986-11-30,1986-1987,Sep-Nov,0.91,0.91,1.0
1986-12-31,1986-1987,Oct-Dec,1.18,1.07,1.18
1987-01-31,1986-1987,Nov-Jan,1.39,1.18,1.33
1987-02-28,1986-1987,Dec-Feb,-0.19,0.38,0.16
1987-03-31,1986-1987,Jan-Mar,-0.45,0.0,-0.21
1987-04-30,1987-1988,Feb-Apr,-0.46,-0.04,-0.25
1987-05-31,1987-1988,Mar-May,-0.51,-0.11,-0.32
1987-06-30,1987-1988,Apr-Jun,-0.94,-1.06,-1.13
1987-07-31,1987-1988,May-Jul,-1.05,-0.9,-1.07
1987-08-31,1987-1988,Jun-Aug,-0.8,-0.53,-0.65
1987-09-30,1987-1988,Jul-Sep,-0.7,-0.49,-0.57
1987-10-31,1987-1988,Aug-Oct,0.16,0.4,0.35
