Fecha,Año_hidrologico,Escala,SDI,LogSDI,GammaSDI
1983-03-31,1982-1983,Jan-Mar,,,
1983-04-30,1983-1984,Feb-Apr,,,
1983-05-31,1983-1984,Mar-May,-0.8,-1.11,-1.1
1983-06-30,1983-1984,Apr-Jun,-0.42,-0.01,-0.16
1983-07-31,1983-1984,May-Jul,-0.62,-0.26,-0.42
1983-08-31,1983-1984,Jun-Aug,0.29,0.46,0.43
1983-09-30,1983-1984,Jul-Sep,0.82,0.83,0.87
1983-10-31,1983-1984,Aug-Oct,2.91,1.88,2.27
1983-11-30,1983-1984,Sep-Nov,3.55,1.93,2.48
1983-12-31,1983-1984,Oct-Dec,3.45,1.84,2.38
1984-01-31,1983-1984,Nov-Jan,2.14,1.49,1.73
1984-02-29,1983-1984,Dec-Feb,0.73,1.0,0.96
1984-03-31,1983-1984,Jan-Mar,0.78,1.0,0.98
1984-04-30,1984-1985,Feb-Apr,0.62,0.92,0.88
1984-05-31,1984-1985,Mar-May,0.22,0.65,0.55
1984-06-30,1984-1985,Apr-Jun,1.06,0.93,1.08
1984-07-31,1984-1985,May-Jul,2.04,1.22,1.6
1984-08-31,1984-1985,Jun-Aug,1.74,1.34,1.52
1984-09-30,1984-1985,Jul-Sep,0.74,0.78,0.8
1984-10-31,1984-1985,Aug-Oct,0.01,0.28,0.2
1984-11-30,1984-1985,Sep-Nov,0.62,0.8,0.79
1984-12-31,1984-1985,Oct-Dec,0.6,0.82,0.8
1985-01-31,1984-1985,Nov-Jan,0.07,0.49,0.36
1985-02-28,1984-1985,Dec-Feb,-0.65,-0.53,-0.63
1985-03-31,1984-1985,Jan-Mar,-0.59,-0.29,-0.45
1985-04-30,1985-1986,Feb-Apr,-0.27,0.21,0.03
1985-05-31,1985-1986,Mar-May,-0.23,0.25,0.08
1985-06-30,1985-1986,Apr-Jun,-0.04,0.34,0.25
1985-07-31,1985-1986,May-Jul,-0.11,0.23,0.15
1985-08-31,1985-1986,Jun-Aug,0.08,0.29,0.23
1985-09-30,1985-1986,Jul-Sep,-0.07,0.17,0.1
1985-10-31,1985-1986,Aug-Oct,0.36,0.58,0.53
1985-11-30,1985-1986,Sep-Nov,0.21,0.52,0.44
1985-12-31,1985-1986,Oct-Dec,0.15,0.52,0.42
1986-01-31,1985-1986,Nov-Jan,-0.55,-0.24,-0.38
1986-02-28,1985-1986,Dec-Feb,-0.66,-0.59,-0.67
1986-03-31,1985-1986,Jan-Mar,-0.72,-0.67,-0.76
1986-04-30,1986-1987,Feb-Apr,-0.75,-0.89,-0.92
1986-05-31,1986-1987,Mar-May,-0.61,-0.39,-0.54
1986-06-30,1986-1987,Apr-Jun,-0.27,0.15,0.02
1986-07-31,1986-1987,May-Jul,-0.15,0.2,0.11
1986-08-31,1986-1987,Jun-Aug,2.52,1.68,1.99
1986-09-30,1986-1987,Jul-Sep,2.68,1.73,2.09
1986-10-31,1986-1987,Aug-Oct,2.73,1.82,2.17
1986-11-30,1986-1987,Sep-Nov,0.98,1.01,1.05
1986-12-31,1986-1987,Oct-Dec,0.56,0.8,0.77
1987-01-31,1986-1987,Nov-Jan,0.39,0.73,0.64
1987-02-28,1986-1987,Dec-Feb,-0.52,-0.22,-0.37
1987-03-31,1986-1987,Jan-Mar,-0.61,-0.33,-0.48
1987-04-30,1987-1988,Feb-Apr,,,
1987-05-31,1987-1988,Mar-May,,,
1987-06-30,1987-1988,Apr-Jun,,,
1987-07-31,1987-1988,May-Jul,-1.09,-1.1,-1.23
1987-08-31,1987-1988,Jun-Aug,-1.51,-2.03,-1.91
1987-09-30,1987-1988,Jul-Sep,-1.4,-1.74,-1.69
1987-10-31,1987-1988,Aug-Oct,-0.96,-1.06,-1.08
1987-11-30,1987-1988,Sep-Nov,-0.8,-0.74,-0.81
1987-12-31,1987-1988,Oct-Dec,-0.61,-0.37,-0.49
1988-01-31,1987-1988,Nov-Jan,-0.6,-0.32,-0.45
1988-02-29,1987-1988,Dec-Feb,-0.33,0.12,-0.06
1988-03-31,1987-1988,Jan-Mar,1.2,1.17,1.24
1988-04-30,1988-1989,Feb-Apr,0.86,1.04,1.05
1988-05-31,1988-1989,Mar-May,0.38,0.76,0.69
1988-06-30,1988-1989,Apr-Jun,-0.85,-0.71,-0.85
1988-07-31,1988-1989,May-Jul,-1.11,-1.18,-1.29
1988-08-31,1988-1989,Jun-Aug,-1.58,-2.24,-2.06
1988-09-30,1988-1989,Jul-Sep,-1.5,-2.03,-1.91
1988-10-31,1988-1989,Aug-Oct,-1.27,-1.92,-1.75
1988-11-30,1988-1989,Sep-Nov,-0.41,-0.1,-0.23
1988-12-31,1988-1989,Oct-Dec,-0.05,0.35,0.23
1989-01-31,1988-1989,Nov-Jan,0.55,0.82,0.77
1989-02-28,1988-1989,Dec-Feb,-0.72,-0.78,-0.82
1989-03-31,1988-1989,Jan-Mar,-0.83,-1.19,-1.12
1989-04-30,1989-1990,Feb-Apr,-0.71,-0.7,-0.78
1989-05-31,1989-1990,Mar-May,-0.74,-0.78,-0.86
1989-06-30,1989-1990,Apr-Jun,-1.0,-1.17,-1.24
1989-07-31,1989-1990,May-Jul,-1.16,-1.33,-1.42
1989-08-31,1989-1990,Jun-Aug,-0.63,-0.42,-0.51
1989-09-30,1989-1990,Jul-Sep,-0.48,-0.25,-0.34
1989-10-31,1989-1990,Aug-Oct,-0.38,-0.14,-0.24
1989-11-30,1989-1990,Sep-Nov,-1.01,-1.3,-1.26
1989-12-31,1989-1990,Oct-Dec,-1.0,-1.54,-1.42
1990-01-31,1989-1990,Nov-Jan,-0.94,-1.28,-1.2
1990-02-28,1989-1990,Dec-Feb,-0.65,-0.54,-0.64
1990-03-31,1989-1990,Jan-Mar,-0.57,-0.24,-0.4
1990-04-30,1990-1991,Feb-Apr,0.25,0.7,0.58
1990-05-31,1990-1991,Mar-May,0.04,0.51,0.38
1990-06-30,1990-1991,Apr-Jun,-0.03,0.35,0.26
1990-07-31,1990-1991,May-Jul,-0.94,-0.76,-0.92
1990-08-31,1990-1991,Jun-Aug,-1.64,-2.44,-2.21
1990-09-30,1990-1991,Jul-Sep,-1.74,-2.89,-2.54
1990-10-31,1990-1991,Aug-Oct,-1.07,-1.33,-1.3
1990-11-30,1990-1991,Sep-Nov,-0.54,-0.27,-0.39
1990-12-31,1990-1991,Oct-Dec,-0.18,0.22,0.09
1991-01-31,1990-1991,Nov-Jan,-0.2,0.23,0.08
1991-02-28,1990-1991,Dec-Feb,-0.52,-0.23,-0.38
1991-03-31,1990-1991,Jan-Mar,-0.81,-1.09,-1.06
1991-04-30,1991-1992,Feb-Apr,-0.84,-1.45,-1.3
1991-05-31,1991-1992,Mar-May,-0.86,-1.58,-1.41
1991-06-30,1991-1992,Apr-Jun,-0.87,-0.75,-0.89
1991-07-31,1991-1992,May-Jul,-0.56,-0.19,-0.34
1991-08-31,1991-1992,Jun-Aug,-0.21,0.04,-0.04
1991-09-30,1991-1992,Jul-Sep,-0.38,-0.14,-0.23
1991-10-31,1991-1992,Aug-Oct,-0.11,0.17,0.07
1991-11-30,1991-1992,Sep-Nov,-0.34,-0.01,-0.14
1991-12-31,1991-1992,Oct-Dec,-0.06,0.33,0.21
1992-01-31,1991-1992,Nov-Jan,-0.57,-0.26,-0.4
1992-02-29,1991-1992,Dec-Feb,-0.55,-0.3,-0.44
