Fecha,Año_hidrologico,Escala,SDI,LogSDI,GammaSDI
1980-01-31,1979-1980,Nov-Jan,,,
1980-02-29,1979-1980,Dec-Feb,,,
1980-03-31,1979-1980,Jan-Mar,-0.42,-0.26,-0.34
1980-04-30,1980-1981,Feb-Apr,-0.67,-0.73,-0.75
1980-05-31,1980-1981,Mar-May,-0.42,-0.2,-0.3
1980-06-30,1980-1981,Apr-Jun,-0.71,-0.61,-0.68
1980-07-31,1980-1981,May-Jul,-0.8,-0.86,-0.88
1980-08-31,1980-1981,Jun-Aug,-0.66,-0.59,-0.65
1980-09-30,1980-1981,Jul-Sep,-0.25,-0.03,-0.12
1980-10-31,1980-1981,Aug-Oct,-0.19,0.02,-0.05
1980-11-30,1980-1981,Sep-Nov,-0.15,0.06,-0.02
1980-12-31,1980-1981,Oct-Dec,-0.11,0.12,0.03
1981-01-31,1980-1981,Nov-Jan,0.39,0.66,0.58
1981-02-28,1980-1981,Dec-Feb,0.25,0.52,0.44
1981-03-31,1980-1981,Jan-Mar,-0.13,0.13,0.03
1981-04-30,1981-1982,Feb-Apr,-0.61,-0.61,-0.64
1981-05-31,1981-1982,Mar-May,-0.93,-1.24,-1.18
1981-06-30,1981-1982,Apr-Jun,-1.05,-1.48,-1.36
1981-07-31,1981-1982,May-Jul,-1.13,-1.75,-1.57
1981-08-31,1981-1982,Jun-Aug,-1.33,-2.33,-2.0
1981-09-30,1981-1982,Jul-Sep,-1.36,-2.26,-1.97
1981-10-31,1981-1982,Aug-Oct,-1.48,-2.05,-1.88
1981-11-30,1981-1982,Sep-Nov,-1.22,-1.61,-1.51
1981-12-31,1981-1982,Oct-Dec,-0.87,-1.07,-1.04
1982-01-31,1981-1982,Nov-Jan,-0.66,-0.64,-0.67
1982-02-28,1981-1982,Dec-Feb,-0.65,-0.6,-0.65
1982-03-31,1981-1982,Jan-Mar,-0.91,-1.18,-1.12
1982-04-30,1982-1983,Feb-Apr,-1.05,-1.68,-1.5
1982-05-31,1982-1983,Mar-May,-1.07,-1.73,-1.54
1982-06-30,1982-1983,Apr-Jun,-1.0,-1.31,-1.23
1982-07-31,1982-1983,May-Jul,-0.36,-0.12,-0.22
1982-08-31,1982-1983,Jun-Aug,0.19,0.45,0.37
1982-09-30,1982-1983,Jul-Sep,0.5,0.71,0.66
1982-10-31,1982-1983,Aug-Oct,0.28,0.47,0.42
1982-11-30,1982-1983,Sep-Nov,1.58,1.42,1.51
1982-12-31,1982-1983,Oct-Dec,1.67,1.57,1.66
1983-01-31,1982-1983,Nov-Jan,1.93,1.69,1.81
1983-02-28,1982-1983,Dec-Feb,0.18,0.46,0.37
1983-03-31,1982-1983,Jan-Mar,1.42,1.4,1.45
1983-04-30,1983-1984,Feb-Apr,1.89,1.71,1.84
1983-05-31,1983-1984,Mar-May,3.52,2.19,2.66
1983-06-30,1983-1984,Apr-Jun,2.35,1.7,1.94
1983-07-31,1983-1984,May-Jul,3.76,2.26,2.77
1983-08-31,1983-1984,Jun-Aug,3.73,2.33,2.82
1983-09-30,1983-1984,Jul-Sep,3.92,2.46,2.96
1983-10-31,1983-1984,Aug-Oct,1.29,1.18,1.25
1983-11-30,1983-1984,Sep-Nov,-0.39,-0.22,-0.29
1983-12-31,1983-1984,Oct-Dec,-0.56,-0.49,-0.54
1984-01-31,1983-1984,Nov-Jan,-0.54,-0.44,-0.5
1984-02-29,1983-1984,Dec-Feb,-0.48,-0.33,-0.41
1984-03-31,1983-1984,Jan-Mar,-0.4,-0.24,-0.31
1984-04-30,1984-1985,Feb-Apr,-0.43,-0.31,-0.38
1984-05-31,1984-1985,Mar-May,-0.18,0.12,0.01
1984-06-30,1984-1985,Apr-Jun,0.16,0.47,0.38
1984-07-31,1984-1985,May-Jul,0.39,0.65,0.58
1984-08-31,1984-1985,Jun-Aug,1.19,1.2,1.24
1984-09-30,1984-1985,Jul-Sep,1.25,1.25,1.29
1984-10-31,1984-1985,Aug-Oct,1.54,1.33,1.43
1984-11-30,1984-1985,Sep-Nov,0.39,0.59,0.54
1984-12-31,1984-1985,Oct-Dec,0.11,0.37,0.28
1985-01-31,1984-1985,Nov-Jan,-0.39,-0.22,-0.29
1985-02-28,1984-1985,Dec-Feb,-0.57,-0.46,-0.52
1985-03-31,1984-1985,Jan-Mar,-0.38,-0.21,-0.29
1985-04-30,1985-1986,Feb-Apr,0.46,0.74,0.67
1985-05-31,1985-1986,Mar-May,0.68,0.9,0.86
1985-06-30,1985-1986,Apr-Jun,0.39,0.67,0.59
1985-07-31,1985-1986,May-Jul,-0.1,0.19,0.09
1985-08-31,1985-1986,Jun-Aug,-0.1,0.16,0.06
1985-09-30,1985-1986,Jul-Sep,0.2,0.44,0.37
1985-10-31,1985-1986,Aug-Oct,-0.15,0.07,-0.01
1985-11-30,1985-1986,Sep-Nov,-0.85,-0.88,-0.9
1985-12-31,1985-1986,Oct-Dec,-1.25,-2.06,-1.8
1986-01-31,1985-1986,Nov-Jan,-1.2,-2.01,-1.74
1986-02-28,1985-1986,Dec-Feb,-1.25,-2.1,-1.82
1986-03-31,1985-1986,Jan-Mar,-0.84,-1.02,-0.99
1986-04-30,1986-1987,Feb-Apr,0.77,1.0,0.96
1986-05-31,1986-1987,Mar-May,0.72,0.93,0.89
1986-06-30,1986-1987,Apr-Jun,0.58,0.8,0.75
1986-07-31,1986-1987,May-Jul,-0.23,0.05,-0.06
1986-08-31,1986-1987,Jun-Aug,-0.17,0.08,-0.01
1986-09-30,1986-1987,Jul-Sep,-0.22,-0.0,-0.09
1986-10-31,1986-1987,Aug-Oct,-0.45,-0.26,-0.33
1986-11-30,1986-1987,Sep-Nov,-0.28,-0.08,-0.15
1986-12-31,1986-1987,Oct-Dec,-0.23,-0.03,-0.11
1987-01-31,1986-1987,Nov-Jan,0.17,0.44,0.35
1987-02-28,1986-1987,Dec-Feb,0.05,0.33,0.24
1987-03-31,1986-1987,Jan-Mar,-0.2,0.04,-0.05
1987-04-30,1987-1988,Feb-Apr,0.53,0.8,0.74
1987-05-31,1987-1988,Mar-May,1.17,1.21,1.25
1987-06-30,1987-1988,Apr-Jun,1.09,1.13,1.15
1987-07-31,1987-1988,May-Jul,0.73,0.91,0.89
1987-08-31,1987-1988,Jun-Aug,0.52,0.74,0.69
1987-09-30,1987-1988,Jul-Sep,0.46,0.68,0.63
1987-10-31,1987-1988,Aug-Oct,0.19,0.38,0.33
