Fecha,Año_hidrologico,Escala,SDI,LogSDI,GammaSDI
1990-01-31,1989-1990,Nov-Jan,,,
1990-02-28,1989-1990,Dec-Feb,,,
1990-03-31,1989-1990,Jan-Mar,-0.11,0.37,0.21
1990-04-30,1990-1991,Feb-Apr,1.02,1.09,1.13
1990-05-31,1990-1991,Mar-May,0.96,1.09,1.11
1990-06-30,1990-1991,Apr-Jun,0.67,0.75,0.78
1990-07-31,1990-1991,May-Jul,-1.04,-0.9,-1.0
1990-08-31,1990-1991,Jun-Aug,-1.21,-1.29,-1.32
1990-09-30,1990-1991,Jul-Sep,-1.44,-2.32,-2.09
1990-10-31,1990-1991,Aug-Oct,-1.02,-1.16,-1.19
1990-11-30,1990-1991,Sep-Nov,-0.46,-0.14,-0.27
1990-12-31,1990-1991,Oct-Dec,-0.02,0.36,0.25
1991-01-31,1990-1991,Nov-Jan,-0.02,0.39,0.27
1991-02-28,1990-1991,Dec-Feb,-0.56,-0.31,-0.46
1991-03-31,1990-1991,Jan-Mar,-0.83,-1.11,-1.08
1991-04-30,1991-1992,Feb-Apr,-0.87,-1.25,-1.18
1991-05-31,1991-1992,Mar-May,-0.51,-0.26,-0.39
1991-06-30,1991-1992,Apr-Jun,0.4,0.61,0.58
1991-07-31,1991-1992,May-Jul,0.94,0.86,0.93
1991-08-31,1991-1992,Jun-Aug,1.2,0.99,1.1
1991-09-30,1991-1992,Jul-Sep,0.89,0.88,0.94
1991-10-31,1991-1992,Aug-Oct,0.87,0.9,0.95
1991-11-30,1991-1992,Sep-Nov,0.59,0.7,0.72
1991-12-31,1991-1992,Oct-Dec,0.62,0.81,0.8
1992-01-31,1991-1992,Nov-Jan,0.43,0.73,0.68
1992-02-29,1991-1992,Dec-Feb,0.3,0.72,0.61
1992-03-31,1991-1992,Jan-Mar,-0.38,0.05,-0.12
1992-04-30,1992-1993,Feb-Apr,-0.46,-0.08,-0.25
1992-05-31,1992-1993,Mar-May,,,
1992-06-30,1992-1993,Apr-Jun,,,
1992-07-31,1992-1993,May-Jul,,,
1992-08-31,1992-1993,Jun-Aug,,,
1992-09-30,1992-1993,Jul-Sep,,,
1992-10-31,1992-1993,Aug-Oct,,,
1992-11-30,1992-1993,Sep-Nov,,,
1992-12-31,1992-1993,Oct-Dec,-0.73,-0.58,-0.69
1993-01-31,1992-1993,Nov-Jan,-0.63,-0.41,-0.54
1993-02-28,1992-1993,Dec-Feb,-0.2,0.28,0.1
1993-03-31,1992-1993,Jan-Mar,-0.08,0.4,0.24
1993-04-30,1993-1994,Feb-Apr,0.6,0.89,0.84
1993-05-31,1993-1994,Mar-May,0.97,1.09,1.12
1993-06-30,1993-1994,Apr-Jun,1.44,1.09,1.26
1993-07-31,1993-1994,May-Jul,0.61,0.69,0.7
1993-08-31,1993-1994,Jun-Aug,-0.3,0.04,-0.06
1993-09-30,1993-1994,Jul-Sep,-0.36,-0.07,-0.17
1993-10-31,1993-1994,Aug-Oct,-0.24,0.1,-0.02
1993-11-30,1993-1994,Sep-Nov,0.69,0.76,0.79
1993-12-31,1993-1994,Oct-Dec,1.25,1.11,1.24
1994-01-31,1993-1994,Nov-Jan,1.37,1.2,1.34
1994-02-28,1993-1994,Dec-Feb,0.21,0.66,0.54
1994-03-31,1993-1994,Jan-Mar,-0.58,-0.28,-0.43
1994-04-30,1994-1995,Feb-Apr,-0.54,-0.22,-0.37
1994-05-31,1994-1995,Mar-May,-0.02,0.39,0.25
1994-06-30,1994-1995,Apr-Jun,-0.29,0.1,-0.02
1994-07-31,1994-1995,May-Jul,-0.45,-0.09,-0.21
1994-08-31,1994-1995,Jun-Aug,-0.84,-0.58,-0.69
1994-09-30,1994-1995,Jul-Sep,-0.31,-0.01,-0.11
1994-10-31,1994-1995,Aug-Oct,-0.23,0.1,-0.01
1994-11-30,1994-1995,Sep-Nov,-0.31,0.02,-0.09
1994-12-31,1994-1995,Oct-Dec,-0.42,-0.06,-0.21
1995-01-31,1994-1995,Nov-Jan,-0.41,-0.04,-0.19
1995-02-28,1994-1995,Dec-Feb,-0.61,-0.43,-0.55
1995-03-31,1994-1995,Jan-Mar,-0.72,-0.64,-0.73
