Fecha,Año_hidrologico,Escala,SDI,LogSDI,GammaSDI
1980-01-31,1979-1980,Nov-Jan,,,
1980-02-29,1979-1980,Dec-Feb,,,
1980-03-31,1979-1980,Jan-Mar,,,
1980-04-30,1980-1981,Feb-Apr,,,
1980-05-31,1980-1981,Mar-May,,,
1980-06-30,1980-1981,Apr-Jun,,,
1980-07-31,1980-1981,May-Jul,,,
1980-08-31,1980-1981,Jun-Aug,,,
1980-09-30,1980-1981,Jul-Sep,,,
1980-10-31,1980-1981,Aug-Oct,,,
1980-11-30,1980-1981,Sep-Nov,,,
1980-12-31,1980-1981,Oct-Dec,,,
1981-01-31,1980-1981,Nov-Jan,,,
1981-02-28,1980-1981,Dec-Feb,,,
1981-03-31,1980-1981,Jan-Mar,-0.45,-0.1,-0.31
1981-04-30,1981-1982,Feb-Apr,-0.51,-0.29,-0.45
1981-05-31,1981-1982,Mar-May,1.83,1.45,1.71
1981-06-30,1981-1982,Apr-Jun,1.72,1.08,1.38
1981-07-31,1981-1982,May-Jul,1.7,1.02,1.33
1981-08-31,1981-1982,Jun-Aug,-0.53,-0.18,-0.31
1981-09-30,1981-1982,Jul-Sep,-0.28,0.05,-0.06
1981-10-31,1981-1982,Aug-Oct,-0.37,0.04,-0.1
1981-11-30,1981-1982,Sep-Nov,-0.92,-0.91,-0.99
1981-12-31,1981-1982,Oct-Dec,-0.88,-0.94,-1.01
1982-01-31,1981-1982,Nov-Jan,-0.69,-0.75,-0.84
1982-02-28,1981-1982,Dec-Feb,-0.5,-0.3,-0.46
1982-03-31,1981-1982,Jan-Mar,-0.58,-0.76,-0.79
1982-04-30,1982-1983,Feb-Apr,-0.62,-0.97,-0.92
1982-05-31,1982-1983,Mar-May,0.13,0.66,0.52
1982-06-30,1982-1983,Apr-Jun,1.6,1.05,1.32
1982-07-31,1982-1983,May-Jul,1.6,1.0,1.28
1982-08-31,1982-1983,Jun-Aug,1.18,0.97,1.1
1982-09-30,1982-1983,Jul-Sep,-0.19,0.14,0.03
1982-10-31,1982-1983,Aug-Oct,-0.22,0.17,0.07
1982-11-30,1982-1983,Sep-Nov,-0.67,-0.41,-0.55
1982-12-31,1982-1983,Oct-Dec,-0.85,-0.8,-0.91
1983-01-31,1982-1983,Nov-Jan,-0.74,-1.16,-1.12
1983-02-28,1982-1983,Dec-Feb,-0.55,-0.61,-0.68
1983-03-31,1982-1983,Jan-Mar,-0.54,-0.48,-0.6
1983-04-30,1983-1984,Feb-Apr,-0.54,-0.41,-0.54
1983-05-31,1983-1984,Mar-May,-0.64,-0.78,-0.84
1983-06-30,1983-1984,Apr-Jun,-0.88,-0.58,-0.76
1983-07-31,1983-1984,May-Jul,-1.0,-0.7,-0.88
1983-08-31,1983-1984,Jun-Aug,0.06,0.34,0.27
1983-09-30,1983-1984,Jul-Sep,2.0,1.41,1.68
1983-10-31,1983-1984,Aug-Oct,2.87,1.34,1.99
1983-11-30,1983-1984,Sep-Nov,2.3,1.44,1.79
1983-12-31,1983-1984,Oct-Dec,0.26,0.64,0.57
1984-01-31,1983-1984,Nov-Jan,-0.37,0.14,-0.07
1984-02-29,1983-1984,Dec-Feb,2.67,1.78,2.07
1984-03-31,1983-1984,Jan-Mar,3.29,1.86,2.34
1984-04-30,1984-1985,Feb-Apr,2.16,1.64,1.85
1984-05-31,1984-1985,Mar-May,-0.15,0.38,0.19
1984-06-30,1984-1985,Apr-Jun,0.23,0.54,0.5
1984-07-31,1984-1985,May-Jul,1.64,1.01,1.3
1984-08-31,1984-1985,Jun-Aug,1.27,1.01,1.15
1984-09-30,1984-1985,Jul-Sep,0.5,0.69,0.67
1984-10-31,1984-1985,Aug-Oct,-0.75,-0.42,-0.62
1984-11-30,1984-1985,Sep-Nov,0.0,0.35,0.26
1984-12-31,1984-1985,Oct-Dec,0.06,0.52,0.41
1985-01-31,1984-1985,Nov-Jan,0.19,0.69,0.58
1985-02-28,1984-1985,Dec-Feb,-0.59,-1.09,-0.96
1985-03-31,1984-1985,Jan-Mar,-0.5,-0.29,-0.46
1985-04-30,1985-1986,Feb-Apr,-0.45,-0.08,-0.29
1985-05-31,1985-1986,Mar-May,-0.28,0.2,0.0
1985-06-30,1985-1986,Apr-Jun,0.12,0.48,0.42
1985-07-31,1985-1986,May-Jul,0.27,0.5,0.5
1985-08-31,1985-1986,Jun-Aug,0.5,0.63,0.63
1985-09-30,1985-1986,Jul-Sep,-0.07,0.25,0.16
1985-10-31,1985-1986,Aug-Oct,0.23,0.47,0.47
1985-11-30,1985-1986,Sep-Nov,-0.18,0.2,0.08
1985-12-31,1985-1986,Oct-Dec,-0.15,0.36,0.22
1986-01-31,1985-1986,Nov-Jan,-0.61,-0.4,-0.56
1986-02-28,1985-1986,Dec-Feb,-0.56,-0.64,-0.7
1986-03-31,1985-1986,Jan-Mar,-0.51,-0.31,-0.47
1986-04-30,1986-1987,Feb-Apr,-0.54,-0.42,-0.55
1986-05-31,1986-1987,Mar-May,-0.41,-0.02,-0.22
1986-06-30,1986-1987,Apr-Jun,-0.61,-0.13,-0.32
1986-07-31,1986-1987,May-Jul,-0.56,-0.08,-0.24
1986-08-31,1986-1987,Jun-Aug,1.63,1.16,1.37
1986-09-30,1986-1987,Jul-Sep,1.78,1.33,1.56
1986-10-31,1986-1987,Aug-Oct,2.22,1.2,1.7
1986-11-30,1986-1987,Sep-Nov,1.19,1.05,1.17
1986-12-31,1986-1987,Oct-Dec,0.96,0.95,1.04
1987-01-31,1986-1987,Nov-Jan,0.81,1.01,1.05
1987-02-28,1986-1987,Dec-Feb,-0.54,-0.53,-0.62
1987-03-31,1986-1987,Jan-Mar,-0.59,-0.81,-0.82
1987-04-30,1987-1988,Feb-Apr,-0.62,-1.01,-0.94
1987-05-31,1987-1988,Mar-May,-0.7,-1.24,-1.15
1987-06-30,1987-1988,Apr-Jun,-1.15,-1.84,-1.72
1987-07-31,1987-1988,May-Jul,-1.03,-0.77,-0.95
1987-08-31,1987-1988,Jun-Aug,-0.97,-0.8,-0.91
1987-09-30,1987-1988,Jul-Sep,-0.67,-0.46,-0.57
1987-10-31,1987-1988,Aug-Oct,-0.38,0.03,-0.11
1987-11-30,1987-1988,Sep-Nov,-0.52,-0.18,-0.32
1987-12-31,1987-1988,Oct-Dec,-0.37,0.16,-0.02
1988-01-31,1987-1988,Nov-Jan,-0.55,-0.23,-0.42
