Fecha,Año_hidrologico,Escala,SDI,LogSDI,GammaSDI
1980-01-31,1979-1980,Nov-Jan,,,
1980-02-29,1979-1980,Dec-Feb,,,
1980-03-31,1979-1980,Jan-Mar,-0.53,-0.39,-0.47
1980-04-30,1980-1981,Feb-Apr,-0.75,-0.82,-0.84
1980-05-31,1980-1981,Mar-May,-0.54,-0.34,-0.44
1980-06-30,1980-1981,Apr-Jun,-0.63,-0.41,-0.51
1980-07-31,1980-1981,May-Jul,-0.69,-0.52,-0.6
1980-08-31,1980-1981,Jun-Aug,-0.54,-0.36,-0.44
1980-09-30,1980-1981,Jul-Sep,-0.26,-0.05,-0.13
1980-10-31,1980-1981,Aug-Oct,-0.13,0.07,-0.0
1980-11-30,1980-1981,Sep-Nov,0.14,0.35,0.29
1980-12-31,1980-1981,Oct-Dec,0.13,0.38,0.3
1981-01-31,1980-1981,Nov-Jan,0.41,0.68,0.6
1981-02-28,1980-1981,Dec-Feb,0.33,0.63,0.55
1981-03-31,1980-1981,Jan-Mar,0.04,0.37,0.26
1981-04-30,1981-1982,Feb-Apr,-0.45,-0.27,-0.36
1981-05-31,1981-1982,Mar-May,-0.96,-1.2,-1.16
1981-06-30,1981-1982,Apr-Jun,-1.15,-1.55,-1.45
1981-07-31,1981-1982,May-Jul,-1.27,-1.74,-1.63
1981-08-31,1981-1982,Jun-Aug,-1.48,-2.3,-2.05
1981-09-30,1981-1982,Jul-Sep,-1.57,-2.39,-2.13
1981-10-31,1981-1982,Aug-Oct,-1.61,-2.22,-2.04
1981-11-30,1981-1982,Sep-Nov,-1.33,-1.76,-1.65
1981-12-31,1981-1982,Oct-Dec,-1.03,-1.32,-1.26
1982-01-31,1981-1982,Nov-Jan,-0.77,-0.82,-0.83
1982-02-28,1981-1982,Dec-Feb,-0.46,-0.27,-0.36
1982-03-31,1981-1982,Jan-Mar,-0.53,-0.39,-0.48
1982-04-30,1982-1983,Feb-Apr,-0.77,-0.86,-0.88
1982-05-31,1982-1983,Mar-May,-0.88,-1.0,-1.01
1982-06-30,1982-1983,Apr-Jun,-0.74,-0.58,-0.67
1982-07-31,1982-1983,May-Jul,-0.05,0.22,0.14
1982-08-31,1982-1983,Jun-Aug,0.67,0.78,0.77
1982-09-30,1982-1983,Jul-Sep,1.21,1.15,1.2
1982-10-31,1982-1983,Aug-Oct,0.84,0.88,0.89
1982-11-30,1982-1983,Sep-Nov,1.95,1.59,1.75
1982-12-31,1982-1983,Oct-Dec,1.67,1.51,1.61
1983-01-31,1982-1983,Nov-Jan,1.69,1.5,1.6
1983-02-28,1982-1983,Dec-Feb,0.18,0.5,0.4
1983-03-31,1982-1983,Jan-Mar,1.23,1.27,1.31
1983-04-30,1983-1984,Feb-Apr,1.8,1.56,1.71
1983-05-31,1983-1984,Mar-May,3.12,1.96,2.37
1983-06-30,1983-1984,Apr-Jun,2.07,1.5,1.72
1983-07-31,1983-1984,May-Jul,3.26,1.95,2.39
1983-08-31,1983-1984,Jun-Aug,3.23,2.05,2.45
1983-09-30,1983-1984,Jul-Sep,3.3,2.18,2.57
1983-10-31,1983-1984,Aug-Oct,1.17,1.1,1.15
1983-11-30,1983-1984,Sep-Nov,-0.45,-0.28,-0.35
1983-12-31,1983-1984,Oct-Dec,-0.58,-0.48,-0.54
1984-01-31,1983-1984,Nov-Jan,-0.6,-0.49,-0.56
1984-02-29,1983-1984,Dec-Feb,-0.49,-0.31,-0.4
1984-03-31,1983-1984,Jan-Mar,-0.38,-0.15,-0.26
1984-04-30,1984-1985,Feb-Apr,-0.3,-0.05,-0.16
1984-05-31,1984-1985,Mar-May,0.33,0.61,0.53
1984-06-30,1984-1985,Apr-Jun,0.91,0.96,0.98
1984-07-31,1984-1985,May-Jul,1.34,1.17,1.27
1984-08-31,1984-1985,Jun-Aug,1.65,1.37,1.5
1984-09-30,1984-1985,Jul-Sep,1.33,1.22,1.29
1984-10-31,1984-1985,Aug-Oct,1.38,1.23,1.31
1984-11-30,1984-1985,Sep-Nov,0.5,0.66,0.62
1984-12-31,1984-1985,Oct-Dec,0.17,0.41,0.34
1985-01-31,1984-1985,Nov-Jan,-0.43,-0.22,-0.31
1985-02-28,1984-1985,Dec-Feb,-0.5,-0.33,-0.42
1985-03-31,1984-1985,Jan-Mar,-0.41,-0.19,-0.29
1985-04-30,1985-1986,Feb-Apr,0.62,0.86,0.82
1985-05-31,1985-1986,Mar-May,0.69,0.87,0.85
1985-06-30,1985-1986,Apr-Jun,0.67,0.81,0.8
1985-07-31,1985-1986,May-Jul,0.13,0.38,0.31
1985-08-31,1985-1986,Jun-Aug,0.46,0.63,0.59
1985-09-30,1985-1986,Jul-Sep,0.84,0.91,0.91
1985-10-31,1985-1986,Aug-Oct,0.47,0.6,0.58
1985-11-30,1985-1986,Sep-Nov,-0.66,-0.56,-0.62
1985-12-31,1985-1986,Oct-Dec,,,
1986-01-31,1985-1986,Nov-Jan,,,
1986-02-28,1985-1986,Dec-Feb,,,
1986-03-31,1985-1986,Jan-Mar,,,
1986-04-30,1986-1987,Feb-Apr,1.17,1.22,1.26
1986-05-31,1986-1987,Mar-May,1.23,1.19,1.25
1986-06-30,1986-1987,Apr-Jun,1.19,1.11,1.17
1986-07-31,1986-1987,May-Jul,0.29,0.51,0.46
1986-08-31,1986-1987,Jun-Aug,0.29,0.49,0.44
1986-09-30,1986-1987,Jul-Sep,-0.05,0.16,0.09
1986-10-31,1986-1987,Aug-Oct,-0.31,-0.12,-0.19
1986-11-30,1986-1987,Sep-Nov,0.07,0.28,0.21
1986-12-31,1986-1987,Oct-Dec,0.19,0.44,0.36
1987-01-31,1986-1987,Nov-Jan,0.46,0.73,0.66
1987-02-28,1986-1987,Dec-Feb,0.1,0.43,0.33
1987-03-31,1986-1987,Jan-Mar,-0.29,-0.02,-0.13
1987-04-30,1987-1988,Feb-Apr,0.69,0.91,0.87
1987-05-31,1987-1988,Mar-May,1.23,1.19,1.25
1987-06-30,1987-1988,Apr-Jun,1.29,1.16,1.24
1987-07-31,1987-1988,May-Jul,0.96,0.96,1.0
1987-08-31,1987-1988,Jun-Aug,1.11,1.07,1.12
1987-09-30,1987-1988,Jul-Sep,1.25,1.17,1.23
1987-10-31,1987-1988,Aug-Oct,0.76,0.82,0.82
1987-11-30,1987-1988,Sep-Nov,-0.35,-0.16,-0.23
1987-12-31,1987-1988,Oct-Dec,-0.7,-0.67,-0.71
