Fecha,Año_hidrologico,Escala,SDI,LogSDI,GammaSDI
1983-03-31,1982-1983,Oct-Mar,,,
1983-04-30,1983-1984,Nov-Apr,,,
1983-05-31,1983-1984,Dec-May,,,
1983-06-30,1983-1984,Jan-Jun,,,
1983-07-31,1983-1984,Feb-Jul,,,
1983-08-31,1983-1984,Mar-Aug,-0.7,-0.54,-0.63
1983-09-30,1983-1984,Apr-Sep,-0.22,0.04,-0.04
1983-10-31,1983-1984,May-Oct,1.13,0.91,1.01
1983-11-30,1983-1984,Jun-Nov,1.72,1.25,1.44
1983-12-31,1983-1984,Jul-Dec,1.84,1.38,1.56
1984-01-31,1983-1984,Aug-Jan,2.28,1.47,1.78
1984-02-29,1983-1984,Sep-Feb,2.93,1.61,2.09
1984-03-31,1983-1984,Oct-Mar,2.76,1.58,2.02
1984-04-30,1984-1985,Nov-Apr,1.46,1.16,1.31
1984-05-31,1984-1985,Dec-May,1.08,1.04,1.11
1984-06-30,1984-1985,Jan-Jun,1.46,1.13,1.29
1984-07-31,1984-1985,Feb-Jul,2.06,1.27,1.6
1984-08-31,1984-1985,Mar-Aug,1.12,1.04,1.12
1984-09-30,1984-1985,Apr-Sep,0.8,0.79,0.83
1984-10-31,1984-1985,May-Oct,0.87,0.78,0.84
1984-11-30,1984-1985,Jun-Nov,1.0,0.89,0.96
1984-12-31,1984-1985,Jul-Dec,0.37,0.54,0.5
1985-01-31,1984-1985,Aug-Jan,-0.58,-0.3,-0.42
1985-02-28,1984-1985,Sep-Feb,-0.48,-0.13,-0.26
1985-03-31,1984-1985,Oct-Mar,-0.33,0.07,-0.07
1985-04-30,1985-1986,Nov-Apr,-0.25,0.18,0.04
1985-05-31,1985-1986,Dec-May,-0.44,-0.0,-0.17
1985-06-30,1985-1986,Jan-Jun,-0.3,0.14,-0.0
1985-07-31,1985-1986,Feb-Jul,-0.15,0.21,0.11
1985-08-31,1985-1986,Mar-Aug,0.15,0.39,0.33
1985-09-30,1985-1986,Apr-Sep,-0.0,0.23,0.17
1985-10-31,1985-1986,May-Oct,0.23,0.39,0.36
1985-11-30,1985-1986,Jun-Nov,0.23,0.4,0.37
1985-12-31,1985-1986,Jul-Dec,0.13,0.36,0.3
1986-01-31,1985-1986,Aug-Jan,0.02,0.31,0.23
1986-02-28,1985-1986,Sep-Feb,-0.24,0.13,0.01
1986-03-31,1985-1986,Oct-Mar,-0.24,0.17,0.03
1986-04-30,1986-1987,Nov-Apr,-0.72,-0.44,-0.58
1986-05-31,1986-1987,Dec-May,-0.69,-0.41,-0.55
1986-06-30,1986-1987,Jan-Jun,-0.57,-0.18,-0.33
1986-07-31,1986-1987,Feb-Jul,-0.52,-0.14,-0.28
1986-08-31,1986-1987,Mar-Aug,1.03,0.99,1.06
1986-09-30,1986-1987,Apr-Sep,1.22,1.03,1.13
1986-10-31,1986-1987,May-Oct,1.55,1.11,1.28
1986-11-30,1986-1987,Jun-Nov,2.06,1.4,1.65
1986-12-31,1986-1987,Jul-Dec,2.15,1.52,1.75
1987-01-31,1986-1987,Aug-Jan,2.18,1.44,1.73
1987-02-28,1986-1987,Sep-Feb,0.35,0.59,0.56
1987-03-31,1986-1987,Oct-Mar,0.2,0.54,0.47
1987-04-30,1987-1988,Nov-Apr,-0.13,0.29,0.16
1987-05-31,1987-1988,Dec-May,-0.87,-0.85,-0.92
1987-06-30,1987-1988,Jan-Jun,-1.08,-1.47,-1.4
1987-07-31,1987-1988,Feb-Jul,-1.05,-1.0,-1.11
1987-08-31,1987-1988,Mar-Aug,-1.07,-1.18,-1.21
1987-09-30,1987-1988,Apr-Sep,-1.38,-1.56,-1.55
1987-10-31,1987-1988,May-Oct,-1.16,-0.98,-1.08
1987-11-30,1987-1988,Jun-Nov,-1.09,-0.98,-1.05
1987-12-31,1987-1988,Jul-Dec,-0.79,-0.63,-0.7
1988-01-31,1987-1988,Aug-Jan,-0.61,-0.34,-0.45
1988-02-29,1987-1988,Sep-Feb,-0.67,-0.39,-0.52
1988-03-31,1987-1988,Oct-Mar,0.03,0.41,0.31
