Fecha,Año_hidrologico,Escala,SDI,LogSDI,GammaSDI
1980-01-31,1979-1980,Aug-Jan,,,
1980-02-29,1979-1980,Sep-Feb,,,
1980-03-31,1979-1980,Oct-Mar,,,
1980-04-30,1980-1981,Nov-Apr,,,
1980-05-31,1980-1981,Dec-May,,,
1980-06-30,1980-1981,Jan-Jun,,,
1980-07-31,1980-1981,Feb-Jul,,,
1980-08-31,1980-1981,Mar-Aug,,,
1980-09-30,1980-1981,Apr-Sep,,,
1980-10-31,1980-1981,May-Oct,,,
1980-11-30,1980-1981,Jun-Nov,,,
1980-12-31,1980-1981,Jul-Dec,,,
1981-01-31,1980-1981,Aug-Jan,,,
1981-02-28,1980-1981,Sep-Feb,,,
1981-03-31,1980-1981,Oct-Mar,,,
1981-04-30,1981-1982,Nov-Apr,,,
1981-05-31,1981-1982,Dec-May,,,
1981-06-30,1981-1982,Jan-Jun,0.99,0.95,1.05
1981-07-31,1981-1982,Feb-Jul,0.82,0.79,0.89
1981-08-31,1981-1982,Mar-Aug,1.21,0.92,1.08
1981-09-30,1981-1982,Apr-Sep,1.03,0.85,0.96
1981-10-31,1981-1982,May-Oct,0.87,0.77,0.85
1981-11-30,1981-1982,Jun-Nov,-0.92,-0.7,-0.83
1981-12-31,1981-1982,Jul-Dec,-0.74,-0.51,-0.63
1982-01-31,1981-1982,Aug-Jan,-0.7,-0.52,-0.62
1982-02-28,1981-1982,Sep-Feb,-0.95,-1.16,-1.16
1982-03-31,1981-1982,Oct-Mar,-1.04,-1.44,-1.38
1982-04-30,1982-1983,Nov-Apr,-0.98,-1.38,-1.31
1982-05-31,1982-1983,Dec-May,-0.15,0.33,0.18
1982-06-30,1982-1983,Jan-Jun,0.85,0.89,0.95
1982-07-31,1982-1983,Feb-Jul,0.69,0.74,0.81
1982-08-31,1982-1983,Mar-Aug,1.06,0.86,0.98
1982-09-30,1982-1983,Apr-Sep,1.0,0.84,0.94
1982-10-31,1982-1983,May-Oct,0.91,0.79,0.88
1982-11-30,1982-1983,Jun-Nov,0.29,0.47,0.45
1982-12-31,1982-1983,Jul-Dec,-0.66,-0.4,-0.52
1983-01-31,1982-1983,Aug-Jan,-0.61,-0.39,-0.49
1983-02-28,1982-1983,Sep-Feb,-0.8,-0.77,-0.84
1983-03-31,1982-1983,Oct-Mar,-1.0,-1.2,-1.21
1983-04-30,1983-1984,Nov-Apr,-0.95,-1.21,-1.2
1983-05-31,1983-1984,Dec-May,-0.85,-1.07,-1.07
1983-06-30,1983-1984,Jan-Jun,-0.88,-0.82,-0.93
1983-07-31,1983-1984,Feb-Jul,-0.98,-0.86,-1.0
1983-08-31,1983-1984,Mar-Aug,-0.39,-0.02,-0.13
1983-09-30,1983-1984,Apr-Sep,0.93,0.81,0.89
1983-10-31,1983-1984,May-Oct,1.33,0.98,1.15
1983-11-30,1983-1984,Jun-Nov,1.43,1.07,1.25
1983-12-31,1983-1984,Jul-Dec,1.63,1.22,1.41
1984-01-31,1983-1984,Aug-Jan,1.97,1.45,1.67
1984-02-29,1983-1984,Sep-Feb,3.08,1.78,2.26
1984-03-31,1983-1984,Oct-Mar,2.04,1.3,1.6
1984-04-30,1984-1985,Nov-Apr,1.52,1.17,1.35
1984-05-31,1984-1985,Dec-May,1.51,1.23,1.4
1984-06-30,1984-1985,Jan-Jun,1.74,1.22,1.47
1984-07-31,1984-1985,Feb-Jul,2.42,1.3,1.74
1984-08-31,1984-1985,Mar-Aug,0.89,0.78,0.88
1984-09-30,1984-1985,Apr-Sep,0.57,0.62,0.65
1984-10-31,1984-1985,May-Oct,0.55,0.6,0.63
1984-11-30,1984-1985,Jun-Nov,0.76,0.75,0.81
1984-12-31,1984-1985,Jul-Dec,0.41,0.59,0.57
1985-01-31,1984-1985,Aug-Jan,-0.51,-0.24,-0.35
1985-02-28,1984-1985,Sep-Feb,-0.35,-0.01,-0.14
1985-03-31,1984-1985,Oct-Mar,-0.27,0.18,0.04
1985-04-30,1985-1986,Nov-Apr,-0.26,0.22,0.06
1985-05-31,1985-1986,Dec-May,-0.57,-0.21,-0.38
1985-06-30,1985-1986,Jan-Jun,-0.16,0.28,0.15
1985-07-31,1985-1986,Feb-Jul,-0.09,0.29,0.2
1985-08-31,1985-1986,Mar-Aug,0.22,0.43,0.41
1985-09-30,1985-1986,Apr-Sep,0.07,0.32,0.26
1985-10-31,1985-1986,May-Oct,0.31,0.46,0.45
1985-11-30,1985-1986,Jun-Nov,0.18,0.39,0.35
1985-12-31,1985-1986,Jul-Dec,-0.13,0.17,0.08
1986-01-31,1985-1986,Aug-Jan,-0.19,0.13,0.02
1986-02-28,1985-1986,Sep-Feb,-0.45,-0.15,-0.28
1986-03-31,1985-1986,Oct-Mar,-0.43,0.01,-0.15
1986-04-30,1986-1987,Nov-Apr,-0.86,-0.83,-0.91
1986-05-31,1986-1987,Dec-May,-0.65,-0.4,-0.55
1986-06-30,1986-1987,Jan-Jun,-0.67,-0.35,-0.51
1986-07-31,1986-1987,Feb-Jul,-0.69,-0.31,-0.48
1986-08-31,1986-1987,Mar-Aug,0.94,0.81,0.91
1986-09-30,1986-1987,Apr-Sep,0.95,0.82,0.91
1986-10-31,1986-1987,May-Oct,1.17,0.91,1.06
1986-11-30,1986-1987,Jun-Nov,1.72,1.19,1.43
1986-12-31,1986-1987,Jul-Dec,1.92,1.33,1.58
1987-01-31,1986-1987,Aug-Jan,2.12,1.5,1.76
1987-02-28,1986-1987,Sep-Feb,0.52,0.75,0.72
1987-03-31,1986-1987,Oct-Mar,0.39,0.66,0.63
1987-04-30,1987-1988,Nov-Apr,0.01,0.45,0.33
1987-05-31,1987-1988,Dec-May,-0.9,-1.35,-1.26
1987-06-30,1987-1988,Jan-Jun,-1.09,-1.97,-1.74
1987-07-31,1987-1988,Feb-Jul,-1.06,-1.07,-1.18
1987-08-31,1987-1988,Mar-Aug,-1.19,-1.08,-1.19
1987-09-30,1987-1988,Apr-Sep,-1.26,-1.2,-1.28
1987-10-31,1987-1988,May-Oct,-1.02,-0.77,-0.91
1987-11-30,1987-1988,Jun-Nov,-0.94,-0.74,-0.86
1987-12-31,1987-1988,Jul-Dec,-0.71,-0.46,-0.58
1988-01-31,1987-1988,Aug-Jan,-0.63,-0.41,-0.52
1988-02-29,1987-1988,Sep-Feb,-0.64,-0.43,-0.55
1988-03-31,1987-1988,Oct-Mar,-0.52,-0.1,-0.27
1988-04-30,1988-1989,Nov-Apr,-0.77,-0.55,-0.68
1988-05-31,1988-1989,Dec-May,-0.75,-0.65,-0.75
1988-06-30,1988-1989,Jan-Jun,-0.95,-1.08,-1.13
1988-07-31,1988-1989,Feb-Jul,-1.13,-1.36,-1.41
1988-08-31,1988-1989,Mar-Aug,-1.31,-1.37,-1.44
1988-09-30,1988-1989,Apr-Sep,-1.54,-1.97,-1.91
1988-10-31,1988-1989,May-Oct,-1.64,-2.28,-2.16
1988-11-30,1988-1989,Jun-Nov,-1.58,-2.37,-2.19
1988-12-31,1988-1989,Jul-Dec,-1.4,-2.1,-1.93
1989-01-31,1988-1989,Aug-Jan,-1.23,-2.0,-1.78
1989-02-28,1988-1989,Sep-Feb,-1.24,-3.16,-2.44
1989-03-31,1988-1989,Oct-Mar,-1.16,-2.76,-2.19
1989-04-30,1989-1990,Nov-Apr,-1.08,-2.71,-2.1
1989-05-31,1989-1990,Dec-May,-0.98,-2.62,-2.0
1989-06-30,1989-1990,Jan-Jun,-1.15,-3.07,-2.36
1989-07-31,1989-1990,Feb-Jul,-1.31,-3.11,-2.53
1989-08-31,1989-1990,Mar-Aug,-1.61,-2.79,-2.46
1989-09-30,1989-1990,Apr-Sep,-1.75,-3.16,-2.71
1989-10-31,1989-1990,May-Oct,-1.81,-3.36,-2.88
1989-11-30,1989-1990,Jun-Nov,-1.73,-3.45,-2.9
1989-12-31,1989-1990,Jul-Dec,-1.55,-3.04,-2.55
1990-01-31,1989-1990,Aug-Jan,-1.34,-2.74,-2.25
1990-02-28,1989-1990,Sep-Feb,-1.0,-1.36,-1.31
1990-03-31,1989-1990,Oct-Mar,-0.74,-0.46,-0.61
1990-04-30,1990-1991,Nov-Apr,0.4,0.7,0.65
1990-05-31,1990-1991,Dec-May,0.44,0.77,0.71
1990-06-30,1990-1991,Jan-Jun,0.27,0.59,0.54
1990-07-31,1990-1991,Feb-Jul,0.02,0.37,0.3
1990-08-31,1990-1991,Mar-Aug,-0.4,-0.02,-0.14
1990-09-30,1990-1991,Apr-Sep,-0.75,-0.4,-0.54
1990-10-31,1990-1991,May-Oct,-1.47,-1.69,-1.71
1990-11-30,1990-1991,Jun-Nov,-0.93,-0.72,-0.85
1990-12-31,1990-1991,Jul-Dec,-0.84,-0.66,-0.76
1991-01-31,1990-1991,Aug-Jan,-0.62,-0.4,-0.5
1991-02-28,1990-1991,Sep-Feb,-0.42,-0.11,-0.24
1991-03-31,1990-1991,Oct-Mar,-0.22,0.23,0.09
1991-04-30,1991-1992,Nov-Apr,-0.31,0.17,0.01
1991-05-31,1991-1992,Dec-May,-0.8,-0.84,-0.91
1991-06-30,1991-1992,Jan-Jun,-0.61,-0.25,-0.42
1991-07-31,1991-1992,Feb-Jul,-0.31,0.12,-0.01
1991-08-31,1991-1992,Mar-Aug,-0.07,0.24,0.16
1991-09-30,1991-1992,Apr-Sep,-0.07,0.22,0.14
1991-10-31,1991-1992,May-Oct,0.28,0.44,0.43
1991-11-30,1991-1992,Jun-Nov,0.32,0.49,0.47
1991-12-31,1991-1992,Jul-Dec,0.29,0.5,0.46
1992-01-31,1991-1992,Aug-Jan,0.03,0.35,0.25
1992-02-29,1991-1992,Sep-Feb,-0.2,0.16,0.04
1992-03-31,1991-1992,Oct-Mar,-0.28,0.17,0.03
1992-04-30,1992-1993,Nov-Apr,-0.76,-0.52,-0.66
1992-05-31,1992-1993,Dec-May,-0.46,-0.03,-0.21
1992-06-30,1992-1993,Jan-Jun,-0.31,0.14,-0.01
1992-07-31,1992-1993,Feb-Jul,-0.28,0.14,0.02
1992-08-31,1992-1993,Mar-Aug,-0.24,0.11,0.01
1992-09-30,1992-1993,Apr-Sep,-0.22,0.1,0.01
1992-10-31,1992-1993,May-Oct,-0.02,0.24,0.18
1992-11-30,1992-1993,Jun-Nov,-0.26,0.04,-0.05
1992-12-31,1992-1993,Jul-Dec,-0.43,-0.12,-0.23
1993-01-31,1992-1993,Aug-Jan,-0.44,-0.14,-0.26
1993-02-28,1992-1993,Sep-Feb,-0.27,0.08,-0.05
1993-03-31,1992-1993,Oct-Mar,-0.35,0.1,-0.05
1993-04-30,1993-1994,Nov-Apr,-0.22,0.26,0.1
1993-05-31,1993-1994,Dec-May,0.17,0.6,0.49
1993-06-30,1993-1994,Jan-Jun,0.11,0.49,0.41
1993-07-31,1993-1994,Feb-Jul,-0.06,0.32,0.23
1993-08-31,1993-1994,Mar-Aug,-0.01,0.28,0.21
1993-09-30,1993-1994,Apr-Sep,-0.09,0.21,0.13
1993-10-31,1993-1994,May-Oct,0.05,0.29,0.24
1993-11-30,1993-1994,Jun-Nov,0.58,0.64,0.67
1993-12-31,1993-1994,Jul-Dec,1.54,1.18,1.35
1994-01-31,1993-1994,Aug-Jan,1.82,1.39,1.58
1994-02-28,1993-1994,Sep-Feb,1.69,1.33,1.53
1994-03-31,1993-1994,Oct-Mar,2.02,1.3,1.59
1994-04-30,1994-1995,Nov-Apr,1.56,1.18,1.37
1994-05-31,1994-1995,Dec-May,1.09,1.08,1.16
1994-06-30,1994-1995,Jan-Jun,-0.16,0.27,0.14
1994-07-31,1994-1995,Feb-Jul,-0.33,0.09,-0.04
1994-08-31,1994-1995,Mar-Aug,-0.04,0.26,0.19
1994-09-30,1994-1995,Apr-Sep,0.41,0.53,0.53
1994-10-31,1994-1995,May-Oct,0.54,0.6,0.63
1994-11-30,1994-1995,Jun-Nov,0.16,0.38,0.34
