Fecha,Año_hidrologico,Escala,SDI,LogSDI,GammaSDI
1983-07-31,1983-1984,May-Jul,,,
1983-08-31,1983-1984,Jun-Aug,,,
1983-09-30,1983-1984,Jul-Sep,0.24,0.41,0.43
1983-10-31,1983-1984,Aug-Oct,0.09,0.37,0.33
1983-11-30,1983-1984,Sep-Nov,0.01,0.34,0.28
1983-12-31,1983-1984,Oct-Dec,0.25,0.61,0.56
1984-01-31,1983-1984,Nov-Jan,-0.16,0.43,0.26
1984-02-29,1983-1984,Dec-Feb,-0.09,0.57,0.34
1984-03-31,1983-1984,Jan-Mar,0.48,0.83,0.82
1984-04-30,1984-1985,Feb-Apr,0.22,0.63,0.59
1984-05-31,1984-1985,Mar-May,0.86,0.91,0.99
1984-06-30,1984-1985,Apr-Jun,1.96,1.18,1.54
1984-07-31,1984-1985,May-Jul,3.02,1.24,1.91
1984-08-31,1984-1985,Jun-Aug,2.76,1.18,1.78
1984-09-30,1984-1985,Jul-Sep,0.6,0.56,0.67
1984-10-31,1984-1985,Aug-Oct,-0.4,-0.03,-0.17
1984-11-30,1984-1985,Sep-Nov,-0.37,0.03,-0.11
1984-12-31,1984-1985,Oct-Dec,-0.23,0.24,0.09
1985-01-31,1984-1985,Nov-Jan,-0.43,0.13,-0.09
1985-02-28,1984-1985,Dec-Feb,-0.63,-1.08,-1.0
1985-03-31,1984-1985,Jan-Mar,-0.74,-1.01,-1.05
1985-04-30,1985-1986,Feb-Apr,-0.43,0.1,-0.09
1985-05-31,1985-1986,Mar-May,-0.18,0.37,0.21
1985-06-30,1985-1986,Apr-Jun,-0.02,0.45,0.35
1985-07-31,1985-1986,May-Jul,0.23,0.47,0.49
1985-08-31,1985-1986,Jun-Aug,0.88,0.7,0.88
1985-09-30,1985-1986,Jul-Sep,1.47,0.87,1.17
1985-10-31,1985-1986,Aug-Oct,0.8,0.76,0.88
1985-11-30,1985-1986,Sep-Nov,-0.08,0.28,0.2
1985-12-31,1985-1986,Oct-Dec,-0.65,-0.33,-0.51
1986-01-31,1985-1986,Nov-Jan,-0.72,-0.74,-0.86
1986-02-28,1985-1986,Dec-Feb,-0.61,-0.86,-0.86
1986-03-31,1985-1986,Jan-Mar,-0.44,0.07,-0.15
1986-04-30,1986-1987,Feb-Apr,0.23,0.64,0.59
1986-05-31,1986-1987,Mar-May,0.45,0.74,0.73
1986-06-30,1986-1987,Apr-Jun,0.61,0.77,0.83
1986-07-31,1986-1987,May-Jul,-0.02,0.34,0.29
1986-08-31,1986-1987,Jun-Aug,-0.27,0.15,0.05
1986-09-30,1986-1987,Jul-Sep,-0.91,-0.44,-0.65
1986-10-31,1986-1987,Aug-Oct,-0.42,-0.05,-0.18
