Fecha,Año_hidrologico,Escala,SDI,LogSDI,GammaSDI
1981-01-31,1980-1981,Nov-Jan,,,
1981-02-28,1980-1981,Dec-Feb,,,
1981-03-31,1980-1981,Jan-Mar,-0.19,0.41,0.21
1981-04-30,1981-1982,Feb-Apr,-0.4,0.15,-0.04
1981-05-31,1981-1982,Mar-May,-0.36,0.2,0.01
1981-06-30,1981-1982,Apr-Jun,0.01,0.45,0.35
1981-07-31,1981-1982,May-Jul,0.71,0.76,0.81
1981-08-31,1981-1982,Jun-Aug,1.32,1.06,1.18
1981-09-30,1981-1982,Jul-Sep,1.11,0.98,1.07
1981-10-31,1981-1982,Aug-Oct,0.11,0.44,0.35
1981-11-30,1981-1982,Sep-Nov,-0.26,0.06,-0.07
1981-12-31,1981-1982,Oct-Dec,-0.61,-0.48,-0.6
1982-01-31,1981-1982,Nov-Jan,-0.49,-0.07,-0.27
1982-02-28,1981-1982,Dec-Feb,-0.25,0.36,0.12
1982-03-31,1981-1982,Jan-Mar,-0.32,0.25,0.03
1982-04-30,1982-1983,Feb-Apr,-0.54,-0.06,-0.26
1982-05-31,1982-1983,Mar-May,-0.82,-0.68,-0.81
1982-06-30,1982-1983,Apr-Jun,-0.54,-0.08,-0.26
1982-07-31,1982-1983,May-Jul,-0.37,0.04,-0.1
1982-08-31,1982-1983,Jun-Aug,0.21,0.46,0.4
1982-09-30,1982-1983,Jul-Sep,0.65,0.74,0.75
1982-10-31,1982-1983,Aug-Oct,0.4,0.67,0.61
1982-11-30,1982-1983,Sep-Nov,0.27,0.58,0.5
1982-12-31,1982-1983,Oct-Dec,-0.23,0.18,0.02
1983-01-31,1982-1983,Nov-Jan,-0.32,0.21,0.01
1983-02-28,1982-1983,Dec-Feb,0.3,0.85,0.73
1983-03-31,1982-1983,Jan-Mar,0.55,0.9,0.87
1983-04-30,1983-1984,Feb-Apr,0.32,0.7,0.65
1983-05-31,1983-1984,Mar-May,-0.27,0.29,0.11
1983-06-30,1983-1984,Apr-Jun,-0.57,-0.11,-0.29
1983-07-31,1983-1984,May-Jul,-0.17,0.22,0.11
1983-08-31,1983-1984,Jun-Aug,0.1,0.38,0.3
1983-09-30,1983-1984,Jul-Sep,0.27,0.5,0.45
1983-10-31,1983-1984,Aug-Oct,0.02,0.35,0.25
1983-11-30,1983-1984,Sep-Nov,0.24,0.56,0.48
1983-12-31,1983-1984,Oct-Dec,0.13,0.56,0.44
1984-01-31,1983-1984,Nov-Jan,-0.15,0.42,0.23
1984-02-29,1983-1984,Dec-Feb,-0.33,0.23,-0.01
1984-03-31,1983-1984,Jan-Mar,0.1,0.65,0.51
1984-04-30,1984-1985,Feb-Apr,0.02,0.52,0.41
1984-05-31,1984-1985,Mar-May,0.06,0.54,0.43
1984-06-30,1984-1985,Apr-Jun,0.59,0.77,0.79
1984-07-31,1984-1985,May-Jul,1.4,1.05,1.23
1984-08-31,1984-1985,Jun-Aug,1.73,1.23,1.43
1984-09-30,1984-1985,Jul-Sep,0.16,0.41,0.35
1984-10-31,1984-1985,Aug-Oct,-0.26,0.05,-0.06
1984-11-30,1984-1985,Sep-Nov,-0.21,0.12,0.0
1984-12-31,1984-1985,Oct-Dec,-0.37,-0.02,-0.18
1985-01-31,1984-1985,Nov-Jan,-0.6,-0.35,-0.51
1985-02-28,1984-1985,Dec-Feb,-0.65,-1.18,-1.09
1985-03-31,1984-1985,Jan-Mar,-0.57,-0.22,-0.42
1985-04-30,1985-1986,Feb-Apr,-0.31,0.25,0.07
1985-05-31,1985-1986,Mar-May,-0.11,0.42,0.28
1985-06-30,1985-1986,Apr-Jun,-0.24,0.26,0.11
1985-07-31,1985-1986,May-Jul,0.15,0.45,0.39
1985-08-31,1985-1986,Jun-Aug,1.61,1.19,1.36
1985-09-30,1985-1986,Jul-Sep,2.44,1.52,1.85
1985-10-31,1985-1986,Aug-Oct,1.06,1.09,1.14
1985-11-30,1985-1986,Sep-Nov,-0.12,0.22,0.1
1985-12-31,1985-1986,Oct-Dec,-0.62,-0.5,-0.61
1986-01-31,1985-1986,Nov-Jan,-0.66,-0.54,-0.67
1986-02-28,1985-1986,Dec-Feb,-0.47,-0.09,-0.3
1986-03-31,1985-1986,Jan-Mar,0.25,0.75,0.64
1986-04-30,1986-1987,Feb-Apr,0.81,0.91,0.98
1986-05-31,1986-1987,Mar-May,0.85,0.92,0.98
1986-06-30,1986-1987,Apr-Jun,0.32,0.64,0.6
1986-07-31,1986-1987,May-Jul,-0.4,0.01,-0.12
1986-08-31,1986-1987,Jun-Aug,-0.85,-0.62,-0.73
1986-09-30,1986-1987,Jul-Sep,-0.29,0.03,-0.07
1986-10-31,1986-1987,Aug-Oct,-0.22,0.11,-0.01
1986-11-30,1986-1987,Sep-Nov,1.41,1.29,1.4
1986-12-31,1986-1987,Oct-Dec,1.09,1.16,1.23
1987-01-31,1986-1987,Nov-Jan,1.18,1.17,1.26
1987-02-28,1986-1987,Dec-Feb,-0.42,0.05,-0.18
1987-03-31,1986-1987,Jan-Mar,-0.69,-0.71,-0.81
1987-04-30,1987-1988,Feb-Apr,0.18,0.62,0.54
1987-05-31,1987-1988,Mar-May,0.38,0.72,0.68
1987-06-30,1987-1988,Apr-Jun,0.42,0.69,0.67
1987-07-31,1987-1988,May-Jul,-0.12,0.26,0.16
1987-08-31,1987-1988,Jun-Aug,0.47,0.62,0.6
1987-09-30,1987-1988,Jul-Sep,0.56,0.68,0.68
1987-10-31,1987-1988,Aug-Oct,0.08,0.4,0.31
1987-11-30,1987-1988,Sep-Nov,-0.43,-0.16,-0.28
1987-12-31,1987-1988,Oct-Dec,-0.33,0.04,-0.12
1988-01-31,1987-1988,Nov-Jan,1.07,1.13,1.19
1988-02-29,1987-1988,Dec-Feb,1.03,1.19,1.24
1988-03-31,1987-1988,Jan-Mar,1.03,1.1,1.17
1988-04-30,1988-1989,Feb-Apr,-0.67,-0.31,-0.51
1988-05-31,1988-1989,Mar-May,-0.85,-0.85,-0.94
1988-06-30,1988-1989,Apr-Jun,-0.98,-1.26,-1.26
1988-07-31,1988-1989,May-Jul,-0.94,-0.75,-0.88
1988-08-31,1988-1989,Jun-Aug,-0.03,0.28,0.19
1988-09-30,1988-1989,Jul-Sep,0.61,0.72,0.72
1988-10-31,1988-1989,Aug-Oct,0.04,0.37,0.28
1988-11-30,1988-1989,Sep-Nov,-0.61,-0.46,-0.56
1988-12-31,1988-1989,Oct-Dec,-0.82,-1.27,-1.19
1989-01-31,1988-1989,Nov-Jan,-0.78,-1.36,-1.23
1989-02-28,1988-1989,Dec-Feb,-0.67,-1.69,-1.38
1989-03-31,1988-1989,Jan-Mar,-0.79,-2.36,-1.78
1989-04-30,1989-1990,Feb-Apr,-0.92,-2.5,-1.95
1989-05-31,1989-1990,Mar-May,-0.97,-2.36,-1.88
1989-06-30,1989-1990,Apr-Jun,-1.08,-2.68,-2.11
1989-07-31,1989-1990,May-Jul,-1.39,-3.43,-2.67
1989-08-31,1989-1990,Jun-Aug,-1.49,-2.52,-2.18
1989-09-30,1989-1990,Jul-Sep,-1.45,-2.32,-2.06
1989-10-31,1989-1990,Aug-Oct,-1.13,-1.91,-1.7
1989-11-30,1989-1990,Sep-Nov,-0.98,-1.43,-1.34
1989-12-31,1989-1990,Oct-Dec,-0.66,-0.61,-0.7
1990-01-31,1989-1990,Nov-Jan,-0.53,-0.16,-0.35
1990-02-28,1989-1990,Dec-Feb,-0.35,0.19,-0.04
1990-03-31,1989-1990,Jan-Mar,0.59,0.92,0.9
1990-04-30,1990-1991,Feb-Apr,1.35,1.09,1.28
1990-05-31,1990-1991,Mar-May,0.9,0.94,1.01
1990-06-30,1990-1991,Apr-Jun,0.1,0.51,0.42
1990-07-31,1990-1991,May-Jul,-0.98,-0.85,-0.96
1990-08-31,1990-1991,Jun-Aug,-1.42,-2.13,-1.92
1990-09-30,1990-1991,Jul-Sep,-1.32,-1.74,-1.65
1990-10-31,1990-1991,Aug-Oct,-0.81,-0.83,-0.88
1990-11-30,1990-1991,Sep-Nov,-0.36,-0.07,-0.2
1990-12-31,1990-1991,Oct-Dec,0.23,0.64,0.54
1991-01-31,1990-1991,Nov-Jan,0.19,0.7,0.57
1991-02-28,1990-1991,Dec-Feb,-0.09,0.54,0.33
1991-03-31,1990-1991,Jan-Mar,-0.74,-1.15,-1.11
1991-04-30,1991-1992,Feb-Apr,-0.16,0.39,0.24
1991-05-31,1991-1992,Mar-May,-0.29,0.27,0.09
1991-06-30,1991-1992,Apr-Jun,0.04,0.48,0.38
1991-07-31,1991-1992,May-Jul,0.69,0.75,0.79
1991-08-31,1991-1992,Jun-Aug,1.6,1.18,1.35
1991-09-30,1991-1992,Jul-Sep,0.88,0.87,0.91
1991-10-31,1991-1992,Aug-Oct,-0.49,-0.25,-0.36
1991-11-30,1991-1992,Sep-Nov,-0.52,-0.31,-0.42
1991-12-31,1991-1992,Oct-Dec,-0.24,0.18,0.02
1992-01-31,1991-1992,Nov-Jan,-0.31,0.24,0.03
1992-02-29,1991-1992,Dec-Feb,0.09,0.7,0.53
1992-03-31,1991-1992,Jan-Mar,-0.04,0.55,0.38
1992-04-30,1992-1993,Feb-Apr,0.39,0.73,0.7
1992-05-31,1992-1993,Mar-May,0.83,0.91,0.97
1992-06-30,1992-1993,Apr-Jun,1.58,1.13,1.35
1992-07-31,1992-1993,May-Jul,1.79,1.19,1.44
1992-08-31,1992-1993,Jun-Aug,1.08,0.95,1.03
1992-09-30,1992-1993,Jul-Sep,-0.85,-0.66,-0.76
1992-10-31,1992-1993,Aug-Oct,-0.96,-1.24,-1.21
1992-11-30,1992-1993,Sep-Nov,-1.0,-1.53,-1.41
1992-12-31,1992-1993,Oct-Dec,-0.81,-1.22,-1.16
1993-01-31,1992-1993,Nov-Jan,0.14,0.67,0.53
1993-02-28,1992-1993,Dec-Feb,0.34,0.87,0.76
1993-03-31,1992-1993,Jan-Mar,0.43,0.85,0.78
1993-04-30,1993-1994,Feb-Apr,-0.58,-0.12,-0.32
1993-05-31,1993-1994,Mar-May,0.84,0.92,0.97
1993-06-30,1993-1994,Apr-Jun,0.97,0.93,1.03
1993-07-31,1993-1994,May-Jul,1.56,1.11,1.32
1993-08-31,1993-1994,Jun-Aug,-0.53,-0.2,-0.32
1993-09-30,1993-1994,Jul-Sep,-1.04,-1.01,-1.07
1993-10-31,1993-1994,Aug-Oct,-0.77,-0.75,-0.81
1993-11-30,1993-1994,Sep-Nov,-0.13,0.21,0.09
1993-12-31,1993-1994,Oct-Dec,0.85,1.04,1.05
1994-01-31,1993-1994,Nov-Jan,0.93,1.08,1.11
1994-02-28,1993-1994,Dec-Feb,0.51,0.97,0.89
1994-03-31,1993-1994,Jan-Mar,-0.49,-0.01,-0.23
1994-04-30,1994-1995,Feb-Apr,-0.66,-0.29,-0.49
1994-05-31,1994-1995,Mar-May,-0.75,-0.45,-0.63
1994-06-30,1994-1995,Apr-Jun,-0.4,0.11,-0.06
1994-07-31,1994-1995,May-Jul,-0.02,0.33,0.24
1994-08-31,1994-1995,Jun-Aug,1.01,0.92,0.99
1994-09-30,1994-1995,Jul-Sep,0.3,0.52,0.47
1994-10-31,1994-1995,Aug-Oct,0.37,0.64,0.59
1994-11-30,1994-1995,Sep-Nov,-0.09,0.25,0.14
1994-12-31,1994-1995,Oct-Dec,-0.11,0.33,0.18
1995-01-31,1994-1995,Nov-Jan,-0.56,-0.22,-0.41
1995-02-28,1994-1995,Dec-Feb,-0.55,-0.37,-0.53
1995-03-31,1994-1995,Jan-Mar,,,
1995-04-30,1995-1996,Feb-Apr,,,
1995-05-31,1995-1996,Mar-May,,,
1995-06-30,1995-1996,Apr-Jun,-0.92,-0.95,-1.03
1995-07-31,1995-1996,May-Jul,-0.75,-0.42,-0.57
1995-08-31,1995-1996,Jun-Aug,-0.76,-0.48,-0.59
1995-09-30,1995-1996,Jul-Sep,-0.82,-0.61,-0.71
1995-10-31,1995-1996,Aug-Oct,-0.99,-1.35,-1.3
1995-11-30,1995-1996,Sep-Nov,,,
1995-12-31,1995-1996,Oct-Dec,,,
1996-01-31,1995-1996,Nov-Jan,,,
1996-02-29,1995-1996,Dec-Feb,,,
1996-03-31,1995-1996,Jan-Mar,,,
1996-04-30,1996-1997,Feb-Apr,,,
1996-05-31,1996-1997,Mar-May,-0.14,0.4,0.25
1996-06-30,1996-1997,Apr-Jun,-0.2,0.29,0.15
1996-07-31,1996-1997,May-Jul,-1.24,-1.72,-1.64
1996-08-31,1996-1997,Jun-Aug,-1.43,-2.16,-1.94
1996-09-30,1996-1997,Jul-Sep,-1.33,-1.77,-1.67
1996-10-31,1996-1997,Aug-Oct,-0.87,-0.97,-1.0
1996-11-30,1996-1997,Sep-Nov,-0.39,-0.12,-0.24
1996-12-31,1996-1997,Oct-Dec,-0.3,0.09,-0.07
1997-01-31,1996-1997,Nov-Jan,-0.3,0.24,0.04
1997-02-28,1996-1997,Dec-Feb,-0.45,-0.03,-0.25
1997-03-31,1996-1997,Jan-Mar,-0.53,-0.1,-0.31
1997-04-30,1997-1998,Feb-Apr,-0.72,-0.46,-0.64
1997-05-31,1997-1998,Mar-May,-0.79,-0.57,-0.72
1997-06-30,1997-1998,Apr-Jun,-0.72,-0.36,-0.53
1997-07-31,1997-1998,May-Jul,-0.79,-0.48,-0.63
1997-08-31,1997-1998,Jun-Aug,-0.77,-0.49,-0.61
1997-09-30,1997-1998,Jul-Sep,-1.05,-1.02,-1.08
1997-10-31,1997-1998,Aug-Oct,-0.78,-0.78,-0.84
1997-11-30,1997-1998,Sep-Nov,-0.33,-0.03,-0.15
1997-12-31,1997-1998,Oct-Dec,1.09,1.16,1.23
1998-01-31,1997-1998,Nov-Jan,3.6,1.72,2.32
1998-02-28,1997-1998,Dec-Feb,3.88,1.79,2.49
1998-03-31,1997-1998,Jan-Mar,3.94,1.69,2.39
1998-04-30,1998-1999,Feb-Apr,1.93,1.23,1.55
1998-05-31,1998-1999,Mar-May,1.56,1.14,1.35
1998-06-30,1998-1999,Apr-Jun,1.66,1.15,1.39
1998-07-31,1998-1999,May-Jul,1.47,1.08,1.27
1998-08-31,1998-1999,Jun-Aug,1.62,1.19,1.36
1998-09-30,1998-1999,Jul-Sep,0.57,0.69,0.68
1998-10-31,1998-1999,Aug-Oct,-0.02,0.31,0.21
1998-11-30,1998-1999,Sep-Nov,-0.47,-0.23,-0.35
1998-12-31,1998-1999,Oct-Dec,-0.89,-1.77,-1.52
1999-01-31,1998-1999,Nov-Jan,-0.78,-1.43,-1.27
1999-02-28,1998-1999,Dec-Feb,-0.64,-1.06,-1.02
1999-03-31,1998-1999,Jan-Mar,-0.75,-1.2,-1.14
1999-04-30,1999-2000,Feb-Apr,-0.52,-0.02,-0.22
1999-05-31,1999-2000,Mar-May,-0.62,-0.17,-0.37
1999-06-30,1999-2000,Apr-Jun,-0.26,0.24,0.09
1999-07-31,1999-2000,May-Jul,0.07,0.4,0.33
1999-08-31,1999-2000,Jun-Aug,0.75,0.79,0.81
1999-09-30,1999-2000,Jul-Sep,-0.13,0.18,0.09
1999-10-31,1999-2000,Aug-Oct,-0.71,-0.61,-0.7
1999-11-30,1999-2000,Sep-Nov,-0.85,-1.0,-1.01
1999-12-31,1999-2000,Oct-Dec,-0.74,-0.88,-0.92
2000-01-31,1999-2000,Nov-Jan,-0.8,-1.87,-1.52
2000-02-29,1999-2000,Dec-Feb,-0.65,-1.21,-1.11
2000-03-31,1999-2000,Jan-Mar,-0.73,-1.03,-1.03
2000-04-30,2000-2001,Feb-Apr,-0.7,-0.4,-0.59
2000-05-31,2000-2001,Mar-May,0.3,0.68,0.62
2000-06-30,2000-2001,Apr-Jun,0.68,0.81,0.84
2000-07-31,2000-2001,May-Jul,1.81,1.19,1.45
2000-08-31,2000-2001,Jun-Aug,0.88,0.85,0.9
2000-09-30,2000-2001,Jul-Sep,0.54,0.67,0.66
2000-10-31,2000-2001,Aug-Oct,0.18,0.5,0.41
2000-11-30,2000-2001,Sep-Nov,0.2,0.52,0.44
2000-12-31,2000-2001,Oct-Dec,-0.05,0.39,0.24
2001-01-31,2000-2001,Nov-Jan,-0.4,0.1,-0.11
2001-02-28,2000-2001,Dec-Feb,-0.36,0.17,-0.06
2001-03-31,2000-2001,Jan-Mar,1.32,1.19,1.33
2001-04-30,2001-2002,Feb-Apr,1.36,1.09,1.28
2001-05-31,2001-2002,Mar-May,1.75,1.19,1.44
2001-06-30,2001-2002,Apr-Jun,1.13,0.99,1.12
